linha=1 | nome=Felipe | acao=fez um experimento | valor=1278
linha=1404 | nome=Mariana | acao=participou da aula | valor=4633
linha=1405 | nome=Gabriela | acao=participou da aula | valor=4716
linha=1406 | nome=Karen | acao=comparou as metricas | valor=6786
linha=1407 | nome=Helena | acao=executou o benchmark | valor=8643
linha=1408 | nome=Gabriela | acao=otimizou o algoritmo | valor=8630
linha=1409 | nome=Vitor | acao=comparou as metricas | valor=6411
linha=1410 | nome=Helena | acao=analisou os resultados | valor=1368
linha=1411 | nome=Joao | acao=executou o benchmark | valor=5843
linha=1412 | nome=Paulo | acao=participou da aula | valor=9267
linha=1413 | nome=Natalia | acao=participou da aula | valor=4000
linha=1414 | nome=Helena | acao=estudou computacao | valor=2639
linha=1415 | nome=Paulo | acao=comparou as metricas | valor=1050
linha=1416 | nome=Helena | acao=fez um experimento | valor=1726
linha=1417 | nome=Joao | acao=fez um experimento | valor=6983
linha=1418 | nome=Natalia | acao=comparou as metricas | valor=6778
linha=1419 | nome=Bruno | acao=estudou computacao | valor=4803
linha=1420 | nome=Otavio | acao=otimizou o algoritmo | valor=6913
linha=1421 | nome=Vitor | acao=estudou computacao | valor=4366
linha=1422 | nome=Helena | acao=escreveu o relatorio | valor=4584
linha=1423 | nome=Ana | acao=comparou as metricas | valor=7790
linha=1424 | nome=Daniela | acao=comparou as metricas | valor=8285
linha=1425 | nome=Tiago | acao=comparou as metricas | valor=5159
linha=1426 | nome=Carlos | acao=analisou os resultados | valor=2618
linha=1427 | nome=Natalia | acao=fez um experimento | valor=4655
linha=1428 | nome=Bruno | acao=comparou as metricas | valor=7546
linha=1429 | nome=Lucas | acao=otimizou o algoritmo | valor=7829
linha=1430 | nome=Lucas | acao=fez um experimento | valor=9413
linha=1431 | nome=Karen | acao=otimizou o algoritmo | valor=2862
linha=1432 | nome=Tiago | acao=comparou as metricas | valor=9555
linha=1433 | nome=Mariana | acao=comparou as metricas | valor=9431
linha=1434 | nome=Igor | acao=fez um experimento | valor=5305
linha=1435 | nome=Natalia | acao=participou da aula | valor=4297
linha=1436 | nome=Lucas | acao=escreveu o relatorio | valor=7190
linha=1437 | nome=Bruno | acao=escreveu o relatorio | valor=2746
linha=1438 | nome=Bruno | acao=fez um experimento | valor=8525
linha=1439 | nome=Carlos | acao=analisou os resultados | valor=4055
linha=1440 | nome=Carlos | acao=otimizou o algoritmo | valor=7533
linha=1441 | nome=Bruno | acao=fez um experimento | valor=7380
linha=1442 | nome=Natalia | acao=otimizou o algoritmo | valor=8911
linha=1443 | nome=Sofia | acao=fez um experimento | valor=8522
linha=1444 | nome=Gabriela | acao=otimizou o algoritmo | valor=6419
linha=1445 | nome=Bruno | acao=fez um experimento | valor=9581
linha=1446 | nome=Igor | acao=escreveu o relatorio | valor=1948
linha=1447 | nome=Otavio | acao=fez um experimento | valor=2980
linha=1448 | nome=Bruno | acao=analisou os resultados | valor=6554
linha=1449 | nome=Igor | acao=otimizou o algoritmo | valor=2678
linha=1450 | nome=Bruno | acao=otimizou o algoritmo | valor=3773
linha=1451 | nome=Igor | acao=estudou computacao | valor=7421
linha=1452 | nome=Bruno | acao=estudou computacao | valor=5983
linha=1453 | nome=Paulo | acao=fez um experimento | valor=7980
linha=1454 | nome=Renata | acao=comparou as metricas | valor=3872
linha=1455 | nome=Helena | acao=analisou os resultados | valor=7528
linha=1456 | nome=Ana | acao=escreveu o relatorio | valor=7967
linha=1457 | nome=Bruno | acao=fez um experimento | valor=6866
linha=1458 | nome=Joao | acao=analisou os resultados | valor=3433
linha=1459 | nome=Felipe | acao=estudou computacao | valor=4968
linha=1460 | nome=Mariana | acao=estudou computacao | valor=5928
linha=1461 | nome=Igor | acao=escreveu o relatorio | valor=3666
linha=1462 | nome=Joao | acao=participou da aula | valor=2392
linha=1463 | nome=Paulo | acao=fez um experimento | valor=9104
linha=1464 | nome=Tiago | acao=comparou as metricas | valor=2971
linha=1465 | nome=Joao | acao=escreveu o relatorio | valor=4515
linha=1466 | nome=Daniela | acao=analisou os resultados | valor=7497
linha=1467 | nome=Helena | acao=comparou as metricas | valor=5815
linha=1468 | nome=Ana | acao=otimizou o algoritmo | valor=1634
linha=1469 | nome=Renata | acao=executou o benchmark | valor=9854
linha=1470 | nome=Mariana | acao=estudou computacao | valor=6747
linha=1471 | nome=Tiago | acao=comparou as metricas | valor=6851
linha=1472 | nome=Tiago | acao=executou o benchmark | valor=7611
linha=1473 | nome=Eduarda | acao=executou o benchmark | valor=8982
linha=1474 | nome=Igor | acao=comparou as metricas | valor=2471
linha=1475 | nome=Natalia | acao=fez um experimento | valor=5544
linha=1476 | nome=Mariana | acao=executou o benchmark | valor=4482
linha=1477 | nome=Otavio | acao=comparou as metricas | valor=2092
linha=1478 | nome=Renata | acao=estudou computacao | valor=8694
linha=1479 | nome=Carlos | acao=fez um experimento | valor=6157
linha=1480 | nome=Lucas | acao=escreveu o relatorio | valor=8160
linha=1481 | nome=Renata | acao=analisou os resultados | valor=5586
linha=1482 | nome=Bruno | acao=participou da aula | valor=3960
linha=1483 | nome=Otavio | acao=comparou as metricas | valor=4385
linha=1484 | nome=Joao | acao=estudou computacao | valor=3447
linha=1485 | nome=Felipe | acao=estudou computacao | valor=8453
linha=1486 | nome=Paulo | acao=escreveu o relatorio | valor=7092
linha=1487 | nome=Mariana | acao=escreveu o relatorio | valor=9819
linha=1488 | nome=Vitor | acao=escreveu o relatorio | valor=5637
linha=1489 | nome=Paulo | acao=analisou os resultados | valor=9907
linha=1490 | nome=Lucas | acao=otimizou o algoritmo | valor=8360
linha=1491 | nome=Tiago | acao=comparou as metricas | valor=6194
linha=1492 | nome=Lucas | acao=executou o benchmark | valor=2681
linha=1493 | nome=Daniela | acao=executou o benchmark | valor=9586
linha=1494 | nome=Igor | acao=otimizou o algoritmo | valor=1941
linha=1495 | nome=Helena | acao=analisou os resultados | valor=3444
linha=1496 | nome=Mariana | acao=estudou computacao | valor=2538
linha=1497 | nome=Sofia | acao=fez um experimento | valor=7879
linha=1498 | nome=Gabriela | acao=comparou as metricas | valor=1367
linha=1499 | nome=Renata | acao=participou da aula | valor=2971
linha=1500 | nome=Paulo | acao=estudou computacao | valor=5572
linha=1501 | nome=Felipe | acao=otimizou o algoritmo | valor=9344
linha=1502 | nome=Daniela | acao=comparou as metricas | valor=3587
linha=1503 | nome=Karen | acao=fez um experimento | valor=8974
linha=1504 | nome=Vitor | acao=participou da aula | valor=2902
linha=1505 | nome=Paulo | acao=participou da aula | valor=8421
linha=1506 | nome=Helena | acao=fez um experimento | valor=7309
linha=1507 | nome=Ana | acao=analisou os resultados | valor=6382
linha=1508 | nome=Karen | acao=analisou os resultados | valor=4674
linha=1509 | nome=Tiago | acao=executou o benchmark | valor=8943
linha=1510 | nome=Tiago | acao=analisou os resultados | valor=5786
linha=1511 | nome=Renata | acao=fez um experimento | valor=8333
linha=1512 | nome=Sofia | acao=escreveu o relatorio | valor=7868
linha=1513 | nome=Bruno | acao=fez um experimento | valor=6706
linha=1514 | nome=Natalia | acao=otimizou o algoritmo | valor=3744
linha=1515 | nome=Karen | acao=comparou as metricas | valor=9205
linha=1516 | nome=Renata | acao=escreveu o relatorio | valor=9253
linha=1517 | nome=Paulo | acao=analisou os resultados | valor=9154
linha=1518 | nome=Ana | acao=otimizou o algoritmo | valor=6072
linha=1519 | nome=Ana | acao=executou o benchmark | valor=7757
linha=1520 | nome=Bruno | acao=fez um experimento | valor=6252
linha=1521 | nome=Joao | acao=executou o benchmark | valor=8829
linha=1522 | nome=Karen | acao=executou o benchmark | valor=2272
linha=1523 | nome=Gabriela | acao=escreveu o relatorio | valor=9662
linha=1524 | nome=Daniela | acao=executou o benchmark | valor=1020
linha=1525 | nome=Otavio | acao=escreveu o relatorio | valor=3480
linha=1526 | nome=Gabriela | acao=comparou as metricas | valor=8166
linha=1527 | nome=Vitor | acao=otimizou o algoritmo | valor=5377
linha=1528 | nome=Eduarda | acao=participou da aula | valor=8612
linha=1529 | nome=Lucas | acao=analisou os resultados | valor=5481
linha=1530 | nome=Felipe | acao=executou o benchmark | valor=4671
linha=1531 | nome=Helena | acao=participou da aula | valor=8934
linha=1532 | nome=Gabriela | acao=fez um experimento | valor=2592
linha=1533 | nome=Eduarda | acao=executou o benchmark | valor=6790
linha=1534 | nome=Igor | acao=participou da aula | valor=6718
linha=1535 | nome=Eduarda | acao=comparou as metricas | valor=4371
linha=1536 | nome=Natalia | acao=otimizou o algoritmo | valor=3877
linha=1537 | nome=Vitor | acao=executou o benchmark | valor=4065
linha=1538 | nome=Joao | acao=executou o benchmark | valor=9457
linha=1539 | nome=Igor | acao=analisou os resultados | valor=4455
linha=1540 | nome=Daniela | acao=analisou os resultados | valor=7610
linha=1541 | nome=Renata | acao=participou da aula | valor=4737
linha=1542 | nome=Ana | acao=comparou as metricas | valor=9942
linha=1543 | nome=Natalia | acao=estudou computacao | valor=8186
linha=1544 | nome=Bruno | acao=fez um experimento | valor=8052
linha=1545 | nome=Carlos | acao=comparou as metricas | valor=3269
linha=1546 | nome=Carlos | acao=estudou computacao | valor=4299
linha=1547 | nome=Mariana | acao=comparou as metricas | valor=2507
linha=1548 | nome=Eduarda | acao=analisou os resultados | valor=1143
linha=1549 | nome=Felipe | acao=otimizou o algoritmo | valor=8870
linha=1550 | nome=Otavio | acao=estudou computacao | valor=7075
linha=1551 | nome=Paulo | acao=escreveu o relatorio | valor=4004
linha=1552 | nome=Joao | acao=executou o benchmark | valor=7843
linha=1553 | nome=Renata | acao=estudou computacao | valor=3872
linha=1554 | nome=Karen | acao=executou o benchmark | valor=4698
linha=1555 | nome=Natalia | acao=participou da aula | valor=9023
linha=1556 | nome=Ana | acao=analisou os resultados | valor=7964
linha=1557 | nome=Bruno | acao=comparou as metricas | valor=4944
linha=1558 | nome=Joao | acao=executou o benchmark | valor=4303
linha=1559 | nome=Eduarda | acao=participou da aula | valor=7583
linha=1560 | nome=Natalia | acao=executou o benchmark | valor=8041
linha=1561 | nome=Mariana | acao=comparou as metricas | valor=8989
linha=1562 | nome=Igor | acao=analisou os resultados | valor=3318
linha=1563 | nome=Eduarda | acao=executou o benchmark | valor=6317
linha=1564 | nome=Gabriela | acao=escreveu o relatorio | valor=4720
linha=1565 | nome=Sofia | acao=fez um experimento | valor=1644
linha=1566 | nome=Helena | acao=otimizou o algoritmo | valor=6751
linha=1567 | nome=Bruno | acao=analisou os resultados | valor=2813
linha=1568 | nome=Paulo | acao=executou o benchmark | valor=6572
linha=1569 | nome=Tiago | acao=otimizou o algoritmo | valor=5765
linha=1570 | nome=Daniela | acao=fez um experimento | valor=9801
linha=1571 | nome=Karen | acao=executou o benchmark | valor=8357
linha=1572 | nome=Felipe | acao=executou o benchmark | valor=1912
linha=1573 | nome=Felipe | acao=analisou os resultados | valor=5960
linha=1574 | nome=Natalia | acao=escreveu o relatorio | valor=3814
linha=1575 | nome=Bruno | acao=executou o benchmark | valor=6362
linha=1576 | nome=Paulo | acao=comparou as metricas | valor=2160
linha=1577 | nome=Eduarda | acao=escreveu o relatorio | valor=2486
linha=1578 | nome=Mariana | acao=otimizou o algoritmo | valor=7959
linha=1579 | nome=Mariana | acao=estudou computacao | valor=7521
linha=1580 | nome=Sofia | acao=participou da aula | valor=6690
linha=1581 | nome=Eduarda | acao=executou o benchmark | valor=8364
linha=1582 | nome=Joao | acao=fez um experimento | valor=7149
linha=1583 | nome=Felipe | acao=executou o benchmark | valor=7294
linha=1584 | nome=Bruno | acao=fez um experimento | valor=7239
linha=1585 | nome=Otavio | acao=participou da aula | valor=6582
linha=1586 | nome=Joao | acao=fez um experimento | valor=4840
linha=1587 | nome=Eduarda | acao=participou da aula | valor=5362
linha=1588 | nome=Daniela | acao=fez um experimento | valor=6836
linha=1589 | nome=Joao | acao=comparou as metricas | valor=3129
linha=1590 | nome=Sofia | acao=comparou as metricas | valor=7975
linha=1591 | nome=Natalia | acao=estudou computacao | valor=2168
linha=1592 | nome=Tiago | acao=analisou os resultados | valor=7043
linha=1593 | nome=Paulo | acao=executou o benchmark | valor=5996
linha=1594 | nome=Natalia | acao=estudou computacao | valor=2269
linha=1595 | nome=Tiago | acao=comparou as metricas | valor=7607
linha=1596 | nome=Joao | acao=participou da aula | valor=7110
linha=1597 | nome=Natalia | acao=executou o benchmark | valor=8659
linha=1598 | nome=Igor | acao=escreveu o relatorio | valor=4199
linha=1599 | nome=Daniela | acao=fez um experimento | valor=8278
linha=1600 | nome=Vitor | acao=executou o benchmark | valor=2954
linha=1601 | nome=Ana | acao=otimizou o algoritmo | valor=1587
linha=1602 | nome=Joao | acao=comparou as metricas | valor=5999
linha=1603 | nome=Karen | acao=otimizou o algoritmo | valor=9135
linha=1604 | nome=Mariana | acao=estudou computacao | valor=4147
linha=1605 | nome=Carlos | acao=estudou computacao | valor=8948
linha=1606 | nome=Mariana | acao=comparou as metricas | valor=5527
linha=1607 | nome=Carlos | acao=estudou computacao | valor=2464
linha=1608 | nome=Igor | acao=escreveu o relatorio | valor=1172
linha=1609 | nome=Daniela | acao=otimizou o algoritmo | valor=8196
linha=1610 | nome=Sofia | acao=analisou os resultados | valor=5111
linha=1611 | nome=Felipe | acao=fez um experimento | valor=8421
linha=1612 | nome=Carlos | acao=otimizou o algoritmo | valor=7840
linha=1613 | nome=Felipe | acao=comparou as metricas | valor=2769
linha=1614 | nome=Bruno | acao=participou da aula | valor=9188
linha=1615 | nome=Sofia | acao=fez um experimento | valor=6993
linha=1616 | nome=Felipe | acao=fez um experimento | valor=8610
linha=1617 | nome=Mariana | acao=participou da aula | valor=6711
linha=1618 | nome=Gabriela | acao=analisou os resultados | valor=6536
linha=1619 | nome=Helena | acao=participou da aula | valor=6468
linha=1620 | nome=Igor | acao=analisou os resultados | valor=1740
linha=1621 | nome=Igor | acao=fez um experimento | valor=3273
linha=1622 | nome=Otavio | acao=fez um experimento | valor=9536
linha=1623 | nome=Otavio | acao=executou o benchmark | valor=5920
linha=1624 | nome=Igor | acao=estudou computacao | valor=9560
linha=1625 | nome=Renata | acao=estudou computacao | valor=3811
linha=1626 | nome=Mariana | acao=estudou computacao | valor=5372
linha=1627 | nome=Igor | acao=participou da aula | valor=2311
linha=1628 | nome=Eduarda | acao=otimizou o algoritmo | valor=9665
linha=1629 | nome=Gabriela | acao=comparou as metricas | valor=2464
linha=1630 | nome=Otavio | acao=comparou as metricas | valor=5995
linha=1631 | nome=Bruno | acao=otimizou o algoritmo | valor=4618
linha=1632 | nome=Tiago | acao=participou da aula | valor=6766
linha=1633 | nome=Otavio | acao=executou o benchmark | valor=4354
linha=1634 | nome=Felipe | acao=participou da aula | valor=7291
linha=1635 | nome=Bruno | acao=fez um experimento | valor=4970
linha=1636 | nome=Helena | acao=escreveu o relatorio | valor=4346
linha=1637 | nome=Bruno | acao=fez um experimento | valor=4251
linha=1638 | nome=Helena | acao=estudou computacao | valor=6099
linha=1639 | nome=Lucas | acao=participou da aula | valor=1866
linha=1640 | nome=Carlos | acao=analisou os resultados | valor=6487
linha=1641 | nome=Otavio | acao=otimizou o algoritmo | valor=9489
linha=1642 | nome=Eduarda | acao=otimizou o algoritmo | valor=3930
linha=1643 | nome=Bruno | acao=executou o benchmark | valor=5751
linha=1644 | nome=Otavio | acao=fez um experimento | valor=2720
linha=1645 | nome=Mariana | acao=otimizou o algoritmo | valor=2763
linha=1646 | nome=Lucas | acao=escreveu o relatorio | valor=9257
linha=1647 | nome=Paulo | acao=otimizou o algoritmo | valor=7761
linha=1648 | nome=Vitor | acao=fez um experimento | valor=7177
linha=1649 | nome=Vitor | acao=escreveu o relatorio | valor=4241
linha=1650 | nome=Gabriela | acao=analisou os resultados | valor=4508
linha=1651 | nome=Igor | acao=executou o benchmark | valor=2104
linha=1652 | nome=Daniela | acao=participou da aula | valor=3955
linha=1653 | nome=Felipe | acao=analisou os resultados | valor=4280
linha=1654 | nome=Helena | acao=escreveu o relatorio | valor=2779
linha=1655 | nome=Daniela | acao=estudou computacao | valor=5886
linha=1656 | nome=Paulo | acao=fez um experimento | valor=2438
linha=1657 | nome=Ana | acao=otimizou o algoritmo | valor=4721
linha=1658 | nome=Lucas | acao=escreveu o relatorio | valor=7662
linha=1659 | nome=Gabriela | acao=executou o benchmark | valor=7957
linha=1660 | nome=Ana | acao=analisou os resultados | valor=5769
linha=1661 | nome=Gabriela | acao=executou o benchmark | valor=5700
linha=1662 | nome=Mariana | acao=executou o benchmark | valor=9078
linha=1663 | nome=Felipe | acao=comparou as metricas | valor=5233
linha=1664 | nome=Vitor | acao=executou o benchmark | valor=3948
linha=1665 | nome=Helena | acao=participou da aula | valor=4925
linha=1666 | nome=Helena | acao=escreveu o relatorio | valor=6207
linha=1667 | nome=Helena | acao=escreveu o relatorio | valor=1928
linha=1668 | nome=Ana | acao=estudou computacao | valor=9188
linha=1669 | nome=Tiago | acao=analisou os resultados | valor=1191
linha=1670 | nome=Mariana | acao=fez um experimento | valor=2529
linha=1671 | nome=Daniela | acao=escreveu o relatorio | valor=9612
linha=1672 | nome=Sofia | acao=comparou as metricas | valor=5763
linha=1673 | nome=Igor | acao=estudou computacao | valor=4898
linha=1674 | nome=Eduarda | acao=comparou as metricas | valor=4071
linha=1675 | nome=Sofia | acao=analisou os resultados | valor=4255
linha=1676 | nome=Natalia | acao=participou da aula | valor=9497
linha=1677 | nome=Mariana | acao=comparou as metricas | valor=8162
linha=1678 | nome=Igor | acao=comparou as metricas | valor=8607
linha=1679 | nome=Daniela | acao=participou da aula | valor=5313
linha=1680 | nome=Felipe | acao=fez um experimento | valor=5463
linha=1681 | nome=Otavio | acao=executou o benchmark | valor=5903
linha=1682 | nome=Daniela | acao=fez um experimento | valor=8105
linha=1683 | nome=Igor | acao=otimizou o algoritmo | valor=7572
linha=1684 | nome=Tiago | acao=fez um experimento | valor=4870
linha=1685 | nome=Otavio | acao=analisou os resultados | valor=2773
linha=1686 | nome=Karen | acao=executou o benchmark | valor=6764
linha=1687 | nome=Gabriela | acao=executou o benchmark | valor=4955
linha=1688 | nome=Gabriela | acao=estudou computacao | valor=9218
linha=1689 | nome=Felipe | acao=executou o benchmark | valor=8682
linha=1690 | nome=Joao | acao=escreveu o relatorio | valor=3611
linha=1691 | nome=Eduarda | acao=comparou as metricas | valor=7736
linha=1692 | nome=Vitor | acao=participou da aula | valor=4754
linha=1693 | nome=Felipe | acao=participou da aula | valor=4038
linha=1694 | nome=Vitor | acao=otimizou o algoritmo | valor=1472
linha=1695 | nome=Tiago | acao=escreveu o relatorio | valor=7499
linha=1696 | nome=Carlos | acao=executou o benchmark | valor=4479
linha=1697 | nome=Bruno | acao=analisou os resultados | valor=7797
linha=1698 | nome=Lucas | acao=executou o benchmark | valor=8029
linha=1699 | nome=Gabriela | acao=escreveu o relatorio | valor=3287
linha=1700 | nome=Renata | acao=estudou computacao | valor=1294
linha=1701 | nome=Paulo | acao=fez um experimento | valor=2968
linha=1702 | nome=Ana | acao=fez um experimento | valor=6851
linha=1703 | nome=Helena | acao=participou da aula | valor=8615
linha=1704 | nome=Paulo | acao=estudou computacao | valor=6963
linha=1705 | nome=Bruno | acao=comparou as metricas | valor=3978
linha=1706 | nome=Gabriela | acao=analisou os resultados | valor=2809
linha=1707 | nome=Eduarda | acao=otimizou o algoritmo | valor=2767
linha=1708 | nome=Paulo | acao=escreveu o relatorio | valor=4060
linha=1709 | nome=Otavio | acao=comparou as metricas | valor=8992
linha=1710 | nome=Carlos | acao=otimizou o algoritmo | valor=9474
linha=1711 | nome=Lucas | acao=analisou os resultados | valor=6061
linha=1712 | nome=Daniela | acao=fez um experimento | valor=4366
linha=1713 | nome=Gabriela | acao=otimizou o algoritmo | valor=6504
linha=1714 | nome=Renata | acao=fez um experimento | valor=3875
linha=1715 | nome=Carlos | acao=participou da aula | valor=4135
linha=1716 | nome=Vitor | acao=comparou as metricas | valor=7960
linha=1717 | nome=Gabriela | acao=fez um experimento | valor=6211
linha=1718 | nome=Mariana | acao=estudou computacao | valor=7967
linha=1719 | nome=Daniela | acao=otimizou o algoritmo | valor=4959
linha=1720 | nome=Renata | acao=estudou computacao | valor=2242
linha=1721 | nome=Paulo | acao=estudou computacao | valor=1566
linha=1722 | nome=Tiago | acao=analisou os resultados | valor=1489
linha=1723 | nome=Mariana | acao=executou o benchmark | valor=6657
linha=1724 | nome=Igor | acao=executou o benchmark | valor=6401
linha=1725 | nome=Gabriela | acao=comparou as metricas | valor=8651
linha=1726 | nome=Daniela | acao=estudou computacao | valor=2461
linha=1727 | nome=Carlos | acao=analisou os resultados | valor=9550
linha=1728 | nome=Renata | acao=executou o benchmark | valor=3730
linha=1729 | nome=Igor | acao=estudou computacao | valor=4421
linha=1730 | nome=Mariana | acao=estudou computacao | valor=6284
linha=1731 | nome=Paulo | acao=estudou computacao | valor=8009
linha=1732 | nome=Eduarda | acao=fez um experimento | valor=4689
linha=1733 | nome=Paulo | acao=fez um experimento | valor=5937
linha=1734 | nome=Felipe | acao=escreveu o relatorio | valor=1241
linha=1735 | nome=Mariana | acao=otimizou o algoritmo | valor=9409
linha=1736 | nome=Carlos | acao=comparou as metricas | valor=8812
linha=1737 | nome=Felipe | acao=estudou computacao | valor=4312
linha=1738 | nome=Sofia | acao=fez um experimento | valor=8450
linha=1739 | nome=Paulo | acao=executou o benchmark | valor=2053
linha=1740 | nome=Gabriela | acao=analisou os resultados | valor=1630
linha=1741 | nome=Felipe | acao=estudou computacao | valor=2685
linha=1742 | nome=Lucas | acao=otimizou o algoritmo | valor=9511
linha=1743 | nome=Carlos | acao=estudou computacao | valor=9352
linha=1744 | nome=Helena | acao=otimizou o algoritmo | valor=3293
linha=1745 | nome=Paulo | acao=participou da aula | valor=6882
linha=1746 | nome=Carlos | acao=analisou os resultados | valor=3646
linha=1747 | nome=Bruno | acao=escreveu o relatorio | valor=8435
linha=1748 | nome=Lucas | acao=fez um experimento | valor=6033
linha=1749 | nome=Mariana | acao=comparou as metricas | valor=9669
linha=1750 | nome=Joao | acao=analisou os resultados | valor=3039
linha=1751 | nome=Sofia | acao=estudou computacao | valor=1591
linha=1752 | nome=Vitor | acao=participou da aula | valor=5225
linha=1753 | nome=Eduarda | acao=executou o benchmark | valor=9677
linha=1754 | nome=Renata | acao=fez um experimento | valor=3642
linha=1755 | nome=Bruno | acao=participou da aula | valor=8873
linha=1756 | nome=Helena | acao=participou da aula | valor=1109
linha=1757 | nome=Helena | acao=executou o benchmark | valor=8354
linha=1758 | nome=Felipe | acao=participou da aula | valor=7161
linha=1759 | nome=Sofia | acao=executou o benchmark | valor=9789
linha=1760 | nome=Sofia | acao=otimizou o algoritmo | valor=2671
linha=1761 | nome=Carlos | acao=otimizou o algoritmo | valor=7660
linha=1762 | nome=Mariana | acao=otimizou o algoritmo | valor=9590
linha=1763 | nome=Renata | acao=executou o benchmark | valor=8337
linha=1764 | nome=Igor | acao=comparou as metricas | valor=2673
linha=1765 | nome=Bruno | acao=comparou as metricas | valor=5988
linha=1766 | nome=Karen | acao=escreveu o relatorio | valor=6529
linha=1767 | nome=Lucas | acao=escreveu o relatorio | valor=6999
linha=1768 | nome=Renata | acao=comparou as metricas | valor=3814
linha=1769 | nome=Otavio | acao=otimizou o algoritmo | valor=8390
linha=1770 | nome=Igor | acao=estudou computacao | valor=9144
linha=1771 | nome=Ana | acao=executou o benchmark | valor=6667
linha=1772 | nome=Paulo | acao=otimizou o algoritmo | valor=2661
linha=1773 | nome=Ana | acao=fez um experimento | valor=8787
linha=1774 | nome=Ana | acao=comparou as metricas | valor=8682
linha=1775 | nome=Joao | acao=comparou as metricas | valor=7331
linha=1776 | nome=Carlos | acao=participou da aula | valor=9473
linha=1777 | nome=Mariana | acao=fez um experimento | valor=6932
linha=1778 | nome=Eduarda | acao=otimizou o algoritmo | valor=3890
linha=1779 | nome=Ana | acao=analisou os resultados | valor=3296
linha=1780 | nome=Joao | acao=estudou computacao | valor=1838
linha=1781 | nome=Carlos | acao=estudou computacao | valor=4897
linha=1782 | nome=Ana | acao=otimizou o algoritmo | valor=5197
linha=1783 | nome=Paulo | acao=estudou computacao | valor=8145
linha=1784 | nome=Mariana | acao=analisou os resultados | valor=8818
linha=1785 | nome=Otavio | acao=otimizou o algoritmo | valor=4664
linha=1786 | nome=Lucas | acao=estudou computacao | valor=3143
linha=1787 | nome=Sofia | acao=comparou as metricas | valor=1903
linha=1788 | nome=Tiago | acao=participou da aula | valor=5765
linha=1789 | nome=Karen | acao=comparou as metricas | valor=5401
linha=1790 | nome=Joao | acao=comparou as metricas | valor=6280
linha=1791 | nome=Daniela | acao=analisou os resultados | valor=9715
linha=1792 | nome=Mariana | acao=executou o benchmark | valor=8022
linha=1793 | nome=Joao | acao=escreveu o relatorio | valor=6054
linha=1794 | nome=Felipe | acao=estudou computacao | valor=2430
linha=1795 | nome=Gabriela | acao=escreveu o relatorio | valor=3309
linha=1796 | nome=Helena | acao=fez um experimento | valor=1107
linha=1797 | nome=Otavio | acao=fez um experimento | valor=1201
linha=1798 | nome=Sofia | acao=participou da aula | valor=1174
linha=1799 | nome=Mariana | acao=estudou computacao | valor=5586
linha=1800 | nome=Carlos | acao=executou o benchmark | valor=5134
linha=1801 | nome=Paulo | acao=analisou os resultados | valor=6848
linha=1802 | nome=Joao | acao=analisou os resultados | valor=4670
linha=1803 | nome=Renata | acao=comparou as metricas | valor=3458
linha=1804 | nome=Mariana | acao=participou da aula | valor=8282
linha=1805 | nome=Lucas | acao=fez um experimento | valor=6623
linha=1806 | nome=Sofia | acao=escreveu o relatorio | valor=9397
linha=1807 | nome=Gabriela | acao=fez um experimento | valor=8525
linha=1808 | nome=Eduarda | acao=comparou as metricas | valor=8406
linha=1809 | nome=Natalia | acao=otimizou o algoritmo | valor=6804
linha=1810 | nome=Otavio | acao=analisou os resultados | valor=4597
linha=1811 | nome=Lucas | acao=fez um experimento | valor=2753
linha=1812 | nome=Eduarda | acao=analisou os resultados | valor=4574
linha=1813 | nome=Carlos | acao=participou da aula | valor=7888
linha=1814 | nome=Gabriela | acao=comparou as metricas | valor=1109
linha=1815 | nome=Renata | acao=comparou as metricas | valor=7412
linha=1816 | nome=Daniela | acao=fez um experimento | valor=7979
linha=1817 | nome=Karen | acao=otimizou o algoritmo | valor=4650
linha=1818 | nome=Carlos | acao=analisou os resultados | valor=4425
linha=1819 | nome=Paulo | acao=participou da aula | valor=6515
linha=1820 | nome=Vitor | acao=escreveu o relatorio | valor=5547
linha=1821 | nome=Carlos | acao=estudou computacao | valor=7955
linha=1822 | nome=Helena | acao=analisou os resultados | valor=2588
linha=1823 | nome=Ana | acao=comparou as metricas | valor=8415
linha=1824 | nome=Natalia | acao=fez um experimento | valor=9916
linha=1825 | nome=Lucas | acao=participou da aula | valor=2104
linha=1826 | nome=Daniela | acao=otimizou o algoritmo | valor=1715
linha=1827 | nome=Igor | acao=executou o benchmark | valor=3437
linha=1828 | nome=Helena | acao=participou da aula | valor=2367
linha=1829 | nome=Tiago | acao=comparou as metricas | valor=9924
linha=1830 | nome=Otavio | acao=estudou computacao | valor=5677
linha=1831 | nome=Tiago | acao=comparou as metricas | valor=5570
linha=1832 | nome=Mariana | acao=otimizou o algoritmo | valor=8193
linha=1833 | nome=Eduarda | acao=escreveu o relatorio | valor=3950
linha=1834 | nome=Natalia | acao=participou da aula | valor=9951
linha=1835 | nome=Ana | acao=estudou computacao | valor=9649
linha=1836 | nome=Eduarda | acao=executou o benchmark | valor=6181
linha=1837 | nome=Sofia | acao=fez um experimento | valor=1366
linha=1838 | nome=Daniela | acao=analisou os resultados | valor=7084
linha=1839 | nome=Tiago | acao=fez um experimento | valor=3299
linha=1840 | nome=Tiago | acao=participou da aula | valor=5511
linha=1841 | nome=Felipe | acao=analisou os resultados | valor=3487
