linha=1 | nome=Tiago | acao=estudou computacao | valor=4256
linha=957 | nome=Paulo | acao=comparou as metricas | valor=5062
linha=958 | nome=Renata | acao=estudou computacao | valor=2267
linha=959 | nome=Eduarda | acao=analisou os resultados | valor=9486
linha=960 | nome=Carlos | acao=escreveu o relatorio | valor=9379
linha=961 | nome=Renata | acao=analisou os resultados | valor=2969
linha=962 | nome=Natalia | acao=otimizou o algoritmo | valor=9796
linha=963 | nome=Karen | acao=comparou as metricas | valor=3012
linha=964 | nome=Natalia | acao=fez um experimento | valor=3412
linha=965 | nome=Felipe | acao=otimizou o algoritmo | valor=6634
linha=966 | nome=Tiago | acao=executou o benchmark | valor=7930
linha=967 | nome=Ana | acao=participou da aula | valor=7472
linha=968 | nome=Mariana | acao=analisou os resultados | valor=4472
linha=969 | nome=Lucas | acao=otimizou o algoritmo | valor=5946
linha=970 | nome=Eduarda | acao=fez um experimento | valor=2995
linha=971 | nome=Karen | acao=executou o benchmark | valor=7315
linha=972 | nome=Vitor | acao=analisou os resultados | valor=7126
linha=973 | nome=Bruno | acao=otimizou o algoritmo | valor=9816
linha=974 | nome=Mariana | acao=participou da aula | valor=1167
linha=975 | nome=Tiago | acao=estudou computacao | valor=8286
linha=976 | nome=Vitor | acao=participou da aula | valor=6178
linha=977 | nome=Karen | acao=otimizou o algoritmo | valor=9816
linha=978 | nome=Gabriela | acao=estudou computacao | valor=8729
linha=979 | nome=Felipe | acao=estudou computacao | valor=8781
linha=980 | nome=Renata | acao=comparou as metricas | valor=1709
linha=981 | nome=Ana | acao=otimizou o algoritmo | valor=2252
linha=982 | nome=Gabriela | acao=analisou os resultados | valor=3437
linha=983 | nome=Tiago | acao=escreveu o relatorio | valor=2324
linha=984 | nome=Gabriela | acao=estudou computacao | valor=2280
linha=985 | nome=Mariana | acao=executou o benchmark | valor=7171
linha=986 | nome=Renata | acao=participou da aula | valor=3182
linha=987 | nome=Paulo | acao=estudou computacao | valor=1153
linha=988 | nome=Sofia | acao=analisou os resultados | valor=6239
linha=989 | nome=Otavio | acao=participou da aula | valor=4912
linha=990 | nome=Bruno | acao=estudou computacao | valor=1473
linha=991 | nome=Gabriela | acao=fez um experimento | valor=4052
linha=992 | nome=Igor | acao=executou o benchmark | valor=9444
linha=993 | nome=Otavio | acao=comparou as metricas | valor=9458
linha=994 | nome=Renata | acao=fez um experimento | valor=1028
linha=995 | nome=Lucas | acao=estudou computacao | valor=4772
linha=996 | nome=Paulo | acao=fez um experimento | valor=2760
linha=997 | nome=Lucas | acao=otimizou o algoritmo | valor=8697
linha=998 | nome=Helena | acao=otimizou o algoritmo | valor=3008
linha=999 | nome=Felipe | acao=comparou as metricas | valor=1848
linha=1000 | nome=Eduarda | acao=escreveu o relatorio | valor=2084
linha=1001 | nome=Ana | acao=participou da aula | valor=4321
linha=1002 | nome=Karen | acao=comparou as metricas | valor=4095
linha=1003 | nome=Paulo | acao=fez um experimento | valor=4158
linha=1004 | nome=Ana | acao=executou o benchmark | valor=9374
linha=1005 | nome=Sofia | acao=analisou os resultados | valor=2798
linha=1006 | nome=Karen | acao=participou da aula | valor=7111
linha=1007 | nome=Felipe | acao=participou da aula | valor=4611
linha=1008 | nome=Ana | acao=escreveu o relatorio | valor=9048
linha=1009 | nome=Joao | acao=participou da aula | valor=3596
linha=1010 | nome=Renata | acao=participou da aula | valor=9541
linha=1011 | nome=Paulo | acao=analisou os resultados | valor=9519
linha=1012 | nome=Renata | acao=escreveu o relatorio | valor=5115
linha=1013 | nome=Carlos | acao=escreveu o relatorio | valor=2826
linha=1014 | nome=Igor | acao=executou o benchmark | valor=7325
linha=1015 | nome=Tiago | acao=escreveu o relatorio | valor=8691
linha=1016 | nome=Ana | acao=analisou os resultados | valor=4394
linha=1017 | nome=Eduarda | acao=fez um experimento | valor=9026
linha=1018 | nome=Igor | acao=comparou as metricas | valor=2798
linha=1019 | nome=Gabriela | acao=executou o benchmark | valor=4914
linha=1020 | nome=Carlos | acao=estudou computacao | valor=9658
linha=1021 | nome=Otavio | acao=fez um experimento | valor=8343
linha=1022 | nome=Carlos | acao=comparou as metricas | valor=8795
linha=1023 | nome=Ana | acao=escreveu o relatorio | valor=7697
linha=1024 | nome=Ana | acao=participou da aula | valor=6237
linha=1025 | nome=Daniela | acao=escreveu o relatorio | valor=7475
linha=1026 | nome=Carlos | acao=analisou os resultados | valor=1725
linha=1027 | nome=Sofia | acao=estudou computacao | valor=5405
linha=1028 | nome=Mariana | acao=participou da aula | valor=5283
linha=1029 | nome=Tiago | acao=comparou as metricas | valor=2364
linha=1030 | nome=Bruno | acao=escreveu o relatorio | valor=3540
linha=1031 | nome=Gabriela | acao=estudou computacao | valor=5123
linha=1032 | nome=Mariana | acao=analisou os resultados | valor=4116
linha=1033 | nome=Sofia | acao=executou o benchmark | valor=6611
linha=1034 | nome=Ana | acao=fez um experimento | valor=9149
linha=1035 | nome=Renata | acao=comparou as metricas | valor=8834
linha=1036 | nome=Eduarda | acao=analisou os resultados | valor=4877
linha=1037 | nome=Daniela | acao=participou da aula | valor=5739
linha=1038 | nome=Otavio | acao=fez um experimento | valor=2231
linha=1039 | nome=Ana | acao=otimizou o algoritmo | valor=8160
linha=1040 | nome=Carlos | acao=analisou os resultados | valor=4773
linha=1041 | nome=Tiago | acao=analisou os resultados | valor=9542
linha=1042 | nome=Renata | acao=otimizou o algoritmo | valor=9651
linha=1043 | nome=Otavio | acao=participou da aula | valor=2798
linha=1044 | nome=Carlos | acao=escreveu o relatorio | valor=6358
linha=1045 | nome=Sofia | acao=estudou computacao | valor=4131
linha=1046 | nome=Renata | acao=comparou as metricas | valor=1610
linha=1047 | nome=Helena | acao=participou da aula | valor=1058
linha=1048 | nome=Felipe | acao=otimizou o algoritmo | valor=1191
linha=1049 | nome=Carlos | acao=comparou as metricas | valor=3787
linha=1050 | nome=Ana | acao=otimizou o algoritmo | valor=4340
linha=1051 | nome=Sofia | acao=fez um experimento | valor=7314
linha=1052 | nome=Gabriela | acao=comparou as metricas | valor=1174
linha=1053 | nome=Ana | acao=otimizou o algoritmo | valor=4775
linha=1054 | nome=Joao | acao=executou o benchmark | valor=9317
linha=1055 | nome=Sofia | acao=escreveu o relatorio | valor=4416
linha=1056 | nome=Mariana | acao=analisou os resultados | valor=5078
linha=1057 | nome=Natalia | acao=comparou as metricas | valor=1885
linha=1058 | nome=Vitor | acao=participou da aula | valor=5412
linha=1059 | nome=Otavio | acao=comparou as metricas | valor=4873
linha=1060 | nome=Vitor | acao=fez um experimento | valor=8032
linha=1061 | nome=Mariana | acao=escreveu o relatorio | valor=3197
linha=1062 | nome=Lucas | acao=estudou computacao | valor=8315
linha=1063 | nome=Felipe | acao=participou da aula | valor=6252
linha=1064 | nome=Eduarda | acao=otimizou o algoritmo | valor=4589
linha=1065 | nome=Felipe | acao=executou o benchmark | valor=2257
linha=1066 | nome=Natalia | acao=estudou computacao | valor=2238
linha=1067 | nome=Daniela | acao=estudou computacao | valor=1332
linha=1068 | nome=Mariana | acao=participou da aula | valor=8841
linha=1069 | nome=Carlos | acao=executou o benchmark | valor=9500
linha=1070 | nome=Helena | acao=participou da aula | valor=8095
linha=1071 | nome=Otavio | acao=estudou computacao | valor=8570
linha=1072 | nome=Karen | acao=comparou as metricas | valor=6024
linha=1073 | nome=Otavio | acao=fez um experimento | valor=3287
linha=1074 | nome=Igor | acao=fez um experimento | valor=6796
linha=1075 | nome=Helena | acao=otimizou o algoritmo | valor=4931
linha=1076 | nome=Felipe | acao=participou da aula | valor=1406
linha=1077 | nome=Gabriela | acao=escreveu o relatorio | valor=4876
linha=1078 | nome=Sofia | acao=participou da aula | valor=2886
linha=1079 | nome=Otavio | acao=comparou as metricas | valor=3519
linha=1080 | nome=Igor | acao=comparou as metricas | valor=3471
linha=1081 | nome=Helena | acao=comparou as metricas | valor=8327
linha=1082 | nome=Carlos | acao=otimizou o algoritmo | valor=9783
linha=1083 | nome=Joao | acao=executou o benchmark | valor=7561
linha=1084 | nome=Natalia | acao=fez um experimento | valor=3085
linha=1085 | nome=Ana | acao=analisou os resultados | valor=6283
linha=1086 | nome=Otavio | acao=otimizou o algoritmo | valor=5818
linha=1087 | nome=Sofia | acao=participou da aula | valor=5894
linha=1088 | nome=Felipe | acao=escreveu o relatorio | valor=4030
linha=1089 | nome=Gabriela | acao=executou o benchmark | valor=1216
linha=1090 | nome=Felipe | acao=otimizou o algoritmo | valor=2006
linha=1091 | nome=Renata | acao=participou da aula | valor=2685
linha=1092 | nome=Paulo | acao=participou da aula | valor=7981
linha=1093 | nome=Lucas | acao=otimizou o algoritmo | valor=2807
linha=1094 | nome=Daniela | acao=fez um experimento | valor=6976
linha=1095 | nome=Natalia | acao=escreveu o relatorio | valor=4246
linha=1096 | nome=Eduarda | acao=estudou computacao | valor=7581
linha=1097 | nome=Vitor | acao=executou o benchmark | valor=3468
linha=1098 | nome=Joao | acao=comparou as metricas | valor=3951
linha=1099 | nome=Paulo | acao=escreveu o relatorio | valor=3821
linha=1100 | nome=Felipe | acao=estudou computacao | valor=5240
linha=1101 | nome=Tiago | acao=participou da aula | valor=9142
linha=1102 | nome=Karen | acao=otimizou o algoritmo | valor=8202
linha=1103 | nome=Mariana | acao=escreveu o relatorio | valor=9490
linha=1104 | nome=Mariana | acao=analisou os resultados | valor=4323
linha=1105 | nome=Tiago | acao=escreveu o relatorio | valor=2119
linha=1106 | nome=Igor | acao=escreveu o relatorio | valor=4386
linha=1107 | nome=Renata | acao=analisou os resultados | valor=3182
linha=1108 | nome=Daniela | acao=estudou computacao | valor=8633
linha=1109 | nome=Felipe | acao=otimizou o algoritmo | valor=4770
linha=1110 | nome=Carlos | acao=comparou as metricas | valor=6134
linha=1111 | nome=Joao | acao=otimizou o algoritmo | valor=1396
linha=1112 | nome=Vitor | acao=estudou computacao | valor=5784
linha=1113 | nome=Paulo | acao=estudou computacao | valor=4788
linha=1114 | nome=Bruno | acao=fez um experimento | valor=7768
linha=1115 | nome=Vitor | acao=analisou os resultados | valor=6210
linha=1116 | nome=Felipe | acao=executou o benchmark | valor=7960
linha=1117 | nome=Paulo | acao=fez um experimento | valor=4357
linha=1118 | nome=Joao | acao=executou o benchmark | valor=5502
linha=1119 | nome=Vitor | acao=escreveu o relatorio | valor=6951
linha=1120 | nome=Eduarda | acao=executou o benchmark | valor=1599
linha=1121 | nome=Renata | acao=participou da aula | valor=3604
linha=1122 | nome=Daniela | acao=fez um experimento | valor=6651
linha=1123 | nome=Natalia | acao=estudou computacao | valor=4989
linha=1124 | nome=Helena | acao=comparou as metricas | valor=8759
linha=1125 | nome=Vitor | acao=otimizou o algoritmo | valor=7821
linha=1126 | nome=Daniela | acao=comparou as metricas | valor=4196
linha=1127 | nome=Felipe | acao=estudou computacao | valor=9041
linha=1128 | nome=Felipe | acao=comparou as metricas | valor=8883
linha=1129 | nome=Natalia | acao=fez um experimento | valor=9294
linha=1130 | nome=Carlos | acao=otimizou o algoritmo | valor=3416
linha=1131 | nome=Bruno | acao=analisou os resultados | valor=6897
linha=1132 | nome=Joao | acao=fez um experimento | valor=4717
linha=1133 | nome=Otavio | acao=comparou as metricas | valor=9631
linha=1134 | nome=Otavio | acao=executou o benchmark | valor=9471
linha=1135 | nome=Mariana | acao=fez um experimento | valor=1115
linha=1136 | nome=Renata | acao=comparou as metricas | valor=3268
linha=1137 | nome=Vitor | acao=comparou as metricas | valor=7032
linha=1138 | nome=Paulo | acao=participou da aula | valor=2910
linha=1139 | nome=Lucas | acao=fez um experimento | valor=1365
linha=1140 | nome=Gabriela | acao=escreveu o relatorio | valor=8014
linha=1141 | nome=Mariana | acao=participou da aula | valor=7143
linha=1142 | nome=Natalia | acao=escreveu o relatorio | valor=9560
linha=1143 | nome=Helena | acao=otimizou o algoritmo | valor=9680
linha=1144 | nome=Karen | acao=executou o benchmark | valor=1937
linha=1145 | nome=Natalia | acao=analisou os resultados | valor=8593
linha=1146 | nome=Otavio | acao=participou da aula | valor=8152
linha=1147 | nome=Otavio | acao=comparou as metricas | valor=5023
linha=1148 | nome=Daniela | acao=fez um experimento | valor=3072
linha=1149 | nome=Vitor | acao=executou o benchmark | valor=5127
linha=1150 | nome=Paulo | acao=escreveu o relatorio | valor=7614
linha=1151 | nome=Daniela | acao=otimizou o algoritmo | valor=4852
linha=1152 | nome=Joao | acao=analisou os resultados | valor=3558
linha=1153 | nome=Bruno | acao=participou da aula | valor=1377
linha=1154 | nome=Natalia | acao=otimizou o algoritmo | valor=1449
linha=1155 | nome=Igor | acao=otimizou o algoritmo | valor=7220
linha=1156 | nome=Felipe | acao=otimizou o algoritmo | valor=6503
linha=1157 | nome=Gabriela | acao=escreveu o relatorio | valor=6853
linha=1158 | nome=Ana | acao=executou o benchmark | valor=8603
linha=1159 | nome=Joao | acao=participou da aula | valor=1671
linha=1160 | nome=Natalia | acao=escreveu o relatorio | valor=9109
linha=1161 | nome=Sofia | acao=estudou computacao | valor=8508
linha=1162 | nome=Eduarda | acao=comparou as metricas | valor=4086
linha=1163 | nome=Sofia | acao=escreveu o relatorio | valor=1909
linha=1164 | nome=Bruno | acao=otimizou o algoritmo | valor=2587
linha=1165 | nome=Otavio | acao=executou o benchmark | valor=7344
linha=1166 | nome=Natalia | acao=executou o benchmark | valor=9524
linha=1167 | nome=Karen | acao=otimizou o algoritmo | valor=7312
linha=1168 | nome=Lucas | acao=estudou computacao | valor=9223
linha=1169 | nome=Mariana | acao=estudou computacao | valor=9638
linha=1170 | nome=Natalia | acao=otimizou o algoritmo | valor=6973
linha=1171 | nome=Daniela | acao=analisou os resultados | valor=1998
linha=1172 | nome=Karen | acao=estudou computacao | valor=7911
linha=1173 | nome=Paulo | acao=escreveu o relatorio | valor=7910
linha=1174 | nome=Lucas | acao=otimizou o algoritmo | valor=9015
linha=1175 | nome=Sofia | acao=fez um experimento | valor=5521
linha=1176 | nome=Paulo | acao=participou da aula | valor=8214
linha=1177 | nome=Lucas | acao=estudou computacao | valor=6811
linha=1178 | nome=Lucas | acao=fez um experimento | valor=8429
linha=1179 | nome=Gabriela | acao=participou da aula | valor=1239
linha=1180 | nome=Felipe | acao=comparou as metricas | valor=2556
linha=1181 | nome=Eduarda | acao=comparou as metricas | valor=1342
linha=1182 | nome=Renata | acao=fez um experimento | valor=7435
linha=1183 | nome=Eduarda | acao=analisou os resultados | valor=6031
linha=1184 | nome=Tiago | acao=otimizou o algoritmo | valor=1717
linha=1185 | nome=Paulo | acao=escreveu o relatorio | valor=5265
linha=1186 | nome=Vitor | acao=escreveu o relatorio | valor=8603
linha=1187 | nome=Natalia | acao=comparou as metricas | valor=8573
linha=1188 | nome=Helena | acao=comparou as metricas | valor=3564
linha=1189 | nome=Bruno | acao=otimizou o algoritmo | valor=4718
linha=1190 | nome=Mariana | acao=executou o benchmark | valor=8403
linha=1191 | nome=Bruno | acao=comparou as metricas | valor=8927
linha=1192 | nome=Lucas | acao=otimizou o algoritmo | valor=4289
linha=1193 | nome=Mariana | acao=escreveu o relatorio | valor=3478
linha=1194 | nome=Joao | acao=otimizou o algoritmo | valor=2491
linha=1195 | nome=Bruno | acao=executou o benchmark | valor=3033
linha=1196 | nome=Karen | acao=participou da aula | valor=4229
linha=1197 | nome=Otavio | acao=analisou os resultados | valor=7469
linha=1198 | nome=Karen | acao=fez um experimento | valor=4729
linha=1199 | nome=Joao | acao=comparou as metricas | valor=4299
linha=1200 | nome=Carlos | acao=comparou as metricas | valor=6548
linha=1201 | nome=Felipe | acao=comparou as metricas | valor=9482
linha=1202 | nome=Mariana | acao=escreveu o relatorio | valor=3513
linha=1203 | nome=Felipe | acao=otimizou o algoritmo | valor=8504
linha=1204 | nome=Karen | acao=executou o benchmark | valor=9023
linha=1205 | nome=Vitor | acao=comparou as metricas | valor=4773
linha=1206 | nome=Igor | acao=comparou as metricas | valor=1655
linha=1207 | nome=Otavio | acao=fez um experimento | valor=4510
linha=1208 | nome=Felipe | acao=comparou as metricas | valor=6475
linha=1209 | nome=Natalia | acao=comparou as metricas | valor=3333
linha=1210 | nome=Renata | acao=participou da aula | valor=4612
linha=1211 | nome=Renata | acao=escreveu o relatorio | valor=7050
linha=1212 | nome=Vitor | acao=comparou as metricas | valor=4905
linha=1213 | nome=Vitor | acao=otimizou o algoritmo | valor=1268
linha=1214 | nome=Gabriela | acao=participou da aula | valor=3160
linha=1215 | nome=Sofia | acao=comparou as metricas | valor=5643
linha=1216 | nome=Felipe | acao=otimizou o algoritmo | valor=4416
linha=1217 | nome=Otavio | acao=otimizou o algoritmo | valor=5196
linha=1218 | nome=Tiago | acao=fez um experimento | valor=9933
linha=1219 | nome=Ana | acao=comparou as metricas | valor=7139
linha=1220 | nome=Karen | acao=comparou as metricas | valor=4895
linha=1221 | nome=Paulo | acao=analisou os resultados | valor=2710
linha=1222 | nome=Natalia | acao=executou o benchmark | valor=9425
linha=1223 | nome=Joao | acao=comparou as metricas | valor=9478
linha=1224 | nome=Eduarda | acao=estudou computacao | valor=8132
linha=1225 | nome=Igor | acao=participou da aula | valor=2325
linha=1226 | nome=Mariana | acao=analisou os resultados | valor=5354
linha=1227 | nome=Bruno | acao=escreveu o relatorio | valor=1674
linha=1228 | nome=Joao | acao=participou da aula | valor=8047
linha=1229 | nome=Bruno | acao=executou o benchmark | valor=1657
linha=1230 | nome=Joao | acao=estudou computacao | valor=6395
linha=1231 | nome=Tiago | acao=analisou os resultados | valor=6885
linha=1232 | nome=Paulo | acao=executou o benchmark | valor=4507
linha=1233 | nome=Felipe | acao=comparou as metricas | valor=4798
linha=1234 | nome=Helena | acao=fez um experimento | valor=8559
linha=1235 | nome=Felipe | acao=estudou computacao | valor=6757
linha=1236 | nome=Helena | acao=executou o benchmark | valor=8961
linha=1237 | nome=Eduarda | acao=estudou computacao | valor=9728
linha=1238 | nome=Lucas | acao=fez um experimento | valor=7322
linha=1239 | nome=Renata | acao=comparou as metricas | valor=2928
linha=1240 | nome=Renata | acao=executou o benchmark | valor=7221
linha=1241 | nome=Daniela | acao=estudou computacao | valor=1158
linha=1242 | nome=Sofia | acao=fez um experimento | valor=9825
linha=1243 | nome=Helena | acao=estudou computacao | valor=5412
linha=1244 | nome=Bruno | acao=analisou os resultados | valor=7275
linha=1245 | nome=Sofia | acao=otimizou o algoritmo | valor=7600
linha=1246 | nome=Bruno | acao=analisou os resultados | valor=4927
linha=1247 | nome=Joao | acao=analisou os resultados | valor=6898
linha=1248 | nome=Vitor | acao=executou o benchmark | valor=4193
linha=1249 | nome=Paulo | acao=otimizou o algoritmo | valor=9777
linha=1250 | nome=Tiago | acao=executou o benchmark | valor=5615
linha=1251 | nome=Otavio | acao=executou o benchmark | valor=2245
linha=1252 | nome=Daniela | acao=otimizou o algoritmo | valor=1640
linha=1253 | nome=Gabriela | acao=otimizou o algoritmo | valor=7426
linha=1254 | nome=Sofia | acao=executou o benchmark | valor=7209
linha=1255 | nome=Renata | acao=analisou os resultados | valor=9024
linha=1256 | nome=Renata | acao=comparou as metricas | valor=7463
linha=1257 | nome=Lucas | acao=fez um experimento | valor=8849
linha=1258 | nome=Otavio | acao=comparou as metricas | valor=5906
linha=1259 | nome=Tiago | acao=estudou computacao | valor=3414
linha=1260 | nome=Sofia | acao=fez um experimento | valor=1150
linha=1261 | nome=Bruno | acao=fez um experimento | valor=5727
linha=1262 | nome=Daniela | acao=analisou os resultados | valor=2980
linha=1263 | nome=Daniela | acao=otimizou o algoritmo | valor=5347
linha=1264 | nome=Karen | acao=executou o benchmark | valor=7292
linha=1265 | nome=Otavio | acao=analisou os resultados | valor=8943
linha=1266 | nome=Natalia | acao=estudou computacao | valor=3295
linha=1267 | nome=Lucas | acao=comparou as metricas | valor=3297
linha=1268 | nome=Renata | acao=otimizou o algoritmo | valor=7941
linha=1269 | nome=Bruno | acao=participou da aula | valor=6531
linha=1270 | nome=Bruno | acao=participou da aula | valor=4355
linha=1271 | nome=Felipe | acao=participou da aula | valor=5766
linha=1272 | nome=Mariana | acao=comparou as metricas | valor=8059
linha=1273 | nome=Joao | acao=analisou os resultados | valor=3241
linha=1274 | nome=Paulo | acao=otimizou o algoritmo | valor=4554
linha=1275 | nome=Felipe | acao=executou o benchmark | valor=8978
linha=1276 | nome=Felipe | acao=estudou computacao | valor=9239
linha=1277 | nome=Helena | acao=comparou as metricas | valor=9300
linha=1278 | nome=Karen | acao=estudou computacao | valor=6086
linha=1279 | nome=Gabriela | acao=comparou as metricas | valor=8685
linha=1280 | nome=Karen | acao=estudou computacao | valor=6660
linha=1281 | nome=Natalia | acao=comparou as metricas | valor=8790
linha=1282 | nome=Joao | acao=fez um experimento | valor=9236
linha=1283 | nome=Igor | acao=escreveu o relatorio | valor=4373
linha=1284 | nome=Mariana | acao=estudou computacao | valor=1577
linha=1285 | nome=Vitor | acao=otimizou o algoritmo | valor=5930
linha=1286 | nome=Karen | acao=fez um experimento | valor=5315
linha=1287 | nome=Helena | acao=estudou computacao | valor=2389
linha=1288 | nome=Ana | acao=comparou as metricas | valor=7353
linha=1289 | nome=Igor | acao=escreveu o relatorio | valor=1262
linha=1290 | nome=Otavio | acao=escreveu o relatorio | valor=9678
linha=1291 | nome=Lucas | acao=escreveu o relatorio | valor=2074
linha=1292 | nome=Tiago | acao=otimizou o algoritmo | valor=9392
linha=1293 | nome=Karen | acao=comparou as metricas | valor=9102
linha=1294 | nome=Ana | acao=otimizou o algoritmo | valor=2817
linha=1295 | nome=Eduarda | acao=analisou os resultados | valor=9432
linha=1296 | nome=Mariana | acao=escreveu o relatorio | valor=3742
linha=1297 | nome=Vitor | acao=escreveu o relatorio | valor=5601
linha=1298 | nome=Renata | acao=analisou os resultados | valor=3620
linha=1299 | nome=Gabriela | acao=estudou computacao | valor=3219
linha=1300 | nome=Eduarda | acao=participou da aula | valor=4122
linha=1301 | nome=Paulo | acao=analisou os resultados | valor=1797
linha=1302 | nome=Carlos | acao=otimizou o algoritmo | valor=6850
linha=1303 | nome=Tiago | acao=analisou os resultados | valor=5308
linha=1304 | nome=Bruno | acao=otimizou o algoritmo | valor=2813
linha=1305 | nome=Felipe | acao=estudou computacao | valor=3705
linha=1306 | nome=Gabriela | acao=participou da aula | valor=6750
linha=1307 | nome=Sofia | acao=comparou as metricas | valor=1716
linha=1308 | nome=Gabriela | acao=fez um experimento | valor=3413
linha=1309 | nome=Mariana | acao=participou da aula | valor=5621
linha=1310 | nome=Helena | acao=comparou as metricas | valor=6791
linha=1311 | nome=Bruno | acao=escreveu o relatorio | valor=3715
linha=1312 | nome=Joao | acao=escreveu o relatorio | valor=9959
linha=1313 | nome=Bruno | acao=executou o benchmark | valor=8557
linha=1314 | nome=Renata | acao=comparou as metricas | valor=1911
linha=1315 | nome=Eduarda | acao=participou da aula | valor=9089
linha=1316 | nome=Otavio | acao=fez um experimento | valor=4148
linha=1317 | nome=Gabriela | acao=analisou os resultados | valor=8464
linha=1318 | nome=Sofia | acao=analisou os resultados | valor=9811
linha=1319 | nome=Carlos | acao=otimizou o algoritmo | valor=4543
linha=1320 | nome=Gabriela | acao=executou o benchmark | valor=9392
linha=1321 | nome=Daniela | acao=comparou as metricas | valor=5039
linha=1322 | nome=Sofia | acao=analisou os resultados | valor=5637
linha=1323 | nome=Joao | acao=fez um experimento | valor=9491
linha=1324 | nome=Renata | acao=comparou as metricas | valor=7637
linha=1325 | nome=Felipe | acao=escreveu o relatorio | valor=2795
linha=1326 | nome=Vitor | acao=comparou as metricas | valor=9566
linha=1327 | nome=Carlos | acao=analisou os resultados | valor=9613
linha=1328 | nome=Daniela | acao=executou o benchmark | valor=4493
linha=1329 | nome=Eduarda | acao=analisou os resultados | valor=1051
linha=1330 | nome=Tiago | acao=analisou os resultados | valor=8160
linha=1331 | nome=Lucas | acao=otimizou o algoritmo | valor=6129
linha=1332 | nome=Gabriela | acao=otimizou o algoritmo | valor=8862
linha=1333 | nome=Ana | acao=comparou as metricas | valor=6160
linha=1334 | nome=Mariana | acao=participou da aula | valor=2239
linha=1335 | nome=Paulo | acao=analisou os resultados | valor=7615
linha=1336 | nome=Ana | acao=comparou as metricas | valor=5447
linha=1337 | nome=Sofia | acao=fez um experimento | valor=8639
linha=1338 | nome=Mariana | acao=otimizou o algoritmo | valor=2896
linha=1339 | nome=Gabriela | acao=estudou computacao | valor=1311
linha=1340 | nome=Igor | acao=escreveu o relatorio | valor=3783
linha=1341 | nome=Renata | acao=analisou os resultados | valor=8474
linha=1342 | nome=Ana | acao=otimizou o algoritmo | valor=8019
linha=1343 | nome=Lucas | acao=otimizou o algoritmo | valor=8042
linha=1344 | nome=Otavio | acao=escreveu o relatorio | valor=9301
linha=1345 | nome=Sofia | acao=escreveu o relatorio | valor=6883
linha=1346 | nome=Karen | acao=comparou as metricas | valor=6091
linha=1347 | nome=Renata | acao=escreveu o relatorio | valor=1247
linha=1348 | nome=Renata | acao=estudou computacao | valor=9650
linha=1349 | nome=Daniela | acao=executou o benchmark | valor=9446
linha=1350 | nome=Carlos | acao=escreveu o relatorio | valor=4373
linha=1351 | nome=Joao | acao=executou o benchmark | valor=3059
linha=1352 | nome=Paulo | acao=comparou as metricas | valor=7891
linha=1353 | nome=Gabriela | acao=participou da aula | valor=6337
linha=1354 | nome=Natalia | acao=analisou os resultados | valor=3870
linha=1355 | nome=Renata | acao=otimizou o algoritmo | valor=2235
linha=1356 | nome=Sofia | acao=comparou as metricas | valor=5924
linha=1357 | nome=Bruno | acao=otimizou o algoritmo | valor=1211
linha=1358 | nome=Sofia | acao=analisou os resultados | valor=5933
linha=1359 | nome=Bruno | acao=analisou os resultados | valor=7241
linha=1360 | nome=Renata | acao=estudou computacao | valor=2287
linha=1361 | nome=Sofia | acao=fez um experimento | valor=5614
linha=1362 | nome=Felipe | acao=executou o benchmark | valor=5137
linha=1363 | nome=Carlos | acao=escreveu o relatorio | valor=7425
linha=1364 | nome=Tiago | acao=comparou as metricas | valor=8243
linha=1365 | nome=Karen | acao=executou o benchmark | valor=5474
linha=1366 | nome=Felipe | acao=estudou computacao | valor=6036
linha=1367 | nome=Mariana | acao=executou o benchmark | valor=1438
linha=1368 | nome=Mariana | acao=fez um experimento | valor=7406
linha=1369 | nome=Carlos | acao=estudou computacao | valor=6535
linha=1370 | nome=Paulo | acao=estudou computacao | valor=7345
linha=1371 | nome=Tiago | acao=otimizou o algoritmo | valor=9946
linha=1372 | nome=Tiago | acao=executou o benchmark | valor=2527
linha=1373 | nome=Natalia | acao=comparou as metricas | valor=4929
linha=1374 | nome=Mariana | acao=participou da aula | valor=6844
linha=1375 | nome=Helena | acao=estudou computacao | valor=8234
linha=1376 | nome=Eduarda | acao=analisou os resultados | valor=6420
linha=1377 | nome=Paulo | acao=escreveu o relatorio | valor=7325
linha=1378 | nome=Felipe | acao=participou da aula | valor=1304
linha=1379 | nome=Renata | acao=participou da aula | valor=6066
linha=1380 | nome=Felipe | acao=estudou computacao | valor=1876
linha=1381 | nome=Felipe | acao=otimizou o algoritmo | valor=7308
linha=1382 | nome=Eduarda | acao=fez um experimento | valor=3206
linha=1383 | nome=Renata | acao=comparou as metricas | valor=5644
linha=1384 | nome=Mariana | acao=comparou as metricas | valor=5446
linha=1385 | nome=Sofia | acao=escreveu o relatorio | valor=5824
linha=1386 | nome=Natalia | acao=estudou computacao | valor=4780
linha=1387 | nome=Bruno | acao=otimizou o algoritmo | valor=2386
linha=1388 | nome=Ana | acao=comparou as metricas | valor=2372
linha=1389 | nome=Bruno | acao=estudou computacao | valor=7869
linha=1390 | nome=Ana | acao=participou da aula | valor=3569
linha=1391 | nome=Eduarda | acao=estudou computacao | valor=8655
linha=1392 | nome=Igor | acao=otimizou o algoritmo | valor=8564
linha=1393 | nome=Eduarda | acao=comparou as metricas | valor=8681
