linha=1 | nome=Eduarda | acao=estudou computacao | valor=1738
linha=955 | nome=Natalia | acao=analisou os resultados | valor=8217
linha=956 | nome=Mariana | acao=estudou computacao | valor=1648
linha=957 | nome=Carlos | acao=comparou as metricas | valor=6267
linha=958 | nome=Lucas | acao=otimizou o algoritmo | valor=6549
linha=959 | nome=Ana | acao=analisou os resultados | valor=1968
linha=960 | nome=Sofia | acao=analisou os resultados | valor=9859
linha=961 | nome=Helena | acao=estudou computacao | valor=3347
linha=962 | nome=Paulo | acao=escreveu o relatorio | valor=6977
linha=963 | nome=Daniela | acao=otimizou o algoritmo | valor=1522
linha=964 | nome=Joao | acao=comparou as metricas | valor=5580
linha=965 | nome=Joao | acao=fez um experimento | valor=4026
linha=966 | nome=Vitor | acao=participou da aula | valor=5563
linha=967 | nome=Otavio | acao=comparou as metricas | valor=4268
linha=968 | nome=Natalia | acao=fez um experimento | valor=2572
linha=969 | nome=Mariana | acao=escreveu o relatorio | valor=9414
linha=970 | nome=Lucas | acao=comparou as metricas | valor=7261
linha=971 | nome=Eduarda | acao=comparou as metricas | valor=9312
linha=972 | nome=Carlos | acao=estudou computacao | valor=8351
linha=973 | nome=Carlos | acao=estudou computacao | valor=8695
linha=974 | nome=Carlos | acao=participou da aula | valor=5636
linha=975 | nome=Ana | acao=comparou as metricas | valor=2479
linha=976 | nome=Otavio | acao=escreveu o relatorio | valor=2715
linha=977 | nome=Helena | acao=participou da aula | valor=5123
linha=978 | nome=Otavio | acao=estudou computacao | valor=1935
linha=979 | nome=Paulo | acao=estudou computacao | valor=4830
linha=980 | nome=Ana | acao=analisou os resultados | valor=5411
linha=981 | nome=Paulo | acao=comparou as metricas | valor=8101
linha=982 | nome=Karen | acao=analisou os resultados | valor=6772
linha=983 | nome=Daniela | acao=otimizou o algoritmo | valor=1328
linha=984 | nome=Tiago | acao=estudou computacao | valor=3622
linha=985 | nome=Ana | acao=comparou as metricas | valor=1063
linha=986 | nome=Vitor | acao=comparou as metricas | valor=8681
linha=987 | nome=Otavio | acao=fez um experimento | valor=4618
linha=988 | nome=Tiago | acao=estudou computacao | valor=7120
linha=989 | nome=Daniela | acao=estudou computacao | valor=1224
linha=990 | nome=Renata | acao=participou da aula | valor=9964
linha=991 | nome=Ana | acao=fez um experimento | valor=4572
linha=992 | nome=Mariana | acao=analisou os resultados | valor=3626
linha=993 | nome=Felipe | acao=comparou as metricas | valor=9155
linha=994 | nome=Karen | acao=escreveu o relatorio | valor=4551
linha=995 | nome=Renata | acao=otimizou o algoritmo | valor=6752
linha=996 | nome=Ana | acao=otimizou o algoritmo | valor=7889
linha=997 | nome=Joao | acao=otimizou o algoritmo | valor=3234
linha=998 | nome=Paulo | acao=participou da aula | valor=9166
linha=999 | nome=Mariana | acao=executou o benchmark | valor=3228
linha=1000 | nome=Carlos | acao=comparou as metricas | valor=5851
linha=1001 | nome=Mariana | acao=analisou os resultados | valor=5863
linha=1002 | nome=Bruno | acao=otimizou o algoritmo | valor=6208
linha=1003 | nome=Felipe | acao=estudou computacao | valor=4801
linha=1004 | nome=Carlos | acao=analisou os resultados | valor=5586
linha=1005 | nome=Igor | acao=participou da aula | valor=5246
linha=1006 | nome=Gabriela | acao=participou da aula | valor=3919
linha=1007 | nome=Otavio | acao=escreveu o relatorio | valor=1269
linha=1008 | nome=Karen | acao=estudou computacao | valor=2614
linha=1009 | nome=Bruno | acao=otimizou o algoritmo | valor=5916
linha=1010 | nome=Paulo | acao=comparou as metricas | valor=1844
linha=1011 | nome=Ana | acao=fez um experimento | valor=9945
linha=1012 | nome=Ana | acao=fez um experimento | valor=8268
linha=1013 | nome=Bruno | acao=participou da aula | valor=5969
linha=1014 | nome=Karen | acao=comparou as metricas | valor=4386
linha=1015 | nome=Paulo | acao=fez um experimento | valor=5263
linha=1016 | nome=Lucas | acao=otimizou o algoritmo | valor=6493
linha=1017 | nome=Daniela | acao=analisou os resultados | valor=2409
linha=1018 | nome=Tiago | acao=comparou as metricas | valor=9877
linha=1019 | nome=Gabriela | acao=analisou os resultados | valor=5402
linha=1020 | nome=Igor | acao=executou o benchmark | valor=9346
linha=1021 | nome=Tiago | acao=comparou as metricas | valor=2655
linha=1022 | nome=Igor | acao=otimizou o algoritmo | valor=8643
linha=1023 | nome=Gabriela | acao=participou da aula | valor=7377
linha=1024 | nome=Mariana | acao=escreveu o relatorio | valor=5931
linha=1025 | nome=Bruno | acao=otimizou o algoritmo | valor=2646
linha=1026 | nome=Eduarda | acao=otimizou o algoritmo | valor=5515
linha=1027 | nome=Carlos | acao=comparou as metricas | valor=7801
linha=1028 | nome=Vitor | acao=executou o benchmark | valor=3136
linha=1029 | nome=Joao | acao=escreveu o relatorio | valor=7069
linha=1030 | nome=Renata | acao=comparou as metricas | valor=1643
linha=1031 | nome=Joao | acao=participou da aula | valor=3791
linha=1032 | nome=Karen | acao=participou da aula | valor=6088
linha=1033 | nome=Helena | acao=executou o benchmark | valor=3943
linha=1034 | nome=Otavio | acao=estudou computacao | valor=8052
linha=1035 | nome=Ana | acao=fez um experimento | valor=7991
linha=1036 | nome=Felipe | acao=executou o benchmark | valor=1470
linha=1037 | nome=Mariana | acao=estudou computacao | valor=7252
linha=1038 | nome=Joao | acao=fez um experimento | valor=9017
linha=1039 | nome=Eduarda | acao=fez um experimento | valor=6059
linha=1040 | nome=Sofia | acao=analisou os resultados | valor=3554
linha=1041 | nome=Vitor | acao=estudou computacao | valor=9567
linha=1042 | nome=Felipe | acao=escreveu o relatorio | valor=7902
linha=1043 | nome=Paulo | acao=escreveu o relatorio | valor=8243
linha=1044 | nome=Sofia | acao=executou o benchmark | valor=1396
linha=1045 | nome=Carlos | acao=participou da aula | valor=4916
linha=1046 | nome=Igor | acao=analisou os resultados | valor=6212
linha=1047 | nome=Otavio | acao=escreveu o relatorio | valor=1741
linha=1048 | nome=Natalia | acao=comparou as metricas | valor=9779
linha=1049 | nome=Ana | acao=fez um experimento | valor=3373
linha=1050 | nome=Mariana | acao=executou o benchmark | valor=9967
linha=1051 | nome=Lucas | acao=escreveu o relatorio | valor=6570
linha=1052 | nome=Natalia | acao=otimizou o algoritmo | valor=6860
linha=1053 | nome=Carlos | acao=analisou os resultados | valor=7385
linha=1054 | nome=Mariana | acao=otimizou o algoritmo | valor=8646
linha=1055 | nome=Natalia | acao=analisou os resultados | valor=5377
linha=1056 | nome=Renata | acao=escreveu o relatorio | valor=4594
linha=1057 | nome=Gabriela | acao=otimizou o algoritmo | valor=6211
linha=1058 | nome=Carlos | acao=analisou os resultados | valor=3709
linha=1059 | nome=Lucas | acao=analisou os resultados | valor=3003
linha=1060 | nome=Carlos | acao=executou o benchmark | valor=5868
linha=1061 | nome=Mariana | acao=participou da aula | valor=3454
linha=1062 | nome=Karen | acao=fez um experimento | valor=7814
linha=1063 | nome=Lucas | acao=escreveu o relatorio | valor=3089
linha=1064 | nome=Gabriela | acao=escreveu o relatorio | valor=9893
linha=1065 | nome=Bruno | acao=escreveu o relatorio | valor=9640
linha=1066 | nome=Igor | acao=escreveu o relatorio | valor=8851
linha=1067 | nome=Mariana | acao=fez um experimento | valor=8634
linha=1068 | nome=Gabriela | acao=executou o benchmark | valor=5285
linha=1069 | nome=Igor | acao=analisou os resultados | valor=7915
linha=1070 | nome=Sofia | acao=escreveu o relatorio | valor=2405
linha=1071 | nome=Joao | acao=estudou computacao | valor=2908
linha=1072 | nome=Tiago | acao=estudou computacao | valor=2263
linha=1073 | nome=Eduarda | acao=participou da aula | valor=2840
linha=1074 | nome=Ana | acao=participou da aula | valor=8750
linha=1075 | nome=Otavio | acao=analisou os resultados | valor=4767
linha=1076 | nome=Paulo | acao=participou da aula | valor=9919
linha=1077 | nome=Sofia | acao=otimizou o algoritmo | valor=9046
linha=1078 | nome=Mariana | acao=executou o benchmark | valor=3706
linha=1079 | nome=Daniela | acao=estudou computacao | valor=9975
linha=1080 | nome=Lucas | acao=executou o benchmark | valor=3299
linha=1081 | nome=Vitor | acao=analisou os resultados | valor=2037
linha=1082 | nome=Natalia | acao=fez um experimento | valor=3031
linha=1083 | nome=Mariana | acao=participou da aula | valor=2426
linha=1084 | nome=Eduarda | acao=comparou as metricas | valor=9978
linha=1085 | nome=Ana | acao=escreveu o relatorio | valor=6343
linha=1086 | nome=Mariana | acao=executou o benchmark | valor=5760
linha=1087 | nome=Ana | acao=participou da aula | valor=8910
linha=1088 | nome=Natalia | acao=executou o benchmark | valor=3694
linha=1089 | nome=Helena | acao=analisou os resultados | valor=1399
linha=1090 | nome=Tiago | acao=escreveu o relatorio | valor=1971
linha=1091 | nome=Felipe | acao=comparou as metricas | valor=7643
linha=1092 | nome=Paulo | acao=escreveu o relatorio | valor=1563
linha=1093 | nome=Helena | acao=estudou computacao | valor=1232
linha=1094 | nome=Igor | acao=executou o benchmark | valor=2486
linha=1095 | nome=Renata | acao=escreveu o relatorio | valor=8353
linha=1096 | nome=Helena | acao=participou da aula | valor=5346
linha=1097 | nome=Tiago | acao=fez um experimento | valor=3207
linha=1098 | nome=Natalia | acao=otimizou o algoritmo | valor=8315
linha=1099 | nome=Joao | acao=estudou computacao | valor=6232
linha=1100 | nome=Daniela | acao=executou o benchmark | valor=7860
linha=1101 | nome=Mariana | acao=analisou os resultados | valor=4993
linha=1102 | nome=Igor | acao=analisou os resultados | valor=8684
linha=1103 | nome=Eduarda | acao=analisou os resultados | valor=4051
linha=1104 | nome=Eduarda | acao=estudou computacao | valor=5601
linha=1105 | nome=Bruno | acao=estudou computacao | valor=1318
linha=1106 | nome=Vitor | acao=escreveu o relatorio | valor=9578
linha=1107 | nome=Igor | acao=otimizou o algoritmo | valor=7865
linha=1108 | nome=Lucas | acao=executou o benchmark | valor=5887
linha=1109 | nome=Eduarda | acao=comparou as metricas | valor=7446
linha=1110 | nome=Sofia | acao=fez um experimento | valor=1778
linha=1111 | nome=Bruno | acao=estudou computacao | valor=2979
linha=1112 | nome=Helena | acao=executou o benchmark | valor=2350
linha=1113 | nome=Otavio | acao=executou o benchmark | valor=2067
linha=1114 | nome=Carlos | acao=fez um experimento | valor=5422
linha=1115 | nome=Eduarda | acao=analisou os resultados | valor=7679
linha=1116 | nome=Eduarda | acao=analisou os resultados | valor=6402
linha=1117 | nome=Paulo | acao=escreveu o relatorio | valor=6220
linha=1118 | nome=Gabriela | acao=executou o benchmark | valor=7241
linha=1119 | nome=Karen | acao=participou da aula | valor=6106
linha=1120 | nome=Eduarda | acao=otimizou o algoritmo | valor=1993
linha=1121 | nome=Lucas | acao=comparou as metricas | valor=4570
linha=1122 | nome=Mariana | acao=otimizou o algoritmo | valor=8836
linha=1123 | nome=Felipe | acao=estudou computacao | valor=7460
linha=1124 | nome=Renata | acao=escreveu o relatorio | valor=5559
linha=1125 | nome=Mariana | acao=participou da aula | valor=4620
linha=1126 | nome=Natalia | acao=estudou computacao | valor=6742
linha=1127 | nome=Carlos | acao=escreveu o relatorio | valor=6222
linha=1128 | nome=Otavio | acao=fez um experimento | valor=2767
linha=1129 | nome=Sofia | acao=estudou computacao | valor=3005
linha=1130 | nome=Mariana | acao=fez um experimento | valor=7830
linha=1131 | nome=Sofia | acao=fez um experimento | valor=2608
linha=1132 | nome=Karen | acao=executou o benchmark | valor=7820
linha=1133 | nome=Ana | acao=analisou os resultados | valor=7966
linha=1134 | nome=Carlos | acao=comparou as metricas | valor=5215
linha=1135 | nome=Carlos | acao=otimizou o algoritmo | valor=9758
linha=1136 | nome=Ana | acao=estudou computacao | valor=1092
linha=1137 | nome=Daniela | acao=fez um experimento | valor=8183
linha=1138 | nome=Eduarda | acao=analisou os resultados | valor=3797
linha=1139 | nome=Gabriela | acao=fez um experimento | valor=8417
linha=1140 | nome=Mariana | acao=escreveu o relatorio | valor=4054
linha=1141 | nome=Felipe | acao=otimizou o algoritmo | valor=9835
linha=1142 | nome=Gabriela | acao=estudou computacao | valor=2087
linha=1143 | nome=Mariana | acao=comparou as metricas | valor=5356
linha=1144 | nome=Ana | acao=executou o benchmark | valor=8934
linha=1145 | nome=Bruno | acao=comparou as metricas | valor=6180
linha=1146 | nome=Mariana | acao=participou da aula | valor=6958
linha=1147 | nome=Gabriela | acao=participou da aula | valor=9972
linha=1148 | nome=Mariana | acao=participou da aula | valor=6442
linha=1149 | nome=Felipe | acao=analisou os resultados | valor=6603
linha=1150 | nome=Mariana | acao=estudou computacao | valor=4992
linha=1151 | nome=Paulo | acao=analisou os resultados | valor=4566
linha=1152 | nome=Otavio | acao=fez um experimento | valor=3974
linha=1153 | nome=Felipe | acao=escreveu o relatorio | valor=5379
linha=1154 | nome=Carlos | acao=participou da aula | valor=8912
linha=1155 | nome=Joao | acao=otimizou o algoritmo | valor=6805
linha=1156 | nome=Eduarda | acao=otimizou o algoritmo | valor=8470
linha=1157 | nome=Karen | acao=fez um experimento | valor=7263
linha=1158 | nome=Ana | acao=analisou os resultados | valor=3541
linha=1159 | nome=Paulo | acao=participou da aula | valor=2249
linha=1160 | nome=Carlos | acao=escreveu o relatorio | valor=9346
linha=1161 | nome=Felipe | acao=otimizou o algoritmo | valor=9552
linha=1162 | nome=Mariana | acao=escreveu o relatorio | valor=7245
linha=1163 | nome=Tiago | acao=estudou computacao | valor=7709
linha=1164 | nome=Bruno | acao=otimizou o algoritmo | valor=5950
linha=1165 | nome=Eduarda | acao=escreveu o relatorio | valor=9283
linha=1166 | nome=Vitor | acao=executou o benchmark | valor=9429
linha=1167 | nome=Paulo | acao=analisou os resultados | valor=5951
linha=1168 | nome=Daniela | acao=otimizou o algoritmo | valor=3527
linha=1169 | nome=Ana | acao=analisou os resultados | valor=9380
linha=1170 | nome=Sofia | acao=comparou as metricas | valor=8881
linha=1171 | nome=Mariana | acao=analisou os resultados | valor=2849
linha=1172 | nome=Gabriela | acao=estudou computacao | valor=7019
linha=1173 | nome=Natalia | acao=analisou os resultados | valor=9973
linha=1174 | nome=Joao | acao=comparou as metricas | valor=9100
linha=1175 | nome=Karen | acao=comparou as metricas | valor=5304
linha=1176 | nome=Joao | acao=comparou as metricas | valor=2697
linha=1177 | nome=Otavio | acao=estudou computacao | valor=2371
linha=1178 | nome=Carlos | acao=participou da aula | valor=5811
linha=1179 | nome=Felipe | acao=estudou computacao | valor=4518
linha=1180 | nome=Gabriela | acao=participou da aula | valor=8307
linha=1181 | nome=Joao | acao=otimizou o algoritmo | valor=4298
linha=1182 | nome=Paulo | acao=otimizou o algoritmo | valor=6579
linha=1183 | nome=Helena | acao=fez um experimento | valor=2232
linha=1184 | nome=Vitor | acao=executou o benchmark | valor=2695
linha=1185 | nome=Tiago | acao=executou o benchmark | valor=4657
linha=1186 | nome=Mariana | acao=participou da aula | valor=5634
linha=1187 | nome=Helena | acao=analisou os resultados | valor=8204
linha=1188 | nome=Sofia | acao=comparou as metricas | valor=8824
linha=1189 | nome=Vitor | acao=analisou os resultados | valor=6257
linha=1190 | nome=Renata | acao=comparou as metricas | valor=1622
linha=1191 | nome=Vitor | acao=executou o benchmark | valor=7129
linha=1192 | nome=Mariana | acao=estudou computacao | valor=6534
linha=1193 | nome=Bruno | acao=fez um experimento | valor=8901
linha=1194 | nome=Daniela | acao=otimizou o algoritmo | valor=1435
linha=1195 | nome=Daniela | acao=executou o benchmark | valor=4295
linha=1196 | nome=Lucas | acao=escreveu o relatorio | valor=7622
linha=1197 | nome=Mariana | acao=estudou computacao | valor=8105
linha=1198 | nome=Paulo | acao=fez um experimento | valor=6819
linha=1199 | nome=Daniela | acao=estudou computacao | valor=9059
linha=1200 | nome=Mariana | acao=executou o benchmark | valor=7182
linha=1201 | nome=Paulo | acao=participou da aula | valor=2721
linha=1202 | nome=Sofia | acao=comparou as metricas | valor=2374
linha=1203 | nome=Renata | acao=participou da aula | valor=5205
linha=1204 | nome=Ana | acao=otimizou o algoritmo | valor=3988
linha=1205 | nome=Felipe | acao=comparou as metricas | valor=4229
linha=1206 | nome=Igor | acao=escreveu o relatorio | valor=8857
linha=1207 | nome=Ana | acao=fez um experimento | valor=4125
linha=1208 | nome=Igor | acao=fez um experimento | valor=9145
linha=1209 | nome=Otavio | acao=participou da aula | valor=1188
linha=1210 | nome=Bruno | acao=executou o benchmark | valor=8804
linha=1211 | nome=Helena | acao=estudou computacao | valor=3742
linha=1212 | nome=Felipe | acao=estudou computacao | valor=8134
linha=1213 | nome=Helena | acao=executou o benchmark | valor=3318
linha=1214 | nome=Gabriela | acao=otimizou o algoritmo | valor=8024
linha=1215 | nome=Tiago | acao=comparou as metricas | valor=5819
linha=1216 | nome=Sofia | acao=executou o benchmark | valor=8010
linha=1217 | nome=Natalia | acao=fez um experimento | valor=1983
linha=1218 | nome=Mariana | acao=fez um experimento | valor=4114
linha=1219 | nome=Karen | acao=participou da aula | valor=7724
linha=1220 | nome=Lucas | acao=comparou as metricas | valor=3015
linha=1221 | nome=Mariana | acao=analisou os resultados | valor=1130
linha=1222 | nome=Helena | acao=otimizou o algoritmo | valor=8332
linha=1223 | nome=Joao | acao=participou da aula | valor=9909
linha=1224 | nome=Renata | acao=participou da aula | valor=5502
linha=1225 | nome=Renata | acao=executou o benchmark | valor=1606
linha=1226 | nome=Natalia | acao=executou o benchmark | valor=5841
linha=1227 | nome=Felipe | acao=comparou as metricas | valor=4400
linha=1228 | nome=Eduarda | acao=comparou as metricas | valor=9709
linha=1229 | nome=Igor | acao=participou da aula | valor=3683
linha=1230 | nome=Felipe | acao=estudou computacao | valor=8778
linha=1231 | nome=Lucas | acao=fez um experimento | valor=8115
linha=1232 | nome=Natalia | acao=comparou as metricas | valor=5057
linha=1233 | nome=Sofia | acao=estudou computacao | valor=2924
linha=1234 | nome=Carlos | acao=comparou as metricas | valor=8584
linha=1235 | nome=Tiago | acao=participou da aula | valor=9651
linha=1236 | nome=Ana | acao=comparou as metricas | valor=7768
linha=1237 | nome=Karen | acao=comparou as metricas | valor=5726
linha=1238 | nome=Eduarda | acao=fez um experimento | valor=4299
linha=1239 | nome=Mariana | acao=participou da aula | valor=4287
linha=1240 | nome=Gabriela | acao=executou o benchmark | valor=3843
linha=1241 | nome=Bruno | acao=executou o benchmark | valor=6453
linha=1242 | nome=Natalia | acao=fez um experimento | valor=5620
linha=1243 | nome=Paulo | acao=fez um experimento | valor=9523
linha=1244 | nome=Daniela | acao=estudou computacao | valor=6095
linha=1245 | nome=Bruno | acao=fez um experimento | valor=2739
linha=1246 | nome=Tiago | acao=analisou os resultados | valor=7368
linha=1247 | nome=Igor | acao=estudou computacao | valor=3678
linha=1248 | nome=Bruno | acao=estudou computacao | valor=7763
linha=1249 | nome=Lucas | acao=estudou computacao | valor=2275
linha=1250 | nome=Otavio | acao=participou da aula | valor=2998
linha=1251 | nome=Carlos | acao=analisou os resultados | valor=9016
linha=1252 | nome=Daniela | acao=fez um experimento | valor=5325
linha=1253 | nome=Karen | acao=otimizou o algoritmo | valor=7940
linha=1254 | nome=Joao | acao=escreveu o relatorio | valor=9109
linha=1255 | nome=Daniela | acao=participou da aula | valor=2204
linha=1256 | nome=Joao | acao=analisou os resultados | valor=1185
linha=1257 | nome=Tiago | acao=executou o benchmark | valor=7410
linha=1258 | nome=Felipe | acao=comparou as metricas | valor=3261
linha=1259 | nome=Carlos | acao=fez um experimento | valor=2716
linha=1260 | nome=Sofia | acao=executou o benchmark | valor=9703
linha=1261 | nome=Otavio | acao=participou da aula | valor=8023
linha=1262 | nome=Helena | acao=otimizou o algoritmo | valor=9280
linha=1263 | nome=Felipe | acao=analisou os resultados | valor=6994
linha=1264 | nome=Igor | acao=executou o benchmark | valor=1663
linha=1265 | nome=Paulo | acao=participou da aula | valor=8656
linha=1266 | nome=Renata | acao=estudou computacao | valor=1292
linha=1267 | nome=Carlos | acao=executou o benchmark | valor=2755
linha=1268 | nome=Daniela | acao=executou o benchmark | valor=7651
linha=1269 | nome=Felipe | acao=estudou computacao | valor=3931
linha=1270 | nome=Natalia | acao=otimizou o algoritmo | valor=7311
linha=1271 | nome=Bruno | acao=analisou os resultados | valor=5503
linha=1272 | nome=Natalia | acao=participou da aula | valor=5897
linha=1273 | nome=Sofia | acao=participou da aula | valor=2372
linha=1274 | nome=Karen | acao=fez um experimento | valor=7128
linha=1275 | nome=Ana | acao=analisou os resultados | valor=6084
linha=1276 | nome=Helena | acao=escreveu o relatorio | valor=2995
linha=1277 | nome=Mariana | acao=executou o benchmark | valor=8175
linha=1278 | nome=Eduarda | acao=analisou os resultados | valor=6214
linha=1279 | nome=Daniela | acao=otimizou o algoritmo | valor=7634
linha=1280 | nome=Helena | acao=comparou as metricas | valor=1013
linha=1281 | nome=Gabriela | acao=analisou os resultados | valor=4201
linha=1282 | nome=Daniela | acao=estudou computacao | valor=8119
linha=1283 | nome=Renata | acao=estudou computacao | valor=6831
linha=1284 | nome=Felipe | acao=escreveu o relatorio | valor=6634
linha=1285 | nome=Felipe | acao=fez um experimento | valor=5952
linha=1286 | nome=Vitor | acao=escreveu o relatorio | valor=9686
linha=1287 | nome=Lucas | acao=otimizou o algoritmo | valor=2635
linha=1288 | nome=Helena | acao=participou da aula | valor=2811
linha=1289 | nome=Felipe | acao=estudou computacao | valor=1633
linha=1290 | nome=Felipe | acao=otimizou o algoritmo | valor=1097
linha=1291 | nome=Ana | acao=analisou os resultados | valor=6983
linha=1292 | nome=Natalia | acao=analisou os resultados | valor=1085
linha=1293 | nome=Bruno | acao=escreveu o relatorio | valor=9825
linha=1294 | nome=Tiago | acao=comparou as metricas | valor=9823
linha=1295 | nome=Felipe | acao=fez um experimento | valor=1975
linha=1296 | nome=Karen | acao=estudou computacao | valor=2405
linha=1297 | nome=Mariana | acao=participou da aula | valor=3156
linha=1298 | nome=Renata | acao=otimizou o algoritmo | valor=8450
linha=1299 | nome=Vitor | acao=participou da aula | valor=6311
linha=1300 | nome=Tiago | acao=fez um experimento | valor=3867
linha=1301 | nome=Mariana | acao=otimizou o algoritmo | valor=3866
linha=1302 | nome=Natalia | acao=fez um experimento | valor=5334
linha=1303 | nome=Bruno | acao=analisou os resultados | valor=2538
linha=1304 | nome=Mariana | acao=otimizou o algoritmo | valor=7120
linha=1305 | nome=Felipe | acao=analisou os resultados | valor=1848
linha=1306 | nome=Carlos | acao=comparou as metricas | valor=7702
linha=1307 | nome=Paulo | acao=participou da aula | valor=1535
linha=1308 | nome=Helena | acao=escreveu o relatorio | valor=9045
linha=1309 | nome=Vitor | acao=otimizou o algoritmo | valor=7915
linha=1310 | nome=Felipe | acao=otimizou o algoritmo | valor=6359
linha=1311 | nome=Tiago | acao=analisou os resultados | valor=2157
linha=1312 | nome=Joao | acao=otimizou o algoritmo | valor=2465
linha=1313 | nome=Karen | acao=otimizou o algoritmo | valor=8272
linha=1314 | nome=Helena | acao=executou o benchmark | valor=1195
linha=1315 | nome=Sofia | acao=estudou computacao | valor=9461
linha=1316 | nome=Felipe | acao=fez um experimento | valor=1790
linha=1317 | nome=Carlos | acao=participou da aula | valor=3064
linha=1318 | nome=Joao | acao=comparou as metricas | valor=5580
linha=1319 | nome=Eduarda | acao=analisou os resultados | valor=9215
linha=1320 | nome=Eduarda | acao=executou o benchmark | valor=6929
linha=1321 | nome=Daniela | acao=estudou computacao | valor=9631
linha=1322 | nome=Sofia | acao=comparou as metricas | valor=4058
linha=1323 | nome=Felipe | acao=participou da aula | valor=8998
linha=1324 | nome=Otavio | acao=participou da aula | valor=5515
linha=1325 | nome=Renata | acao=executou o benchmark | valor=7428
linha=1326 | nome=Karen | acao=otimizou o algoritmo | valor=6027
linha=1327 | nome=Mariana | acao=escreveu o relatorio | valor=6101
linha=1328 | nome=Carlos | acao=fez um experimento | valor=9688
linha=1329 | nome=Mariana | acao=otimizou o algoritmo | valor=7828
linha=1330 | nome=Joao | acao=otimizou o algoritmo | valor=4118
linha=1331 | nome=Sofia | acao=estudou computacao | valor=9252
linha=1332 | nome=Daniela | acao=otimizou o algoritmo | valor=6940
linha=1333 | nome=Bruno | acao=analisou os resultados | valor=7456
linha=1334 | nome=Vitor | acao=analisou os resultados | valor=4852
linha=1335 | nome=Igor | acao=analisou os resultados | valor=8668
linha=1336 | nome=Gabriela | acao=executou o benchmark | valor=9053
linha=1337 | nome=Sofia | acao=comparou as metricas | valor=1685
linha=1338 | nome=Mariana | acao=fez um experimento | valor=4299
linha=1339 | nome=Ana | acao=participou da aula | valor=5494
linha=1340 | nome=Daniela | acao=comparou as metricas | valor=5705
linha=1341 | nome=Paulo | acao=otimizou o algoritmo | valor=8995
linha=1342 | nome=Felipe | acao=escreveu o relatorio | valor=8319
linha=1343 | nome=Joao | acao=fez um experimento | valor=3323
linha=1344 | nome=Renata | acao=analisou os resultados | valor=3892
linha=1345 | nome=Lucas | acao=participou da aula | valor=9078
linha=1346 | nome=Lucas | acao=comparou as metricas | valor=5864
linha=1347 | nome=Natalia | acao=estudou computacao | valor=5534
linha=1348 | nome=Joao | acao=executou o benchmark | valor=4029
linha=1349 | nome=Mariana | acao=executou o benchmark | valor=2296
linha=1350 | nome=Mariana | acao=comparou as metricas | valor=1278
linha=1351 | nome=Felipe | acao=participou da aula | valor=2237
linha=1352 | nome=Tiago | acao=analisou os resultados | valor=7442
linha=1353 | nome=Bruno | acao=escreveu o relatorio | valor=3757
linha=1354 | nome=Felipe | acao=participou da aula | valor=6305
linha=1355 | nome=Helena | acao=participou da aula | valor=5256
linha=1356 | nome=Bruno | acao=participou da aula | valor=8162
linha=1357 | nome=Eduarda | acao=comparou as metricas | valor=2767
linha=1358 | nome=Bruno | acao=fez um experimento | valor=8198
linha=1359 | nome=Paulo | acao=escreveu o relatorio | valor=6743
linha=1360 | nome=Joao | acao=escreveu o relatorio | valor=7923
linha=1361 | nome=Felipe | acao=participou da aula | valor=2050
linha=1362 | nome=Tiago | acao=fez um experimento | valor=2959
linha=1363 | nome=Tiago | acao=estudou computacao | valor=6215
linha=1364 | nome=Felipe | acao=fez um experimento | valor=7782
linha=1365 | nome=Karen | acao=escreveu o relatorio | valor=6114
linha=1366 | nome=Gabriela | acao=executou o benchmark | valor=2149
linha=1367 | nome=Joao | acao=otimizou o algoritmo | valor=6763
linha=1368 | nome=Gabriela | acao=comparou as metricas | valor=6707
linha=1369 | nome=Natalia | acao=fez um experimento | valor=1905
linha=1370 | nome=Otavio | acao=otimizou o algoritmo | valor=7409
linha=1371 | nome=Felipe | acao=fez um experimento | valor=4141
linha=1372 | nome=Tiago | acao=escreveu o relatorio | valor=8024
linha=1373 | nome=Felipe | acao=executou o benchmark | valor=9753
linha=1374 | nome=Gabriela | acao=escreveu o relatorio | valor=4546
linha=1375 | nome=Lucas | acao=otimizou o algoritmo | valor=1317
linha=1376 | nome=Karen | acao=otimizou o algoritmo | valor=9719
linha=1377 | nome=Otavio | acao=executou o benchmark | valor=5163
linha=1378 | nome=Renata | acao=comparou as metricas | valor=5613
linha=1379 | nome=Paulo | acao=otimizou o algoritmo | valor=4617
linha=1380 | nome=Mariana | acao=executou o benchmark | valor=3788
linha=1381 | nome=Otavio | acao=analisou os resultados | valor=3422
linha=1382 | nome=Lucas | acao=analisou os resultados | valor=9707
linha=1383 | nome=Vitor | acao=comparou as metricas | valor=7177
linha=1384 | nome=Tiago | acao=participou da aula | valor=9740
linha=1385 | nome=Karen | acao=comparou as metricas | valor=3111
linha=1386 | nome=Mariana | acao=escreveu o relatorio | valor=1820
linha=1387 | nome=Renata | acao=executou o benchmark | valor=5021
linha=1388 | nome=Daniela | acao=escreveu o relatorio | valor=7491
linha=1389 | nome=Otavio | acao=participou da aula | valor=2186
linha=1390 | nome=Paulo | acao=otimizou o algoritmo | valor=6258
linha=1391 | nome=Carlos | acao=fez um experimento | valor=6933
linha=1392 | nome=Karen | acao=executou o benchmark | valor=5965
linha=1393 | nome=Carlos | acao=otimizou o algoritmo | valor=3962
