linha=1 | nome=Sofia | acao=fez um experimento | valor=8873
linha=1416 | nome=Tiago | acao=comparou as metricas | valor=2139
linha=1417 | nome=Vitor | acao=otimizou o algoritmo | valor=2780
linha=1418 | nome=Paulo | acao=otimizou o algoritmo | valor=1396
linha=1419 | nome=Tiago | acao=analisou os resultados | valor=2312
linha=1420 | nome=Helena | acao=fez um experimento | valor=7103
linha=1421 | nome=Mariana | acao=fez um experimento | valor=8005
linha=1422 | nome=Tiago | acao=participou da aula | valor=9717
linha=1423 | nome=Mariana | acao=participou da aula | valor=5986
linha=1424 | nome=Paulo | acao=otimizou o algoritmo | valor=4114
linha=1425 | nome=Daniela | acao=participou da aula | valor=2395
linha=1426 | nome=Helena | acao=otimizou o algoritmo | valor=4144
linha=1427 | nome=Carlos | acao=executou o benchmark | valor=4635
linha=1428 | nome=Igor | acao=comparou as metricas | valor=5801
linha=1429 | nome=Paulo | acao=comparou as metricas | valor=2805
linha=1430 | nome=Mariana | acao=comparou as metricas | valor=4435
linha=1431 | nome=Renata | acao=executou o benchmark | valor=2849
linha=1432 | nome=Lucas | acao=otimizou o algoritmo | valor=9900
linha=1433 | nome=Bruno | acao=otimizou o algoritmo | valor=5685
linha=1434 | nome=Joao | acao=escreveu o relatorio | valor=2762
linha=1435 | nome=Joao | acao=estudou computacao | valor=4585
linha=1436 | nome=Bruno | acao=executou o benchmark | valor=8797
linha=1437 | nome=Daniela | acao=analisou os resultados | valor=7526
linha=1438 | nome=Gabriela | acao=otimizou o algoritmo | valor=8890
linha=1439 | nome=Tiago | acao=estudou computacao | valor=6760
linha=1440 | nome=Otavio | acao=participou da aula | valor=1447
linha=1441 | nome=Lucas | acao=fez um experimento | valor=3179
linha=1442 | nome=Igor | acao=estudou computacao | valor=9922
linha=1443 | nome=Helena | acao=participou da aula | valor=9653
linha=1444 | nome=Gabriela | acao=executou o benchmark | valor=7203
linha=1445 | nome=Karen | acao=otimizou o algoritmo | valor=6102
linha=1446 | nome=Paulo | acao=otimizou o algoritmo | valor=2962
linha=1447 | nome=Joao | acao=otimizou o algoritmo | valor=3188
linha=1448 | nome=Ana | acao=comparou as metricas | valor=9405
linha=1449 | nome=Vitor | acao=analisou os resultados | valor=1369
linha=1450 | nome=Tiago | acao=comparou as metricas | valor=4780
linha=1451 | nome=Vitor | acao=estudou computacao | valor=2026
linha=1452 | nome=Lucas | acao=otimizou o algoritmo | valor=4795
linha=1453 | nome=Carlos | acao=comparou as metricas | valor=9221
linha=1454 | nome=Karen | acao=analisou os resultados | valor=7024
linha=1455 | nome=Joao | acao=participou da aula | valor=7888
linha=1456 | nome=Ana | acao=fez um experimento | valor=9694
linha=1457 | nome=Paulo | acao=analisou os resultados | valor=1284
linha=1458 | nome=Carlos | acao=executou o benchmark | valor=8733
linha=1459 | nome=Ana | acao=escreveu o relatorio | valor=4397
linha=1460 | nome=Lucas | acao=otimizou o algoritmo | valor=3586
linha=1461 | nome=Vitor | acao=otimizou o algoritmo | valor=6133
linha=1462 | nome=Ana | acao=fez um experimento | valor=9866
linha=1463 | nome=Helena | acao=fez um experimento | valor=6396
linha=1464 | nome=Joao | acao=fez um experimento | valor=6776
linha=1465 | nome=Lucas | acao=comparou as metricas | valor=4931
linha=1466 | nome=Helena | acao=escreveu o relatorio | valor=6059
linha=1467 | nome=Gabriela | acao=estudou computacao | valor=5662
linha=1468 | nome=Daniela | acao=participou da aula | valor=9628
linha=1469 | nome=Lucas | acao=estudou computacao | valor=5185
linha=1470 | nome=Igor | acao=estudou computacao | valor=8120
linha=1471 | nome=Joao | acao=escreveu o relatorio | valor=9662
linha=1472 | nome=Tiago | acao=estudou computacao | valor=3273
linha=1473 | nome=Gabriela | acao=estudou computacao | valor=2735
linha=1474 | nome=Igor | acao=estudou computacao | valor=5032
linha=1475 | nome=Bruno | acao=otimizou o algoritmo | valor=8335
linha=1476 | nome=Joao | acao=estudou computacao | valor=6672
linha=1477 | nome=Ana | acao=escreveu o relatorio | valor=8137
linha=1478 | nome=Natalia | acao=comparou as metricas | valor=8811
linha=1479 | nome=Helena | acao=estudou computacao | valor=5940
linha=1480 | nome=Joao | acao=escreveu o relatorio | valor=4288
linha=1481 | nome=Bruno | acao=executou o benchmark | valor=1042
linha=1482 | nome=Natalia | acao=fez um experimento | valor=6989
linha=1483 | nome=Sofia | acao=estudou computacao | valor=2131
linha=1484 | nome=Helena | acao=participou da aula | valor=4545
linha=1485 | nome=Sofia | acao=estudou computacao | valor=1388
linha=1486 | nome=Mariana | acao=analisou os resultados | valor=8641
linha=1487 | nome=Gabriela | acao=participou da aula | valor=6380
linha=1488 | nome=Natalia | acao=executou o benchmark | valor=3415
linha=1489 | nome=Gabriela | acao=otimizou o algoritmo | valor=3593
linha=1490 | nome=Paulo | acao=fez um experimento | valor=2924
linha=1491 | nome=Felipe | acao=otimizou o algoritmo | valor=3043
linha=1492 | nome=Eduarda | acao=otimizou o algoritmo | valor=1684
linha=1493 | nome=Joao | acao=executou o benchmark | valor=1378
linha=1494 | nome=Otavio | acao=analisou os resultados | valor=5073
linha=1495 | nome=Ana | acao=participou da aula | valor=6166
linha=1496 | nome=Gabriela | acao=executou o benchmark | valor=8516
linha=1497 | nome=Helena | acao=comparou as metricas | valor=9698
linha=1498 | nome=Joao | acao=estudou computacao | valor=4565
linha=1499 | nome=Paulo | acao=analisou os resultados | valor=4799
linha=1500 | nome=Mariana | acao=analisou os resultados | valor=1252
linha=1501 | nome=Carlos | acao=estudou computacao | valor=9622
linha=1502 | nome=Daniela | acao=fez um experimento | valor=7470
linha=1503 | nome=Joao | acao=participou da aula | valor=2955
linha=1504 | nome=Gabriela | acao=otimizou o algoritmo | valor=4248
linha=1505 | nome=Mariana | acao=escreveu o relatorio | valor=7757
linha=1506 | nome=Carlos | acao=analisou os resultados | valor=2666
linha=1507 | nome=Mariana | acao=otimizou o algoritmo | valor=9621
linha=1508 | nome=Joao | acao=estudou computacao | valor=8125
linha=1509 | nome=Ana | acao=executou o benchmark | valor=4463
linha=1510 | nome=Carlos | acao=escreveu o relatorio | valor=6651
linha=1511 | nome=Renata | acao=comparou as metricas | valor=1117
linha=1512 | nome=Carlos | acao=estudou computacao | valor=2321
linha=1513 | nome=Eduarda | acao=fez um experimento | valor=6139
linha=1514 | nome=Igor | acao=comparou as metricas | valor=2355
linha=1515 | nome=Bruno | acao=escreveu o relatorio | valor=4015
linha=1516 | nome=Sofia | acao=escreveu o relatorio | valor=9734
linha=1517 | nome=Renata | acao=escreveu o relatorio | valor=3046
linha=1518 | nome=Sofia | acao=participou da aula | valor=3975
linha=1519 | nome=Daniela | acao=escreveu o relatorio | valor=3577
linha=1520 | nome=Daniela | acao=comparou as metricas | valor=1234
linha=1521 | nome=Lucas | acao=otimizou o algoritmo | valor=6997
linha=1522 | nome=Lucas | acao=comparou as metricas | valor=3747
linha=1523 | nome=Natalia | acao=fez um experimento | valor=8930
linha=1524 | nome=Gabriela | acao=otimizou o algoritmo | valor=6020
linha=1525 | nome=Daniela | acao=analisou os resultados | valor=1442
linha=1526 | nome=Mariana | acao=analisou os resultados | valor=6657
linha=1527 | nome=Renata | acao=otimizou o algoritmo | valor=4108
linha=1528 | nome=Mariana | acao=analisou os resultados | valor=1684
linha=1529 | nome=Felipe | acao=otimizou o algoritmo | valor=7229
linha=1530 | nome=Daniela | acao=comparou as metricas | valor=2015
linha=1531 | nome=Carlos | acao=comparou as metricas | valor=9904
linha=1532 | nome=Mariana | acao=estudou computacao | valor=5989
linha=1533 | nome=Sofia | acao=executou o benchmark | valor=4337
linha=1534 | nome=Natalia | acao=fez um experimento | valor=5928
linha=1535 | nome=Helena | acao=participou da aula | valor=7862
linha=1536 | nome=Gabriela | acao=estudou computacao | valor=4504
linha=1537 | nome=Vitor | acao=participou da aula | valor=4201
linha=1538 | nome=Mariana | acao=comparou as metricas | valor=6040
linha=1539 | nome=Joao | acao=estudou computacao | valor=4755
linha=1540 | nome=Tiago | acao=participou da aula | valor=1610
linha=1541 | nome=Karen | acao=analisou os resultados | valor=7187
linha=1542 | nome=Mariana | acao=comparou as metricas | valor=6380
linha=1543 | nome=Carlos | acao=estudou computacao | valor=8226
linha=1544 | nome=Tiago | acao=otimizou o algoritmo | valor=8101
linha=1545 | nome=Daniela | acao=estudou computacao | valor=5999
linha=1546 | nome=Igor | acao=comparou as metricas | valor=4819
linha=1547 | nome=Daniela | acao=participou da aula | valor=1276
linha=1548 | nome=Igor | acao=escreveu o relatorio | valor=5970
linha=1549 | nome=Otavio | acao=analisou os resultados | valor=2667
linha=1550 | nome=Lucas | acao=estudou computacao | valor=7906
linha=1551 | nome=Eduarda | acao=comparou as metricas | valor=8924
linha=1552 | nome=Paulo | acao=otimizou o algoritmo | valor=7669
linha=1553 | nome=Tiago | acao=estudou computacao | valor=5107
linha=1554 | nome=Carlos | acao=estudou computacao | valor=5403
linha=1555 | nome=Otavio | acao=participou da aula | valor=1923
linha=1556 | nome=Igor | acao=comparou as metricas | valor=2245
linha=1557 | nome=Ana | acao=participou da aula | valor=8789
linha=1558 | nome=Daniela | acao=analisou os resultados | valor=3458
linha=1559 | nome=Mariana | acao=executou o benchmark | valor=2646
linha=1560 | nome=Eduarda | acao=executou o benchmark | valor=2238
linha=1561 | nome=Tiago | acao=escreveu o relatorio | valor=1113
linha=1562 | nome=Bruno | acao=participou da aula | valor=9005
linha=1563 | nome=Ana | acao=participou da aula | valor=6820
linha=1564 | nome=Igor | acao=participou da aula | valor=3749
linha=1565 | nome=Renata | acao=participou da aula | valor=4431
linha=1566 | nome=Bruno | acao=fez um experimento | valor=2711
linha=1567 | nome=Felipe | acao=estudou computacao | valor=9765
linha=1568 | nome=Sofia | acao=estudou computacao | valor=8527
linha=1569 | nome=Eduarda | acao=estudou computacao | valor=4385
linha=1570 | nome=Bruno | acao=comparou as metricas | valor=3522
linha=1571 | nome=Sofia | acao=participou da aula | valor=3356
linha=1572 | nome=Vitor | acao=executou o benchmark | valor=2942
linha=1573 | nome=Helena | acao=escreveu o relatorio | valor=4480
linha=1574 | nome=Vitor | acao=estudou computacao | valor=5534
linha=1575 | nome=Joao | acao=otimizou o algoritmo | valor=9598
linha=1576 | nome=Sofia | acao=otimizou o algoritmo | valor=8177
linha=1577 | nome=Natalia | acao=fez um experimento | valor=7467
linha=1578 | nome=Gabriela | acao=estudou computacao | valor=1946
linha=1579 | nome=Tiago | acao=escreveu o relatorio | valor=5956
linha=1580 | nome=Vitor | acao=analisou os resultados | valor=9974
linha=1581 | nome=Otavio | acao=escreveu o relatorio | valor=7090
linha=1582 | nome=Sofia | acao=estudou computacao | valor=1654
linha=1583 | nome=Eduarda | acao=participou da aula | valor=7178
linha=1584 | nome=Felipe | acao=escreveu o relatorio | valor=8310
linha=1585 | nome=Lucas | acao=participou da aula | valor=2362
linha=1586 | nome=Sofia | acao=estudou computacao | valor=4881
linha=1587 | nome=Joao | acao=fez um experimento | valor=8251
linha=1588 | nome=Ana | acao=estudou computacao | valor=3629
linha=1589 | nome=Ana | acao=executou o benchmark | valor=6962
linha=1590 | nome=Joao | acao=otimizou o algoritmo | valor=6253
linha=1591 | nome=Helena | acao=analisou os resultados | valor=9420
linha=1592 | nome=Paulo | acao=estudou computacao | valor=7269
linha=1593 | nome=Mariana | acao=participou da aula | valor=6742
linha=1594 | nome=Igor | acao=estudou computacao | valor=6059
linha=1595 | nome=Daniela | acao=analisou os resultados | valor=8803
linha=1596 | nome=Mariana | acao=estudou computacao | valor=7013
linha=1597 | nome=Paulo | acao=estudou computacao | valor=7434
linha=1598 | nome=Paulo | acao=participou da aula | valor=3723
linha=1599 | nome=Paulo | acao=executou o benchmark | valor=7319
linha=1600 | nome=Otavio | acao=executou o benchmark | valor=9157
linha=1601 | nome=Felipe | acao=estudou computacao | valor=5779
linha=1602 | nome=Mariana | acao=fez um experimento | valor=9755
linha=1603 | nome=Natalia | acao=otimizou o algoritmo | valor=1302
linha=1604 | nome=Vitor | acao=comparou as metricas | valor=6317
linha=1605 | nome=Sofia | acao=comparou as metricas | valor=3547
linha=1606 | nome=Lucas | acao=otimizou o algoritmo | valor=2773
linha=1607 | nome=Bruno | acao=comparou as metricas | valor=6054
linha=1608 | nome=Igor | acao=otimizou o algoritmo | valor=5407
linha=1609 | nome=Vitor | acao=estudou computacao | valor=8951
linha=1610 | nome=Sofia | acao=participou da aula | valor=7227
linha=1611 | nome=Paulo | acao=participou da aula | valor=3656
linha=1612 | nome=Tiago | acao=executou o benchmark | valor=9983
linha=1613 | nome=Igor | acao=escreveu o relatorio | valor=5987
linha=1614 | nome=Igor | acao=otimizou o algoritmo | valor=2571
linha=1615 | nome=Mariana | acao=estudou computacao | valor=6454
linha=1616 | nome=Igor | acao=executou o benchmark | valor=6675
linha=1617 | nome=Eduarda | acao=escreveu o relatorio | valor=4864
linha=1618 | nome=Eduarda | acao=participou da aula | valor=6979
linha=1619 | nome=Gabriela | acao=participou da aula | valor=1426
linha=1620 | nome=Ana | acao=fez um experimento | valor=8269
linha=1621 | nome=Lucas | acao=comparou as metricas | valor=4358
linha=1622 | nome=Lucas | acao=participou da aula | valor=4836
linha=1623 | nome=Igor | acao=analisou os resultados | valor=9798
linha=1624 | nome=Vitor | acao=escreveu o relatorio | valor=6591
linha=1625 | nome=Daniela | acao=escreveu o relatorio | valor=1229
linha=1626 | nome=Karen | acao=fez um experimento | valor=7704
linha=1627 | nome=Mariana | acao=estudou computacao | valor=8970
linha=1628 | nome=Natalia | acao=analisou os resultados | valor=5100
linha=1629 | nome=Daniela | acao=executou o benchmark | valor=4550
linha=1630 | nome=Tiago | acao=executou o benchmark | valor=8539
linha=1631 | nome=Ana | acao=estudou computacao | valor=5058
linha=1632 | nome=Paulo | acao=participou da aula | valor=1879
linha=1633 | nome=Joao | acao=participou da aula | valor=7354
linha=1634 | nome=Natalia | acao=otimizou o algoritmo | valor=2275
linha=1635 | nome=Carlos | acao=comparou as metricas | valor=7588
linha=1636 | nome=Daniela | acao=comparou as metricas | valor=5878
linha=1637 | nome=Lucas | acao=estudou computacao | valor=8848
linha=1638 | nome=Helena | acao=escreveu o relatorio | valor=3970
linha=1639 | nome=Vitor | acao=participou da aula | valor=1076
linha=1640 | nome=Mariana | acao=participou da aula | valor=4347
linha=1641 | nome=Carlos | acao=otimizou o algoritmo | valor=8441
linha=1642 | nome=Mariana | acao=executou o benchmark | valor=6480
linha=1643 | nome=Ana | acao=executou o benchmark | valor=8291
linha=1644 | nome=Natalia | acao=escreveu o relatorio | valor=9871
linha=1645 | nome=Vitor | acao=participou da aula | valor=8452
linha=1646 | nome=Paulo | acao=comparou as metricas | valor=4521
linha=1647 | nome=Otavio | acao=escreveu o relatorio | valor=5351
linha=1648 | nome=Joao | acao=escreveu o relatorio | valor=9083
linha=1649 | nome=Natalia | acao=otimizou o algoritmo | valor=1356
linha=1650 | nome=Renata | acao=escreveu o relatorio | valor=6402
linha=1651 | nome=Gabriela | acao=executou o benchmark | valor=2469
linha=1652 | nome=Igor | acao=estudou computacao | valor=2571
linha=1653 | nome=Bruno | acao=estudou computacao | valor=5045
linha=1654 | nome=Bruno | acao=comparou as metricas | valor=4843
linha=1655 | nome=Felipe | acao=participou da aula | valor=1274
linha=1656 | nome=Bruno | acao=otimizou o algoritmo | valor=9833
linha=1657 | nome=Eduarda | acao=fez um experimento | valor=1438
linha=1658 | nome=Felipe | acao=comparou as metricas | valor=4034
linha=1659 | nome=Karen | acao=escreveu o relatorio | valor=2119
linha=1660 | nome=Vitor | acao=estudou computacao | valor=2452
linha=1661 | nome=Mariana | acao=analisou os resultados | valor=3548
linha=1662 | nome=Renata | acao=participou da aula | valor=6214
linha=1663 | nome=Felipe | acao=analisou os resultados | valor=6464
linha=1664 | nome=Otavio | acao=comparou as metricas | valor=5549
linha=1665 | nome=Daniela | acao=executou o benchmark | valor=6430
linha=1666 | nome=Felipe | acao=executou o benchmark | valor=9742
linha=1667 | nome=Natalia | acao=participou da aula | valor=7869
linha=1668 | nome=Ana | acao=comparou as metricas | valor=3955
linha=1669 | nome=Helena | acao=comparou as metricas | valor=5163
linha=1670 | nome=Ana | acao=fez um experimento | valor=4945
linha=1671 | nome=Paulo | acao=executou o benchmark | valor=5347
linha=1672 | nome=Felipe | acao=participou da aula | valor=9118
linha=1673 | nome=Sofia | acao=escreveu o relatorio | valor=8845
linha=1674 | nome=Igor | acao=executou o benchmark | valor=4341
linha=1675 | nome=Paulo | acao=comparou as metricas | valor=2634
linha=1676 | nome=Carlos | acao=fez um experimento | valor=4144
linha=1677 | nome=Natalia | acao=otimizou o algoritmo | valor=3095
linha=1678 | nome=Igor | acao=escreveu o relatorio | valor=3211
linha=1679 | nome=Natalia | acao=fez um experimento | valor=8203
linha=1680 | nome=Lucas | acao=analisou os resultados | valor=9966
linha=1681 | nome=Igor | acao=estudou computacao | valor=6237
linha=1682 | nome=Carlos | acao=otimizou o algoritmo | valor=7879
linha=1683 | nome=Lucas | acao=participou da aula | valor=1050
linha=1684 | nome=Paulo | acao=otimizou o algoritmo | valor=7338
linha=1685 | nome=Vitor | acao=estudou computacao | valor=3351
linha=1686 | nome=Gabriela | acao=fez um experimento | valor=4924
linha=1687 | nome=Joao | acao=estudou computacao | valor=3434
linha=1688 | nome=Tiago | acao=comparou as metricas | valor=1751
linha=1689 | nome=Bruno | acao=estudou computacao | valor=8935
linha=1690 | nome=Paulo | acao=participou da aula | valor=2693
linha=1691 | nome=Carlos | acao=escreveu o relatorio | valor=3526
linha=1692 | nome=Renata | acao=otimizou o algoritmo | valor=3941
linha=1693 | nome=Igor | acao=executou o benchmark | valor=9148
linha=1694 | nome=Felipe | acao=comparou as metricas | valor=7983
linha=1695 | nome=Renata | acao=otimizou o algoritmo | valor=7239
linha=1696 | nome=Carlos | acao=estudou computacao | valor=7813
linha=1697 | nome=Gabriela | acao=fez um experimento | valor=9378
linha=1698 | nome=Paulo | acao=fez um experimento | valor=5962
linha=1699 | nome=Ana | acao=otimizou o algoritmo | valor=2686
linha=1700 | nome=Mariana | acao=analisou os resultados | valor=4903
linha=1701 | nome=Gabriela | acao=executou o benchmark | valor=1881
linha=1702 | nome=Natalia | acao=escreveu o relatorio | valor=8639
linha=1703 | nome=Joao | acao=participou da aula | valor=3559
linha=1704 | nome=Otavio | acao=estudou computacao | valor=2376
linha=1705 | nome=Joao | acao=otimizou o algoritmo | valor=8854
linha=1706 | nome=Karen | acao=fez um experimento | valor=2587
linha=1707 | nome=Igor | acao=estudou computacao | valor=5600
linha=1708 | nome=Sofia | acao=executou o benchmark | valor=8680
linha=1709 | nome=Igor | acao=otimizou o algoritmo | valor=1521
linha=1710 | nome=Vitor | acao=fez um experimento | valor=9035
linha=1711 | nome=Ana | acao=estudou computacao | valor=6445
linha=1712 | nome=Tiago | acao=executou o benchmark | valor=1720
linha=1713 | nome=Karen | acao=otimizou o algoritmo | valor=6459
linha=1714 | nome=Daniela | acao=fez um experimento | valor=5425
linha=1715 | nome=Paulo | acao=estudou computacao | valor=2425
linha=1716 | nome=Carlos | acao=fez um experimento | valor=2361
linha=1717 | nome=Otavio | acao=participou da aula | valor=5764
linha=1718 | nome=Helena | acao=escreveu o relatorio | valor=1931
linha=1719 | nome=Eduarda | acao=escreveu o relatorio | valor=1163
linha=1720 | nome=Bruno | acao=comparou as metricas | valor=8097
linha=1721 | nome=Ana | acao=comparou as metricas | valor=7046
linha=1722 | nome=Lucas | acao=otimizou o algoritmo | valor=1732
linha=1723 | nome=Mariana | acao=participou da aula | valor=9962
linha=1724 | nome=Helena | acao=fez um experimento | valor=2858
linha=1725 | nome=Tiago | acao=estudou computacao | valor=7666
linha=1726 | nome=Karen | acao=estudou computacao | valor=4174
linha=1727 | nome=Igor | acao=estudou computacao | valor=5422
linha=1728 | nome=Helena | acao=otimizou o algoritmo | valor=8739
linha=1729 | nome=Joao | acao=comparou as metricas | valor=3344
linha=1730 | nome=Mariana | acao=fez um experimento | valor=1952
linha=1731 | nome=Vitor | acao=estudou computacao | valor=5510
linha=1732 | nome=Mariana | acao=executou o benchmark | valor=4075
linha=1733 | nome=Lucas | acao=executou o benchmark | valor=2891
linha=1734 | nome=Mariana | acao=fez um experimento | valor=2995
linha=1735 | nome=Vitor | acao=analisou os resultados | valor=6716
linha=1736 | nome=Helena | acao=estudou computacao | valor=5569
linha=1737 | nome=Igor | acao=participou da aula | valor=5995
linha=1738 | nome=Eduarda | acao=fez um experimento | valor=3328
linha=1739 | nome=Gabriela | acao=fez um experimento | valor=1287
linha=1740 | nome=Otavio | acao=escreveu o relatorio | valor=5556
linha=1741 | nome=Felipe | acao=participou da aula | valor=6241
linha=1742 | nome=Natalia | acao=escreveu o relatorio | valor=7425
linha=1743 | nome=Otavio | acao=comparou as metricas | valor=5149
linha=1744 | nome=Felipe | acao=estudou computacao | valor=7574
linha=1745 | nome=Igor | acao=otimizou o algoritmo | valor=3127
linha=1746 | nome=Daniela | acao=escreveu o relatorio | valor=9579
linha=1747 | nome=Gabriela | acao=executou o benchmark | valor=9231
linha=1748 | nome=Renata | acao=participou da aula | valor=2357
linha=1749 | nome=Renata | acao=estudou computacao | valor=1072
linha=1750 | nome=Carlos | acao=comparou as metricas | valor=7343
linha=1751 | nome=Carlos | acao=analisou os resultados | valor=6518
linha=1752 | nome=Sofia | acao=comparou as metricas | valor=4467
linha=1753 | nome=Renata | acao=participou da aula | valor=7948
linha=1754 | nome=Felipe | acao=escreveu o relatorio | valor=6333
linha=1755 | nome=Carlos | acao=otimizou o algoritmo | valor=6389
linha=1756 | nome=Bruno | acao=estudou computacao | valor=1005
linha=1757 | nome=Karen | acao=estudou computacao | valor=2441
linha=1758 | nome=Ana | acao=estudou computacao | valor=4532
linha=1759 | nome=Natalia | acao=estudou computacao | valor=1322
linha=1760 | nome=Vitor | acao=executou o benchmark | valor=7882
linha=1761 | nome=Karen | acao=estudou computacao | valor=9126
linha=1762 | nome=Paulo | acao=otimizou o algoritmo | valor=3838
linha=1763 | nome=Sofia | acao=participou da aula | valor=1545
linha=1764 | nome=Helena | acao=executou o benchmark | valor=8308
linha=1765 | nome=Igor | acao=analisou os resultados | valor=7110
linha=1766 | nome=Sofia | acao=executou o benchmark | valor=5191
linha=1767 | nome=Carlos | acao=fez um experimento | valor=7151
linha=1768 | nome=Helena | acao=executou o benchmark | valor=1507
linha=1769 | nome=Paulo | acao=escreveu o relatorio | valor=1310
linha=1770 | nome=Natalia | acao=participou da aula | valor=5421
linha=1771 | nome=Ana | acao=comparou as metricas | valor=3408
linha=1772 | nome=Otavio | acao=escreveu o relatorio | valor=1717
linha=1773 | nome=Felipe | acao=executou o benchmark | valor=6738
linha=1774 | nome=Ana | acao=executou o benchmark | valor=7593
linha=1775 | nome=Carlos | acao=executou o benchmark | valor=2526
linha=1776 | nome=Karen | acao=participou da aula | valor=4003
linha=1777 | nome=Daniela | acao=escreveu o relatorio | valor=1650
linha=1778 | nome=Mariana | acao=escreveu o relatorio | valor=5532
linha=1779 | nome=Sofia | acao=comparou as metricas | valor=8454
linha=1780 | nome=Otavio | acao=otimizou o algoritmo | valor=7438
linha=1781 | nome=Sofia | acao=participou da aula | valor=9500
linha=1782 | nome=Gabriela | acao=executou o benchmark | valor=9910
linha=1783 | nome=Mariana | acao=analisou os resultados | valor=6652
linha=1784 | nome=Natalia | acao=fez um experimento | valor=1634
linha=1785 | nome=Bruno | acao=estudou computacao | valor=7538
linha=1786 | nome=Gabriela | acao=comparou as metricas | valor=9874
linha=1787 | nome=Karen | acao=comparou as metricas | valor=4681
linha=1788 | nome=Paulo | acao=fez um experimento | valor=6398
linha=1789 | nome=Otavio | acao=fez um experimento | valor=5489
linha=1790 | nome=Lucas | acao=otimizou o algoritmo | valor=1162
linha=1791 | nome=Lucas | acao=estudou computacao | valor=9796
linha=1792 | nome=Mariana | acao=otimizou o algoritmo | valor=6180
linha=1793 | nome=Paulo | acao=comparou as metricas | valor=6269
linha=1794 | nome=Igor | acao=comparou as metricas | valor=8561
linha=1795 | nome=Sofia | acao=fez um experimento | valor=5496
linha=1796 | nome=Joao | acao=participou da aula | valor=2566
linha=1797 | nome=Otavio | acao=analisou os resultados | valor=7580
linha=1798 | nome=Paulo | acao=analisou os resultados | valor=7294
linha=1799 | nome=Karen | acao=otimizou o algoritmo | valor=7945
linha=1800 | nome=Natalia | acao=executou o benchmark | valor=2596
linha=1801 | nome=Eduarda | acao=analisou os resultados | valor=6923
linha=1802 | nome=Eduarda | acao=escreveu o relatorio | valor=2006
linha=1803 | nome=Gabriela | acao=participou da aula | valor=4431
linha=1804 | nome=Natalia | acao=otimizou o algoritmo | valor=2300
linha=1805 | nome=Bruno | acao=executou o benchmark | valor=6071
linha=1806 | nome=Vitor | acao=comparou as metricas | valor=3528
linha=1807 | nome=Bruno | acao=estudou computacao | valor=6633
linha=1808 | nome=Karen | acao=comparou as metricas | valor=9225
linha=1809 | nome=Mariana | acao=comparou as metricas | valor=8983
linha=1810 | nome=Karen | acao=participou da aula | valor=2661
linha=1811 | nome=Joao | acao=otimizou o algoritmo | valor=8726
linha=1812 | nome=Gabriela | acao=otimizou o algoritmo | valor=3783
linha=1813 | nome=Gabriela | acao=escreveu o relatorio | valor=8635
linha=1814 | nome=Paulo | acao=executou o benchmark | valor=1153
linha=1815 | nome=Mariana | acao=comparou as metricas | valor=5389
linha=1816 | nome=Gabriela | acao=executou o benchmark | valor=3228
linha=1817 | nome=Lucas | acao=estudou computacao | valor=5678
linha=1818 | nome=Paulo | acao=comparou as metricas | valor=6328
linha=1819 | nome=Paulo | acao=analisou os resultados | valor=3279
linha=1820 | nome=Vitor | acao=analisou os resultados | valor=6733
linha=1821 | nome=Tiago | acao=comparou as metricas | valor=6742
linha=1822 | nome=Eduarda | acao=otimizou o algoritmo | valor=1585
linha=1823 | nome=Lucas | acao=estudou computacao | valor=8937
linha=1824 | nome=Ana | acao=otimizou o algoritmo | valor=3978
linha=1825 | nome=Bruno | acao=fez um experimento | valor=8376
linha=1826 | nome=Eduarda | acao=fez um experimento | valor=6178
linha=1827 | nome=Vitor | acao=participou da aula | valor=2752
linha=1828 | nome=Bruno | acao=estudou computacao | valor=9967
linha=1829 | nome=Felipe | acao=analisou os resultados | valor=3985
linha=1830 | nome=Ana | acao=estudou computacao | valor=4996
linha=1831 | nome=Natalia | acao=otimizou o algoritmo | valor=8419
linha=1832 | nome=Mariana | acao=participou da aula | valor=4947
linha=1833 | nome=Lucas | acao=comparou as metricas | valor=4546
linha=1834 | nome=Otavio | acao=executou o benchmark | valor=2389
linha=1835 | nome=Ana | acao=participou da aula | valor=5170
linha=1836 | nome=Lucas | acao=otimizou o algoritmo | valor=4124
linha=1837 | nome=Felipe | acao=executou o benchmark | valor=5091
linha=1838 | nome=Helena | acao=executou o benchmark | valor=7644
linha=1839 | nome=Renata | acao=comparou as metricas | valor=3124
linha=1840 | nome=Karen | acao=fez um experimento | valor=1025
linha=1841 | nome=Lucas | acao=executou o benchmark | valor=7966
linha=1842 | nome=Mariana | acao=otimizou o algoritmo | valor=1358
linha=1843 | nome=Joao | acao=otimizou o algoritmo | valor=7713
linha=1844 | nome=Helena | acao=analisou os resultados | valor=8638
linha=1845 | nome=Eduarda | acao=comparou as metricas | valor=6731
linha=1846 | nome=Renata | acao=participou da aula | valor=5746
linha=1847 | nome=Mariana | acao=escreveu o relatorio | valor=6965
linha=1848 | nome=Tiago | acao=estudou computacao | valor=6750
linha=1849 | nome=Joao | acao=fez um experimento | valor=7349
linha=1850 | nome=Otavio | acao=escreveu o relatorio | valor=9127
linha=1851 | nome=Lucas | acao=comparou as metricas | valor=9173
linha=1852 | nome=Bruno | acao=estudou computacao | valor=2204
linha=1853 | nome=Igor | acao=executou o benchmark | valor=4754
