linha=1 | nome=Sofia | acao=escreveu o relatorio | valor=3112
linha=1422 | nome=Igor | acao=fez um experimento | valor=2170
linha=1423 | nome=Eduarda | acao=analisou os resultados | valor=5116
linha=1424 | nome=Vitor | acao=otimizou o algoritmo | valor=7726
linha=1425 | nome=Ana | acao=executou o benchmark | valor=8529
linha=1426 | nome=Felipe | acao=participou da aula | valor=5446
linha=1427 | nome=Gabriela | acao=participou da aula | valor=6549
linha=1428 | nome=Joao | acao=comparou as metricas | valor=1470
linha=1429 | nome=Renata | acao=participou da aula | valor=2368
linha=1430 | nome=Lucas | acao=fez um experimento | valor=3325
linha=1431 | nome=Daniela | acao=estudou computacao | valor=4696
linha=1432 | nome=Tiago | acao=participou da aula | valor=2363
linha=1433 | nome=Daniela | acao=fez um experimento | valor=3560
linha=1434 | nome=Gabriela | acao=estudou computacao | valor=6637
linha=1435 | nome=Carlos | acao=fez um experimento | valor=3203
linha=1436 | nome=Ana | acao=otimizou o algoritmo | valor=7915
linha=1437 | nome=Felipe | acao=participou da aula | valor=2958
linha=1438 | nome=Igor | acao=executou o benchmark | valor=8542
linha=1439 | nome=Lucas | acao=fez um experimento | valor=7002
linha=1440 | nome=Carlos | acao=participou da aula | valor=9614
linha=1441 | nome=Vitor | acao=fez um experimento | valor=9713
linha=1442 | nome=Gabriela | acao=participou da aula | valor=6368
linha=1443 | nome=Tiago | acao=participou da aula | valor=6182
linha=1444 | nome=Eduarda | acao=executou o benchmark | valor=4645
linha=1445 | nome=Tiago | acao=participou da aula | valor=6203
linha=1446 | nome=Eduarda | acao=participou da aula | valor=1261
linha=1447 | nome=Carlos | acao=comparou as metricas | valor=8273
linha=1448 | nome=Eduarda | acao=escreveu o relatorio | valor=4220
linha=1449 | nome=Tiago | acao=comparou as metricas | valor=2060
linha=1450 | nome=Mariana | acao=otimizou o algoritmo | valor=2924
linha=1451 | nome=Igor | acao=fez um experimento | valor=3557
linha=1452 | nome=Carlos | acao=otimizou o algoritmo | valor=6398
linha=1453 | nome=Carlos | acao=otimizou o algoritmo | valor=7297
linha=1454 | nome=Tiago | acao=analisou os resultados | valor=2715
linha=1455 | nome=Tiago | acao=analisou os resultados | valor=1907
linha=1456 | nome=Lucas | acao=executou o benchmark | valor=8267
linha=1457 | nome=Sofia | acao=participou da aula | valor=1955
linha=1458 | nome=Renata | acao=fez um experimento | valor=2944
linha=1459 | nome=Mariana | acao=comparou as metricas | valor=3927
linha=1460 | nome=Daniela | acao=analisou os resultados | valor=1960
linha=1461 | nome=Ana | acao=estudou computacao | valor=6155
linha=1462 | nome=Joao | acao=escreveu o relatorio | valor=4957
linha=1463 | nome=Natalia | acao=fez um experimento | valor=1874
linha=1464 | nome=Karen | acao=executou o benchmark | valor=8019
linha=1465 | nome=Ana | acao=executou o benchmark | valor=7194
linha=1466 | nome=Helena | acao=analisou os resultados | valor=6045
linha=1467 | nome=Tiago | acao=comparou as metricas | valor=8000
linha=1468 | nome=Otavio | acao=fez um experimento | valor=3353
linha=1469 | nome=Natalia | acao=escreveu o relatorio | valor=2958
linha=1470 | nome=Bruno | acao=escreveu o relatorio | valor=2991
linha=1471 | nome=Natalia | acao=participou da aula | valor=6073
linha=1472 | nome=Renata | acao=comparou as metricas | valor=7326
linha=1473 | nome=Mariana | acao=otimizou o algoritmo | valor=8651
linha=1474 | nome=Carlos | acao=otimizou o algoritmo | valor=7587
linha=1475 | nome=Mariana | acao=fez um experimento | valor=8181
linha=1476 | nome=Gabriela | acao=executou o benchmark | valor=7791
linha=1477 | nome=Igor | acao=escreveu o relatorio | valor=6531
linha=1478 | nome=Gabriela | acao=participou da aula | valor=9560
linha=1479 | nome=Lucas | acao=analisou os resultados | valor=8443
linha=1480 | nome=Joao | acao=participou da aula | valor=9899
linha=1481 | nome=Bruno | acao=comparou as metricas | valor=4637
linha=1482 | nome=Felipe | acao=fez um experimento | valor=7748
linha=1483 | nome=Carlos | acao=participou da aula | valor=5552
linha=1484 | nome=Daniela | acao=comparou as metricas | valor=1756
linha=1485 | nome=Ana | acao=analisou os resultados | valor=6168
linha=1486 | nome=Helena | acao=estudou computacao | valor=6696
linha=1487 | nome=Natalia | acao=executou o benchmark | valor=3183
linha=1488 | nome=Eduarda | acao=analisou os resultados | valor=5875
linha=1489 | nome=Lucas | acao=analisou os resultados | valor=9779
linha=1490 | nome=Sofia | acao=comparou as metricas | valor=7025
linha=1491 | nome=Karen | acao=estudou computacao | valor=1037
linha=1492 | nome=Carlos | acao=participou da aula | valor=7871
linha=1493 | nome=Otavio | acao=fez um experimento | valor=3298
linha=1494 | nome=Bruno | acao=comparou as metricas | valor=9330
linha=1495 | nome=Paulo | acao=participou da aula | valor=8349
linha=1496 | nome=Natalia | acao=participou da aula | valor=4396
linha=1497 | nome=Natalia | acao=otimizou o algoritmo | valor=2950
linha=1498 | nome=Daniela | acao=estudou computacao | valor=7331
linha=1499 | nome=Helena | acao=comparou as metricas | valor=6807
linha=1500 | nome=Lucas | acao=executou o benchmark | valor=8527
linha=1501 | nome=Karen | acao=analisou os resultados | valor=1432
linha=1502 | nome=Natalia | acao=analisou os resultados | valor=3871
linha=1503 | nome=Natalia | acao=participou da aula | valor=1964
linha=1504 | nome=Eduarda | acao=executou o benchmark | valor=8663
linha=1505 | nome=Helena | acao=estudou computacao | valor=7562
linha=1506 | nome=Eduarda | acao=comparou as metricas | valor=2676
linha=1507 | nome=Gabriela | acao=otimizou o algoritmo | valor=5432
linha=1508 | nome=Otavio | acao=estudou computacao | valor=8038
linha=1509 | nome=Helena | acao=escreveu o relatorio | valor=8178
linha=1510 | nome=Mariana | acao=analisou os resultados | valor=6585
linha=1511 | nome=Igor | acao=otimizou o algoritmo | valor=7479
linha=1512 | nome=Paulo | acao=estudou computacao | valor=4088
linha=1513 | nome=Eduarda | acao=otimizou o algoritmo | valor=7181
linha=1514 | nome=Carlos | acao=fez um experimento | valor=8813
linha=1515 | nome=Mariana | acao=participou da aula | valor=6210
linha=1516 | nome=Helena | acao=participou da aula | valor=1833
linha=1517 | nome=Lucas | acao=comparou as metricas | valor=8479
linha=1518 | nome=Karen | acao=comparou as metricas | valor=1092
linha=1519 | nome=Mariana | acao=escreveu o relatorio | valor=2022
linha=1520 | nome=Renata | acao=estudou computacao | valor=3590
linha=1521 | nome=Natalia | acao=estudou computacao | valor=3838
linha=1522 | nome=Joao | acao=executou o benchmark | valor=2500
linha=1523 | nome=Lucas | acao=executou o benchmark | valor=9845
linha=1524 | nome=Igor | acao=otimizou o algoritmo | valor=2134
linha=1525 | nome=Bruno | acao=analisou os resultados | valor=6968
linha=1526 | nome=Daniela | acao=comparou as metricas | valor=2350
linha=1527 | nome=Felipe | acao=otimizou o algoritmo | valor=1318
linha=1528 | nome=Renata | acao=otimizou o algoritmo | valor=5712
linha=1529 | nome=Helena | acao=estudou computacao | valor=6763
linha=1530 | nome=Igor | acao=estudou computacao | valor=7158
linha=1531 | nome=Eduarda | acao=executou o benchmark | valor=3422
linha=1532 | nome=Natalia | acao=analisou os resultados | valor=3012
linha=1533 | nome=Joao | acao=estudou computacao | valor=1102
linha=1534 | nome=Ana | acao=participou da aula | valor=5313
linha=1535 | nome=Igor | acao=analisou os resultados | valor=9463
linha=1536 | nome=Carlos | acao=estudou computacao | valor=3778
linha=1537 | nome=Helena | acao=participou da aula | valor=5046
linha=1538 | nome=Mariana | acao=participou da aula | valor=5796
linha=1539 | nome=Bruno | acao=otimizou o algoritmo | valor=6528
linha=1540 | nome=Daniela | acao=estudou computacao | valor=4079
linha=1541 | nome=Mariana | acao=escreveu o relatorio | valor=4262
linha=1542 | nome=Karen | acao=fez um experimento | valor=6878
linha=1543 | nome=Lucas | acao=estudou computacao | valor=5258
linha=1544 | nome=Sofia | acao=analisou os resultados | valor=6466
linha=1545 | nome=Mariana | acao=comparou as metricas | valor=2538
linha=1546 | nome=Paulo | acao=estudou computacao | valor=8876
linha=1547 | nome=Sofia | acao=escreveu o relatorio | valor=3212
linha=1548 | nome=Renata | acao=estudou computacao | valor=2582
linha=1549 | nome=Paulo | acao=executou o benchmark | valor=7896
linha=1550 | nome=Gabriela | acao=estudou computacao | valor=9187
linha=1551 | nome=Eduarda | acao=escreveu o relatorio | valor=7660
linha=1552 | nome=Gabriela | acao=otimizou o algoritmo | valor=6569
linha=1553 | nome=Karen | acao=participou da aula | valor=8620
linha=1554 | nome=Sofia | acao=participou da aula | valor=7684
linha=1555 | nome=Felipe | acao=estudou computacao | valor=1267
linha=1556 | nome=Felipe | acao=otimizou o algoritmo | valor=7146
linha=1557 | nome=Eduarda | acao=estudou computacao | valor=5462
linha=1558 | nome=Renata | acao=analisou os resultados | valor=7784
linha=1559 | nome=Otavio | acao=estudou computacao | valor=1451
linha=1560 | nome=Renata | acao=estudou computacao | valor=7920
linha=1561 | nome=Tiago | acao=comparou as metricas | valor=3545
linha=1562 | nome=Mariana | acao=comparou as metricas | valor=2819
linha=1563 | nome=Lucas | acao=comparou as metricas | valor=7440
linha=1564 | nome=Renata | acao=fez um experimento | valor=3478
linha=1565 | nome=Ana | acao=estudou computacao | valor=6050
linha=1566 | nome=Natalia | acao=analisou os resultados | valor=1717
linha=1567 | nome=Mariana | acao=otimizou o algoritmo | valor=9807
linha=1568 | nome=Gabriela | acao=participou da aula | valor=7835
linha=1569 | nome=Natalia | acao=executou o benchmark | valor=6955
linha=1570 | nome=Karen | acao=analisou os resultados | valor=4436
linha=1571 | nome=Lucas | acao=otimizou o algoritmo | valor=9239
linha=1572 | nome=Sofia | acao=comparou as metricas | valor=9702
linha=1573 | nome=Helena | acao=fez um experimento | valor=7883
linha=1574 | nome=Gabriela | acao=escreveu o relatorio | valor=9103
linha=1575 | nome=Sofia | acao=otimizou o algoritmo | valor=9874
linha=1576 | nome=Bruno | acao=executou o benchmark | valor=5999
linha=1577 | nome=Ana | acao=fez um experimento | valor=6612
linha=1578 | nome=Renata | acao=estudou computacao | valor=5308
linha=1579 | nome=Karen | acao=fez um experimento | valor=2560
linha=1580 | nome=Vitor | acao=otimizou o algoritmo | valor=4090
linha=1581 | nome=Sofia | acao=escreveu o relatorio | valor=9688
linha=1582 | nome=Felipe | acao=estudou computacao | valor=6049
linha=1583 | nome=Tiago | acao=analisou os resultados | valor=5976
linha=1584 | nome=Igor | acao=comparou as metricas | valor=5813
linha=1585 | nome=Tiago | acao=escreveu o relatorio | valor=9489
linha=1586 | nome=Paulo | acao=fez um experimento | valor=1425
linha=1587 | nome=Gabriela | acao=escreveu o relatorio | valor=9803
linha=1588 | nome=Joao | acao=escreveu o relatorio | valor=2145
linha=1589 | nome=Otavio | acao=fez um experimento | valor=9747
linha=1590 | nome=Karen | acao=escreveu o relatorio | valor=4573
linha=1591 | nome=Ana | acao=executou o benchmark | valor=1791
linha=1592 | nome=Joao | acao=executou o benchmark | valor=2638
linha=1593 | nome=Natalia | acao=executou o benchmark | valor=8855
linha=1594 | nome=Mariana | acao=analisou os resultados | valor=3906
linha=1595 | nome=Otavio | acao=comparou as metricas | valor=7684
linha=1596 | nome=Daniela | acao=otimizou o algoritmo | valor=2912
linha=1597 | nome=Natalia | acao=escreveu o relatorio | valor=2903
linha=1598 | nome=Tiago | acao=participou da aula | valor=5383
linha=1599 | nome=Sofia | acao=escreveu o relatorio | valor=2622
linha=1600 | nome=Natalia | acao=analisou os resultados | valor=7985
linha=1601 | nome=Felipe | acao=escreveu o relatorio | valor=5147
linha=1602 | nome=Natalia | acao=escreveu o relatorio | valor=3466
linha=1603 | nome=Igor | acao=estudou computacao | valor=4439
linha=1604 | nome=Otavio | acao=otimizou o algoritmo | valor=5078
linha=1605 | nome=Daniela | acao=fez um experimento | valor=4156
linha=1606 | nome=Joao | acao=comparou as metricas | valor=6087
linha=1607 | nome=Igor | acao=executou o benchmark | valor=4358
linha=1608 | nome=Renata | acao=fez um experimento | valor=7167
linha=1609 | nome=Vitor | acao=escreveu o relatorio | valor=6662
linha=1610 | nome=Helena | acao=analisou os resultados | valor=3463
linha=1611 | nome=Sofia | acao=otimizou o algoritmo | valor=9701
linha=1612 | nome=Karen | acao=fez um experimento | valor=4972
linha=1613 | nome=Renata | acao=escreveu o relatorio | valor=6717
linha=1614 | nome=Otavio | acao=otimizou o algoritmo | valor=2228
linha=1615 | nome=Bruno | acao=estudou computacao | valor=4669
linha=1616 | nome=Sofia | acao=otimizou o algoritmo | valor=5398
linha=1617 | nome=Igor | acao=estudou computacao | valor=4513
linha=1618 | nome=Bruno | acao=otimizou o algoritmo | valor=4652
linha=1619 | nome=Tiago | acao=escreveu o relatorio | valor=5184
linha=1620 | nome=Natalia | acao=estudou computacao | valor=3595
linha=1621 | nome=Vitor | acao=comparou as metricas | valor=4663
linha=1622 | nome=Mariana | acao=otimizou o algoritmo | valor=8195
linha=1623 | nome=Bruno | acao=otimizou o algoritmo | valor=4785
linha=1624 | nome=Felipe | acao=participou da aula | valor=3255
linha=1625 | nome=Renata | acao=analisou os resultados | valor=4175
linha=1626 | nome=Bruno | acao=otimizou o algoritmo | valor=8996
linha=1627 | nome=Daniela | acao=analisou os resultados | valor=6124
linha=1628 | nome=Otavio | acao=comparou as metricas | valor=5840
linha=1629 | nome=Vitor | acao=estudou computacao | valor=6005
linha=1630 | nome=Renata | acao=estudou computacao | valor=1707
linha=1631 | nome=Lucas | acao=escreveu o relatorio | valor=7878
linha=1632 | nome=Sofia | acao=analisou os resultados | valor=3006
linha=1633 | nome=Helena | acao=estudou computacao | valor=1263
linha=1634 | nome=Paulo | acao=escreveu o relatorio | valor=3463
linha=1635 | nome=Eduarda | acao=executou o benchmark | valor=1083
linha=1636 | nome=Mariana | acao=executou o benchmark | valor=5055
linha=1637 | nome=Igor | acao=fez um experimento | valor=3514
linha=1638 | nome=Joao | acao=comparou as metricas | valor=6666
linha=1639 | nome=Felipe | acao=otimizou o algoritmo | valor=9932
linha=1640 | nome=Bruno | acao=analisou os resultados | valor=2120
linha=1641 | nome=Bruno | acao=otimizou o algoritmo | valor=9646
linha=1642 | nome=Felipe | acao=participou da aula | valor=4390
linha=1643 | nome=Felipe | acao=estudou computacao | valor=3848
linha=1644 | nome=Joao | acao=fez um experimento | valor=6462
linha=1645 | nome=Igor | acao=participou da aula | valor=2241
linha=1646 | nome=Daniela | acao=otimizou o algoritmo | valor=1934
linha=1647 | nome=Otavio | acao=fez um experimento | valor=7476
linha=1648 | nome=Natalia | acao=executou o benchmark | valor=8805
linha=1649 | nome=Mariana | acao=escreveu o relatorio | valor=2627
linha=1650 | nome=Daniela | acao=otimizou o algoritmo | valor=9004
linha=1651 | nome=Vitor | acao=escreveu o relatorio | valor=2297
linha=1652 | nome=Carlos | acao=fez um experimento | valor=9467
linha=1653 | nome=Carlos | acao=participou da aula | valor=4013
linha=1654 | nome=Daniela | acao=executou o benchmark | valor=9148
linha=1655 | nome=Otavio | acao=executou o benchmark | valor=2615
linha=1656 | nome=Igor | acao=escreveu o relatorio | valor=5980
linha=1657 | nome=Felipe | acao=comparou as metricas | valor=7075
linha=1658 | nome=Daniela | acao=analisou os resultados | valor=6081
linha=1659 | nome=Ana | acao=participou da aula | valor=6779
linha=1660 | nome=Joao | acao=participou da aula | valor=5480
linha=1661 | nome=Gabriela | acao=otimizou o algoritmo | valor=4076
linha=1662 | nome=Bruno | acao=executou o benchmark | valor=2435
linha=1663 | nome=Vitor | acao=comparou as metricas | valor=1533
linha=1664 | nome=Helena | acao=comparou as metricas | valor=8795
linha=1665 | nome=Eduarda | acao=participou da aula | valor=9070
linha=1666 | nome=Lucas | acao=fez um experimento | valor=9319
linha=1667 | nome=Renata | acao=otimizou o algoritmo | valor=8208
linha=1668 | nome=Paulo | acao=comparou as metricas | valor=6383
linha=1669 | nome=Igor | acao=participou da aula | valor=1592
linha=1670 | nome=Otavio | acao=escreveu o relatorio | valor=8939
linha=1671 | nome=Paulo | acao=comparou as metricas | valor=5699
linha=1672 | nome=Paulo | acao=executou o benchmark | valor=1122
linha=1673 | nome=Otavio | acao=executou o benchmark | valor=5752
linha=1674 | nome=Eduarda | acao=estudou computacao | valor=6605
linha=1675 | nome=Natalia | acao=otimizou o algoritmo | valor=3350
linha=1676 | nome=Ana | acao=executou o benchmark | valor=2143
linha=1677 | nome=Lucas | acao=estudou computacao | valor=5877
linha=1678 | nome=Carlos | acao=executou o benchmark | valor=6599
linha=1679 | nome=Natalia | acao=analisou os resultados | valor=9551
linha=1680 | nome=Tiago | acao=comparou as metricas | valor=6636
linha=1681 | nome=Lucas | acao=participou da aula | valor=2517
linha=1682 | nome=Ana | acao=executou o benchmark | valor=8352
linha=1683 | nome=Ana | acao=comparou as metricas | valor=6979
linha=1684 | nome=Eduarda | acao=escreveu o relatorio | valor=4672
linha=1685 | nome=Eduarda | acao=fez um experimento | valor=3902
linha=1686 | nome=Vitor | acao=comparou as metricas | valor=7017
linha=1687 | nome=Helena | acao=fez um experimento | valor=5593
linha=1688 | nome=Igor | acao=executou o benchmark | valor=4341
linha=1689 | nome=Tiago | acao=estudou computacao | valor=4042
linha=1690 | nome=Felipe | acao=fez um experimento | valor=8537
linha=1691 | nome=Helena | acao=escreveu o relatorio | valor=6752
linha=1692 | nome=Helena | acao=comparou as metricas | valor=6689
linha=1693 | nome=Karen | acao=executou o benchmark | valor=7788
linha=1694 | nome=Lucas | acao=otimizou o algoritmo | valor=3512
linha=1695 | nome=Vitor | acao=executou o benchmark | valor=5562
linha=1696 | nome=Lucas | acao=otimizou o algoritmo | valor=1741
linha=1697 | nome=Felipe | acao=comparou as metricas | valor=3024
linha=1698 | nome=Paulo | acao=escreveu o relatorio | valor=5077
linha=1699 | nome=Joao | acao=estudou computacao | valor=5057
linha=1700 | nome=Karen | acao=fez um experimento | valor=1992
linha=1701 | nome=Joao | acao=comparou as metricas | valor=7072
linha=1702 | nome=Natalia | acao=participou da aula | valor=7492
linha=1703 | nome=Lucas | acao=estudou computacao | valor=3614
linha=1704 | nome=Gabriela | acao=otimizou o algoritmo | valor=7284
linha=1705 | nome=Lucas | acao=participou da aula | valor=6426
linha=1706 | nome=Carlos | acao=participou da aula | valor=5880
linha=1707 | nome=Carlos | acao=comparou as metricas | valor=1665
linha=1708 | nome=Mariana | acao=estudou computacao | valor=1322
linha=1709 | nome=Joao | acao=comparou as metricas | valor=7574
linha=1710 | nome=Eduarda | acao=otimizou o algoritmo | valor=9512
linha=1711 | nome=Gabriela | acao=analisou os resultados | valor=6827
linha=1712 | nome=Joao | acao=comparou as metricas | valor=2420
linha=1713 | nome=Paulo | acao=participou da aula | valor=3684
linha=1714 | nome=Natalia | acao=estudou computacao | valor=5952
linha=1715 | nome=Tiago | acao=analisou os resultados | valor=9440
linha=1716 | nome=Bruno | acao=escreveu o relatorio | valor=2574
linha=1717 | nome=Tiago | acao=otimizou o algoritmo | valor=9234
linha=1718 | nome=Bruno | acao=estudou computacao | valor=5303
linha=1719 | nome=Helena | acao=escreveu o relatorio | valor=7144
linha=1720 | nome=Carlos | acao=comparou as metricas | valor=7609
linha=1721 | nome=Mariana | acao=comparou as metricas | valor=8259
linha=1722 | nome=Paulo | acao=analisou os resultados | valor=7856
linha=1723 | nome=Vitor | acao=executou o benchmark | valor=7518
linha=1724 | nome=Felipe | acao=comparou as metricas | valor=6246
linha=1725 | nome=Carlos | acao=estudou computacao | valor=5699
linha=1726 | nome=Natalia | acao=analisou os resultados | valor=3551
linha=1727 | nome=Lucas | acao=participou da aula | valor=6353
linha=1728 | nome=Otavio | acao=participou da aula | valor=8876
linha=1729 | nome=Joao | acao=analisou os resultados | valor=1753
linha=1730 | nome=Sofia | acao=participou da aula | valor=4738
linha=1731 | nome=Natalia | acao=comparou as metricas | valor=3374
linha=1732 | nome=Felipe | acao=participou da aula | valor=9062
linha=1733 | nome=Mariana | acao=participou da aula | valor=3013
linha=1734 | nome=Bruno | acao=analisou os resultados | valor=6585
linha=1735 | nome=Sofia | acao=fez um experimento | valor=2567
linha=1736 | nome=Mariana | acao=participou da aula | valor=8013
linha=1737 | nome=Renata | acao=otimizou o algoritmo | valor=2012
linha=1738 | nome=Renata | acao=fez um experimento | valor=8249
linha=1739 | nome=Lucas | acao=analisou os resultados | valor=8400
linha=1740 | nome=Carlos | acao=executou o benchmark | valor=9252
linha=1741 | nome=Gabriela | acao=fez um experimento | valor=3190
linha=1742 | nome=Karen | acao=executou o benchmark | valor=7256
linha=1743 | nome=Gabriela | acao=participou da aula | valor=6027
linha=1744 | nome=Mariana | acao=executou o benchmark | valor=2019
linha=1745 | nome=Vitor | acao=executou o benchmark | valor=2414
linha=1746 | nome=Tiago | acao=fez um experimento | valor=5956
linha=1747 | nome=Gabriela | acao=participou da aula | valor=4017
linha=1748 | nome=Sofia | acao=otimizou o algoritmo | valor=3253
linha=1749 | nome=Gabriela | acao=analisou os resultados | valor=7467
linha=1750 | nome=Karen | acao=fez um experimento | valor=7359
linha=1751 | nome=Igor | acao=fez um experimento | valor=8889
linha=1752 | nome=Mariana | acao=analisou os resultados | valor=3372
linha=1753 | nome=Tiago | acao=fez um experimento | valor=9084
linha=1754 | nome=Tiago | acao=otimizou o algoritmo | valor=9832
linha=1755 | nome=Igor | acao=estudou computacao | valor=4670
linha=1756 | nome=Igor | acao=fez um experimento | valor=2498
linha=1757 | nome=Renata | acao=executou o benchmark | valor=3455
linha=1758 | nome=Karen | acao=participou da aula | valor=7848
linha=1759 | nome=Vitor | acao=escreveu o relatorio | valor=3612
linha=1760 | nome=Otavio | acao=estudou computacao | valor=5304
linha=1761 | nome=Joao | acao=executou o benchmark | valor=9356
linha=1762 | nome=Bruno | acao=participou da aula | valor=2167
linha=1763 | nome=Joao | acao=escreveu o relatorio | valor=1809
linha=1764 | nome=Felipe | acao=analisou os resultados | valor=8577
linha=1765 | nome=Renata | acao=escreveu o relatorio | valor=4672
linha=1766 | nome=Mariana | acao=fez um experimento | valor=1466
linha=1767 | nome=Natalia | acao=analisou os resultados | valor=1028
linha=1768 | nome=Mariana | acao=executou o benchmark | valor=6250
linha=1769 | nome=Vitor | acao=estudou computacao | valor=4399
linha=1770 | nome=Daniela | acao=executou o benchmark | valor=8866
linha=1771 | nome=Otavio | acao=otimizou o algoritmo | valor=1445
linha=1772 | nome=Daniela | acao=participou da aula | valor=5460
linha=1773 | nome=Ana | acao=fez um experimento | valor=9264
linha=1774 | nome=Joao | acao=participou da aula | valor=8612
linha=1775 | nome=Felipe | acao=executou o benchmark | valor=6976
linha=1776 | nome=Karen | acao=fez um experimento | valor=9965
linha=1777 | nome=Joao | acao=fez um experimento | valor=7922
linha=1778 | nome=Otavio | acao=estudou computacao | valor=6190
linha=1779 | nome=Natalia | acao=otimizou o algoritmo | valor=1308
linha=1780 | nome=Igor | acao=participou da aula | valor=6042
linha=1781 | nome=Lucas | acao=participou da aula | valor=8083
linha=1782 | nome=Bruno | acao=executou o benchmark | valor=6592
linha=1783 | nome=Eduarda | acao=executou o benchmark | valor=3307
linha=1784 | nome=Vitor | acao=otimizou o algoritmo | valor=8494
linha=1785 | nome=Carlos | acao=comparou as metricas | valor=2095
linha=1786 | nome=Eduarda | acao=executou o benchmark | valor=8309
linha=1787 | nome=Mariana | acao=estudou computacao | valor=2263
linha=1788 | nome=Vitor | acao=escreveu o relatorio | valor=5715
linha=1789 | nome=Vitor | acao=otimizou o algoritmo | valor=3681
linha=1790 | nome=Tiago | acao=comparou as metricas | valor=3437
linha=1791 | nome=Gabriela | acao=otimizou o algoritmo | valor=5698
linha=1792 | nome=Joao | acao=analisou os resultados | valor=4156
linha=1793 | nome=Mariana | acao=executou o benchmark | valor=2431
linha=1794 | nome=Eduarda | acao=comparou as metricas | valor=7688
linha=1795 | nome=Felipe | acao=analisou os resultados | valor=5536
linha=1796 | nome=Otavio | acao=executou o benchmark | valor=1067
linha=1797 | nome=Karen | acao=estudou computacao | valor=3929
linha=1798 | nome=Eduarda | acao=fez um experimento | valor=8933
linha=1799 | nome=Bruno | acao=comparou as metricas | valor=5819
linha=1800 | nome=Vitor | acao=participou da aula | valor=2806
linha=1801 | nome=Renata | acao=executou o benchmark | valor=8005
linha=1802 | nome=Daniela | acao=comparou as metricas | valor=8066
linha=1803 | nome=Carlos | acao=participou da aula | valor=3010
linha=1804 | nome=Lucas | acao=comparou as metricas | valor=7190
linha=1805 | nome=Vitor | acao=executou o benchmark | valor=3633
linha=1806 | nome=Lucas | acao=escreveu o relatorio | valor=5701
linha=1807 | nome=Mariana | acao=fez um experimento | valor=5687
linha=1808 | nome=Joao | acao=participou da aula | valor=3921
linha=1809 | nome=Helena | acao=participou da aula | valor=5438
linha=1810 | nome=Sofia | acao=comparou as metricas | valor=3335
linha=1811 | nome=Carlos | acao=executou o benchmark | valor=9227
linha=1812 | nome=Mariana | acao=escreveu o relatorio | valor=7892
linha=1813 | nome=Helena | acao=analisou os resultados | valor=4484
linha=1814 | nome=Lucas | acao=otimizou o algoritmo | valor=2545
linha=1815 | nome=Sofia | acao=fez um experimento | valor=6322
linha=1816 | nome=Eduarda | acao=escreveu o relatorio | valor=6892
linha=1817 | nome=Carlos | acao=fez um experimento | valor=7266
linha=1818 | nome=Felipe | acao=escreveu o relatorio | valor=7423
linha=1819 | nome=Tiago | acao=otimizou o algoritmo | valor=6005
linha=1820 | nome=Eduarda | acao=escreveu o relatorio | valor=8476
linha=1821 | nome=Vitor | acao=otimizou o algoritmo | valor=3796
linha=1822 | nome=Otavio | acao=executou o benchmark | valor=8997
linha=1823 | nome=Ana | acao=analisou os resultados | valor=8288
linha=1824 | nome=Mariana | acao=otimizou o algoritmo | valor=4714
linha=1825 | nome=Felipe | acao=fez um experimento | valor=9711
linha=1826 | nome=Daniela | acao=otimizou o algoritmo | valor=7407
linha=1827 | nome=Tiago | acao=executou o benchmark | valor=8699
linha=1828 | nome=Otavio | acao=otimizou o algoritmo | valor=5921
linha=1829 | nome=Ana | acao=escreveu o relatorio | valor=1233
linha=1830 | nome=Felipe | acao=executou o benchmark | valor=3527
linha=1831 | nome=Sofia | acao=comparou as metricas | valor=4029
linha=1832 | nome=Ana | acao=analisou os resultados | valor=6590
linha=1833 | nome=Mariana | acao=comparou as metricas | valor=4326
linha=1834 | nome=Daniela | acao=participou da aula | valor=1010
linha=1835 | nome=Gabriela | acao=comparou as metricas | valor=4646
linha=1836 | nome=Sofia | acao=analisou os resultados | valor=8700
linha=1837 | nome=Karen | acao=fez um experimento | valor=9092
linha=1838 | nome=Renata | acao=estudou computacao | valor=7451
linha=1839 | nome=Tiago | acao=otimizou o algoritmo | valor=4692
linha=1840 | nome=Igor | acao=otimizou o algoritmo | valor=1849
linha=1841 | nome=Igor | acao=escreveu o relatorio | valor=4391
linha=1842 | nome=Karen | acao=executou o benchmark | valor=9097
linha=1843 | nome=Daniela | acao=comparou as metricas | valor=7431
linha=1844 | nome=Daniela | acao=comparou as metricas | valor=8963
linha=1845 | nome=Bruno | acao=executou o benchmark | valor=2922
linha=1846 | nome=Carlos | acao=executou o benchmark | valor=6836
linha=1847 | nome=Gabriela | acao=escreveu o relatorio | valor=9632
linha=1848 | nome=Tiago | acao=fez um experimento | valor=2121
linha=1849 | nome=Ana | acao=fez um experimento | valor=7023
linha=1850 | nome=Karen | acao=escreveu o relatorio | valor=4083
linha=1851 | nome=Bruno | acao=estudou computacao | valor=2936
linha=1852 | nome=Ana | acao=escreveu o relatorio | valor=4534
linha=1853 | nome=Renata | acao=otimizou o algoritmo | valor=2421
linha=1854 | nome=Natalia | acao=participou da aula | valor=6991
linha=1855 | nome=Tiago | acao=estudou computacao | valor=5575
linha=1856 | nome=Mariana | acao=comparou as metricas | valor=2033
linha=1857 | nome=Otavio | acao=participou da aula | valor=6637
linha=1858 | nome=Eduarda | acao=comparou as metricas | valor=9777
