linha=1 | nome=Lucas | acao=analisou os resultados | valor=5466
linha=1330 | nome=Joao | acao=otimizou o algoritmo | valor=3154
linha=1331 | nome=Paulo | acao=escreveu o relatorio | valor=5087
linha=1332 | nome=Karen | acao=estudou computacao | valor=9312
linha=1333 | nome=Mariana | acao=analisou os resultados | valor=8725
linha=1334 | nome=Felipe | acao=fez um experimento | valor=8228
linha=1335 | nome=Bruno | acao=estudou computacao | valor=4947
linha=1336 | nome=Carlos | acao=escreveu o relatorio | valor=9587
linha=1337 | nome=Tiago | acao=estudou computacao | valor=2871
linha=1338 | nome=Natalia | acao=comparou as metricas | valor=2579
linha=1339 | nome=Ana | acao=comparou as metricas | valor=7538
linha=1340 | nome=Carlos | acao=fez um experimento | valor=3137
linha=1341 | nome=Felipe | acao=otimizou o algoritmo | valor=1987
linha=1342 | nome=Helena | acao=fez um experimento | valor=6124
linha=1343 | nome=Lucas | acao=estudou computacao | valor=5190
linha=1344 | nome=Ana | acao=fez um experimento | valor=2061
linha=1345 | nome=Sofia | acao=analisou os resultados | valor=1629
linha=1346 | nome=Lucas | acao=escreveu o relatorio | valor=2052
linha=1347 | nome=Mariana | acao=participou da aula | valor=6483
linha=1348 | nome=Helena | acao=analisou os resultados | valor=5787
linha=1349 | nome=Lucas | acao=executou o benchmark | valor=5519
linha=1350 | nome=Ana | acao=fez um experimento | valor=1478
linha=1351 | nome=Ana | acao=comparou as metricas | valor=1517
linha=1352 | nome=Bruno | acao=analisou os resultados | valor=8252
linha=1353 | nome=Sofia | acao=fez um experimento | valor=1520
linha=1354 | nome=Lucas | acao=otimizou o algoritmo | valor=1942
linha=1355 | nome=Carlos | acao=fez um experimento | valor=1868
linha=1356 | nome=Sofia | acao=fez um experimento | valor=7544
linha=1357 | nome=Felipe | acao=fez um experimento | valor=1899
linha=1358 | nome=Joao | acao=estudou computacao | valor=8745
linha=1359 | nome=Lucas | acao=fez um experimento | valor=8951
linha=1360 | nome=Tiago | acao=fez um experimento | valor=7098
linha=1361 | nome=Gabriela | acao=comparou as metricas | valor=2961
linha=1362 | nome=Vitor | acao=otimizou o algoritmo | valor=6072
linha=1363 | nome=Natalia | acao=participou da aula | valor=3227
linha=1364 | nome=Karen | acao=otimizou o algoritmo | valor=5412
linha=1365 | nome=Eduarda | acao=fez um experimento | valor=2194
linha=1366 | nome=Otavio | acao=executou o benchmark | valor=1060
linha=1367 | nome=Bruno | acao=otimizou o algoritmo | valor=8653
linha=1368 | nome=Paulo | acao=fez um experimento | valor=7548
linha=1369 | nome=Paulo | acao=estudou computacao | valor=7597
linha=1370 | nome=Helena | acao=executou o benchmark | valor=8412
linha=1371 | nome=Igor | acao=analisou os resultados | valor=3889
linha=1372 | nome=Vitor | acao=executou o benchmark | valor=7549
linha=1373 | nome=Eduarda | acao=participou da aula | valor=9972
linha=1374 | nome=Natalia | acao=comparou as metricas | valor=8786
linha=1375 | nome=Renata | acao=fez um experimento | valor=6490
linha=1376 | nome=Renata | acao=estudou computacao | valor=6160
linha=1377 | nome=Helena | acao=executou o benchmark | valor=6749
linha=1378 | nome=Vitor | acao=comparou as metricas | valor=9179
linha=1379 | nome=Tiago | acao=otimizou o algoritmo | valor=1179
linha=1380 | nome=Mariana | acao=analisou os resultados | valor=9293
linha=1381 | nome=Daniela | acao=estudou computacao | valor=7844
linha=1382 | nome=Gabriela | acao=estudou computacao | valor=3233
linha=1383 | nome=Joao | acao=comparou as metricas | valor=8611
linha=1384 | nome=Carlos | acao=estudou computacao | valor=1561
linha=1385 | nome=Vitor | acao=otimizou o algoritmo | valor=1197
linha=1386 | nome=Igor | acao=fez um experimento | valor=2886
linha=1387 | nome=Ana | acao=otimizou o algoritmo | valor=6302
linha=1388 | nome=Paulo | acao=escreveu o relatorio | valor=5373
linha=1389 | nome=Bruno | acao=fez um experimento | valor=7254
linha=1390 | nome=Paulo | acao=escreveu o relatorio | valor=7015
linha=1391 | nome=Carlos | acao=fez um experimento | valor=4071
linha=1392 | nome=Igor | acao=otimizou o algoritmo | valor=4552
linha=1393 | nome=Eduarda | acao=executou o benchmark | valor=1593
linha=1394 | nome=Carlos | acao=participou da aula | valor=8410
linha=1395 | nome=Vitor | acao=analisou os resultados | valor=8755
linha=1396 | nome=Sofia | acao=comparou as metricas | valor=7434
linha=1397 | nome=Igor | acao=executou o benchmark | valor=3112
linha=1398 | nome=Helena | acao=otimizou o algoritmo | valor=9957
linha=1399 | nome=Ana | acao=estudou computacao | valor=8191
linha=1400 | nome=Paulo | acao=comparou as metricas | valor=1286
linha=1401 | nome=Sofia | acao=fez um experimento | valor=7906
linha=1402 | nome=Carlos | acao=participou da aula | valor=5508
linha=1403 | nome=Lucas | acao=estudou computacao | valor=7289
linha=1404 | nome=Lucas | acao=fez um experimento | valor=6946
linha=1405 | nome=Karen | acao=analisou os resultados | valor=4131
linha=1406 | nome=Joao | acao=otimizou o algoritmo | valor=5462
linha=1407 | nome=Renata | acao=comparou as metricas | valor=5709
linha=1408 | nome=Paulo | acao=executou o benchmark | valor=1326
linha=1409 | nome=Renata | acao=fez um experimento | valor=5848
linha=1410 | nome=Natalia | acao=executou o benchmark | valor=4173
linha=1411 | nome=Vitor | acao=fez um experimento | valor=8911
linha=1412 | nome=Carlos | acao=comparou as metricas | valor=7751
linha=1413 | nome=Helena | acao=otimizou o algoritmo | valor=7080
linha=1414 | nome=Tiago | acao=escreveu o relatorio | valor=2920
linha=1415 | nome=Vitor | acao=escreveu o relatorio | valor=7030
linha=1416 | nome=Helena | acao=fez um experimento | valor=1007
linha=1417 | nome=Carlos | acao=executou o benchmark | valor=2311
linha=1418 | nome=Daniela | acao=comparou as metricas | valor=2982
linha=1419 | nome=Gabriela | acao=participou da aula | valor=7505
linha=1420 | nome=Paulo | acao=comparou as metricas | valor=8955
linha=1421 | nome=Helena | acao=analisou os resultados | valor=1733
linha=1422 | nome=Mariana | acao=executou o benchmark | valor=9353
linha=1423 | nome=Lucas | acao=estudou computacao | valor=9922
linha=1424 | nome=Bruno | acao=otimizou o algoritmo | valor=3192
linha=1425 | nome=Joao | acao=escreveu o relatorio | valor=7565
linha=1426 | nome=Igor | acao=escreveu o relatorio | valor=4869
linha=1427 | nome=Bruno | acao=comparou as metricas | valor=9887
linha=1428 | nome=Lucas | acao=escreveu o relatorio | valor=9090
linha=1429 | nome=Bruno | acao=participou da aula | valor=9711
linha=1430 | nome=Vitor | acao=fez um experimento | valor=2507
linha=1431 | nome=Sofia | acao=escreveu o relatorio | valor=6680
linha=1432 | nome=Paulo | acao=estudou computacao | valor=7986
linha=1433 | nome=Mariana | acao=participou da aula | valor=3143
linha=1434 | nome=Otavio | acao=analisou os resultados | valor=5262
linha=1435 | nome=Helena | acao=executou o benchmark | valor=5515
linha=1436 | nome=Daniela | acao=comparou as metricas | valor=5219
linha=1437 | nome=Mariana | acao=escreveu o relatorio | valor=2515
linha=1438 | nome=Helena | acao=participou da aula | valor=5745
linha=1439 | nome=Igor | acao=comparou as metricas | valor=1381
linha=1440 | nome=Sofia | acao=analisou os resultados | valor=8979
linha=1441 | nome=Gabriela | acao=executou o benchmark | valor=7989
linha=1442 | nome=Joao | acao=fez um experimento | valor=5597
linha=1443 | nome=Eduarda | acao=otimizou o algoritmo | valor=2725
linha=1444 | nome=Ana | acao=otimizou o algoritmo | valor=8316
linha=1445 | nome=Renata | acao=estudou computacao | valor=3841
linha=1446 | nome=Carlos | acao=escreveu o relatorio | valor=6801
linha=1447 | nome=Sofia | acao=otimizou o algoritmo | valor=5219
linha=1448 | nome=Carlos | acao=fez um experimento | valor=8738
linha=1449 | nome=Helena | acao=participou da aula | valor=7461
linha=1450 | nome=Igor | acao=executou o benchmark | valor=6633
linha=1451 | nome=Mariana | acao=executou o benchmark | valor=9325
linha=1452 | nome=Felipe | acao=comparou as metricas | valor=5420
linha=1453 | nome=Renata | acao=executou o benchmark | valor=9841
linha=1454 | nome=Felipe | acao=otimizou o algoritmo | valor=9244
linha=1455 | nome=Otavio | acao=estudou computacao | valor=8229
linha=1456 | nome=Karen | acao=participou da aula | valor=2528
linha=1457 | nome=Igor | acao=estudou computacao | valor=6898
linha=1458 | nome=Daniela | acao=fez um experimento | valor=5366
linha=1459 | nome=Igor | acao=otimizou o algoritmo | valor=4735
linha=1460 | nome=Igor | acao=otimizou o algoritmo | valor=7419
linha=1461 | nome=Tiago | acao=escreveu o relatorio | valor=6565
linha=1462 | nome=Eduarda | acao=estudou computacao | valor=9007
linha=1463 | nome=Felipe | acao=analisou os resultados | valor=5249
linha=1464 | nome=Felipe | acao=executou o benchmark | valor=6206
linha=1465 | nome=Otavio | acao=otimizou o algoritmo | valor=2679
linha=1466 | nome=Igor | acao=participou da aula | valor=3286
linha=1467 | nome=Ana | acao=analisou os resultados | valor=7144
linha=1468 | nome=Mariana | acao=comparou as metricas | valor=9459
linha=1469 | nome=Karen | acao=analisou os resultados | valor=4204
linha=1470 | nome=Mariana | acao=escreveu o relatorio | valor=9988
linha=1471 | nome=Helena | acao=executou o benchmark | valor=1978
linha=1472 | nome=Mariana | acao=participou da aula | valor=1630
linha=1473 | nome=Mariana | acao=fez um experimento | valor=9861
linha=1474 | nome=Eduarda | acao=otimizou o algoritmo | valor=3658
linha=1475 | nome=Renata | acao=participou da aula | valor=5908
linha=1476 | nome=Carlos | acao=participou da aula | valor=6890
linha=1477 | nome=Ana | acao=participou da aula | valor=2511
linha=1478 | nome=Joao | acao=executou o benchmark | valor=4162
linha=1479 | nome=Eduarda | acao=escreveu o relatorio | valor=4919
linha=1480 | nome=Natalia | acao=escreveu o relatorio | valor=8471
linha=1481 | nome=Lucas | acao=participou da aula | valor=4844
linha=1482 | nome=Lucas | acao=fez um experimento | valor=9787
linha=1483 | nome=Renata | acao=analisou os resultados | valor=3761
linha=1484 | nome=Joao | acao=escreveu o relatorio | valor=7340
linha=1485 | nome=Eduarda | acao=executou o benchmark | valor=5991
linha=1486 | nome=Ana | acao=fez um experimento | valor=2679
linha=1487 | nome=Joao | acao=analisou os resultados | valor=5115
linha=1488 | nome=Paulo | acao=analisou os resultados | valor=3717
linha=1489 | nome=Daniela | acao=escreveu o relatorio | valor=4970
linha=1490 | nome=Tiago | acao=analisou os resultados | valor=8218
linha=1491 | nome=Carlos | acao=comparou as metricas | valor=3574
linha=1492 | nome=Paulo | acao=comparou as metricas | valor=5277
linha=1493 | nome=Joao | acao=participou da aula | valor=3871
linha=1494 | nome=Karen | acao=fez um experimento | valor=4441
linha=1495 | nome=Otavio | acao=comparou as metricas | valor=8907
linha=1496 | nome=Mariana | acao=otimizou o algoritmo | valor=3442
linha=1497 | nome=Renata | acao=participou da aula | valor=8333
linha=1498 | nome=Daniela | acao=fez um experimento | valor=4273
linha=1499 | nome=Otavio | acao=executou o benchmark | valor=3626
linha=1500 | nome=Natalia | acao=comparou as metricas | valor=8678
linha=1501 | nome=Otavio | acao=comparou as metricas | valor=1761
linha=1502 | nome=Vitor | acao=analisou os resultados | valor=1244
linha=1503 | nome=Bruno | acao=escreveu o relatorio | valor=9012
linha=1504 | nome=Daniela | acao=executou o benchmark | valor=6681
linha=1505 | nome=Bruno | acao=fez um experimento | valor=2932
linha=1506 | nome=Sofia | acao=executou o benchmark | valor=4567
linha=1507 | nome=Daniela | acao=otimizou o algoritmo | valor=2512
linha=1508 | nome=Helena | acao=fez um experimento | valor=6116
linha=1509 | nome=Igor | acao=comparou as metricas | valor=1061
linha=1510 | nome=Ana | acao=participou da aula | valor=4881
linha=1511 | nome=Mariana | acao=fez um experimento | valor=6838
linha=1512 | nome=Otavio | acao=participou da aula | valor=2665
linha=1513 | nome=Eduarda | acao=participou da aula | valor=4434
linha=1514 | nome=Bruno | acao=comparou as metricas | valor=5938
linha=1515 | nome=Karen | acao=escreveu o relatorio | valor=8003
linha=1516 | nome=Otavio | acao=fez um experimento | valor=7289
linha=1517 | nome=Renata | acao=escreveu o relatorio | valor=5530
linha=1518 | nome=Ana | acao=analisou os resultados | valor=5293
linha=1519 | nome=Ana | acao=analisou os resultados | valor=9872
linha=1520 | nome=Tiago | acao=executou o benchmark | valor=6241
linha=1521 | nome=Renata | acao=estudou computacao | valor=2367
linha=1522 | nome=Lucas | acao=comparou as metricas | valor=7551
linha=1523 | nome=Helena | acao=otimizou o algoritmo | valor=1048
linha=1524 | nome=Joao | acao=fez um experimento | valor=4427
linha=1525 | nome=Ana | acao=comparou as metricas | valor=3373
linha=1526 | nome=Tiago | acao=executou o benchmark | valor=2502
linha=1527 | nome=Helena | acao=estudou computacao | valor=7028
linha=1528 | nome=Paulo | acao=executou o benchmark | valor=7418
linha=1529 | nome=Bruno | acao=estudou computacao | valor=9316
linha=1530 | nome=Helena | acao=otimizou o algoritmo | valor=9725
linha=1531 | nome=Daniela | acao=analisou os resultados | valor=8925
linha=1532 | nome=Ana | acao=comparou as metricas | valor=1222
linha=1533 | nome=Sofia | acao=escreveu o relatorio | valor=4822
linha=1534 | nome=Otavio | acao=fez um experimento | valor=6804
linha=1535 | nome=Mariana | acao=fez um experimento | valor=7892
linha=1536 | nome=Mariana | acao=analisou os resultados | valor=2145
linha=1537 | nome=Eduarda | acao=participou da aula | valor=1856
linha=1538 | nome=Tiago | acao=otimizou o algoritmo | valor=4018
linha=1539 | nome=Renata | acao=participou da aula | valor=3064
linha=1540 | nome=Natalia | acao=otimizou o algoritmo | valor=3302
linha=1541 | nome=Paulo | acao=estudou computacao | valor=9913
linha=1542 | nome=Ana | acao=escreveu o relatorio | valor=5748
linha=1543 | nome=Carlos | acao=escreveu o relatorio | valor=7398
linha=1544 | nome=Tiago | acao=estudou computacao | valor=2593
linha=1545 | nome=Renata | acao=otimizou o algoritmo | valor=3450
linha=1546 | nome=Karen | acao=otimizou o algoritmo | valor=2672
linha=1547 | nome=Tiago | acao=comparou as metricas | valor=8408
linha=1548 | nome=Natalia | acao=analisou os resultados | valor=3518
linha=1549 | nome=Igor | acao=participou da aula | valor=3789
linha=1550 | nome=Joao | acao=otimizou o algoritmo | valor=4849
linha=1551 | nome=Daniela | acao=participou da aula | valor=7954
linha=1552 | nome=Helena | acao=analisou os resultados | valor=2542
linha=1553 | nome=Otavio | acao=escreveu o relatorio | valor=8541
linha=1554 | nome=Mariana | acao=comparou as metricas | valor=8957
linha=1555 | nome=Eduarda | acao=estudou computacao | valor=9784
linha=1556 | nome=Helena | acao=analisou os resultados | valor=5214
linha=1557 | nome=Tiago | acao=fez um experimento | valor=7534
linha=1558 | nome=Sofia | acao=escreveu o relatorio | valor=6074
linha=1559 | nome=Mariana | acao=otimizou o algoritmo | valor=6517
linha=1560 | nome=Carlos | acao=escreveu o relatorio | valor=6252
linha=1561 | nome=Vitor | acao=otimizou o algoritmo | valor=2877
linha=1562 | nome=Karen | acao=estudou computacao | valor=1956
linha=1563 | nome=Felipe | acao=estudou computacao | valor=3053
linha=1564 | nome=Karen | acao=estudou computacao | valor=3950
linha=1565 | nome=Otavio | acao=fez um experimento | valor=9291
linha=1566 | nome=Karen | acao=fez um experimento | valor=6366
linha=1567 | nome=Ana | acao=participou da aula | valor=2243
linha=1568 | nome=Sofia | acao=escreveu o relatorio | valor=3926
linha=1569 | nome=Paulo | acao=analisou os resultados | valor=4076
linha=1570 | nome=Mariana | acao=participou da aula | valor=2098
linha=1571 | nome=Daniela | acao=escreveu o relatorio | valor=1262
linha=1572 | nome=Karen | acao=escreveu o relatorio | valor=2997
linha=1573 | nome=Joao | acao=executou o benchmark | valor=6276
linha=1574 | nome=Mariana | acao=otimizou o algoritmo | valor=1581
linha=1575 | nome=Gabriela | acao=escreveu o relatorio | valor=5961
linha=1576 | nome=Sofia | acao=comparou as metricas | valor=9988
linha=1577 | nome=Felipe | acao=fez um experimento | valor=6361
linha=1578 | nome=Carlos | acao=comparou as metricas | valor=5207
linha=1579 | nome=Bruno | acao=otimizou o algoritmo | valor=1429
linha=1580 | nome=Natalia | acao=analisou os resultados | valor=4825
linha=1581 | nome=Bruno | acao=analisou os resultados | valor=4426
linha=1582 | nome=Ana | acao=otimizou o algoritmo | valor=8332
linha=1583 | nome=Tiago | acao=analisou os resultados | valor=9575
linha=1584 | nome=Vitor | acao=otimizou o algoritmo | valor=9315
linha=1585 | nome=Gabriela | acao=participou da aula | valor=9840
linha=1586 | nome=Vitor | acao=comparou as metricas | valor=9986
linha=1587 | nome=Tiago | acao=escreveu o relatorio | valor=1990
linha=1588 | nome=Otavio | acao=comparou as metricas | valor=7651
linha=1589 | nome=Helena | acao=comparou as metricas | valor=5431
linha=1590 | nome=Ana | acao=fez um experimento | valor=8592
linha=1591 | nome=Bruno | acao=escreveu o relatorio | valor=5806
linha=1592 | nome=Helena | acao=comparou as metricas | valor=5654
linha=1593 | nome=Otavio | acao=analisou os resultados | valor=3577
linha=1594 | nome=Joao | acao=executou o benchmark | valor=2921
linha=1595 | nome=Otavio | acao=analisou os resultados | valor=1410
linha=1596 | nome=Mariana | acao=otimizou o algoritmo | valor=8657
linha=1597 | nome=Mariana | acao=executou o benchmark | valor=8858
linha=1598 | nome=Paulo | acao=fez um experimento | valor=7189
linha=1599 | nome=Vitor | acao=escreveu o relatorio | valor=1011
linha=1600 | nome=Tiago | acao=escreveu o relatorio | valor=3740
linha=1601 | nome=Bruno | acao=analisou os resultados | valor=9734
linha=1602 | nome=Otavio | acao=comparou as metricas | valor=8400
linha=1603 | nome=Joao | acao=participou da aula | valor=7156
linha=1604 | nome=Joao | acao=estudou computacao | valor=5735
linha=1605 | nome=Bruno | acao=analisou os resultados | valor=3433
linha=1606 | nome=Tiago | acao=comparou as metricas | valor=7345
linha=1607 | nome=Paulo | acao=fez um experimento | valor=2100
linha=1608 | nome=Gabriela | acao=fez um experimento | valor=5887
linha=1609 | nome=Joao | acao=escreveu o relatorio | valor=7020
linha=1610 | nome=Carlos | acao=estudou computacao | valor=6169
linha=1611 | nome=Felipe | acao=escreveu o relatorio | valor=4014
linha=1612 | nome=Tiago | acao=estudou computacao | valor=9952
linha=1613 | nome=Felipe | acao=escreveu o relatorio | valor=1630
linha=1614 | nome=Carlos | acao=comparou as metricas | valor=4801
linha=1615 | nome=Helena | acao=analisou os resultados | valor=9842
linha=1616 | nome=Otavio | acao=fez um experimento | valor=7100
linha=1617 | nome=Lucas | acao=executou o benchmark | valor=1897
linha=1618 | nome=Ana | acao=estudou computacao | valor=5069
linha=1619 | nome=Helena | acao=fez um experimento | valor=3978
linha=1620 | nome=Helena | acao=estudou computacao | valor=8023
linha=1621 | nome=Felipe | acao=otimizou o algoritmo | valor=8775
linha=1622 | nome=Paulo | acao=executou o benchmark | valor=7341
linha=1623 | nome=Helena | acao=comparou as metricas | valor=5979
linha=1624 | nome=Eduarda | acao=otimizou o algoritmo | valor=2644
linha=1625 | nome=Daniela | acao=analisou os resultados | valor=2077
linha=1626 | nome=Eduarda | acao=fez um experimento | valor=1390
linha=1627 | nome=Joao | acao=participou da aula | valor=7912
linha=1628 | nome=Paulo | acao=executou o benchmark | valor=7247
linha=1629 | nome=Karen | acao=estudou computacao | valor=5224
linha=1630 | nome=Lucas | acao=comparou as metricas | valor=4895
linha=1631 | nome=Felipe | acao=fez um experimento | valor=8930
linha=1632 | nome=Ana | acao=estudou computacao | valor=8752
linha=1633 | nome=Ana | acao=comparou as metricas | valor=1205
linha=1634 | nome=Vitor | acao=escreveu o relatorio | valor=9234
linha=1635 | nome=Tiago | acao=analisou os resultados | valor=8882
linha=1636 | nome=Igor | acao=otimizou o algoritmo | valor=1528
linha=1637 | nome=Sofia | acao=estudou computacao | valor=8611
linha=1638 | nome=Daniela | acao=participou da aula | valor=5401
linha=1639 | nome=Lucas | acao=analisou os resultados | valor=1176
linha=1640 | nome=Karen | acao=escreveu o relatorio | valor=7739
linha=1641 | nome=Daniela | acao=analisou os resultados | valor=8485
linha=1642 | nome=Otavio | acao=participou da aula | valor=2466
linha=1643 | nome=Mariana | acao=estudou computacao | valor=7308
linha=1644 | nome=Vitor | acao=fez um experimento | valor=9171
linha=1645 | nome=Ana | acao=participou da aula | valor=7586
linha=1646 | nome=Gabriela | acao=estudou computacao | valor=8073
linha=1647 | nome=Igor | acao=analisou os resultados | valor=1474
linha=1648 | nome=Natalia | acao=escreveu o relatorio | valor=4492
linha=1649 | nome=Daniela | acao=otimizou o algoritmo | valor=5230
linha=1650 | nome=Felipe | acao=fez um experimento | valor=4376
linha=1651 | nome=Joao | acao=escreveu o relatorio | valor=2539
linha=1652 | nome=Joao | acao=participou da aula | valor=1969
linha=1653 | nome=Joao | acao=executou o benchmark | valor=2066
linha=1654 | nome=Renata | acao=comparou as metricas | valor=1541
linha=1655 | nome=Igor | acao=participou da aula | valor=7927
linha=1656 | nome=Carlos | acao=comparou as metricas | valor=4994
linha=1657 | nome=Joao | acao=comparou as metricas | valor=2694
linha=1658 | nome=Natalia | acao=otimizou o algoritmo | valor=8848
linha=1659 | nome=Joao | acao=executou o benchmark | valor=1760
linha=1660 | nome=Renata | acao=escreveu o relatorio | valor=1000
linha=1661 | nome=Daniela | acao=otimizou o algoritmo | valor=5999
linha=1662 | nome=Lucas | acao=comparou as metricas | valor=9647
linha=1663 | nome=Carlos | acao=comparou as metricas | valor=6304
linha=1664 | nome=Sofia | acao=comparou as metricas | valor=7134
linha=1665 | nome=Helena | acao=fez um experimento | valor=2068
linha=1666 | nome=Felipe | acao=participou da aula | valor=8808
linha=1667 | nome=Ana | acao=estudou computacao | valor=9259
linha=1668 | nome=Vitor | acao=participou da aula | valor=4373
linha=1669 | nome=Bruno | acao=comparou as metricas | valor=7220
linha=1670 | nome=Bruno | acao=otimizou o algoritmo | valor=8793
linha=1671 | nome=Natalia | acao=analisou os resultados | valor=8144
linha=1672 | nome=Tiago | acao=executou o benchmark | valor=6804
linha=1673 | nome=Mariana | acao=estudou computacao | valor=2109
linha=1674 | nome=Vitor | acao=participou da aula | valor=7203
linha=1675 | nome=Eduarda | acao=executou o benchmark | valor=1102
linha=1676 | nome=Vitor | acao=executou o benchmark | valor=3788
linha=1677 | nome=Helena | acao=escreveu o relatorio | valor=1436
linha=1678 | nome=Karen | acao=estudou computacao | valor=1024
linha=1679 | nome=Igor | acao=executou o benchmark | valor=4310
linha=1680 | nome=Bruno | acao=analisou os resultados | valor=4693
linha=1681 | nome=Natalia | acao=estudou computacao | valor=3506
linha=1682 | nome=Karen | acao=comparou as metricas | valor=4660
linha=1683 | nome=Felipe | acao=fez um experimento | valor=6738
linha=1684 | nome=Eduarda | acao=analisou os resultados | valor=3470
linha=1685 | nome=Daniela | acao=comparou as metricas | valor=4409
linha=1686 | nome=Gabriela | acao=estudou computacao | valor=4412
linha=1687 | nome=Otavio | acao=comparou as metricas | valor=3809
linha=1688 | nome=Paulo | acao=fez um experimento | valor=5866
linha=1689 | nome=Vitor | acao=comparou as metricas | valor=1177
linha=1690 | nome=Mariana | acao=executou o benchmark | valor=6325
linha=1691 | nome=Otavio | acao=participou da aula | valor=7683
linha=1692 | nome=Lucas | acao=escreveu o relatorio | valor=3176
linha=1693 | nome=Helena | acao=estudou computacao | valor=5431
linha=1694 | nome=Paulo | acao=executou o benchmark | valor=5012
linha=1695 | nome=Mariana | acao=fez um experimento | valor=1156
linha=1696 | nome=Tiago | acao=otimizou o algoritmo | valor=8036
linha=1697 | nome=Tiago | acao=fez um experimento | valor=4084
linha=1698 | nome=Renata | acao=analisou os resultados | valor=3973
linha=1699 | nome=Karen | acao=comparou as metricas | valor=5327
linha=1700 | nome=Tiago | acao=escreveu o relatorio | valor=2361
linha=1701 | nome=Renata | acao=analisou os resultados | valor=2175
linha=1702 | nome=Felipe | acao=executou o benchmark | valor=2804
linha=1703 | nome=Mariana | acao=comparou as metricas | valor=8860
linha=1704 | nome=Igor | acao=analisou os resultados | valor=1123
linha=1705 | nome=Joao | acao=escreveu o relatorio | valor=6113
linha=1706 | nome=Otavio | acao=estudou computacao | valor=5777
linha=1707 | nome=Sofia | acao=fez um experimento | valor=4064
linha=1708 | nome=Bruno | acao=escreveu o relatorio | valor=5641
linha=1709 | nome=Sofia | acao=escreveu o relatorio | valor=2795
linha=1710 | nome=Helena | acao=otimizou o algoritmo | valor=4845
linha=1711 | nome=Joao | acao=executou o benchmark | valor=3959
linha=1712 | nome=Mariana | acao=participou da aula | valor=1649
linha=1713 | nome=Vitor | acao=executou o benchmark | valor=7661
linha=1714 | nome=Paulo | acao=comparou as metricas | valor=5050
linha=1715 | nome=Vitor | acao=comparou as metricas | valor=6991
linha=1716 | nome=Helena | acao=estudou computacao | valor=7596
linha=1717 | nome=Renata | acao=fez um experimento | valor=7221
linha=1718 | nome=Paulo | acao=escreveu o relatorio | valor=7959
linha=1719 | nome=Natalia | acao=estudou computacao | valor=7996
linha=1720 | nome=Mariana | acao=otimizou o algoritmo | valor=6513
linha=1721 | nome=Otavio | acao=fez um experimento | valor=9665
linha=1722 | nome=Helena | acao=executou o benchmark | valor=5121
linha=1723 | nome=Daniela | acao=escreveu o relatorio | valor=9524
linha=1724 | nome=Renata | acao=comparou as metricas | valor=5566
linha=1725 | nome=Otavio | acao=fez um experimento | valor=9379
linha=1726 | nome=Tiago | acao=otimizou o algoritmo | valor=1262
linha=1727 | nome=Igor | acao=executou o benchmark | valor=5654
linha=1728 | nome=Otavio | acao=otimizou o algoritmo | valor=1890
linha=1729 | nome=Paulo | acao=executou o benchmark | valor=5936
linha=1730 | nome=Bruno | acao=escreveu o relatorio | valor=8508
linha=1731 | nome=Joao | acao=executou o benchmark | valor=5379
linha=1732 | nome=Daniela | acao=otimizou o algoritmo | valor=7303
linha=1733 | nome=Carlos | acao=fez um experimento | valor=8477
linha=1734 | nome=Carlos | acao=analisou os resultados | valor=1959
linha=1735 | nome=Vitor | acao=analisou os resultados | valor=2873
linha=1736 | nome=Carlos | acao=analisou os resultados | valor=2699
linha=1737 | nome=Ana | acao=analisou os resultados | valor=5559
linha=1738 | nome=Vitor | acao=participou da aula | valor=8344
linha=1739 | nome=Daniela | acao=executou o benchmark | valor=4952
linha=1740 | nome=Gabriela | acao=participou da aula | valor=1238
linha=1741 | nome=Gabriela | acao=fez um experimento | valor=6469
linha=1742 | nome=Natalia | acao=analisou os resultados | valor=9089
linha=1743 | nome=Tiago | acao=fez um experimento | valor=1818
linha=1744 | nome=Daniela | acao=fez um experimento | valor=7047
linha=1745 | nome=Ana | acao=comparou as metricas | valor=1451
linha=1746 | nome=Renata | acao=otimizou o algoritmo | valor=3982
linha=1747 | nome=Lucas | acao=estudou computacao | valor=1172
linha=1748 | nome=Otavio | acao=executou o benchmark | valor=8423
linha=1749 | nome=Renata | acao=escreveu o relatorio | valor=8077
linha=1750 | nome=Bruno | acao=comparou as metricas | valor=7159
linha=1751 | nome=Tiago | acao=fez um experimento | valor=4691
linha=1752 | nome=Lucas | acao=comparou as metricas | valor=1992
linha=1753 | nome=Otavio | acao=fez um experimento | valor=8966
linha=1754 | nome=Vitor | acao=fez um experimento | valor=1312
linha=1755 | nome=Karen | acao=escreveu o relatorio | valor=3276
linha=1756 | nome=Tiago | acao=participou da aula | valor=6751
linha=1757 | nome=Vitor | acao=analisou os resultados | valor=5612
linha=1758 | nome=Mariana | acao=otimizou o algoritmo | valor=5810
linha=1759 | nome=Paulo | acao=otimizou o algoritmo | valor=3540
linha=1760 | nome=Otavio | acao=estudou computacao | valor=6564
linha=1761 | nome=Tiago | acao=participou da aula | valor=8210
linha=1762 | nome=Helena | acao=analisou os resultados | valor=5227
linha=1763 | nome=Carlos | acao=executou o benchmark | valor=2049
linha=1764 | nome=Mariana | acao=participou da aula | valor=2796
linha=1765 | nome=Gabriela | acao=executou o benchmark | valor=8393
linha=1766 | nome=Lucas | acao=comparou as metricas | valor=6912
linha=1767 | nome=Carlos | acao=otimizou o algoritmo | valor=2979
