linha=1 | nome=Gabriela | acao=comparou as metricas | valor=4077
linha=1229 | nome=Mariana | acao=fez um experimento | valor=5652
linha=1230 | nome=Igor | acao=estudou computacao | valor=8214
linha=1231 | nome=Helena | acao=estudou computacao | valor=8767
linha=1232 | nome=Paulo | acao=analisou os resultados | valor=3055
linha=1233 | nome=Eduarda | acao=otimizou o algoritmo | valor=9537
linha=1234 | nome=Natalia | acao=comparou as metricas | valor=4913
linha=1235 | nome=Karen | acao=executou o benchmark | valor=9821
linha=1236 | nome=Eduarda | acao=participou da aula | valor=9088
linha=1237 | nome=Paulo | acao=analisou os resultados | valor=2825
linha=1238 | nome=Natalia | acao=executou o benchmark | valor=8354
linha=1239 | nome=Mariana | acao=executou o benchmark | valor=5538
linha=1240 | nome=Eduarda | acao=executou o benchmark | valor=4301
linha=1241 | nome=Bruno | acao=comparou as metricas | valor=4873
linha=1242 | nome=Joao | acao=analisou os resultados | valor=7260
linha=1243 | nome=Lucas | acao=estudou computacao | valor=4565
linha=1244 | nome=Carlos | acao=fez um experimento | valor=1785
linha=1245 | nome=Tiago | acao=participou da aula | valor=5881
linha=1246 | nome=Helena | acao=comparou as metricas | valor=4640
linha=1247 | nome=Eduarda | acao=participou da aula | valor=7722
linha=1248 | nome=Felipe | acao=analisou os resultados | valor=5422
linha=1249 | nome=Sofia | acao=escreveu o relatorio | valor=6959
linha=1250 | nome=Mariana | acao=executou o benchmark | valor=5833
linha=1251 | nome=Lucas | acao=participou da aula | valor=3035
linha=1252 | nome=Tiago | acao=estudou computacao | valor=4974
linha=1253 | nome=Karen | acao=analisou os resultados | valor=3558
linha=1254 | nome=Tiago | acao=comparou as metricas | valor=4522
linha=1255 | nome=Eduarda | acao=analisou os resultados | valor=6024
linha=1256 | nome=Vitor | acao=estudou computacao | valor=1306
linha=1257 | nome=Carlos | acao=escreveu o relatorio | valor=4934
linha=1258 | nome=Carlos | acao=comparou as metricas | valor=8448
linha=1259 | nome=Mariana | acao=escreveu o relatorio | valor=4945
linha=1260 | nome=Felipe | acao=otimizou o algoritmo | valor=1588
linha=1261 | nome=Bruno | acao=otimizou o algoritmo | valor=5390
linha=1262 | nome=Joao | acao=executou o benchmark | valor=5359
linha=1263 | nome=Mariana | acao=analisou os resultados | valor=3438
linha=1264 | nome=Helena | acao=fez um experimento | valor=5504
linha=1265 | nome=Vitor | acao=estudou computacao | valor=9414
linha=1266 | nome=Mariana | acao=analisou os resultados | valor=1588
linha=1267 | nome=Natalia | acao=comparou as metricas | valor=4723
linha=1268 | nome=Helena | acao=participou da aula | valor=8941
linha=1269 | nome=Lucas | acao=participou da aula | valor=2811
linha=1270 | nome=Natalia | acao=participou da aula | valor=2862
linha=1271 | nome=Felipe | acao=escreveu o relatorio | valor=8003
linha=1272 | nome=Carlos | acao=otimizou o algoritmo | valor=3643
linha=1273 | nome=Igor | acao=fez um experimento | valor=6185
linha=1274 | nome=Daniela | acao=executou o benchmark | valor=5203
linha=1275 | nome=Ana | acao=otimizou o algoritmo | valor=9496
linha=1276 | nome=Felipe | acao=participou da aula | valor=1260
linha=1277 | nome=Renata | acao=comparou as metricas | valor=1196
linha=1278 | nome=Ana | acao=escreveu o relatorio | valor=9340
linha=1279 | nome=Bruno | acao=estudou computacao | valor=1249
linha=1280 | nome=Lucas | acao=participou da aula | valor=9735
linha=1281 | nome=Bruno | acao=executou o benchmark | valor=6240
linha=1282 | nome=Lucas | acao=executou o benchmark | valor=7154
linha=1283 | nome=Carlos | acao=comparou as metricas | valor=1537
linha=1284 | nome=Carlos | acao=escreveu o relatorio | valor=1971
linha=1285 | nome=Lucas | acao=analisou os resultados | valor=2350
linha=1286 | nome=Igor | acao=participou da aula | valor=5087
linha=1287 | nome=Felipe | acao=executou o benchmark | valor=1515
linha=1288 | nome=Felipe | acao=executou o benchmark | valor=3610
linha=1289 | nome=Vitor | acao=executou o benchmark | valor=2817
linha=1290 | nome=Eduarda | acao=escreveu o relatorio | valor=1923
linha=1291 | nome=Renata | acao=otimizou o algoritmo | valor=8546
linha=1292 | nome=Tiago | acao=comparou as metricas | valor=7803
linha=1293 | nome=Sofia | acao=comparou as metricas | valor=6421
linha=1294 | nome=Bruno | acao=analisou os resultados | valor=9575
linha=1295 | nome=Karen | acao=comparou as metricas | valor=3558
linha=1296 | nome=Sofia | acao=fez um experimento | valor=6196
linha=1297 | nome=Gabriela | acao=estudou computacao | valor=9619
linha=1298 | nome=Carlos | acao=estudou computacao | valor=8545
linha=1299 | nome=Joao | acao=fez um experimento | valor=8036
linha=1300 | nome=Vitor | acao=escreveu o relatorio | valor=3466
linha=1301 | nome=Gabriela | acao=participou da aula | valor=9544
linha=1302 | nome=Karen | acao=executou o benchmark | valor=8429
linha=1303 | nome=Gabriela | acao=fez um experimento | valor=7878
linha=1304 | nome=Daniela | acao=analisou os resultados | valor=6294
linha=1305 | nome=Ana | acao=analisou os resultados | valor=1573
linha=1306 | nome=Tiago | acao=estudou computacao | valor=9068
linha=1307 | nome=Paulo | acao=escreveu o relatorio | valor=7688
linha=1308 | nome=Bruno | acao=estudou computacao | valor=9110
linha=1309 | nome=Ana | acao=executou o benchmark | valor=4608
linha=1310 | nome=Ana | acao=estudou computacao | valor=9140
linha=1311 | nome=Renata | acao=comparou as metricas | valor=3563
linha=1312 | nome=Ana | acao=escreveu o relatorio | valor=9405
linha=1313 | nome=Helena | acao=estudou computacao | valor=3111
linha=1314 | nome=Helena | acao=analisou os resultados | valor=7299
linha=1315 | nome=Joao | acao=escreveu o relatorio | valor=8498
linha=1316 | nome=Gabriela | acao=otimizou o algoritmo | valor=2024
linha=1317 | nome=Helena | acao=escreveu o relatorio | valor=5117
linha=1318 | nome=Natalia | acao=escreveu o relatorio | valor=4264
linha=1319 | nome=Mariana | acao=fez um experimento | valor=3378
linha=1320 | nome=Vitor | acao=otimizou o algoritmo | valor=7878
linha=1321 | nome=Tiago | acao=executou o benchmark | valor=6654
linha=1322 | nome=Helena | acao=participou da aula | valor=7177
linha=1323 | nome=Joao | acao=fez um experimento | valor=4024
linha=1324 | nome=Joao | acao=analisou os resultados | valor=1506
linha=1325 | nome=Igor | acao=participou da aula | valor=1430
linha=1326 | nome=Joao | acao=executou o benchmark | valor=5098
linha=1327 | nome=Tiago | acao=otimizou o algoritmo | valor=1692
linha=1328 | nome=Ana | acao=analisou os resultados | valor=8360
linha=1329 | nome=Igor | acao=executou o benchmark | valor=2318
linha=1330 | nome=Mariana | acao=otimizou o algoritmo | valor=6105
linha=1331 | nome=Karen | acao=analisou os resultados | valor=3648
linha=1332 | nome=Helena | acao=analisou os resultados | valor=5129
linha=1333 | nome=Sofia | acao=otimizou o algoritmo | valor=6986
linha=1334 | nome=Carlos | acao=otimizou o algoritmo | valor=9382
linha=1335 | nome=Daniela | acao=analisou os resultados | valor=8991
linha=1336 | nome=Karen | acao=escreveu o relatorio | valor=3183
linha=1337 | nome=Paulo | acao=analisou os resultados | valor=8536
linha=1338 | nome=Helena | acao=estudou computacao | valor=6136
linha=1339 | nome=Joao | acao=fez um experimento | valor=7507
linha=1340 | nome=Bruno | acao=comparou as metricas | valor=8512
linha=1341 | nome=Igor | acao=otimizou o algoritmo | valor=5369
linha=1342 | nome=Ana | acao=fez um experimento | valor=8808
linha=1343 | nome=Mariana | acao=comparou as metricas | valor=9406
linha=1344 | nome=Felipe | acao=escreveu o relatorio | valor=8538
linha=1345 | nome=Ana | acao=otimizou o algoritmo | valor=2083
linha=1346 | nome=Bruno | acao=estudou computacao | valor=3644
linha=1347 | nome=Natalia | acao=analisou os resultados | valor=4699
linha=1348 | nome=Sofia | acao=escreveu o relatorio | valor=7057
linha=1349 | nome=Mariana | acao=escreveu o relatorio | valor=1756
linha=1350 | nome=Igor | acao=executou o benchmark | valor=6914
linha=1351 | nome=Otavio | acao=escreveu o relatorio | valor=4816
linha=1352 | nome=Igor | acao=escreveu o relatorio | valor=5904
linha=1353 | nome=Mariana | acao=escreveu o relatorio | valor=7218
linha=1354 | nome=Bruno | acao=escreveu o relatorio | valor=1859
linha=1355 | nome=Daniela | acao=escreveu o relatorio | valor=6758
linha=1356 | nome=Daniela | acao=estudou computacao | valor=7565
linha=1357 | nome=Eduarda | acao=otimizou o algoritmo | valor=3173
linha=1358 | nome=Vitor | acao=executou o benchmark | valor=5632
linha=1359 | nome=Lucas | acao=fez um experimento | valor=5725
linha=1360 | nome=Igor | acao=escreveu o relatorio | valor=9051
linha=1361 | nome=Daniela | acao=fez um experimento | valor=4111
linha=1362 | nome=Mariana | acao=otimizou o algoritmo | valor=4378
linha=1363 | nome=Felipe | acao=participou da aula | valor=9981
linha=1364 | nome=Otavio | acao=fez um experimento | valor=1968
linha=1365 | nome=Tiago | acao=escreveu o relatorio | valor=3600
linha=1366 | nome=Eduarda | acao=escreveu o relatorio | valor=6028
linha=1367 | nome=Paulo | acao=otimizou o algoritmo | valor=1288
linha=1368 | nome=Vitor | acao=otimizou o algoritmo | valor=2404
linha=1369 | nome=Gabriela | acao=executou o benchmark | valor=4967
linha=1370 | nome=Daniela | acao=executou o benchmark | valor=6762
linha=1371 | nome=Mariana | acao=analisou os resultados | valor=6520
linha=1372 | nome=Carlos | acao=analisou os resultados | valor=8804
linha=1373 | nome=Sofia | acao=comparou as metricas | valor=9584
linha=1374 | nome=Otavio | acao=estudou computacao | valor=3985
linha=1375 | nome=Tiago | acao=estudou computacao | valor=5130
linha=1376 | nome=Sofia | acao=fez um experimento | valor=6622
linha=1377 | nome=Felipe | acao=comparou as metricas | valor=4369
linha=1378 | nome=Tiago | acao=escreveu o relatorio | valor=6824
linha=1379 | nome=Bruno | acao=analisou os resultados | valor=4878
linha=1380 | nome=Otavio | acao=fez um experimento | valor=3980
linha=1381 | nome=Daniela | acao=escreveu o relatorio | valor=1156
linha=1382 | nome=Ana | acao=otimizou o algoritmo | valor=2667
linha=1383 | nome=Renata | acao=comparou as metricas | valor=4505
linha=1384 | nome=Bruno | acao=comparou as metricas | valor=3352
linha=1385 | nome=Renata | acao=executou o benchmark | valor=4039
linha=1386 | nome=Felipe | acao=otimizou o algoritmo | valor=5055
linha=1387 | nome=Gabriela | acao=analisou os resultados | valor=3353
linha=1388 | nome=Lucas | acao=participou da aula | valor=8096
linha=1389 | nome=Bruno | acao=participou da aula | valor=4107
linha=1390 | nome=Joao | acao=otimizou o algoritmo | valor=3790
linha=1391 | nome=Bruno | acao=analisou os resultados | valor=7105
linha=1392 | nome=Karen | acao=participou da aula | valor=2023
linha=1393 | nome=Mariana | acao=executou o benchmark | valor=9776
linha=1394 | nome=Daniela | acao=comparou as metricas | valor=6022
linha=1395 | nome=Ana | acao=otimizou o algoritmo | valor=7170
linha=1396 | nome=Natalia | acao=executou o benchmark | valor=9926
linha=1397 | nome=Ana | acao=fez um experimento | valor=5681
linha=1398 | nome=Renata | acao=participou da aula | valor=4344
linha=1399 | nome=Bruno | acao=participou da aula | valor=7167
linha=1400 | nome=Renata | acao=analisou os resultados | valor=8699
linha=1401 | nome=Joao | acao=fez um experimento | valor=9196
linha=1402 | nome=Gabriela | acao=analisou os resultados | valor=7326
linha=1403 | nome=Tiago | acao=participou da aula | valor=7639
linha=1404 | nome=Carlos | acao=comparou as metricas | valor=2979
linha=1405 | nome=Otavio | acao=fez um experimento | valor=4188
linha=1406 | nome=Otavio | acao=escreveu o relatorio | valor=9009
linha=1407 | nome=Felipe | acao=executou o benchmark | valor=8631
linha=1408 | nome=Eduarda | acao=fez um experimento | valor=4699
linha=1409 | nome=Gabriela | acao=otimizou o algoritmo | valor=4795
linha=1410 | nome=Carlos | acao=executou o benchmark | valor=5682
linha=1411 | nome=Lucas | acao=participou da aula | valor=3845
linha=1412 | nome=Vitor | acao=participou da aula | valor=7168
linha=1413 | nome=Helena | acao=estudou computacao | valor=6598
linha=1414 | nome=Daniela | acao=participou da aula | valor=9344
linha=1415 | nome=Carlos | acao=escreveu o relatorio | valor=9910
linha=1416 | nome=Tiago | acao=participou da aula | valor=6763
linha=1417 | nome=Eduarda | acao=analisou os resultados | valor=9995
linha=1418 | nome=Renata | acao=fez um experimento | valor=6711
linha=1419 | nome=Daniela | acao=escreveu o relatorio | valor=6982
linha=1420 | nome=Natalia | acao=executou o benchmark | valor=6995
linha=1421 | nome=Eduarda | acao=fez um experimento | valor=7732
linha=1422 | nome=Daniela | acao=analisou os resultados | valor=9241
linha=1423 | nome=Gabriela | acao=comparou as metricas | valor=5907
linha=1424 | nome=Natalia | acao=fez um experimento | valor=9275
linha=1425 | nome=Gabriela | acao=estudou computacao | valor=2059
linha=1426 | nome=Ana | acao=fez um experimento | valor=2129
linha=1427 | nome=Lucas | acao=escreveu o relatorio | valor=3742
linha=1428 | nome=Mariana | acao=comparou as metricas | valor=3883
linha=1429 | nome=Daniela | acao=otimizou o algoritmo | valor=5594
linha=1430 | nome=Ana | acao=escreveu o relatorio | valor=4019
linha=1431 | nome=Gabriela | acao=comparou as metricas | valor=2086
linha=1432 | nome=Natalia | acao=analisou os resultados | valor=2779
linha=1433 | nome=Paulo | acao=analisou os resultados | valor=5188
linha=1434 | nome=Ana | acao=otimizou o algoritmo | valor=4784
linha=1435 | nome=Helena | acao=comparou as metricas | valor=1907
linha=1436 | nome=Sofia | acao=otimizou o algoritmo | valor=9467
linha=1437 | nome=Mariana | acao=participou da aula | valor=5077
linha=1438 | nome=Gabriela | acao=analisou os resultados | valor=2678
linha=1439 | nome=Mariana | acao=comparou as metricas | valor=3572
linha=1440 | nome=Ana | acao=fez um experimento | valor=5030
linha=1441 | nome=Igor | acao=executou o benchmark | valor=6091
linha=1442 | nome=Karen | acao=estudou computacao | valor=3173
linha=1443 | nome=Renata | acao=executou o benchmark | valor=2341
linha=1444 | nome=Karen | acao=fez um experimento | valor=1582
linha=1445 | nome=Joao | acao=participou da aula | valor=7887
linha=1446 | nome=Tiago | acao=analisou os resultados | valor=6109
linha=1447 | nome=Gabriela | acao=estudou computacao | valor=3552
linha=1448 | nome=Gabriela | acao=analisou os resultados | valor=8081
linha=1449 | nome=Vitor | acao=escreveu o relatorio | valor=1109
linha=1450 | nome=Felipe | acao=otimizou o algoritmo | valor=2051
linha=1451 | nome=Lucas | acao=comparou as metricas | valor=8630
linha=1452 | nome=Gabriela | acao=participou da aula | valor=1241
linha=1453 | nome=Tiago | acao=estudou computacao | valor=4403
linha=1454 | nome=Carlos | acao=executou o benchmark | valor=6739
linha=1455 | nome=Sofia | acao=fez um experimento | valor=8394
linha=1456 | nome=Vitor | acao=estudou computacao | valor=6851
linha=1457 | nome=Gabriela | acao=participou da aula | valor=8857
linha=1458 | nome=Mariana | acao=executou o benchmark | valor=9048
linha=1459 | nome=Igor | acao=otimizou o algoritmo | valor=5675
linha=1460 | nome=Helena | acao=executou o benchmark | valor=7198
linha=1461 | nome=Sofia | acao=fez um experimento | valor=2701
linha=1462 | nome=Bruno | acao=otimizou o algoritmo | valor=5647
linha=1463 | nome=Paulo | acao=fez um experimento | valor=4588
linha=1464 | nome=Felipe | acao=participou da aula | valor=7380
linha=1465 | nome=Ana | acao=executou o benchmark | valor=7537
linha=1466 | nome=Igor | acao=fez um experimento | valor=7315
linha=1467 | nome=Eduarda | acao=participou da aula | valor=8913
linha=1468 | nome=Renata | acao=estudou computacao | valor=7269
linha=1469 | nome=Karen | acao=executou o benchmark | valor=8083
linha=1470 | nome=Felipe | acao=participou da aula | valor=5097
linha=1471 | nome=Renata | acao=estudou computacao | valor=8728
linha=1472 | nome=Paulo | acao=escreveu o relatorio | valor=6303
linha=1473 | nome=Tiago | acao=otimizou o algoritmo | valor=2704
linha=1474 | nome=Igor | acao=executou o benchmark | valor=3285
linha=1475 | nome=Vitor | acao=fez um experimento | valor=8168
linha=1476 | nome=Helena | acao=participou da aula | valor=2594
linha=1477 | nome=Renata | acao=executou o benchmark | valor=8966
linha=1478 | nome=Tiago | acao=executou o benchmark | valor=6796
linha=1479 | nome=Ana | acao=otimizou o algoritmo | valor=4794
linha=1480 | nome=Vitor | acao=comparou as metricas | valor=7753
linha=1481 | nome=Lucas | acao=estudou computacao | valor=3940
linha=1482 | nome=Igor | acao=comparou as metricas | valor=8865
linha=1483 | nome=Tiago | acao=fez um experimento | valor=3419
linha=1484 | nome=Bruno | acao=estudou computacao | valor=4988
linha=1485 | nome=Joao | acao=comparou as metricas | valor=6040
linha=1486 | nome=Otavio | acao=comparou as metricas | valor=3837
linha=1487 | nome=Helena | acao=analisou os resultados | valor=1435
linha=1488 | nome=Felipe | acao=analisou os resultados | valor=1041
linha=1489 | nome=Ana | acao=executou o benchmark | valor=2949
linha=1490 | nome=Ana | acao=participou da aula | valor=5621
linha=1491 | nome=Otavio | acao=estudou computacao | valor=8918
linha=1492 | nome=Carlos | acao=escreveu o relatorio | valor=3217
linha=1493 | nome=Karen | acao=executou o benchmark | valor=3807
linha=1494 | nome=Felipe | acao=executou o benchmark | valor=2696
linha=1495 | nome=Vitor | acao=otimizou o algoritmo | valor=3564
linha=1496 | nome=Lucas | acao=participou da aula | valor=3519
linha=1497 | nome=Igor | acao=escreveu o relatorio | valor=3876
linha=1498 | nome=Igor | acao=executou o benchmark | valor=6769
linha=1499 | nome=Otavio | acao=escreveu o relatorio | valor=2414
linha=1500 | nome=Renata | acao=analisou os resultados | valor=2125
linha=1501 | nome=Mariana | acao=executou o benchmark | valor=1496
linha=1502 | nome=Daniela | acao=estudou computacao | valor=7887
linha=1503 | nome=Gabriela | acao=comparou as metricas | valor=8471
linha=1504 | nome=Tiago | acao=fez um experimento | valor=7255
linha=1505 | nome=Renata | acao=participou da aula | valor=9805
linha=1506 | nome=Vitor | acao=estudou computacao | valor=9501
linha=1507 | nome=Renata | acao=participou da aula | valor=3892
linha=1508 | nome=Joao | acao=estudou computacao | valor=1986
linha=1509 | nome=Helena | acao=comparou as metricas | valor=1717
linha=1510 | nome=Carlos | acao=escreveu o relatorio | valor=3116
linha=1511 | nome=Igor | acao=executou o benchmark | valor=9217
linha=1512 | nome=Vitor | acao=participou da aula | valor=6358
linha=1513 | nome=Ana | acao=participou da aula | valor=6261
linha=1514 | nome=Gabriela | acao=analisou os resultados | valor=6525
linha=1515 | nome=Lucas | acao=estudou computacao | valor=1257
linha=1516 | nome=Daniela | acao=analisou os resultados | valor=2614
linha=1517 | nome=Otavio | acao=estudou computacao | valor=7599
linha=1518 | nome=Helena | acao=estudou computacao | valor=4027
linha=1519 | nome=Ana | acao=analisou os resultados | valor=3442
linha=1520 | nome=Sofia | acao=fez um experimento | valor=5921
linha=1521 | nome=Igor | acao=comparou as metricas | valor=9028
linha=1522 | nome=Renata | acao=fez um experimento | valor=9262
linha=1523 | nome=Tiago | acao=comparou as metricas | valor=9314
linha=1524 | nome=Natalia | acao=executou o benchmark | valor=7146
linha=1525 | nome=Natalia | acao=comparou as metricas | valor=4156
linha=1526 | nome=Tiago | acao=otimizou o algoritmo | valor=5170
linha=1527 | nome=Renata | acao=escreveu o relatorio | valor=8738
linha=1528 | nome=Paulo | acao=estudou computacao | valor=3411
linha=1529 | nome=Daniela | acao=otimizou o algoritmo | valor=4259
linha=1530 | nome=Igor | acao=executou o benchmark | valor=8551
linha=1531 | nome=Igor | acao=escreveu o relatorio | valor=1637
linha=1532 | nome=Natalia | acao=comparou as metricas | valor=3087
linha=1533 | nome=Natalia | acao=analisou os resultados | valor=4529
linha=1534 | nome=Eduarda | acao=fez um experimento | valor=2603
linha=1535 | nome=Eduarda | acao=otimizou o algoritmo | valor=1245
linha=1536 | nome=Ana | acao=escreveu o relatorio | valor=2509
linha=1537 | nome=Daniela | acao=fez um experimento | valor=1870
linha=1538 | nome=Ana | acao=fez um experimento | valor=4690
linha=1539 | nome=Sofia | acao=executou o benchmark | valor=1835
linha=1540 | nome=Felipe | acao=participou da aula | valor=7776
linha=1541 | nome=Vitor | acao=escreveu o relatorio | valor=9144
linha=1542 | nome=Carlos | acao=fez um experimento | valor=4126
linha=1543 | nome=Karen | acao=estudou computacao | valor=9151
linha=1544 | nome=Igor | acao=analisou os resultados | valor=7564
linha=1545 | nome=Karen | acao=escreveu o relatorio | valor=4099
linha=1546 | nome=Carlos | acao=escreveu o relatorio | valor=8138
linha=1547 | nome=Helena | acao=analisou os resultados | valor=6916
linha=1548 | nome=Eduarda | acao=participou da aula | valor=4845
linha=1549 | nome=Natalia | acao=executou o benchmark | valor=4700
linha=1550 | nome=Joao | acao=comparou as metricas | valor=8249
linha=1551 | nome=Igor | acao=analisou os resultados | valor=5561
linha=1552 | nome=Carlos | acao=otimizou o algoritmo | valor=5320
linha=1553 | nome=Carlos | acao=escreveu o relatorio | valor=7001
linha=1554 | nome=Lucas | acao=estudou computacao | valor=5908
linha=1555 | nome=Gabriela | acao=analisou os resultados | valor=2805
linha=1556 | nome=Renata | acao=analisou os resultados | valor=5796
linha=1557 | nome=Otavio | acao=participou da aula | valor=9160
linha=1558 | nome=Gabriela | acao=escreveu o relatorio | valor=7618
linha=1559 | nome=Igor | acao=estudou computacao | valor=4042
linha=1560 | nome=Natalia | acao=executou o benchmark | valor=3338
linha=1561 | nome=Felipe | acao=comparou as metricas | valor=7481
linha=1562 | nome=Natalia | acao=participou da aula | valor=8561
linha=1563 | nome=Gabriela | acao=otimizou o algoritmo | valor=8044
linha=1564 | nome=Carlos | acao=escreveu o relatorio | valor=7503
linha=1565 | nome=Gabriela | acao=estudou computacao | valor=5995
linha=1566 | nome=Igor | acao=fez um experimento | valor=8281
linha=1567 | nome=Vitor | acao=participou da aula | valor=4294
linha=1568 | nome=Joao | acao=comparou as metricas | valor=6323
linha=1569 | nome=Gabriela | acao=comparou as metricas | valor=5928
linha=1570 | nome=Gabriela | acao=participou da aula | valor=7288
linha=1571 | nome=Felipe | acao=estudou computacao | valor=7489
linha=1572 | nome=Daniela | acao=escreveu o relatorio | valor=9538
linha=1573 | nome=Helena | acao=analisou os resultados | valor=1205
linha=1574 | nome=Paulo | acao=analisou os resultados | valor=1528
linha=1575 | nome=Karen | acao=executou o benchmark | valor=6450
linha=1576 | nome=Sofia | acao=otimizou o algoritmo | valor=7113
linha=1577 | nome=Felipe | acao=analisou os resultados | valor=2562
linha=1578 | nome=Natalia | acao=fez um experimento | valor=7989
linha=1579 | nome=Sofia | acao=escreveu o relatorio | valor=9655
linha=1580 | nome=Helena | acao=comparou as metricas | valor=6795
linha=1581 | nome=Bruno | acao=escreveu o relatorio | valor=3426
linha=1582 | nome=Eduarda | acao=escreveu o relatorio | valor=3116
linha=1583 | nome=Paulo | acao=executou o benchmark | valor=7933
linha=1584 | nome=Mariana | acao=escreveu o relatorio | valor=2018
linha=1585 | nome=Tiago | acao=estudou computacao | valor=4344
linha=1586 | nome=Natalia | acao=estudou computacao | valor=2054
linha=1587 | nome=Sofia | acao=analisou os resultados | valor=1904
linha=1588 | nome=Carlos | acao=fez um experimento | valor=5498
linha=1589 | nome=Paulo | acao=comparou as metricas | valor=8310
linha=1590 | nome=Paulo | acao=comparou as metricas | valor=1331
linha=1591 | nome=Sofia | acao=comparou as metricas | valor=9584
linha=1592 | nome=Tiago | acao=comparou as metricas | valor=9136
linha=1593 | nome=Vitor | acao=analisou os resultados | valor=5563
linha=1594 | nome=Paulo | acao=estudou computacao | valor=5242
linha=1595 | nome=Sofia | acao=analisou os resultados | valor=1101
linha=1596 | nome=Felipe | acao=participou da aula | valor=8241
linha=1597 | nome=Vitor | acao=participou da aula | valor=1160
linha=1598 | nome=Igor | acao=estudou computacao | valor=8565
linha=1599 | nome=Vitor | acao=comparou as metricas | valor=7495
linha=1600 | nome=Gabriela | acao=executou o benchmark | valor=3237
linha=1601 | nome=Igor | acao=fez um experimento | valor=6230
linha=1602 | nome=Tiago | acao=estudou computacao | valor=1514
linha=1603 | nome=Joao | acao=comparou as metricas | valor=7395
linha=1604 | nome=Daniela | acao=executou o benchmark | valor=2875
linha=1605 | nome=Sofia | acao=otimizou o algoritmo | valor=5551
linha=1606 | nome=Lucas | acao=executou o benchmark | valor=7981
linha=1607 | nome=Igor | acao=fez um experimento | valor=9165
linha=1608 | nome=Daniela | acao=fez um experimento | valor=4902
linha=1609 | nome=Tiago | acao=executou o benchmark | valor=4247
linha=1610 | nome=Otavio | acao=otimizou o algoritmo | valor=7250
linha=1611 | nome=Gabriela | acao=participou da aula | valor=4606
linha=1612 | nome=Tiago | acao=otimizou o algoritmo | valor=7190
linha=1613 | nome=Paulo | acao=otimizou o algoritmo | valor=4159
linha=1614 | nome=Igor | acao=comparou as metricas | valor=3519
linha=1615 | nome=Sofia | acao=comparou as metricas | valor=2147
linha=1616 | nome=Renata | acao=executou o benchmark | valor=2050
linha=1617 | nome=Natalia | acao=analisou os resultados | valor=5902
linha=1618 | nome=Paulo | acao=analisou os resultados | valor=8799
linha=1619 | nome=Igor | acao=comparou as metricas | valor=9162
linha=1620 | nome=Renata | acao=estudou computacao | valor=5506
linha=1621 | nome=Karen | acao=estudou computacao | valor=7156
linha=1622 | nome=Paulo | acao=fez um experimento | valor=4249
linha=1623 | nome=Felipe | acao=estudou computacao | valor=7089
linha=1624 | nome=Bruno | acao=executou o benchmark | valor=1410
linha=1625 | nome=Eduarda | acao=estudou computacao | valor=1484
linha=1626 | nome=Bruno | acao=analisou os resultados | valor=1759
linha=1627 | nome=Mariana | acao=otimizou o algoritmo | valor=8972
linha=1628 | nome=Ana | acao=escreveu o relatorio | valor=4105
linha=1629 | nome=Daniela | acao=analisou os resultados | valor=2885
linha=1630 | nome=Carlos | acao=escreveu o relatorio | valor=8596
linha=1631 | nome=Igor | acao=escreveu o relatorio | valor=4946
linha=1632 | nome=Natalia | acao=analisou os resultados | valor=9840
linha=1633 | nome=Vitor | acao=analisou os resultados | valor=3412
linha=1634 | nome=Vitor | acao=participou da aula | valor=7942
linha=1635 | nome=Daniela | acao=escreveu o relatorio | valor=5869
linha=1636 | nome=Natalia | acao=escreveu o relatorio | valor=6910
linha=1637 | nome=Karen | acao=executou o benchmark | valor=1842
linha=1638 | nome=Daniela | acao=comparou as metricas | valor=7002
linha=1639 | nome=Mariana | acao=escreveu o relatorio | valor=5796
linha=1640 | nome=Mariana | acao=fez um experimento | valor=5785
linha=1641 | nome=Igor | acao=comparou as metricas | valor=8533
linha=1642 | nome=Otavio | acao=escreveu o relatorio | valor=2013
linha=1643 | nome=Natalia | acao=comparou as metricas | valor=8871
linha=1644 | nome=Vitor | acao=otimizou o algoritmo | valor=5608
linha=1645 | nome=Mariana | acao=fez um experimento | valor=1616
linha=1646 | nome=Vitor | acao=comparou as metricas | valor=4991
linha=1647 | nome=Tiago | acao=executou o benchmark | valor=7577
linha=1648 | nome=Bruno | acao=escreveu o relatorio | valor=5758
linha=1649 | nome=Carlos | acao=fez um experimento | valor=8988
linha=1650 | nome=Tiago | acao=executou o benchmark | valor=2101
linha=1651 | nome=Helena | acao=participou da aula | valor=7386
linha=1652 | nome=Joao | acao=analisou os resultados | valor=1789
linha=1653 | nome=Igor | acao=fez um experimento | valor=3438
linha=1654 | nome=Helena | acao=otimizou o algoritmo | valor=1007
linha=1655 | nome=Ana | acao=analisou os resultados | valor=1668
linha=1656 | nome=Gabriela | acao=escreveu o relatorio | valor=5312
linha=1657 | nome=Paulo | acao=estudou computacao | valor=6527
linha=1658 | nome=Paulo | acao=estudou computacao | valor=7579
linha=1659 | nome=Felipe | acao=participou da aula | valor=5025
linha=1660 | nome=Otavio | acao=fez um experimento | valor=5019
linha=1661 | nome=Joao | acao=fez um experimento | valor=2915
linha=1662 | nome=Otavio | acao=executou o benchmark | valor=3193
linha=1663 | nome=Lucas | acao=estudou computacao | valor=8374
linha=1664 | nome=Gabriela | acao=executou o benchmark | valor=8125
linha=1665 | nome=Gabriela | acao=executou o benchmark | valor=6979
