linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=1237
linha=804 | nome=Bruno | acao=analisou os resultados | valor=9479
linha=805 | nome=Vitor | acao=escreveu o relatorio | valor=6845
linha=806 | nome=Helena | acao=escreveu o relatorio | valor=6021
linha=807 | nome=Mariana | acao=executou o benchmark | valor=5585
linha=808 | nome=Igor | acao=participou da aula | valor=4703
linha=809 | nome=Eduarda | acao=executou o benchmark | valor=5225
linha=810 | nome=Mariana | acao=escreveu o relatorio | valor=1141
linha=811 | nome=Igor | acao=fez um experimento | valor=7421
linha=812 | nome=Natalia | acao=fez um experimento | valor=8144
linha=813 | nome=Ana | acao=otimizou o algoritmo | valor=9500
linha=814 | nome=Otavio | acao=executou o benchmark | valor=7812
linha=815 | nome=Karen | acao=escreveu o relatorio | valor=2241
linha=816 | nome=Igor | acao=participou da aula | valor=7889
linha=817 | nome=Bruno | acao=estudou computacao | valor=1758
linha=818 | nome=Vitor | acao=comparou as metricas | valor=9948
linha=819 | nome=Gabriela | acao=estudou computacao | valor=2551
linha=820 | nome=Sofia | acao=escreveu o relatorio | valor=5407
linha=821 | nome=Otavio | acao=estudou computacao | valor=9147
linha=822 | nome=Natalia | acao=escreveu o relatorio | valor=3770
linha=823 | nome=Joao | acao=estudou computacao | valor=1096
linha=824 | nome=Sofia | acao=estudou computacao | valor=1161
linha=825 | nome=Mariana | acao=fez um experimento | valor=8243
linha=826 | nome=Carlos | acao=comparou as metricas | valor=8474
linha=827 | nome=Gabriela | acao=participou da aula | valor=8402
linha=828 | nome=Paulo | acao=fez um experimento | valor=6341
linha=829 | nome=Karen | acao=escreveu o relatorio | valor=8082
linha=830 | nome=Paulo | acao=otimizou o algoritmo | valor=8850
linha=831 | nome=Otavio | acao=comparou as metricas | valor=3030
linha=832 | nome=Felipe | acao=executou o benchmark | valor=4459
linha=833 | nome=Helena | acao=otimizou o algoritmo | valor=4534
linha=834 | nome=Daniela | acao=analisou os resultados | valor=9996
linha=835 | nome=Ana | acao=analisou os resultados | valor=3165
linha=836 | nome=Joao | acao=participou da aula | valor=6655
linha=837 | nome=Mariana | acao=fez um experimento | valor=8018
linha=838 | nome=Felipe | acao=participou da aula | valor=4772
linha=839 | nome=Karen | acao=executou o benchmark | valor=3326
linha=840 | nome=Otavio | acao=participou da aula | valor=2027
linha=841 | nome=Natalia | acao=escreveu o relatorio | valor=1847
linha=842 | nome=Vitor | acao=participou da aula | valor=3048
linha=843 | nome=Sofia | acao=comparou as metricas | valor=6679
linha=844 | nome=Lucas | acao=otimizou o algoritmo | valor=6736
linha=845 | nome=Felipe | acao=fez um experimento | valor=3569
linha=846 | nome=Mariana | acao=comparou as metricas | valor=2946
linha=847 | nome=Karen | acao=participou da aula | valor=6259
linha=848 | nome=Igor | acao=estudou computacao | valor=6692
linha=849 | nome=Helena | acao=executou o benchmark | valor=2585
linha=850 | nome=Bruno | acao=analisou os resultados | valor=7584
linha=851 | nome=Otavio | acao=comparou as metricas | valor=2713
linha=852 | nome=Eduarda | acao=otimizou o algoritmo | valor=1467
linha=853 | nome=Lucas | acao=escreveu o relatorio | valor=6669
linha=854 | nome=Felipe | acao=analisou os resultados | valor=9314
linha=855 | nome=Natalia | acao=escreveu o relatorio | valor=3282
linha=856 | nome=Joao | acao=executou o benchmark | valor=5762
linha=857 | nome=Eduarda | acao=executou o benchmark | valor=7609
linha=858 | nome=Karen | acao=escreveu o relatorio | valor=2599
linha=859 | nome=Sofia | acao=participou da aula | valor=8867
linha=860 | nome=Otavio | acao=analisou os resultados | valor=3497
linha=861 | nome=Otavio | acao=estudou computacao | valor=1349
linha=862 | nome=Otavio | acao=fez um experimento | valor=5933
linha=863 | nome=Sofia | acao=comparou as metricas | valor=7489
linha=864 | nome=Joao | acao=participou da aula | valor=1338
linha=865 | nome=Igor | acao=otimizou o algoritmo | valor=6866
linha=866 | nome=Sofia | acao=comparou as metricas | valor=5713
linha=867 | nome=Joao | acao=executou o benchmark | valor=5627
linha=868 | nome=Helena | acao=otimizou o algoritmo | valor=1462
linha=869 | nome=Gabriela | acao=estudou computacao | valor=6042
linha=870 | nome=Bruno | acao=executou o benchmark | valor=5896
linha=871 | nome=Vitor | acao=escreveu o relatorio | valor=3810
linha=872 | nome=Helena | acao=escreveu o relatorio | valor=7002
linha=873 | nome=Mariana | acao=fez um experimento | valor=5024
linha=874 | nome=Gabriela | acao=analisou os resultados | valor=5295
linha=875 | nome=Gabriela | acao=fez um experimento | valor=2776
linha=876 | nome=Felipe | acao=analisou os resultados | valor=9278
linha=877 | nome=Bruno | acao=analisou os resultados | valor=1817
linha=878 | nome=Otavio | acao=executou o benchmark | valor=3751
linha=879 | nome=Lucas | acao=executou o benchmark | valor=7474
linha=880 | nome=Natalia | acao=analisou os resultados | valor=6081
linha=881 | nome=Karen | acao=otimizou o algoritmo | valor=1939
linha=882 | nome=Natalia | acao=fez um experimento | valor=1926
linha=883 | nome=Paulo | acao=comparou as metricas | valor=9203
linha=884 | nome=Daniela | acao=escreveu o relatorio | valor=1447
linha=885 | nome=Paulo | acao=analisou os resultados | valor=9877
linha=886 | nome=Carlos | acao=comparou as metricas | valor=5341
linha=887 | nome=Bruno | acao=fez um experimento | valor=8320
linha=888 | nome=Mariana | acao=analisou os resultados | valor=2128
linha=889 | nome=Carlos | acao=analisou os resultados | valor=1904
linha=890 | nome=Gabriela | acao=estudou computacao | valor=1619
linha=891 | nome=Igor | acao=executou o benchmark | valor=9465
linha=892 | nome=Natalia | acao=executou o benchmark | valor=6180
linha=893 | nome=Renata | acao=comparou as metricas | valor=4271
linha=894 | nome=Daniela | acao=analisou os resultados | valor=4336
linha=895 | nome=Natalia | acao=otimizou o algoritmo | valor=9809
linha=896 | nome=Bruno | acao=participou da aula | valor=3820
linha=897 | nome=Vitor | acao=participou da aula | valor=1099
linha=898 | nome=Felipe | acao=estudou computacao | valor=4573
linha=899 | nome=Otavio | acao=executou o benchmark | valor=3322
linha=900 | nome=Bruno | acao=estudou computacao | valor=3756
linha=901 | nome=Sofia | acao=analisou os resultados | valor=3560
linha=902 | nome=Joao | acao=executou o benchmark | valor=1278
linha=903 | nome=Daniela | acao=escreveu o relatorio | valor=1266
linha=904 | nome=Renata | acao=executou o benchmark | valor=5317
linha=905 | nome=Gabriela | acao=participou da aula | valor=4727
linha=906 | nome=Sofia | acao=fez um experimento | valor=9224
linha=907 | nome=Helena | acao=estudou computacao | valor=9269
linha=908 | nome=Karen | acao=analisou os resultados | valor=1679
linha=909 | nome=Felipe | acao=analisou os resultados | valor=5417
linha=910 | nome=Carlos | acao=escreveu o relatorio | valor=8606
linha=911 | nome=Mariana | acao=fez um experimento | valor=2431
linha=912 | nome=Karen | acao=otimizou o algoritmo | valor=4892
linha=913 | nome=Paulo | acao=analisou os resultados | valor=8628
linha=914 | nome=Felipe | acao=escreveu o relatorio | valor=8262
linha=915 | nome=Vitor | acao=executou o benchmark | valor=4382
linha=916 | nome=Renata | acao=otimizou o algoritmo | valor=3937
linha=917 | nome=Sofia | acao=fez um experimento | valor=5981
linha=918 | nome=Natalia | acao=estudou computacao | valor=8274
linha=919 | nome=Mariana | acao=executou o benchmark | valor=6251
linha=920 | nome=Tiago | acao=participou da aula | valor=6814
linha=921 | nome=Ana | acao=executou o benchmark | valor=2682
linha=922 | nome=Mariana | acao=escreveu o relatorio | valor=1647
linha=923 | nome=Felipe | acao=participou da aula | valor=3161
linha=924 | nome=Paulo | acao=analisou os resultados | valor=7153
linha=925 | nome=Tiago | acao=escreveu o relatorio | valor=8813
linha=926 | nome=Igor | acao=estudou computacao | valor=8087
linha=927 | nome=Daniela | acao=analisou os resultados | valor=4931
linha=928 | nome=Felipe | acao=escreveu o relatorio | valor=5737
linha=929 | nome=Mariana | acao=comparou as metricas | valor=9739
linha=930 | nome=Mariana | acao=otimizou o algoritmo | valor=2515
linha=931 | nome=Sofia | acao=comparou as metricas | valor=6780
linha=932 | nome=Otavio | acao=executou o benchmark | valor=6789
linha=933 | nome=Sofia | acao=analisou os resultados | valor=9975
linha=934 | nome=Renata | acao=analisou os resultados | valor=3682
linha=935 | nome=Karen | acao=otimizou o algoritmo | valor=1468
linha=936 | nome=Otavio | acao=escreveu o relatorio | valor=3712
linha=937 | nome=Bruno | acao=executou o benchmark | valor=8262
linha=938 | nome=Lucas | acao=escreveu o relatorio | valor=6890
linha=939 | nome=Bruno | acao=escreveu o relatorio | valor=9171
linha=940 | nome=Helena | acao=fez um experimento | valor=3670
linha=941 | nome=Bruno | acao=estudou computacao | valor=7665
linha=942 | nome=Mariana | acao=analisou os resultados | valor=1226
linha=943 | nome=Carlos | acao=fez um experimento | valor=3240
linha=944 | nome=Igor | acao=participou da aula | valor=2885
linha=945 | nome=Karen | acao=participou da aula | valor=6974
linha=946 | nome=Joao | acao=fez um experimento | valor=9950
linha=947 | nome=Natalia | acao=executou o benchmark | valor=1460
linha=948 | nome=Felipe | acao=executou o benchmark | valor=5183
linha=949 | nome=Daniela | acao=executou o benchmark | valor=7763
linha=950 | nome=Sofia | acao=executou o benchmark | valor=5711
linha=951 | nome=Mariana | acao=estudou computacao | valor=4533
linha=952 | nome=Bruno | acao=executou o benchmark | valor=7471
linha=953 | nome=Vitor | acao=executou o benchmark | valor=7455
linha=954 | nome=Ana | acao=otimizou o algoritmo | valor=2774
linha=955 | nome=Karen | acao=participou da aula | valor=3284
linha=956 | nome=Sofia | acao=participou da aula | valor=6103
linha=957 | nome=Eduarda | acao=fez um experimento | valor=1600
linha=958 | nome=Otavio | acao=fez um experimento | valor=5053
linha=959 | nome=Sofia | acao=escreveu o relatorio | valor=2362
linha=960 | nome=Helena | acao=executou o benchmark | valor=6570
linha=961 | nome=Ana | acao=fez um experimento | valor=4509
linha=962 | nome=Bruno | acao=executou o benchmark | valor=5645
linha=963 | nome=Renata | acao=escreveu o relatorio | valor=4541
linha=964 | nome=Renata | acao=participou da aula | valor=8070
linha=965 | nome=Otavio | acao=escreveu o relatorio | valor=5717
linha=966 | nome=Karen | acao=participou da aula | valor=8205
linha=967 | nome=Helena | acao=estudou computacao | valor=2581
linha=968 | nome=Ana | acao=participou da aula | valor=4096
linha=969 | nome=Ana | acao=estudou computacao | valor=8767
linha=970 | nome=Mariana | acao=participou da aula | valor=9549
linha=971 | nome=Igor | acao=analisou os resultados | valor=1708
linha=972 | nome=Otavio | acao=comparou as metricas | valor=8864
linha=973 | nome=Daniela | acao=analisou os resultados | valor=6160
linha=974 | nome=Paulo | acao=executou o benchmark | valor=9416
linha=975 | nome=Ana | acao=otimizou o algoritmo | valor=5145
linha=976 | nome=Mariana | acao=comparou as metricas | valor=5395
linha=977 | nome=Felipe | acao=estudou computacao | valor=6449
linha=978 | nome=Felipe | acao=comparou as metricas | valor=7474
linha=979 | nome=Daniela | acao=participou da aula | valor=6011
linha=980 | nome=Sofia | acao=escreveu o relatorio | valor=6667
linha=981 | nome=Ana | acao=fez um experimento | valor=3042
linha=982 | nome=Bruno | acao=fez um experimento | valor=7794
linha=983 | nome=Ana | acao=participou da aula | valor=5394
linha=984 | nome=Sofia | acao=comparou as metricas | valor=9780
linha=985 | nome=Paulo | acao=fez um experimento | valor=2679
linha=986 | nome=Helena | acao=executou o benchmark | valor=8740
linha=987 | nome=Gabriela | acao=executou o benchmark | valor=1366
linha=988 | nome=Lucas | acao=analisou os resultados | valor=9775
linha=989 | nome=Vitor | acao=executou o benchmark | valor=2900
linha=990 | nome=Gabriela | acao=fez um experimento | valor=9064
linha=991 | nome=Renata | acao=fez um experimento | valor=2384
linha=992 | nome=Eduarda | acao=otimizou o algoritmo | valor=8325
linha=993 | nome=Vitor | acao=estudou computacao | valor=1076
linha=994 | nome=Natalia | acao=fez um experimento | valor=7118
linha=995 | nome=Felipe | acao=fez um experimento | valor=6916
linha=996 | nome=Ana | acao=escreveu o relatorio | valor=9686
linha=997 | nome=Ana | acao=fez um experimento | valor=4558
linha=998 | nome=Renata | acao=analisou os resultados | valor=5523
linha=999 | nome=Daniela | acao=analisou os resultados | valor=6947
linha=1000 | nome=Mariana | acao=analisou os resultados | valor=4157
linha=1001 | nome=Vitor | acao=escreveu o relatorio | valor=6686
linha=1002 | nome=Mariana | acao=analisou os resultados | valor=8976
linha=1003 | nome=Gabriela | acao=otimizou o algoritmo | valor=3734
linha=1004 | nome=Igor | acao=executou o benchmark | valor=1835
linha=1005 | nome=Renata | acao=estudou computacao | valor=2790
linha=1006 | nome=Tiago | acao=comparou as metricas | valor=5631
linha=1007 | nome=Karen | acao=estudou computacao | valor=3010
linha=1008 | nome=Helena | acao=fez um experimento | valor=9328
linha=1009 | nome=Renata | acao=fez um experimento | valor=6293
linha=1010 | nome=Igor | acao=analisou os resultados | valor=9934
linha=1011 | nome=Vitor | acao=comparou as metricas | valor=7709
linha=1012 | nome=Bruno | acao=fez um experimento | valor=8918
linha=1013 | nome=Mariana | acao=escreveu o relatorio | valor=2299
linha=1014 | nome=Ana | acao=comparou as metricas | valor=6626
linha=1015 | nome=Felipe | acao=fez um experimento | valor=2191
linha=1016 | nome=Tiago | acao=otimizou o algoritmo | valor=4173
linha=1017 | nome=Gabriela | acao=fez um experimento | valor=3606
linha=1018 | nome=Daniela | acao=executou o benchmark | valor=9777
linha=1019 | nome=Vitor | acao=participou da aula | valor=1956
linha=1020 | nome=Mariana | acao=executou o benchmark | valor=6175
linha=1021 | nome=Vitor | acao=otimizou o algoritmo | valor=7185
linha=1022 | nome=Otavio | acao=participou da aula | valor=5113
linha=1023 | nome=Ana | acao=comparou as metricas | valor=8842
linha=1024 | nome=Ana | acao=analisou os resultados | valor=5349
linha=1025 | nome=Joao | acao=fez um experimento | valor=3372
linha=1026 | nome=Karen | acao=comparou as metricas | valor=7725
linha=1027 | nome=Karen | acao=fez um experimento | valor=2736
linha=1028 | nome=Otavio | acao=analisou os resultados | valor=6791
linha=1029 | nome=Eduarda | acao=otimizou o algoritmo | valor=9312
linha=1030 | nome=Daniela | acao=otimizou o algoritmo | valor=2994
linha=1031 | nome=Paulo | acao=comparou as metricas | valor=2691
linha=1032 | nome=Sofia | acao=analisou os resultados | valor=7618
linha=1033 | nome=Renata | acao=otimizou o algoritmo | valor=1637
linha=1034 | nome=Carlos | acao=estudou computacao | valor=5942
linha=1035 | nome=Mariana | acao=executou o benchmark | valor=7477
linha=1036 | nome=Otavio | acao=otimizou o algoritmo | valor=5310
linha=1037 | nome=Renata | acao=estudou computacao | valor=6938
linha=1038 | nome=Daniela | acao=otimizou o algoritmo | valor=5162
linha=1039 | nome=Eduarda | acao=otimizou o algoritmo | valor=2087
linha=1040 | nome=Gabriela | acao=escreveu o relatorio | valor=2811
linha=1041 | nome=Renata | acao=comparou as metricas | valor=4561
linha=1042 | nome=Otavio | acao=participou da aula | valor=9430
linha=1043 | nome=Carlos | acao=escreveu o relatorio | valor=1170
linha=1044 | nome=Lucas | acao=otimizou o algoritmo | valor=3711
linha=1045 | nome=Mariana | acao=otimizou o algoritmo | valor=7024
linha=1046 | nome=Sofia | acao=fez um experimento | valor=6306
linha=1047 | nome=Eduarda | acao=analisou os resultados | valor=3989
linha=1048 | nome=Otavio | acao=participou da aula | valor=2768
linha=1049 | nome=Helena | acao=comparou as metricas | valor=9888
linha=1050 | nome=Gabriela | acao=fez um experimento | valor=8447
linha=1051 | nome=Carlos | acao=estudou computacao | valor=7241
linha=1052 | nome=Tiago | acao=comparou as metricas | valor=1836
linha=1053 | nome=Joao | acao=executou o benchmark | valor=6217
linha=1054 | nome=Daniela | acao=otimizou o algoritmo | valor=4561
linha=1055 | nome=Felipe | acao=estudou computacao | valor=7171
linha=1056 | nome=Mariana | acao=escreveu o relatorio | valor=6883
linha=1057 | nome=Tiago | acao=analisou os resultados | valor=6472
linha=1058 | nome=Mariana | acao=participou da aula | valor=9537
linha=1059 | nome=Ana | acao=estudou computacao | valor=9704
linha=1060 | nome=Bruno | acao=otimizou o algoritmo | valor=7047
linha=1061 | nome=Lucas | acao=otimizou o algoritmo | valor=2336
linha=1062 | nome=Mariana | acao=executou o benchmark | valor=1865
linha=1063 | nome=Gabriela | acao=fez um experimento | valor=7557
linha=1064 | nome=Igor | acao=otimizou o algoritmo | valor=4264
linha=1065 | nome=Sofia | acao=analisou os resultados | valor=8658
linha=1066 | nome=Helena | acao=otimizou o algoritmo | valor=7808
linha=1067 | nome=Felipe | acao=participou da aula | valor=3228
linha=1068 | nome=Daniela | acao=fez um experimento | valor=6456
linha=1069 | nome=Lucas | acao=escreveu o relatorio | valor=8366
linha=1070 | nome=Gabriela | acao=participou da aula | valor=6533
linha=1071 | nome=Joao | acao=participou da aula | valor=5460
linha=1072 | nome=Helena | acao=escreveu o relatorio | valor=3153
linha=1073 | nome=Daniela | acao=escreveu o relatorio | valor=6653
linha=1074 | nome=Tiago | acao=analisou os resultados | valor=7359
linha=1075 | nome=Karen | acao=escreveu o relatorio | valor=6264
linha=1076 | nome=Tiago | acao=otimizou o algoritmo | valor=9598
linha=1077 | nome=Mariana | acao=executou o benchmark | valor=4827
linha=1078 | nome=Tiago | acao=estudou computacao | valor=4034
linha=1079 | nome=Natalia | acao=estudou computacao | valor=6534
linha=1080 | nome=Tiago | acao=comparou as metricas | valor=7238
linha=1081 | nome=Gabriela | acao=estudou computacao | valor=2009
linha=1082 | nome=Ana | acao=participou da aula | valor=5480
linha=1083 | nome=Renata | acao=otimizou o algoritmo | valor=6046
linha=1084 | nome=Helena | acao=executou o benchmark | valor=5077
linha=1085 | nome=Bruno | acao=executou o benchmark | valor=1444
linha=1086 | nome=Mariana | acao=participou da aula | valor=2525
linha=1087 | nome=Tiago | acao=participou da aula | valor=2829
linha=1088 | nome=Ana | acao=escreveu o relatorio | valor=5235
linha=1089 | nome=Mariana | acao=comparou as metricas | valor=7882
linha=1090 | nome=Igor | acao=executou o benchmark | valor=8115
linha=1091 | nome=Mariana | acao=comparou as metricas | valor=8393
linha=1092 | nome=Vitor | acao=executou o benchmark | valor=5601
linha=1093 | nome=Karen | acao=estudou computacao | valor=8776
linha=1094 | nome=Carlos | acao=participou da aula | valor=3721
linha=1095 | nome=Vitor | acao=otimizou o algoritmo | valor=2958
linha=1096 | nome=Daniela | acao=fez um experimento | valor=5334
linha=1097 | nome=Gabriela | acao=fez um experimento | valor=2625
linha=1098 | nome=Helena | acao=escreveu o relatorio | valor=3102
linha=1099 | nome=Paulo | acao=escreveu o relatorio | valor=4353
linha=1100 | nome=Eduarda | acao=estudou computacao | valor=3137
linha=1101 | nome=Carlos | acao=analisou os resultados | valor=7793
linha=1102 | nome=Igor | acao=analisou os resultados | valor=3075
linha=1103 | nome=Karen | acao=analisou os resultados | valor=6650
linha=1104 | nome=Renata | acao=executou o benchmark | valor=4067
linha=1105 | nome=Felipe | acao=fez um experimento | valor=4747
linha=1106 | nome=Helena | acao=executou o benchmark | valor=4290
linha=1107 | nome=Eduarda | acao=fez um experimento | valor=5284
linha=1108 | nome=Sofia | acao=fez um experimento | valor=1552
linha=1109 | nome=Daniela | acao=escreveu o relatorio | valor=9133
linha=1110 | nome=Felipe | acao=executou o benchmark | valor=1571
linha=1111 | nome=Gabriela | acao=participou da aula | valor=1530
linha=1112 | nome=Helena | acao=executou o benchmark | valor=4577
linha=1113 | nome=Ana | acao=otimizou o algoritmo | valor=9208
linha=1114 | nome=Gabriela | acao=otimizou o algoritmo | valor=7594
linha=1115 | nome=Tiago | acao=estudou computacao | valor=4651
linha=1116 | nome=Tiago | acao=comparou as metricas | valor=8183
linha=1117 | nome=Ana | acao=participou da aula | valor=7290
linha=1118 | nome=Helena | acao=escreveu o relatorio | valor=9522
linha=1119 | nome=Sofia | acao=executou o benchmark | valor=8032
linha=1120 | nome=Felipe | acao=estudou computacao | valor=3128
linha=1121 | nome=Vitor | acao=escreveu o relatorio | valor=9943
linha=1122 | nome=Felipe | acao=otimizou o algoritmo | valor=9112
linha=1123 | nome=Otavio | acao=fez um experimento | valor=4535
linha=1124 | nome=Tiago | acao=executou o benchmark | valor=5362
linha=1125 | nome=Otavio | acao=estudou computacao | valor=2954
linha=1126 | nome=Karen | acao=otimizou o algoritmo | valor=4341
linha=1127 | nome=Daniela | acao=analisou os resultados | valor=2249
linha=1128 | nome=Carlos | acao=executou o benchmark | valor=3272
linha=1129 | nome=Felipe | acao=participou da aula | valor=5499
linha=1130 | nome=Karen | acao=otimizou o algoritmo | valor=1353
linha=1131 | nome=Carlos | acao=otimizou o algoritmo | valor=2423
linha=1132 | nome=Joao | acao=comparou as metricas | valor=1597
linha=1133 | nome=Igor | acao=participou da aula | valor=6466
linha=1134 | nome=Renata | acao=executou o benchmark | valor=8152
linha=1135 | nome=Eduarda | acao=participou da aula | valor=1187
linha=1136 | nome=Mariana | acao=comparou as metricas | valor=7147
linha=1137 | nome=Carlos | acao=estudou computacao | valor=1532
linha=1138 | nome=Daniela | acao=participou da aula | valor=4137
linha=1139 | nome=Tiago | acao=otimizou o algoritmo | valor=7760
linha=1140 | nome=Sofia | acao=analisou os resultados | valor=4566
linha=1141 | nome=Sofia | acao=estudou computacao | valor=5355
linha=1142 | nome=Otavio | acao=participou da aula | valor=8586
linha=1143 | nome=Eduarda | acao=executou o benchmark | valor=4962
linha=1144 | nome=Gabriela | acao=otimizou o algoritmo | valor=9654
linha=1145 | nome=Gabriela | acao=analisou os resultados | valor=6036
linha=1146 | nome=Gabriela | acao=comparou as metricas | valor=3994
linha=1147 | nome=Felipe | acao=escreveu o relatorio | valor=4617
linha=1148 | nome=Daniela | acao=analisou os resultados | valor=8822
linha=1149 | nome=Karen | acao=otimizou o algoritmo | valor=6695
linha=1150 | nome=Otavio | acao=escreveu o relatorio | valor=3047
linha=1151 | nome=Joao | acao=participou da aula | valor=9624
linha=1152 | nome=Mariana | acao=fez um experimento | valor=2559
linha=1153 | nome=Natalia | acao=otimizou o algoritmo | valor=5680
linha=1154 | nome=Natalia | acao=comparou as metricas | valor=2848
linha=1155 | nome=Eduarda | acao=fez um experimento | valor=4020
linha=1156 | nome=Natalia | acao=comparou as metricas | valor=9547
linha=1157 | nome=Daniela | acao=executou o benchmark | valor=1757
linha=1158 | nome=Daniela | acao=otimizou o algoritmo | valor=4484
linha=1159 | nome=Joao | acao=analisou os resultados | valor=6601
linha=1160 | nome=Karen | acao=analisou os resultados | valor=4175
linha=1161 | nome=Gabriela | acao=comparou as metricas | valor=5592
linha=1162 | nome=Felipe | acao=participou da aula | valor=6354
linha=1163 | nome=Sofia | acao=fez um experimento | valor=4336
linha=1164 | nome=Vitor | acao=otimizou o algoritmo | valor=8390
linha=1165 | nome=Joao | acao=escreveu o relatorio | valor=3733
linha=1166 | nome=Helena | acao=participou da aula | valor=8825
linha=1167 | nome=Karen | acao=estudou computacao | valor=9662
linha=1168 | nome=Tiago | acao=analisou os resultados | valor=7585
linha=1169 | nome=Bruno | acao=analisou os resultados | valor=6544
linha=1170 | nome=Felipe | acao=executou o benchmark | valor=2976
linha=1171 | nome=Paulo | acao=analisou os resultados | valor=5395
linha=1172 | nome=Mariana | acao=escreveu o relatorio | valor=8128
linha=1173 | nome=Lucas | acao=fez um experimento | valor=3563
linha=1174 | nome=Daniela | acao=fez um experimento | valor=4791
linha=1175 | nome=Mariana | acao=fez um experimento | valor=4879
linha=1176 | nome=Lucas | acao=otimizou o algoritmo | valor=4112
linha=1177 | nome=Bruno | acao=analisou os resultados | valor=8722
linha=1178 | nome=Bruno | acao=participou da aula | valor=2248
linha=1179 | nome=Sofia | acao=participou da aula | valor=8646
linha=1180 | nome=Vitor | acao=escreveu o relatorio | valor=5200
linha=1181 | nome=Tiago | acao=escreveu o relatorio | valor=6286
linha=1182 | nome=Daniela | acao=estudou computacao | valor=2477
linha=1183 | nome=Lucas | acao=comparou as metricas | valor=4878
linha=1184 | nome=Paulo | acao=participou da aula | valor=1643
linha=1185 | nome=Ana | acao=otimizou o algoritmo | valor=4826
linha=1186 | nome=Carlos | acao=comparou as metricas | valor=4323
linha=1187 | nome=Carlos | acao=participou da aula | valor=3981
linha=1188 | nome=Paulo | acao=otimizou o algoritmo | valor=5660
linha=1189 | nome=Sofia | acao=analisou os resultados | valor=3107
linha=1190 | nome=Bruno | acao=executou o benchmark | valor=3188
linha=1191 | nome=Eduarda | acao=estudou computacao | valor=8628
linha=1192 | nome=Sofia | acao=comparou as metricas | valor=2112
linha=1193 | nome=Eduarda | acao=otimizou o algoritmo | valor=8459
linha=1194 | nome=Tiago | acao=escreveu o relatorio | valor=5017
linha=1195 | nome=Helena | acao=comparou as metricas | valor=9714
linha=1196 | nome=Igor | acao=participou da aula | valor=6222
linha=1197 | nome=Sofia | acao=executou o benchmark | valor=3854
linha=1198 | nome=Vitor | acao=analisou os resultados | valor=1846
linha=1199 | nome=Sofia | acao=fez um experimento | valor=6449
linha=1200 | nome=Igor | acao=fez um experimento | valor=3375
linha=1201 | nome=Felipe | acao=fez um experimento | valor=9940
linha=1202 | nome=Otavio | acao=fez um experimento | valor=3312
linha=1203 | nome=Karen | acao=comparou as metricas | valor=1890
linha=1204 | nome=Bruno | acao=estudou computacao | valor=7306
linha=1205 | nome=Tiago | acao=escreveu o relatorio | valor=9143
linha=1206 | nome=Sofia | acao=estudou computacao | valor=4080
linha=1207 | nome=Lucas | acao=executou o benchmark | valor=1191
linha=1208 | nome=Lucas | acao=estudou computacao | valor=8295
linha=1209 | nome=Carlos | acao=fez um experimento | valor=6235
linha=1210 | nome=Vitor | acao=estudou computacao | valor=1044
linha=1211 | nome=Otavio | acao=executou o benchmark | valor=6116
linha=1212 | nome=Renata | acao=participou da aula | valor=6100
linha=1213 | nome=Natalia | acao=participou da aula | valor=6972
linha=1214 | nome=Paulo | acao=otimizou o algoritmo | valor=8252
linha=1215 | nome=Karen | acao=otimizou o algoritmo | valor=2762
linha=1216 | nome=Carlos | acao=comparou as metricas | valor=7612
linha=1217 | nome=Otavio | acao=executou o benchmark | valor=7712
linha=1218 | nome=Tiago | acao=executou o benchmark | valor=3608
linha=1219 | nome=Mariana | acao=executou o benchmark | valor=4674
linha=1220 | nome=Lucas | acao=executou o benchmark | valor=7772
linha=1221 | nome=Lucas | acao=estudou computacao | valor=8451
linha=1222 | nome=Bruno | acao=estudou computacao | valor=9122
linha=1223 | nome=Lucas | acao=escreveu o relatorio | valor=4611
linha=1224 | nome=Felipe | acao=comparou as metricas | valor=2000
linha=1225 | nome=Karen | acao=participou da aula | valor=1040
linha=1226 | nome=Karen | acao=escreveu o relatorio | valor=9111
linha=1227 | nome=Gabriela | acao=executou o benchmark | valor=4648
linha=1228 | nome=Gabriela | acao=executou o benchmark | valor=1803
linha=1229 | nome=Mariana | acao=otimizou o algoritmo | valor=7756
linha=1230 | nome=Ana | acao=estudou computacao | valor=6284
linha=1231 | nome=Lucas | acao=otimizou o algoritmo | valor=2127
linha=1232 | nome=Carlos | acao=fez um experimento | valor=4080
linha=1233 | nome=Ana | acao=comparou as metricas | valor=8769
linha=1234 | nome=Felipe | acao=analisou os resultados | valor=9907
linha=1235 | nome=Sofia | acao=executou o benchmark | valor=8902
linha=1236 | nome=Lucas | acao=fez um experimento | valor=5029
linha=1237 | nome=Carlos | acao=executou o benchmark | valor=5072
linha=1238 | nome=Daniela | acao=executou o benchmark | valor=8154
linha=1239 | nome=Sofia | acao=escreveu o relatorio | valor=1500
linha=1240 | nome=Mariana | acao=executou o benchmark | valor=7784
linha=1241 | nome=Lucas | acao=comparou as metricas | valor=1941
linha=1242 | nome=Igor | acao=fez um experimento | valor=3358
linha=1243 | nome=Gabriela | acao=otimizou o algoritmo | valor=5520
linha=1244 | nome=Gabriela | acao=fez um experimento | valor=3641
linha=1245 | nome=Paulo | acao=escreveu o relatorio | valor=2107
linha=1246 | nome=Joao | acao=otimizou o algoritmo | valor=5003
