=== BUSCA SEQUENCIAL ===
Diretorio: data/txt
Nome buscado: Mariana
Algoritmo: KMP
Arquivos analisados: 12
Ocorrencias encontradas: 828
Tempo: 46,431 ms
Arquivo: data/txt/lote_1/dados_001.txt | Linha: 13 | Conteudo: linha=13 | nome=Mariana | acao=fez um experimento | valor=5094
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 47 | Conteudo: linha=47 | nome=Mariana | acao=analisou os resultados | valor=8568
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 75 | Conteudo: linha=75 | nome=Mariana | acao=estudou computacao | valor=2368
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 90 | Conteudo: linha=90 | nome=Mariana | acao=otimizou o algoritmo | valor=8945
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 92 | Conteudo: linha=92 | nome=Mariana | acao=comparou as metricas | valor=4940
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 96 | Conteudo: linha=96 | nome=Mariana | acao=executou o benchmark | valor=3265
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 121 | Conteudo: linha=121 | nome=Mariana | acao=fez um experimento | valor=2338
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 152 | Conteudo: linha=152 | nome=Mariana | acao=analisou os resultados | valor=7814
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 156 | Conteudo: linha=156 | nome=Mariana | acao=comparou as metricas | valor=7679
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 167 | Conteudo: linha=167 | nome=Mariana | acao=escreveu o relatorio | valor=9763
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 178 | Conteudo: linha=178 | nome=Mariana | acao=escreveu o relatorio | valor=7586
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 184 | Conteudo: linha=184 | nome=Mariana | acao=executou o benchmark | valor=7975
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 185 | Conteudo: linha=185 | nome=Mariana | acao=escreveu o relatorio | valor=2708
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 198 | Conteudo: linha=198 | nome=Mariana | acao=escreveu o relatorio | valor=3845
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 208 | Conteudo: linha=208 | nome=Mariana | acao=comparou as metricas | valor=3038
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 223 | Conteudo: linha=223 | nome=Mariana | acao=fez um experimento | valor=9259
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 235 | Conteudo: linha=235 | nome=Mariana | acao=otimizou o algoritmo | valor=2498
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 240 | Conteudo: linha=240 | nome=Mariana | acao=comparou as metricas | valor=6352
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 251 | Conteudo: linha=251 | nome=Mariana | acao=analisou os resultados | valor=6400
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 262 | Conteudo: linha=262 | nome=Mariana | acao=analisou os resultados | valor=2958
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 270 | Conteudo: linha=270 | nome=Mariana | acao=estudou computacao | valor=8873
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 273 | Conteudo: linha=273 | nome=Mariana | acao=executou o benchmark | valor=9160
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 276 | Conteudo: linha=276 | nome=Mariana | acao=participou da aula | valor=3190
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 277 | Conteudo: linha=277 | nome=Mariana | acao=fez um experimento | valor=8191
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 315 | Conteudo: linha=315 | nome=Mariana | acao=participou da aula | valor=2369
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 317 | Conteudo: linha=317 | nome=Mariana | acao=executou o benchmark | valor=3752
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 331 | Conteudo: linha=331 | nome=Mariana | acao=participou da aula | valor=6065
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 345 | Conteudo: linha=345 | nome=Mariana | acao=analisou os resultados | valor=4664
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 349 | Conteudo: linha=349 | nome=Mariana | acao=escreveu o relatorio | valor=9749
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 364 | Conteudo: linha=364 | nome=Mariana | acao=executou o benchmark | valor=8658
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 368 | Conteudo: linha=368 | nome=Mariana | acao=fez um experimento | valor=4406
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 376 | Conteudo: linha=376 | nome=Mariana | acao=participou da aula | valor=3961
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 382 | Conteudo: linha=382 | nome=Mariana | acao=participou da aula | valor=9356
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 396 | Conteudo: linha=396 | nome=Mariana | acao=estudou computacao | valor=2066
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 412 | Conteudo: linha=412 | nome=Mariana | acao=escreveu o relatorio | valor=6882
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 413 | Conteudo: linha=413 | nome=Mariana | acao=comparou as metricas | valor=4668
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 423 | Conteudo: linha=423 | nome=Mariana | acao=executou o benchmark | valor=9863
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 430 | Conteudo: linha=430 | nome=Mariana | acao=analisou os resultados | valor=4394
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 435 | Conteudo: linha=435 | nome=Mariana | acao=fez um experimento | valor=8483
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 446 | Conteudo: linha=446 | nome=Mariana | acao=fez um experimento | valor=5051
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 462 | Conteudo: linha=462 | nome=Mariana | acao=participou da aula | valor=1673
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 494 | Conteudo: linha=494 | nome=Mariana | acao=analisou os resultados | valor=9534
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 497 | Conteudo: linha=497 | nome=Mariana | acao=comparou as metricas | valor=8752
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 514 | Conteudo: linha=514 | nome=Mariana | acao=participou da aula | valor=6019
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 550 | Conteudo: linha=550 | nome=Mariana | acao=estudou computacao | valor=1250
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 573 | Conteudo: linha=573 | nome=Mariana | acao=participou da aula | valor=2078
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 580 | Conteudo: linha=580 | nome=Mariana | acao=comparou as metricas | valor=4855
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 596 | Conteudo: linha=596 | nome=Mariana | acao=estudou computacao | valor=4901
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 608 | Conteudo: linha=608 | nome=Mariana | acao=escreveu o relatorio | valor=7131
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 642 | Conteudo: linha=642 | nome=Mariana | acao=fez um experimento | valor=6089
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 644 | Conteudo: linha=644 | nome=Mariana | acao=participou da aula | valor=1856
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 646 | Conteudo: linha=646 | nome=Mariana | acao=comparou as metricas | valor=4810
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 652 | Conteudo: linha=652 | nome=Mariana | acao=analisou os resultados | valor=6674
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 654 | Conteudo: linha=654 | nome=Mariana | acao=participou da aula | valor=1899
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 673 | Conteudo: linha=673 | nome=Mariana | acao=estudou computacao | valor=4241
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 689 | Conteudo: linha=689 | nome=Mariana | acao=fez um experimento | valor=8975
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 696 | Conteudo: linha=696 | nome=Mariana | acao=fez um experimento | valor=4285
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 697 | Conteudo: linha=697 | nome=Mariana | acao=otimizou o algoritmo | valor=3404
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 720 | Conteudo: linha=720 | nome=Mariana | acao=fez um experimento | valor=6810
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 736 | Conteudo: linha=736 | nome=Mariana | acao=escreveu o relatorio | valor=9822
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 746 | Conteudo: linha=746 | nome=Mariana | acao=escreveu o relatorio | valor=9667
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 759 | Conteudo: linha=759 | nome=Mariana | acao=escreveu o relatorio | valor=8255
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 779 | Conteudo: linha=779 | nome=Mariana | acao=analisou os resultados | valor=4591
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 786 | Conteudo: linha=786 | nome=Mariana | acao=escreveu o relatorio | valor=4862
Arquivo: data/txt/lote_1/dados_004.txt | Linha: 794 | Conteudo: linha=794 | nome=Mariana | acao=analisou os resultados | valor=3334
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 9 | Conteudo: linha=9 | nome=Mariana | acao=participou da aula | valor=8956
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 17 | Conteudo: linha=17 | nome=Mariana | acao=participou da aula | valor=4112
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 21 | Conteudo: linha=21 | nome=Mariana | acao=executou o benchmark | valor=3151
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 56 | Conteudo: linha=56 | nome=Mariana | acao=estudou computacao | valor=5754
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 68 | Conteudo: linha=68 | nome=Mariana | acao=escreveu o relatorio | valor=7789
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 75 | Conteudo: linha=75 | nome=Mariana | acao=otimizou o algoritmo | valor=8255
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 89 | Conteudo: linha=89 | nome=Mariana | acao=executou o benchmark | valor=1177
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 100 | Conteudo: linha=100 | nome=Mariana | acao=executou o benchmark | valor=1553
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 112 | Conteudo: linha=112 | nome=Mariana | acao=participou da aula | valor=4672
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 116 | Conteudo: linha=116 | nome=Mariana | acao=participou da aula | valor=8573
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 136 | Conteudo: linha=136 | nome=Mariana | acao=analisou os resultados | valor=3358
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 141 | Conteudo: linha=141 | nome=Mariana | acao=fez um experimento | valor=1365
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 144 | Conteudo: linha=144 | nome=Mariana | acao=analisou os resultados | valor=1056
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 149 | Conteudo: linha=149 | nome=Mariana | acao=escreveu o relatorio | valor=5166
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 156 | Conteudo: linha=156 | nome=Mariana | acao=executou o benchmark | valor=8635
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 163 | Conteudo: linha=163 | nome=Mariana | acao=fez um experimento | valor=6211
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 164 | Conteudo: linha=164 | nome=Mariana | acao=fez um experimento | valor=7930
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 165 | Conteudo: linha=165 | nome=Mariana | acao=executou o benchmark | valor=2149
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 177 | Conteudo: linha=177 | nome=Mariana | acao=escreveu o relatorio | valor=8390
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 188 | Conteudo: linha=188 | nome=Mariana | acao=otimizou o algoritmo | valor=1586
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 205 | Conteudo: linha=205 | nome=Mariana | acao=analisou os resultados | valor=8096
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 214 | Conteudo: linha=214 | nome=Mariana | acao=participou da aula | valor=5457
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 229 | Conteudo: linha=229 | nome=Mariana | acao=participou da aula | valor=9699
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 235 | Conteudo: linha=235 | nome=Mariana | acao=analisou os resultados | valor=4940
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 236 | Conteudo: linha=236 | nome=Mariana | acao=fez um experimento | valor=7483
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 243 | Conteudo: linha=243 | nome=Mariana | acao=escreveu o relatorio | valor=2936
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 251 | Conteudo: linha=251 | nome=Mariana | acao=comparou as metricas | valor=3982
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 259 | Conteudo: linha=259 | nome=Mariana | acao=otimizou o algoritmo | valor=5775
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 261 | Conteudo: linha=261 | nome=Mariana | acao=otimizou o algoritmo | valor=8154
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 272 | Conteudo: linha=272 | nome=Mariana | acao=executou o benchmark | valor=2018
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 290 | Conteudo: linha=290 | nome=Mariana | acao=otimizou o algoritmo | valor=7867
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 295 | Conteudo: linha=295 | nome=Mariana | acao=estudou computacao | valor=1498
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 318 | Conteudo: linha=318 | nome=Mariana | acao=analisou os resultados | valor=5173
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 322 | Conteudo: linha=322 | nome=Mariana | acao=analisou os resultados | valor=4777
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 326 | Conteudo: linha=326 | nome=Mariana | acao=fez um experimento | valor=5346
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 348 | Conteudo: linha=348 | nome=Mariana | acao=analisou os resultados | valor=2454
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 371 | Conteudo: linha=371 | nome=Mariana | acao=comparou as metricas | valor=5480
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 391 | Conteudo: linha=391 | nome=Mariana | acao=estudou computacao | valor=7423
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 393 | Conteudo: linha=393 | nome=Mariana | acao=estudou computacao | valor=3097
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 415 | Conteudo: linha=415 | nome=Mariana | acao=escreveu o relatorio | valor=1822
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 443 | Conteudo: linha=443 | nome=Mariana | acao=executou o benchmark | valor=5304
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 449 | Conteudo: linha=449 | nome=Mariana | acao=analisou os resultados | valor=8791
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 475 | Conteudo: linha=475 | nome=Mariana | acao=escreveu o relatorio | valor=6832
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 487 | Conteudo: linha=487 | nome=Mariana | acao=analisou os resultados | valor=8179
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 489 | Conteudo: linha=489 | nome=Mariana | acao=estudou computacao | valor=2738
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 494 | Conteudo: linha=494 | nome=Mariana | acao=estudou computacao | valor=2305
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 554 | Conteudo: linha=554 | nome=Mariana | acao=executou o benchmark | valor=4825
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 557 | Conteudo: linha=557 | nome=Mariana | acao=executou o benchmark | valor=5996
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 559 | Conteudo: linha=559 | nome=Mariana | acao=participou da aula | valor=5277
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 589 | Conteudo: linha=589 | nome=Mariana | acao=comparou as metricas | valor=4933
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 594 | Conteudo: linha=594 | nome=Mariana | acao=comparou as metricas | valor=9980
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 616 | Conteudo: linha=616 | nome=Mariana | acao=comparou as metricas | valor=4871
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 619 | Conteudo: linha=619 | nome=Mariana | acao=estudou computacao | valor=5428
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 655 | Conteudo: linha=655 | nome=Mariana | acao=comparou as metricas | valor=2584
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 661 | Conteudo: linha=661 | nome=Mariana | acao=analisou os resultados | valor=1320
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 665 | Conteudo: linha=665 | nome=Mariana | acao=escreveu o relatorio | valor=5816
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 666 | Conteudo: linha=666 | nome=Mariana | acao=estudou computacao | valor=9907
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 671 | Conteudo: linha=671 | nome=Mariana | acao=otimizou o algoritmo | valor=6106
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 679 | Conteudo: linha=679 | nome=Mariana | acao=participou da aula | valor=2146
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 684 | Conteudo: linha=684 | nome=Mariana | acao=analisou os resultados | valor=6226
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 696 | Conteudo: linha=696 | nome=Mariana | acao=comparou as metricas | valor=6855
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 697 | Conteudo: linha=697 | nome=Mariana | acao=participou da aula | valor=8919
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 720 | Conteudo: linha=720 | nome=Mariana | acao=fez um experimento | valor=7996
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 732 | Conteudo: linha=732 | nome=Mariana | acao=escreveu o relatorio | valor=2797
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 742 | Conteudo: linha=742 | nome=Mariana | acao=analisou os resultados | valor=8346
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 755 | Conteudo: linha=755 | nome=Mariana | acao=estudou computacao | valor=4222
Arquivo: data/txt/lote_1/dados_005.txt | Linha: 781 | Conteudo: linha=781 | nome=Mariana | acao=comparou as metricas | valor=4578
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 11 | Conteudo: linha=11 | nome=Mariana | acao=estudou computacao | valor=9517
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 49 | Conteudo: linha=49 | nome=Mariana | acao=fez um experimento | valor=6465
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 65 | Conteudo: linha=65 | nome=Mariana | acao=executou o benchmark | valor=5050
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 71 | Conteudo: linha=71 | nome=Mariana | acao=comparou as metricas | valor=9854
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 75 | Conteudo: linha=75 | nome=Mariana | acao=participou da aula | valor=9900
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 77 | Conteudo: linha=77 | nome=Mariana | acao=participou da aula | valor=4998
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 78 | Conteudo: linha=78 | nome=Mariana | acao=estudou computacao | valor=4902
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 85 | Conteudo: linha=85 | nome=Mariana | acao=comparou as metricas | valor=1964
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 121 | Conteudo: linha=121 | nome=Mariana | acao=executou o benchmark | valor=8393
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 127 | Conteudo: linha=127 | nome=Mariana | acao=executou o benchmark | valor=1781
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 171 | Conteudo: linha=171 | nome=Mariana | acao=fez um experimento | valor=2595
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 193 | Conteudo: linha=193 | nome=Mariana | acao=comparou as metricas | valor=1542
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 202 | Conteudo: linha=202 | nome=Mariana | acao=estudou computacao | valor=9429
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 221 | Conteudo: linha=221 | nome=Mariana | acao=comparou as metricas | valor=6924
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 258 | Conteudo: linha=258 | nome=Mariana | acao=otimizou o algoritmo | valor=6220
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 260 | Conteudo: linha=260 | nome=Mariana | acao=fez um experimento | valor=5510
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 267 | Conteudo: linha=267 | nome=Mariana | acao=otimizou o algoritmo | valor=1081
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 279 | Conteudo: linha=279 | nome=Mariana | acao=otimizou o algoritmo | valor=7308
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 292 | Conteudo: linha=292 | nome=Mariana | acao=comparou as metricas | valor=1520
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 304 | Conteudo: linha=304 | nome=Mariana | acao=executou o benchmark | valor=2812
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 306 | Conteudo: linha=306 | nome=Mariana | acao=participou da aula | valor=3144
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 310 | Conteudo: linha=310 | nome=Mariana | acao=comparou as metricas | valor=7864
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 314 | Conteudo: linha=314 | nome=Mariana | acao=executou o benchmark | valor=3762
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 324 | Conteudo: linha=324 | nome=Mariana | acao=fez um experimento | valor=5559
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 339 | Conteudo: linha=339 | nome=Mariana | acao=escreveu o relatorio | valor=4089
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 342 | Conteudo: linha=342 | nome=Mariana | acao=otimizou o algoritmo | valor=5599
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 346 | Conteudo: linha=346 | nome=Mariana | acao=otimizou o algoritmo | valor=3609
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 347 | Conteudo: linha=347 | nome=Mariana | acao=executou o benchmark | valor=7185
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 348 | Conteudo: linha=348 | nome=Mariana | acao=otimizou o algoritmo | valor=4380
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 405 | Conteudo: linha=405 | nome=Mariana | acao=participou da aula | valor=4097
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 416 | Conteudo: linha=416 | nome=Mariana | acao=analisou os resultados | valor=1764
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 434 | Conteudo: linha=434 | nome=Mariana | acao=fez um experimento | valor=7242
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 450 | Conteudo: linha=450 | nome=Mariana | acao=analisou os resultados | valor=1341
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 454 | Conteudo: linha=454 | nome=Mariana | acao=analisou os resultados | valor=3709
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 469 | Conteudo: linha=469 | nome=Mariana | acao=participou da aula | valor=8760
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 479 | Conteudo: linha=479 | nome=Mariana | acao=analisou os resultados | valor=4573
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 487 | Conteudo: linha=487 | nome=Mariana | acao=fez um experimento | valor=5527
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 489 | Conteudo: linha=489 | nome=Mariana | acao=participou da aula | valor=3789
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 503 | Conteudo: linha=503 | nome=Mariana | acao=comparou as metricas | valor=1674
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 508 | Conteudo: linha=508 | nome=Mariana | acao=executou o benchmark | valor=1898
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 521 | Conteudo: linha=521 | nome=Mariana | acao=escreveu o relatorio | valor=1457
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 524 | Conteudo: linha=524 | nome=Mariana | acao=fez um experimento | valor=7170
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 577 | Conteudo: linha=577 | nome=Mariana | acao=fez um experimento | valor=1065
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 581 | Conteudo: linha=581 | nome=Mariana | acao=otimizou o algoritmo | valor=9228
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 591 | Conteudo: linha=591 | nome=Mariana | acao=escreveu o relatorio | valor=8720
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 601 | Conteudo: linha=601 | nome=Mariana | acao=estudou computacao | valor=3918
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 606 | Conteudo: linha=606 | nome=Mariana | acao=fez um experimento | valor=2358
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 615 | Conteudo: linha=615 | nome=Mariana | acao=participou da aula | valor=8829
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 638 | Conteudo: linha=638 | nome=Mariana | acao=escreveu o relatorio | valor=7052
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 654 | Conteudo: linha=654 | nome=Mariana | acao=executou o benchmark | valor=8929
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 666 | Conteudo: linha=666 | nome=Mariana | acao=estudou computacao | valor=3556
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 669 | Conteudo: linha=669 | nome=Mariana | acao=estudou computacao | valor=6423
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 673 | Conteudo: linha=673 | nome=Mariana | acao=fez um experimento | valor=1285
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 682 | Conteudo: linha=682 | nome=Mariana | acao=estudou computacao | valor=3792
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 694 | Conteudo: linha=694 | nome=Mariana | acao=otimizou o algoritmo | valor=8822
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 695 | Conteudo: linha=695 | nome=Mariana | acao=participou da aula | valor=7307
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 703 | Conteudo: linha=703 | nome=Mariana | acao=estudou computacao | valor=8423
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 707 | Conteudo: linha=707 | nome=Mariana | acao=participou da aula | valor=6080
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 724 | Conteudo: linha=724 | nome=Mariana | acao=analisou os resultados | valor=5040
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 727 | Conteudo: linha=727 | nome=Mariana | acao=executou o benchmark | valor=9415
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 769 | Conteudo: linha=769 | nome=Mariana | acao=estudou computacao | valor=3854
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 775 | Conteudo: linha=775 | nome=Mariana | acao=participou da aula | valor=1478
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 780 | Conteudo: linha=780 | nome=Mariana | acao=otimizou o algoritmo | valor=2903
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 782 | Conteudo: linha=782 | nome=Mariana | acao=executou o benchmark | valor=2683
Arquivo: data/txt/lote_1/dados_006.txt | Linha: 783 | Conteudo: linha=783 | nome=Mariana | acao=participou da aula | valor=8820
Arquivo: data/txt/lote_1/dados_007.txt | Linha: 11 | Conteudo: linha=11 | nome=Mariana | acao=executou o benchmark | valor=7261
Arquivo: data/txt/lote_1/dados_007.txt | Linha: 19 | Conteudo: linha=19 | nome=Mariana | acao=otimizou o algoritmo | valor=5072
Arquivo: data/txt/lote_1/dados_007.txt | Linha: 21 | Conteudo: linha=21 | nome=Mariana | acao=otimizou o algoritmo | valor=9821
Arquivo: data/txt/lote_1/dados_007.txt | Linha: 36 | Conteudo: linha=36 | nome=Mariana | acao=escreveu o relatorio | valor=2472
