linha=1 | nome=Sofia | acao=escreveu o relatorio | valor=2453
linha=711 | nome=Paulo | acao=analisou os resultados | valor=4651
linha=712 | nome=Helena | acao=executou o benchmark | valor=1945
linha=713 | nome=Igor | acao=escreveu o relatorio | valor=6379
linha=714 | nome=Mariana | acao=comparou as metricas | valor=6251
linha=715 | nome=Joao | acao=estudou computacao | valor=1994
linha=716 | nome=Gabriela | acao=escreveu o relatorio | valor=6742
linha=717 | nome=Gabriela | acao=estudou computacao | valor=5876
linha=718 | nome=Gabriela | acao=otimizou o algoritmo | valor=9609
linha=719 | nome=Eduarda | acao=estudou computacao | valor=5945
linha=720 | nome=Lucas | acao=fez um experimento | valor=4491
linha=721 | nome=Joao | acao=fez um experimento | valor=8938
linha=722 | nome=Bruno | acao=comparou as metricas | valor=5680
linha=723 | nome=Helena | acao=participou da aula | valor=6422
linha=724 | nome=Lucas | acao=comparou as metricas | valor=1866
linha=725 | nome=Joao | acao=executou o benchmark | valor=2753
linha=726 | nome=Paulo | acao=executou o benchmark | valor=9853
linha=727 | nome=Ana | acao=otimizou o algoritmo | valor=8562
linha=728 | nome=Mariana | acao=fez um experimento | valor=1370
linha=729 | nome=Ana | acao=comparou as metricas | valor=1285
linha=730 | nome=Daniela | acao=participou da aula | valor=1950
linha=731 | nome=Sofia | acao=otimizou o algoritmo | valor=2940
linha=732 | nome=Lucas | acao=otimizou o algoritmo | valor=9883
linha=733 | nome=Natalia | acao=analisou os resultados | valor=7511
linha=734 | nome=Lucas | acao=comparou as metricas | valor=8657
linha=735 | nome=Natalia | acao=otimizou o algoritmo | valor=3183
linha=736 | nome=Sofia | acao=estudou computacao | valor=2080
linha=737 | nome=Otavio | acao=escreveu o relatorio | valor=7525
linha=738 | nome=Igor | acao=participou da aula | valor=1907
linha=739 | nome=Eduarda | acao=executou o benchmark | valor=9716
linha=740 | nome=Lucas | acao=escreveu o relatorio | valor=5064
linha=741 | nome=Joao | acao=escreveu o relatorio | valor=6605
linha=742 | nome=Otavio | acao=participou da aula | valor=9905
linha=743 | nome=Ana | acao=comparou as metricas | valor=8795
linha=744 | nome=Paulo | acao=estudou computacao | valor=8873
linha=745 | nome=Otavio | acao=otimizou o algoritmo | valor=1859
linha=746 | nome=Lucas | acao=participou da aula | valor=7774
linha=747 | nome=Ana | acao=executou o benchmark | valor=7707
linha=748 | nome=Ana | acao=escreveu o relatorio | valor=9769
linha=749 | nome=Mariana | acao=participou da aula | valor=2992
linha=750 | nome=Felipe | acao=estudou computacao | valor=6031
linha=751 | nome=Daniela | acao=otimizou o algoritmo | valor=9708
linha=752 | nome=Natalia | acao=comparou as metricas | valor=4951
linha=753 | nome=Tiago | acao=escreveu o relatorio | valor=2662
linha=754 | nome=Eduarda | acao=executou o benchmark | valor=8341
linha=755 | nome=Joao | acao=estudou computacao | valor=8069
linha=756 | nome=Natalia | acao=comparou as metricas | valor=2269
linha=757 | nome=Bruno | acao=otimizou o algoritmo | valor=9517
linha=758 | nome=Helena | acao=fez um experimento | valor=2576
linha=759 | nome=Helena | acao=estudou computacao | valor=6129
linha=760 | nome=Lucas | acao=executou o benchmark | valor=7466
linha=761 | nome=Tiago | acao=executou o benchmark | valor=7135
linha=762 | nome=Gabriela | acao=otimizou o algoritmo | valor=6080
linha=763 | nome=Carlos | acao=analisou os resultados | valor=2627
linha=764 | nome=Renata | acao=analisou os resultados | valor=9672
linha=765 | nome=Helena | acao=participou da aula | valor=3853
linha=766 | nome=Carlos | acao=participou da aula | valor=3027
linha=767 | nome=Renata | acao=escreveu o relatorio | valor=4501
linha=768 | nome=Eduarda | acao=escreveu o relatorio | valor=7047
linha=769 | nome=Natalia | acao=comparou as metricas | valor=9601
linha=770 | nome=Bruno | acao=participou da aula | valor=7922
linha=771 | nome=Vitor | acao=estudou computacao | valor=5800
linha=772 | nome=Felipe | acao=escreveu o relatorio | valor=9874
linha=773 | nome=Renata | acao=otimizou o algoritmo | valor=1904
linha=774 | nome=Otavio | acao=comparou as metricas | valor=8956
linha=775 | nome=Mariana | acao=escreveu o relatorio | valor=5908
linha=776 | nome=Gabriela | acao=otimizou o algoritmo | valor=5524
linha=777 | nome=Daniela | acao=otimizou o algoritmo | valor=4161
linha=778 | nome=Sofia | acao=comparou as metricas | valor=8635
linha=779 | nome=Mariana | acao=fez um experimento | valor=5836
linha=780 | nome=Ana | acao=escreveu o relatorio | valor=9755
linha=781 | nome=Joao | acao=executou o benchmark | valor=9566
linha=782 | nome=Karen | acao=analisou os resultados | valor=3883
linha=783 | nome=Carlos | acao=analisou os resultados | valor=5733
linha=784 | nome=Daniela | acao=estudou computacao | valor=1155
linha=785 | nome=Carlos | acao=participou da aula | valor=8245
linha=786 | nome=Sofia | acao=executou o benchmark | valor=6802
linha=787 | nome=Mariana | acao=otimizou o algoritmo | valor=6578
linha=788 | nome=Paulo | acao=participou da aula | valor=2103
linha=789 | nome=Felipe | acao=executou o benchmark | valor=5812
linha=790 | nome=Lucas | acao=executou o benchmark | valor=3442
linha=791 | nome=Eduarda | acao=executou o benchmark | valor=8559
linha=792 | nome=Otavio | acao=escreveu o relatorio | valor=9089
linha=793 | nome=Mariana | acao=escreveu o relatorio | valor=2796
linha=794 | nome=Joao | acao=fez um experimento | valor=7445
linha=795 | nome=Gabriela | acao=estudou computacao | valor=8187
linha=796 | nome=Otavio | acao=fez um experimento | valor=7015
linha=797 | nome=Igor | acao=executou o benchmark | valor=2392
linha=798 | nome=Natalia | acao=participou da aula | valor=8729
linha=799 | nome=Sofia | acao=otimizou o algoritmo | valor=9412
linha=800 | nome=Daniela | acao=otimizou o algoritmo | valor=6398
linha=801 | nome=Vitor | acao=fez um experimento | valor=7270
linha=802 | nome=Felipe | acao=otimizou o algoritmo | valor=4581
linha=803 | nome=Helena | acao=otimizou o algoritmo | valor=5667
linha=804 | nome=Lucas | acao=analisou os resultados | valor=6937
linha=805 | nome=Mariana | acao=estudou computacao | valor=3713
linha=806 | nome=Bruno | acao=participou da aula | valor=7673
linha=807 | nome=Ana | acao=executou o benchmark | valor=7219
linha=808 | nome=Ana | acao=estudou computacao | valor=2656
linha=809 | nome=Karen | acao=fez um experimento | valor=5179
linha=810 | nome=Joao | acao=fez um experimento | valor=1741
linha=811 | nome=Felipe | acao=analisou os resultados | valor=3302
linha=812 | nome=Tiago | acao=otimizou o algoritmo | valor=1556
linha=813 | nome=Eduarda | acao=participou da aula | valor=4586
linha=814 | nome=Lucas | acao=fez um experimento | valor=4890
linha=815 | nome=Sofia | acao=participou da aula | valor=3633
linha=816 | nome=Karen | acao=executou o benchmark | valor=4143
linha=817 | nome=Mariana | acao=analisou os resultados | valor=1331
linha=818 | nome=Sofia | acao=estudou computacao | valor=6668
linha=819 | nome=Paulo | acao=fez um experimento | valor=1098
linha=820 | nome=Renata | acao=otimizou o algoritmo | valor=1389
linha=821 | nome=Paulo | acao=executou o benchmark | valor=6131
linha=822 | nome=Paulo | acao=otimizou o algoritmo | valor=2761
linha=823 | nome=Carlos | acao=fez um experimento | valor=5146
linha=824 | nome=Renata | acao=comparou as metricas | valor=4339
linha=825 | nome=Sofia | acao=estudou computacao | valor=4630
linha=826 | nome=Natalia | acao=analisou os resultados | valor=2867
linha=827 | nome=Sofia | acao=analisou os resultados | valor=3189
linha=828 | nome=Igor | acao=participou da aula | valor=7027
linha=829 | nome=Paulo | acao=otimizou o algoritmo | valor=9847
linha=830 | nome=Paulo | acao=comparou as metricas | valor=8518
linha=831 | nome=Eduarda | acao=participou da aula | valor=9303
linha=832 | nome=Tiago | acao=participou da aula | valor=7289
linha=833 | nome=Sofia | acao=escreveu o relatorio | valor=5335
linha=834 | nome=Felipe | acao=comparou as metricas | valor=1319
linha=835 | nome=Renata | acao=participou da aula | valor=1050
linha=836 | nome=Karen | acao=executou o benchmark | valor=5797
linha=837 | nome=Daniela | acao=participou da aula | valor=7681
linha=838 | nome=Daniela | acao=otimizou o algoritmo | valor=5369
linha=839 | nome=Carlos | acao=otimizou o algoritmo | valor=7386
linha=840 | nome=Daniela | acao=comparou as metricas | valor=8036
linha=841 | nome=Mariana | acao=executou o benchmark | valor=5162
linha=842 | nome=Gabriela | acao=estudou computacao | valor=2868
linha=843 | nome=Otavio | acao=estudou computacao | valor=4362
linha=844 | nome=Paulo | acao=otimizou o algoritmo | valor=4629
linha=845 | nome=Eduarda | acao=fez um experimento | valor=2807
linha=846 | nome=Sofia | acao=analisou os resultados | valor=2652
linha=847 | nome=Helena | acao=analisou os resultados | valor=9160
linha=848 | nome=Ana | acao=estudou computacao | valor=8245
linha=849 | nome=Vitor | acao=comparou as metricas | valor=7015
linha=850 | nome=Mariana | acao=comparou as metricas | valor=2657
linha=851 | nome=Otavio | acao=comparou as metricas | valor=7175
linha=852 | nome=Joao | acao=comparou as metricas | valor=3955
linha=853 | nome=Lucas | acao=executou o benchmark | valor=8474
linha=854 | nome=Igor | acao=otimizou o algoritmo | valor=6663
linha=855 | nome=Helena | acao=otimizou o algoritmo | valor=5766
linha=856 | nome=Ana | acao=otimizou o algoritmo | valor=4265
linha=857 | nome=Sofia | acao=comparou as metricas | valor=5009
linha=858 | nome=Helena | acao=otimizou o algoritmo | valor=7340
linha=859 | nome=Natalia | acao=otimizou o algoritmo | valor=3888
linha=860 | nome=Eduarda | acao=fez um experimento | valor=7672
linha=861 | nome=Paulo | acao=fez um experimento | valor=8892
linha=862 | nome=Eduarda | acao=comparou as metricas | valor=2225
linha=863 | nome=Felipe | acao=fez um experimento | valor=5706
linha=864 | nome=Gabriela | acao=participou da aula | valor=4268
linha=865 | nome=Gabriela | acao=analisou os resultados | valor=6622
linha=866 | nome=Eduarda | acao=participou da aula | valor=5647
linha=867 | nome=Lucas | acao=escreveu o relatorio | valor=7249
linha=868 | nome=Mariana | acao=fez um experimento | valor=2798
linha=869 | nome=Helena | acao=estudou computacao | valor=7978
linha=870 | nome=Gabriela | acao=estudou computacao | valor=2186
linha=871 | nome=Helena | acao=analisou os resultados | valor=5940
linha=872 | nome=Ana | acao=escreveu o relatorio | valor=2760
linha=873 | nome=Daniela | acao=comparou as metricas | valor=9810
linha=874 | nome=Mariana | acao=otimizou o algoritmo | valor=9708
linha=875 | nome=Karen | acao=executou o benchmark | valor=1815
linha=876 | nome=Vitor | acao=executou o benchmark | valor=5982
linha=877 | nome=Natalia | acao=estudou computacao | valor=7432
linha=878 | nome=Ana | acao=analisou os resultados | valor=6205
linha=879 | nome=Lucas | acao=estudou computacao | valor=5262
linha=880 | nome=Joao | acao=comparou as metricas | valor=6543
linha=881 | nome=Felipe | acao=analisou os resultados | valor=9884
linha=882 | nome=Gabriela | acao=escreveu o relatorio | valor=2319
linha=883 | nome=Carlos | acao=comparou as metricas | valor=7284
linha=884 | nome=Ana | acao=executou o benchmark | valor=6874
linha=885 | nome=Karen | acao=fez um experimento | valor=8259
linha=886 | nome=Carlos | acao=participou da aula | valor=7623
linha=887 | nome=Lucas | acao=executou o benchmark | valor=8727
linha=888 | nome=Tiago | acao=otimizou o algoritmo | valor=7717
linha=889 | nome=Renata | acao=escreveu o relatorio | valor=2480
linha=890 | nome=Paulo | acao=executou o benchmark | valor=2662
linha=891 | nome=Eduarda | acao=analisou os resultados | valor=7962
linha=892 | nome=Carlos | acao=analisou os resultados | valor=4359
linha=893 | nome=Renata | acao=comparou as metricas | valor=2649
linha=894 | nome=Carlos | acao=estudou computacao | valor=5934
linha=895 | nome=Joao | acao=participou da aula | valor=5102
linha=896 | nome=Helena | acao=analisou os resultados | valor=6037
linha=897 | nome=Natalia | acao=estudou computacao | valor=7945
linha=898 | nome=Otavio | acao=analisou os resultados | valor=9752
linha=899 | nome=Joao | acao=executou o benchmark | valor=3262
linha=900 | nome=Paulo | acao=estudou computacao | valor=2074
linha=901 | nome=Mariana | acao=otimizou o algoritmo | valor=9429
linha=902 | nome=Daniela | acao=fez um experimento | valor=6897
linha=903 | nome=Gabriela | acao=escreveu o relatorio | valor=3720
linha=904 | nome=Karen | acao=analisou os resultados | valor=1760
linha=905 | nome=Mariana | acao=estudou computacao | valor=4356
linha=906 | nome=Lucas | acao=executou o benchmark | valor=3236
linha=907 | nome=Paulo | acao=escreveu o relatorio | valor=8545
linha=908 | nome=Natalia | acao=estudou computacao | valor=9695
linha=909 | nome=Ana | acao=comparou as metricas | valor=2541
linha=910 | nome=Renata | acao=analisou os resultados | valor=8514
linha=911 | nome=Daniela | acao=comparou as metricas | valor=7274
linha=912 | nome=Eduarda | acao=otimizou o algoritmo | valor=8371
linha=913 | nome=Lucas | acao=participou da aula | valor=5653
linha=914 | nome=Tiago | acao=fez um experimento | valor=7149
linha=915 | nome=Otavio | acao=participou da aula | valor=5293
linha=916 | nome=Joao | acao=otimizou o algoritmo | valor=4163
linha=917 | nome=Natalia | acao=comparou as metricas | valor=3728
linha=918 | nome=Carlos | acao=escreveu o relatorio | valor=5341
linha=919 | nome=Helena | acao=otimizou o algoritmo | valor=2485
linha=920 | nome=Joao | acao=analisou os resultados | valor=3476
linha=921 | nome=Sofia | acao=comparou as metricas | valor=9605
linha=922 | nome=Renata | acao=comparou as metricas | valor=6685
linha=923 | nome=Carlos | acao=comparou as metricas | valor=9976
linha=924 | nome=Gabriela | acao=analisou os resultados | valor=6638
linha=925 | nome=Vitor | acao=fez um experimento | valor=6151
linha=926 | nome=Carlos | acao=analisou os resultados | valor=6858
linha=927 | nome=Helena | acao=comparou as metricas | valor=4607
linha=928 | nome=Helena | acao=estudou computacao | valor=8372
linha=929 | nome=Felipe | acao=executou o benchmark | valor=7079
linha=930 | nome=Daniela | acao=participou da aula | valor=3359
linha=931 | nome=Bruno | acao=executou o benchmark | valor=5060
linha=932 | nome=Paulo | acao=otimizou o algoritmo | valor=7667
linha=933 | nome=Paulo | acao=estudou computacao | valor=5478
linha=934 | nome=Lucas | acao=estudou computacao | valor=1994
linha=935 | nome=Bruno | acao=analisou os resultados | valor=4403
linha=936 | nome=Natalia | acao=executou o benchmark | valor=3574
linha=937 | nome=Natalia | acao=executou o benchmark | valor=4151
linha=938 | nome=Karen | acao=escreveu o relatorio | valor=3141
linha=939 | nome=Paulo | acao=participou da aula | valor=3962
linha=940 | nome=Lucas | acao=fez um experimento | valor=4996
linha=941 | nome=Eduarda | acao=participou da aula | valor=3810
linha=942 | nome=Paulo | acao=participou da aula | valor=6081
linha=943 | nome=Otavio | acao=participou da aula | valor=7595
linha=944 | nome=Otavio | acao=executou o benchmark | valor=8518
linha=945 | nome=Bruno | acao=estudou computacao | valor=8211
linha=946 | nome=Sofia | acao=otimizou o algoritmo | valor=9686
linha=947 | nome=Lucas | acao=estudou computacao | valor=2265
linha=948 | nome=Vitor | acao=participou da aula | valor=8033
linha=949 | nome=Gabriela | acao=comparou as metricas | valor=5242
linha=950 | nome=Otavio | acao=comparou as metricas | valor=7191
linha=951 | nome=Bruno | acao=executou o benchmark | valor=1640
linha=952 | nome=Natalia | acao=estudou computacao | valor=1995
linha=953 | nome=Helena | acao=escreveu o relatorio | valor=6549
linha=954 | nome=Sofia | acao=participou da aula | valor=5365
linha=955 | nome=Sofia | acao=otimizou o algoritmo | valor=7941
linha=956 | nome=Renata | acao=analisou os resultados | valor=8453
linha=957 | nome=Renata | acao=comparou as metricas | valor=4856
linha=958 | nome=Gabriela | acao=participou da aula | valor=4555
linha=959 | nome=Igor | acao=comparou as metricas | valor=6566
linha=960 | nome=Joao | acao=executou o benchmark | valor=8814
linha=961 | nome=Sofia | acao=executou o benchmark | valor=6318
linha=962 | nome=Helena | acao=executou o benchmark | valor=7697
linha=963 | nome=Carlos | acao=otimizou o algoritmo | valor=7851
linha=964 | nome=Lucas | acao=executou o benchmark | valor=7808
linha=965 | nome=Ana | acao=analisou os resultados | valor=7663
linha=966 | nome=Mariana | acao=fez um experimento | valor=5374
linha=967 | nome=Eduarda | acao=analisou os resultados | valor=1034
linha=968 | nome=Bruno | acao=fez um experimento | valor=2985
linha=969 | nome=Ana | acao=fez um experimento | valor=5321
linha=970 | nome=Joao | acao=fez um experimento | valor=4027
linha=971 | nome=Paulo | acao=fez um experimento | valor=9536
linha=972 | nome=Igor | acao=analisou os resultados | valor=2348
linha=973 | nome=Mariana | acao=comparou as metricas | valor=7975
linha=974 | nome=Eduarda | acao=participou da aula | valor=3138
linha=975 | nome=Joao | acao=analisou os resultados | valor=7345
linha=976 | nome=Tiago | acao=participou da aula | valor=9078
linha=977 | nome=Paulo | acao=participou da aula | valor=7269
linha=978 | nome=Lucas | acao=estudou computacao | valor=2692
linha=979 | nome=Igor | acao=comparou as metricas | valor=5166
linha=980 | nome=Joao | acao=executou o benchmark | valor=1612
linha=981 | nome=Daniela | acao=analisou os resultados | valor=9636
linha=982 | nome=Carlos | acao=escreveu o relatorio | valor=4591
linha=983 | nome=Bruno | acao=analisou os resultados | valor=2383
linha=984 | nome=Vitor | acao=fez um experimento | valor=2789
linha=985 | nome=Lucas | acao=estudou computacao | valor=6891
linha=986 | nome=Renata | acao=escreveu o relatorio | valor=3886
linha=987 | nome=Ana | acao=escreveu o relatorio | valor=7250
linha=988 | nome=Lucas | acao=participou da aula | valor=8765
linha=989 | nome=Karen | acao=comparou as metricas | valor=1459
linha=990 | nome=Igor | acao=fez um experimento | valor=2944
linha=991 | nome=Daniela | acao=fez um experimento | valor=3919
linha=992 | nome=Joao | acao=escreveu o relatorio | valor=5968
linha=993 | nome=Helena | acao=executou o benchmark | valor=4938
linha=994 | nome=Joao | acao=fez um experimento | valor=3790
linha=995 | nome=Gabriela | acao=fez um experimento | valor=8836
linha=996 | nome=Gabriela | acao=participou da aula | valor=2373
linha=997 | nome=Helena | acao=fez um experimento | valor=7387
linha=998 | nome=Igor | acao=executou o benchmark | valor=8514
linha=999 | nome=Otavio | acao=executou o benchmark | valor=5414
linha=1000 | nome=Karen | acao=participou da aula | valor=3717
linha=1001 | nome=Eduarda | acao=fez um experimento | valor=7624
linha=1002 | nome=Vitor | acao=comparou as metricas | valor=4718
linha=1003 | nome=Carlos | acao=comparou as metricas | valor=6880
linha=1004 | nome=Renata | acao=fez um experimento | valor=1983
linha=1005 | nome=Paulo | acao=fez um experimento | valor=8814
linha=1006 | nome=Felipe | acao=participou da aula | valor=1664
linha=1007 | nome=Daniela | acao=executou o benchmark | valor=6260
linha=1008 | nome=Renata | acao=otimizou o algoritmo | valor=2769
linha=1009 | nome=Otavio | acao=participou da aula | valor=8279
linha=1010 | nome=Bruno | acao=executou o benchmark | valor=4599
linha=1011 | nome=Karen | acao=estudou computacao | valor=6463
linha=1012 | nome=Felipe | acao=otimizou o algoritmo | valor=7276
linha=1013 | nome=Eduarda | acao=analisou os resultados | valor=4374
linha=1014 | nome=Paulo | acao=escreveu o relatorio | valor=7165
linha=1015 | nome=Lucas | acao=analisou os resultados | valor=2970
linha=1016 | nome=Gabriela | acao=escreveu o relatorio | valor=2100
linha=1017 | nome=Gabriela | acao=estudou computacao | valor=8979
linha=1018 | nome=Bruno | acao=escreveu o relatorio | valor=4025
linha=1019 | nome=Otavio | acao=comparou as metricas | valor=9979
linha=1020 | nome=Felipe | acao=comparou as metricas | valor=5490
linha=1021 | nome=Karen | acao=comparou as metricas | valor=5055
linha=1022 | nome=Lucas | acao=fez um experimento | valor=9847
linha=1023 | nome=Gabriela | acao=otimizou o algoritmo | valor=7371
linha=1024 | nome=Helena | acao=fez um experimento | valor=1560
linha=1025 | nome=Vitor | acao=participou da aula | valor=8162
linha=1026 | nome=Carlos | acao=executou o benchmark | valor=5270
linha=1027 | nome=Lucas | acao=estudou computacao | valor=7650
linha=1028 | nome=Lucas | acao=executou o benchmark | valor=6472
linha=1029 | nome=Ana | acao=analisou os resultados | valor=6793
linha=1030 | nome=Daniela | acao=estudou computacao | valor=5205
linha=1031 | nome=Eduarda | acao=analisou os resultados | valor=8197
linha=1032 | nome=Joao | acao=escreveu o relatorio | valor=7338
linha=1033 | nome=Mariana | acao=fez um experimento | valor=5420
linha=1034 | nome=Igor | acao=analisou os resultados | valor=7995
linha=1035 | nome=Otavio | acao=escreveu o relatorio | valor=8608
linha=1036 | nome=Carlos | acao=analisou os resultados | valor=9992
linha=1037 | nome=Mariana | acao=analisou os resultados | valor=3055
linha=1038 | nome=Mariana | acao=participou da aula | valor=6791
linha=1039 | nome=Joao | acao=estudou computacao | valor=4035
linha=1040 | nome=Igor | acao=otimizou o algoritmo | valor=8575
linha=1041 | nome=Karen | acao=otimizou o algoritmo | valor=4646
linha=1042 | nome=Renata | acao=otimizou o algoritmo | valor=6511
linha=1043 | nome=Eduarda | acao=participou da aula | valor=4521
linha=1044 | nome=Carlos | acao=escreveu o relatorio | valor=4262
linha=1045 | nome=Felipe | acao=fez um experimento | valor=7619
linha=1046 | nome=Ana | acao=comparou as metricas | valor=6634
linha=1047 | nome=Bruno | acao=otimizou o algoritmo | valor=4464
linha=1048 | nome=Daniela | acao=otimizou o algoritmo | valor=2980
linha=1049 | nome=Karen | acao=executou o benchmark | valor=1317
linha=1050 | nome=Mariana | acao=participou da aula | valor=6476
linha=1051 | nome=Carlos | acao=comparou as metricas | valor=1341
linha=1052 | nome=Gabriela | acao=participou da aula | valor=2321
linha=1053 | nome=Paulo | acao=analisou os resultados | valor=7985
linha=1054 | nome=Sofia | acao=escreveu o relatorio | valor=5879
linha=1055 | nome=Natalia | acao=executou o benchmark | valor=9583
linha=1056 | nome=Bruno | acao=estudou computacao | valor=3875
linha=1057 | nome=Paulo | acao=participou da aula | valor=1895
linha=1058 | nome=Karen | acao=executou o benchmark | valor=2178
linha=1059 | nome=Sofia | acao=otimizou o algoritmo | valor=2541
linha=1060 | nome=Gabriela | acao=participou da aula | valor=6974
linha=1061 | nome=Otavio | acao=executou o benchmark | valor=9961
linha=1062 | nome=Renata | acao=comparou as metricas | valor=3136
linha=1063 | nome=Joao | acao=fez um experimento | valor=8502
linha=1064 | nome=Lucas | acao=comparou as metricas | valor=8332
linha=1065 | nome=Gabriela | acao=executou o benchmark | valor=7976
linha=1066 | nome=Mariana | acao=escreveu o relatorio | valor=9685
linha=1067 | nome=Daniela | acao=executou o benchmark | valor=5990
linha=1068 | nome=Lucas | acao=escreveu o relatorio | valor=1839
linha=1069 | nome=Igor | acao=otimizou o algoritmo | valor=9829
linha=1070 | nome=Ana | acao=comparou as metricas | valor=8476
linha=1071 | nome=Tiago | acao=estudou computacao | valor=8114
linha=1072 | nome=Felipe | acao=fez um experimento | valor=1501
linha=1073 | nome=Natalia | acao=analisou os resultados | valor=3720
linha=1074 | nome=Mariana | acao=participou da aula | valor=3731
linha=1075 | nome=Mariana | acao=estudou computacao | valor=6792
linha=1076 | nome=Helena | acao=analisou os resultados | valor=4241
linha=1077 | nome=Mariana | acao=executou o benchmark | valor=9016
linha=1078 | nome=Paulo | acao=estudou computacao | valor=2706
linha=1079 | nome=Felipe | acao=comparou as metricas | valor=4186
linha=1080 | nome=Tiago | acao=escreveu o relatorio | valor=2118
linha=1081 | nome=Felipe | acao=comparou as metricas | valor=8602
linha=1082 | nome=Renata | acao=otimizou o algoritmo | valor=3117
linha=1083 | nome=Eduarda | acao=escreveu o relatorio | valor=9528
linha=1084 | nome=Paulo | acao=executou o benchmark | valor=3474
linha=1085 | nome=Joao | acao=fez um experimento | valor=5865
linha=1086 | nome=Igor | acao=executou o benchmark | valor=4550
linha=1087 | nome=Felipe | acao=escreveu o relatorio | valor=1565
linha=1088 | nome=Mariana | acao=analisou os resultados | valor=6472
linha=1089 | nome=Renata | acao=fez um experimento | valor=2052
linha=1090 | nome=Vitor | acao=fez um experimento | valor=9856
linha=1091 | nome=Daniela | acao=comparou as metricas | valor=2960
linha=1092 | nome=Sofia | acao=escreveu o relatorio | valor=3584
linha=1093 | nome=Carlos | acao=analisou os resultados | valor=6993
linha=1094 | nome=Helena | acao=escreveu o relatorio | valor=8468
linha=1095 | nome=Joao | acao=analisou os resultados | valor=2276
linha=1096 | nome=Karen | acao=participou da aula | valor=4292
linha=1097 | nome=Natalia | acao=participou da aula | valor=3429
linha=1098 | nome=Carlos | acao=fez um experimento | valor=8127
linha=1099 | nome=Ana | acao=executou o benchmark | valor=8931
linha=1100 | nome=Sofia | acao=estudou computacao | valor=6966
linha=1101 | nome=Tiago | acao=comparou as metricas | valor=5010
linha=1102 | nome=Daniela | acao=executou o benchmark | valor=3533
linha=1103 | nome=Otavio | acao=escreveu o relatorio | valor=3269
linha=1104 | nome=Eduarda | acao=otimizou o algoritmo | valor=4572
linha=1105 | nome=Tiago | acao=comparou as metricas | valor=1312
linha=1106 | nome=Eduarda | acao=fez um experimento | valor=4671
linha=1107 | nome=Sofia | acao=escreveu o relatorio | valor=5299
linha=1108 | nome=Paulo | acao=otimizou o algoritmo | valor=9268
linha=1109 | nome=Mariana | acao=executou o benchmark | valor=1499
linha=1110 | nome=Daniela | acao=estudou computacao | valor=7649
linha=1111 | nome=Ana | acao=executou o benchmark | valor=3592
linha=1112 | nome=Joao | acao=otimizou o algoritmo | valor=4478
linha=1113 | nome=Daniela | acao=estudou computacao | valor=5830
linha=1114 | nome=Otavio | acao=estudou computacao | valor=3352
linha=1115 | nome=Lucas | acao=analisou os resultados | valor=9360
linha=1116 | nome=Vitor | acao=estudou computacao | valor=5453
linha=1117 | nome=Tiago | acao=escreveu o relatorio | valor=2812
linha=1118 | nome=Carlos | acao=executou o benchmark | valor=1878
linha=1119 | nome=Paulo | acao=estudou computacao | valor=2457
linha=1120 | nome=Mariana | acao=comparou as metricas | valor=6994
linha=1121 | nome=Daniela | acao=fez um experimento | valor=1443
linha=1122 | nome=Otavio | acao=comparou as metricas | valor=1156
linha=1123 | nome=Vitor | acao=comparou as metricas | valor=5354
linha=1124 | nome=Natalia | acao=analisou os resultados | valor=9229
linha=1125 | nome=Karen | acao=escreveu o relatorio | valor=6056
linha=1126 | nome=Igor | acao=analisou os resultados | valor=1698
linha=1127 | nome=Bruno | acao=otimizou o algoritmo | valor=4660
linha=1128 | nome=Felipe | acao=comparou as metricas | valor=4226
linha=1129 | nome=Karen | acao=otimizou o algoritmo | valor=4497
linha=1130 | nome=Bruno | acao=analisou os resultados | valor=3697
linha=1131 | nome=Lucas | acao=participou da aula | valor=5625
linha=1132 | nome=Bruno | acao=otimizou o algoritmo | valor=3152
linha=1133 | nome=Helena | acao=analisou os resultados | valor=1367
linha=1134 | nome=Mariana | acao=escreveu o relatorio | valor=4973
linha=1135 | nome=Igor | acao=fez um experimento | valor=8889
linha=1136 | nome=Mariana | acao=fez um experimento | valor=3213
linha=1137 | nome=Ana | acao=executou o benchmark | valor=9231
linha=1138 | nome=Felipe | acao=analisou os resultados | valor=4356
linha=1139 | nome=Ana | acao=comparou as metricas | valor=9114
linha=1140 | nome=Natalia | acao=comparou as metricas | valor=8539
linha=1141 | nome=Bruno | acao=escreveu o relatorio | valor=4331
linha=1142 | nome=Tiago | acao=comparou as metricas | valor=7995
linha=1143 | nome=Otavio | acao=escreveu o relatorio | valor=5646
linha=1144 | nome=Mariana | acao=estudou computacao | valor=6557
linha=1145 | nome=Vitor | acao=comparou as metricas | valor=4613
linha=1146 | nome=Felipe | acao=executou o benchmark | valor=4800
linha=1147 | nome=Ana | acao=fez um experimento | valor=2324
linha=1148 | nome=Lucas | acao=fez um experimento | valor=9024
linha=1149 | nome=Gabriela | acao=otimizou o algoritmo | valor=2681
linha=1150 | nome=Otavio | acao=comparou as metricas | valor=2783
linha=1151 | nome=Gabriela | acao=executou o benchmark | valor=7361
linha=1152 | nome=Helena | acao=executou o benchmark | valor=9646
linha=1153 | nome=Karen | acao=otimizou o algoritmo | valor=3573
linha=1154 | nome=Karen | acao=estudou computacao | valor=1941
linha=1155 | nome=Vitor | acao=participou da aula | valor=4258
linha=1156 | nome=Vitor | acao=participou da aula | valor=9188
