linha=1 | nome=Igor | acao=estudou computacao | valor=3970
linha=1032 | nome=Daniela | acao=estudou computacao | valor=8739
linha=1033 | nome=Paulo | acao=fez um experimento | valor=5910
linha=1034 | nome=Mariana | acao=escreveu o relatorio | valor=9775
linha=1035 | nome=Vitor | acao=executou o benchmark | valor=1037
linha=1036 | nome=Helena | acao=comparou as metricas | valor=5749
linha=1037 | nome=Sofia | acao=participou da aula | valor=1600
linha=1038 | nome=Karen | acao=escreveu o relatorio | valor=1094
linha=1039 | nome=Igor | acao=escreveu o relatorio | valor=4262
linha=1040 | nome=Mariana | acao=estudou computacao | valor=9167
linha=1041 | nome=Renata | acao=escreveu o relatorio | valor=7776
linha=1042 | nome=Karen | acao=escreveu o relatorio | valor=6006
linha=1043 | nome=Gabriela | acao=escreveu o relatorio | valor=3796
linha=1044 | nome=Natalia | acao=executou o benchmark | valor=4084
linha=1045 | nome=Lucas | acao=escreveu o relatorio | valor=9083
linha=1046 | nome=Gabriela | acao=otimizou o algoritmo | valor=9943
linha=1047 | nome=Carlos | acao=participou da aula | valor=1862
linha=1048 | nome=Felipe | acao=estudou computacao | valor=3297
linha=1049 | nome=Ana | acao=fez um experimento | valor=9501
linha=1050 | nome=Ana | acao=escreveu o relatorio | valor=3390
linha=1051 | nome=Bruno | acao=comparou as metricas | valor=2682
linha=1052 | nome=Paulo | acao=participou da aula | valor=6042
linha=1053 | nome=Mariana | acao=fez um experimento | valor=4715
linha=1054 | nome=Bruno | acao=otimizou o algoritmo | valor=7144
linha=1055 | nome=Tiago | acao=estudou computacao | valor=7560
linha=1056 | nome=Bruno | acao=executou o benchmark | valor=9589
linha=1057 | nome=Tiago | acao=executou o benchmark | valor=1334
linha=1058 | nome=Sofia | acao=executou o benchmark | valor=5711
linha=1059 | nome=Mariana | acao=fez um experimento | valor=6339
linha=1060 | nome=Renata | acao=participou da aula | valor=8960
linha=1061 | nome=Tiago | acao=otimizou o algoritmo | valor=1091
linha=1062 | nome=Felipe | acao=participou da aula | valor=5119
linha=1063 | nome=Daniela | acao=executou o benchmark | valor=7423
linha=1064 | nome=Joao | acao=analisou os resultados | valor=3546
linha=1065 | nome=Joao | acao=participou da aula | valor=5464
linha=1066 | nome=Vitor | acao=escreveu o relatorio | valor=9585
linha=1067 | nome=Renata | acao=analisou os resultados | valor=5784
linha=1068 | nome=Joao | acao=fez um experimento | valor=5806
linha=1069 | nome=Joao | acao=escreveu o relatorio | valor=7045
linha=1070 | nome=Vitor | acao=escreveu o relatorio | valor=4244
linha=1071 | nome=Tiago | acao=analisou os resultados | valor=8519
linha=1072 | nome=Joao | acao=estudou computacao | valor=2211
linha=1073 | nome=Karen | acao=escreveu o relatorio | valor=2211
linha=1074 | nome=Joao | acao=participou da aula | valor=1431
linha=1075 | nome=Paulo | acao=analisou os resultados | valor=5261
linha=1076 | nome=Renata | acao=analisou os resultados | valor=9359
linha=1077 | nome=Felipe | acao=estudou computacao | valor=9260
linha=1078 | nome=Otavio | acao=comparou as metricas | valor=5889
linha=1079 | nome=Otavio | acao=otimizou o algoritmo | valor=3815
linha=1080 | nome=Mariana | acao=executou o benchmark | valor=7019
linha=1081 | nome=Eduarda | acao=analisou os resultados | valor=3344
linha=1082 | nome=Carlos | acao=estudou computacao | valor=9950
linha=1083 | nome=Tiago | acao=otimizou o algoritmo | valor=4182
linha=1084 | nome=Igor | acao=otimizou o algoritmo | valor=8889
linha=1085 | nome=Bruno | acao=otimizou o algoritmo | valor=9021
linha=1086 | nome=Gabriela | acao=participou da aula | valor=2130
linha=1087 | nome=Gabriela | acao=escreveu o relatorio | valor=8822
linha=1088 | nome=Eduarda | acao=otimizou o algoritmo | valor=9224
linha=1089 | nome=Ana | acao=comparou as metricas | valor=1130
linha=1090 | nome=Otavio | acao=fez um experimento | valor=1299
linha=1091 | nome=Felipe | acao=analisou os resultados | valor=7819
linha=1092 | nome=Ana | acao=executou o benchmark | valor=8161
linha=1093 | nome=Vitor | acao=fez um experimento | valor=2215
linha=1094 | nome=Vitor | acao=participou da aula | valor=7387
linha=1095 | nome=Sofia | acao=participou da aula | valor=8331
linha=1096 | nome=Mariana | acao=executou o benchmark | valor=6778
linha=1097 | nome=Tiago | acao=comparou as metricas | valor=4412
linha=1098 | nome=Vitor | acao=comparou as metricas | valor=3972
linha=1099 | nome=Paulo | acao=analisou os resultados | valor=9851
linha=1100 | nome=Felipe | acao=comparou as metricas | valor=8065
linha=1101 | nome=Mariana | acao=estudou computacao | valor=7469
linha=1102 | nome=Sofia | acao=estudou computacao | valor=5477
linha=1103 | nome=Renata | acao=escreveu o relatorio | valor=9521
linha=1104 | nome=Natalia | acao=participou da aula | valor=1235
linha=1105 | nome=Sofia | acao=fez um experimento | valor=7599
linha=1106 | nome=Renata | acao=fez um experimento | valor=4106
linha=1107 | nome=Helena | acao=participou da aula | valor=7459
linha=1108 | nome=Ana | acao=participou da aula | valor=4483
linha=1109 | nome=Lucas | acao=estudou computacao | valor=6305
linha=1110 | nome=Renata | acao=otimizou o algoritmo | valor=2233
linha=1111 | nome=Helena | acao=estudou computacao | valor=8651
linha=1112 | nome=Karen | acao=comparou as metricas | valor=7823
linha=1113 | nome=Eduarda | acao=participou da aula | valor=7513
linha=1114 | nome=Helena | acao=otimizou o algoritmo | valor=4927
linha=1115 | nome=Felipe | acao=participou da aula | valor=1840
linha=1116 | nome=Gabriela | acao=escreveu o relatorio | valor=8452
linha=1117 | nome=Karen | acao=comparou as metricas | valor=6313
linha=1118 | nome=Gabriela | acao=fez um experimento | valor=2073
linha=1119 | nome=Eduarda | acao=comparou as metricas | valor=5921
linha=1120 | nome=Otavio | acao=comparou as metricas | valor=6315
linha=1121 | nome=Karen | acao=analisou os resultados | valor=2799
linha=1122 | nome=Renata | acao=escreveu o relatorio | valor=1151
linha=1123 | nome=Joao | acao=otimizou o algoritmo | valor=9080
linha=1124 | nome=Natalia | acao=executou o benchmark | valor=3980
linha=1125 | nome=Otavio | acao=otimizou o algoritmo | valor=2022
linha=1126 | nome=Mariana | acao=fez um experimento | valor=9590
linha=1127 | nome=Igor | acao=comparou as metricas | valor=4228
linha=1128 | nome=Paulo | acao=fez um experimento | valor=7273
linha=1129 | nome=Helena | acao=analisou os resultados | valor=8518
linha=1130 | nome=Karen | acao=escreveu o relatorio | valor=3372
linha=1131 | nome=Carlos | acao=estudou computacao | valor=4573
linha=1132 | nome=Gabriela | acao=executou o benchmark | valor=5987
linha=1133 | nome=Paulo | acao=participou da aula | valor=3319
linha=1134 | nome=Vitor | acao=fez um experimento | valor=2349
linha=1135 | nome=Bruno | acao=estudou computacao | valor=8551
linha=1136 | nome=Carlos | acao=comparou as metricas | valor=3199
linha=1137 | nome=Daniela | acao=estudou computacao | valor=2127
linha=1138 | nome=Daniela | acao=escreveu o relatorio | valor=3609
linha=1139 | nome=Bruno | acao=estudou computacao | valor=2301
linha=1140 | nome=Carlos | acao=estudou computacao | valor=6329
linha=1141 | nome=Helena | acao=analisou os resultados | valor=4256
linha=1142 | nome=Helena | acao=executou o benchmark | valor=8335
linha=1143 | nome=Carlos | acao=comparou as metricas | valor=5555
linha=1144 | nome=Paulo | acao=estudou computacao | valor=1183
linha=1145 | nome=Karen | acao=executou o benchmark | valor=1219
linha=1146 | nome=Mariana | acao=otimizou o algoritmo | valor=9959
linha=1147 | nome=Paulo | acao=fez um experimento | valor=7374
linha=1148 | nome=Helena | acao=participou da aula | valor=9004
linha=1149 | nome=Gabriela | acao=escreveu o relatorio | valor=7657
linha=1150 | nome=Natalia | acao=fez um experimento | valor=2201
linha=1151 | nome=Daniela | acao=participou da aula | valor=9106
linha=1152 | nome=Natalia | acao=estudou computacao | valor=1589
linha=1153 | nome=Natalia | acao=participou da aula | valor=2942
linha=1154 | nome=Joao | acao=executou o benchmark | valor=4928
linha=1155 | nome=Paulo | acao=participou da aula | valor=6842
linha=1156 | nome=Eduarda | acao=escreveu o relatorio | valor=4860
linha=1157 | nome=Vitor | acao=analisou os resultados | valor=3820
linha=1158 | nome=Helena | acao=analisou os resultados | valor=4659
linha=1159 | nome=Tiago | acao=participou da aula | valor=8669
linha=1160 | nome=Bruno | acao=analisou os resultados | valor=5103
linha=1161 | nome=Bruno | acao=participou da aula | valor=5603
linha=1162 | nome=Felipe | acao=estudou computacao | valor=7362
linha=1163 | nome=Gabriela | acao=executou o benchmark | valor=3893
linha=1164 | nome=Bruno | acao=analisou os resultados | valor=1876
linha=1165 | nome=Ana | acao=executou o benchmark | valor=7423
linha=1166 | nome=Carlos | acao=analisou os resultados | valor=4506
linha=1167 | nome=Tiago | acao=fez um experimento | valor=6682
linha=1168 | nome=Helena | acao=analisou os resultados | valor=5883
linha=1169 | nome=Helena | acao=participou da aula | valor=5907
linha=1170 | nome=Sofia | acao=analisou os resultados | valor=1341
linha=1171 | nome=Carlos | acao=otimizou o algoritmo | valor=8307
linha=1172 | nome=Gabriela | acao=fez um experimento | valor=3911
linha=1173 | nome=Helena | acao=fez um experimento | valor=2849
linha=1174 | nome=Carlos | acao=escreveu o relatorio | valor=4248
linha=1175 | nome=Vitor | acao=fez um experimento | valor=4270
linha=1176 | nome=Paulo | acao=otimizou o algoritmo | valor=7202
linha=1177 | nome=Sofia | acao=escreveu o relatorio | valor=5413
linha=1178 | nome=Mariana | acao=fez um experimento | valor=3786
linha=1179 | nome=Bruno | acao=participou da aula | valor=7829
linha=1180 | nome=Eduarda | acao=otimizou o algoritmo | valor=7412
linha=1181 | nome=Mariana | acao=analisou os resultados | valor=4381
linha=1182 | nome=Felipe | acao=participou da aula | valor=1574
linha=1183 | nome=Mariana | acao=escreveu o relatorio | valor=2298
linha=1184 | nome=Mariana | acao=otimizou o algoritmo | valor=9549
linha=1185 | nome=Tiago | acao=comparou as metricas | valor=5803
linha=1186 | nome=Karen | acao=analisou os resultados | valor=3959
linha=1187 | nome=Lucas | acao=fez um experimento | valor=6548
linha=1188 | nome=Bruno | acao=estudou computacao | valor=4492
linha=1189 | nome=Mariana | acao=executou o benchmark | valor=9167
linha=1190 | nome=Carlos | acao=fez um experimento | valor=4542
linha=1191 | nome=Lucas | acao=participou da aula | valor=7135
linha=1192 | nome=Bruno | acao=fez um experimento | valor=3260
linha=1193 | nome=Natalia | acao=comparou as metricas | valor=3819
linha=1194 | nome=Tiago | acao=fez um experimento | valor=7238
linha=1195 | nome=Renata | acao=escreveu o relatorio | valor=5193
linha=1196 | nome=Natalia | acao=participou da aula | valor=8602
linha=1197 | nome=Natalia | acao=analisou os resultados | valor=1591
linha=1198 | nome=Ana | acao=estudou computacao | valor=3206
linha=1199 | nome=Felipe | acao=analisou os resultados | valor=7677
linha=1200 | nome=Vitor | acao=participou da aula | valor=9468
linha=1201 | nome=Felipe | acao=participou da aula | valor=7941
linha=1202 | nome=Joao | acao=participou da aula | valor=7428
linha=1203 | nome=Bruno | acao=escreveu o relatorio | valor=7679
linha=1204 | nome=Mariana | acao=fez um experimento | valor=7723
linha=1205 | nome=Daniela | acao=participou da aula | valor=2030
linha=1206 | nome=Mariana | acao=estudou computacao | valor=5748
linha=1207 | nome=Sofia | acao=fez um experimento | valor=4443
linha=1208 | nome=Tiago | acao=otimizou o algoritmo | valor=1796
linha=1209 | nome=Mariana | acao=estudou computacao | valor=6780
linha=1210 | nome=Sofia | acao=otimizou o algoritmo | valor=7609
linha=1211 | nome=Ana | acao=escreveu o relatorio | valor=8481
linha=1212 | nome=Sofia | acao=comparou as metricas | valor=8492
linha=1213 | nome=Lucas | acao=analisou os resultados | valor=7305
linha=1214 | nome=Otavio | acao=executou o benchmark | valor=4447
linha=1215 | nome=Tiago | acao=otimizou o algoritmo | valor=5236
linha=1216 | nome=Tiago | acao=executou o benchmark | valor=7773
linha=1217 | nome=Tiago | acao=analisou os resultados | valor=2546
linha=1218 | nome=Lucas | acao=analisou os resultados | valor=4049
linha=1219 | nome=Gabriela | acao=estudou computacao | valor=5643
linha=1220 | nome=Tiago | acao=otimizou o algoritmo | valor=4221
linha=1221 | nome=Felipe | acao=otimizou o algoritmo | valor=8041
linha=1222 | nome=Bruno | acao=participou da aula | valor=4419
linha=1223 | nome=Felipe | acao=fez um experimento | valor=3662
linha=1224 | nome=Tiago | acao=estudou computacao | valor=7497
linha=1225 | nome=Lucas | acao=otimizou o algoritmo | valor=1246
linha=1226 | nome=Gabriela | acao=escreveu o relatorio | valor=2959
linha=1227 | nome=Renata | acao=executou o benchmark | valor=6738
linha=1228 | nome=Felipe | acao=otimizou o algoritmo | valor=8137
linha=1229 | nome=Helena | acao=fez um experimento | valor=4369
linha=1230 | nome=Karen | acao=estudou computacao | valor=7811
linha=1231 | nome=Renata | acao=estudou computacao | valor=6616
linha=1232 | nome=Karen | acao=participou da aula | valor=7869
linha=1233 | nome=Lucas | acao=executou o benchmark | valor=6813
linha=1234 | nome=Felipe | acao=otimizou o algoritmo | valor=1502
linha=1235 | nome=Eduarda | acao=executou o benchmark | valor=3464
linha=1236 | nome=Karen | acao=comparou as metricas | valor=1501
linha=1237 | nome=Sofia | acao=escreveu o relatorio | valor=3497
linha=1238 | nome=Helena | acao=analisou os resultados | valor=6514
linha=1239 | nome=Eduarda | acao=otimizou o algoritmo | valor=1743
linha=1240 | nome=Helena | acao=executou o benchmark | valor=6911
linha=1241 | nome=Igor | acao=participou da aula | valor=2358
linha=1242 | nome=Otavio | acao=otimizou o algoritmo | valor=3852
linha=1243 | nome=Tiago | acao=escreveu o relatorio | valor=3778
linha=1244 | nome=Igor | acao=executou o benchmark | valor=1323
linha=1245 | nome=Sofia | acao=participou da aula | valor=5440
linha=1246 | nome=Helena | acao=estudou computacao | valor=6335
linha=1247 | nome=Daniela | acao=comparou as metricas | valor=9733
linha=1248 | nome=Karen | acao=escreveu o relatorio | valor=7249
linha=1249 | nome=Karen | acao=comparou as metricas | valor=6154
linha=1250 | nome=Gabriela | acao=estudou computacao | valor=1023
linha=1251 | nome=Helena | acao=estudou computacao | valor=7789
linha=1252 | nome=Tiago | acao=executou o benchmark | valor=7603
linha=1253 | nome=Helena | acao=comparou as metricas | valor=4139
linha=1254 | nome=Eduarda | acao=participou da aula | valor=8170
linha=1255 | nome=Tiago | acao=comparou as metricas | valor=5934
linha=1256 | nome=Carlos | acao=executou o benchmark | valor=3949
linha=1257 | nome=Sofia | acao=escreveu o relatorio | valor=1327
linha=1258 | nome=Helena | acao=comparou as metricas | valor=9778
linha=1259 | nome=Paulo | acao=otimizou o algoritmo | valor=4721
linha=1260 | nome=Natalia | acao=analisou os resultados | valor=6641
linha=1261 | nome=Tiago | acao=estudou computacao | valor=3203
linha=1262 | nome=Karen | acao=participou da aula | valor=4031
linha=1263 | nome=Helena | acao=participou da aula | valor=2630
linha=1264 | nome=Carlos | acao=fez um experimento | valor=9792
linha=1265 | nome=Paulo | acao=otimizou o algoritmo | valor=1112
linha=1266 | nome=Eduarda | acao=estudou computacao | valor=7704
linha=1267 | nome=Lucas | acao=comparou as metricas | valor=4017
linha=1268 | nome=Joao | acao=otimizou o algoritmo | valor=5404
linha=1269 | nome=Mariana | acao=analisou os resultados | valor=6946
linha=1270 | nome=Daniela | acao=participou da aula | valor=4968
linha=1271 | nome=Tiago | acao=analisou os resultados | valor=8500
linha=1272 | nome=Bruno | acao=fez um experimento | valor=7409
linha=1273 | nome=Joao | acao=fez um experimento | valor=5982
linha=1274 | nome=Gabriela | acao=estudou computacao | valor=3133
linha=1275 | nome=Paulo | acao=analisou os resultados | valor=1881
linha=1276 | nome=Helena | acao=fez um experimento | valor=6986
linha=1277 | nome=Karen | acao=participou da aula | valor=7462
linha=1278 | nome=Lucas | acao=analisou os resultados | valor=4428
linha=1279 | nome=Igor | acao=escreveu o relatorio | valor=6873
linha=1280 | nome=Ana | acao=fez um experimento | valor=1009
linha=1281 | nome=Carlos | acao=participou da aula | valor=6714
linha=1282 | nome=Otavio | acao=analisou os resultados | valor=4194
linha=1283 | nome=Eduarda | acao=analisou os resultados | valor=1894
linha=1284 | nome=Otavio | acao=fez um experimento | valor=3071
linha=1285 | nome=Bruno | acao=estudou computacao | valor=6868
linha=1286 | nome=Gabriela | acao=otimizou o algoritmo | valor=7060
linha=1287 | nome=Lucas | acao=comparou as metricas | valor=5265
linha=1288 | nome=Igor | acao=analisou os resultados | valor=5762
linha=1289 | nome=Mariana | acao=otimizou o algoritmo | valor=4535
linha=1290 | nome=Paulo | acao=comparou as metricas | valor=6687
linha=1291 | nome=Vitor | acao=comparou as metricas | valor=6785
linha=1292 | nome=Eduarda | acao=escreveu o relatorio | valor=1621
linha=1293 | nome=Natalia | acao=fez um experimento | valor=6774
linha=1294 | nome=Gabriela | acao=otimizou o algoritmo | valor=9162
linha=1295 | nome=Vitor | acao=otimizou o algoritmo | valor=6080
linha=1296 | nome=Karen | acao=comparou as metricas | valor=5081
linha=1297 | nome=Igor | acao=otimizou o algoritmo | valor=5596
linha=1298 | nome=Otavio | acao=comparou as metricas | valor=5031
linha=1299 | nome=Eduarda | acao=estudou computacao | valor=4227
linha=1300 | nome=Lucas | acao=fez um experimento | valor=2810
linha=1301 | nome=Bruno | acao=otimizou o algoritmo | valor=9845
linha=1302 | nome=Ana | acao=executou o benchmark | valor=2114
linha=1303 | nome=Eduarda | acao=estudou computacao | valor=1446
linha=1304 | nome=Sofia | acao=escreveu o relatorio | valor=1718
linha=1305 | nome=Joao | acao=escreveu o relatorio | valor=6184
linha=1306 | nome=Joao | acao=fez um experimento | valor=4665
linha=1307 | nome=Mariana | acao=escreveu o relatorio | valor=6441
linha=1308 | nome=Gabriela | acao=participou da aula | valor=4519
linha=1309 | nome=Felipe | acao=otimizou o algoritmo | valor=9615
linha=1310 | nome=Mariana | acao=fez um experimento | valor=6738
linha=1311 | nome=Eduarda | acao=executou o benchmark | valor=5499
linha=1312 | nome=Renata | acao=participou da aula | valor=6352
linha=1313 | nome=Karen | acao=estudou computacao | valor=2133
linha=1314 | nome=Lucas | acao=fez um experimento | valor=8323
linha=1315 | nome=Gabriela | acao=executou o benchmark | valor=3898
linha=1316 | nome=Gabriela | acao=participou da aula | valor=6005
linha=1317 | nome=Tiago | acao=executou o benchmark | valor=1546
linha=1318 | nome=Vitor | acao=fez um experimento | valor=8188
linha=1319 | nome=Felipe | acao=participou da aula | valor=4251
linha=1320 | nome=Mariana | acao=comparou as metricas | valor=3989
linha=1321 | nome=Mariana | acao=analisou os resultados | valor=5848
linha=1322 | nome=Paulo | acao=executou o benchmark | valor=2427
linha=1323 | nome=Renata | acao=otimizou o algoritmo | valor=8803
linha=1324 | nome=Lucas | acao=escreveu o relatorio | valor=9077
linha=1325 | nome=Joao | acao=escreveu o relatorio | valor=9412
linha=1326 | nome=Gabriela | acao=escreveu o relatorio | valor=7369
linha=1327 | nome=Carlos | acao=fez um experimento | valor=4076
linha=1328 | nome=Eduarda | acao=escreveu o relatorio | valor=1874
linha=1329 | nome=Natalia | acao=participou da aula | valor=2272
linha=1330 | nome=Daniela | acao=participou da aula | valor=1261
linha=1331 | nome=Eduarda | acao=participou da aula | valor=3192
linha=1332 | nome=Ana | acao=analisou os resultados | valor=7303
linha=1333 | nome=Felipe | acao=analisou os resultados | valor=3738
linha=1334 | nome=Carlos | acao=otimizou o algoritmo | valor=3264
linha=1335 | nome=Helena | acao=otimizou o algoritmo | valor=7238
linha=1336 | nome=Otavio | acao=analisou os resultados | valor=7304
linha=1337 | nome=Gabriela | acao=fez um experimento | valor=3393
linha=1338 | nome=Joao | acao=comparou as metricas | valor=7427
linha=1339 | nome=Eduarda | acao=fez um experimento | valor=4505
linha=1340 | nome=Natalia | acao=comparou as metricas | valor=9279
linha=1341 | nome=Joao | acao=analisou os resultados | valor=3657
linha=1342 | nome=Daniela | acao=otimizou o algoritmo | valor=5042
linha=1343 | nome=Daniela | acao=analisou os resultados | valor=4757
linha=1344 | nome=Carlos | acao=estudou computacao | valor=5768
linha=1345 | nome=Paulo | acao=participou da aula | valor=5985
linha=1346 | nome=Helena | acao=otimizou o algoritmo | valor=3247
linha=1347 | nome=Natalia | acao=analisou os resultados | valor=3705
linha=1348 | nome=Joao | acao=otimizou o algoritmo | valor=6285
linha=1349 | nome=Helena | acao=participou da aula | valor=7129
linha=1350 | nome=Igor | acao=otimizou o algoritmo | valor=6208
linha=1351 | nome=Helena | acao=executou o benchmark | valor=7063
linha=1352 | nome=Bruno | acao=analisou os resultados | valor=9838
linha=1353 | nome=Natalia | acao=analisou os resultados | valor=7984
linha=1354 | nome=Carlos | acao=fez um experimento | valor=8166
linha=1355 | nome=Joao | acao=estudou computacao | valor=4216
linha=1356 | nome=Joao | acao=participou da aula | valor=6865
linha=1357 | nome=Paulo | acao=otimizou o algoritmo | valor=2987
linha=1358 | nome=Daniela | acao=executou o benchmark | valor=1748
linha=1359 | nome=Igor | acao=estudou computacao | valor=7652
linha=1360 | nome=Natalia | acao=comparou as metricas | valor=7153
linha=1361 | nome=Daniela | acao=participou da aula | valor=4896
linha=1362 | nome=Daniela | acao=fez um experimento | valor=4632
linha=1363 | nome=Paulo | acao=fez um experimento | valor=4302
linha=1364 | nome=Otavio | acao=analisou os resultados | valor=9814
linha=1365 | nome=Igor | acao=analisou os resultados | valor=9353
linha=1366 | nome=Bruno | acao=escreveu o relatorio | valor=3464
linha=1367 | nome=Bruno | acao=escreveu o relatorio | valor=6324
linha=1368 | nome=Natalia | acao=participou da aula | valor=1681
linha=1369 | nome=Paulo | acao=comparou as metricas | valor=9941
linha=1370 | nome=Daniela | acao=comparou as metricas | valor=6635
linha=1371 | nome=Bruno | acao=otimizou o algoritmo | valor=5060
linha=1372 | nome=Vitor | acao=otimizou o algoritmo | valor=7562
linha=1373 | nome=Gabriela | acao=fez um experimento | valor=7057
linha=1374 | nome=Bruno | acao=escreveu o relatorio | valor=3738
linha=1375 | nome=Eduarda | acao=comparou as metricas | valor=5419
linha=1376 | nome=Tiago | acao=executou o benchmark | valor=4136
linha=1377 | nome=Paulo | acao=estudou computacao | valor=1044
linha=1378 | nome=Gabriela | acao=fez um experimento | valor=1715
linha=1379 | nome=Helena | acao=otimizou o algoritmo | valor=9319
linha=1380 | nome=Ana | acao=participou da aula | valor=2755
linha=1381 | nome=Vitor | acao=otimizou o algoritmo | valor=1929
linha=1382 | nome=Ana | acao=estudou computacao | valor=4386
linha=1383 | nome=Felipe | acao=executou o benchmark | valor=7822
linha=1384 | nome=Sofia | acao=analisou os resultados | valor=4593
linha=1385 | nome=Karen | acao=analisou os resultados | valor=9150
linha=1386 | nome=Eduarda | acao=fez um experimento | valor=7157
linha=1387 | nome=Lucas | acao=estudou computacao | valor=5974
linha=1388 | nome=Vitor | acao=estudou computacao | valor=3219
linha=1389 | nome=Helena | acao=fez um experimento | valor=4001
linha=1390 | nome=Gabriela | acao=escreveu o relatorio | valor=5466
linha=1391 | nome=Renata | acao=estudou computacao | valor=5668
linha=1392 | nome=Gabriela | acao=estudou computacao | valor=9715
linha=1393 | nome=Natalia | acao=escreveu o relatorio | valor=9043
linha=1394 | nome=Tiago | acao=otimizou o algoritmo | valor=4878
linha=1395 | nome=Natalia | acao=comparou as metricas | valor=7673
linha=1396 | nome=Carlos | acao=estudou computacao | valor=4069
linha=1397 | nome=Gabriela | acao=participou da aula | valor=5294
linha=1398 | nome=Igor | acao=otimizou o algoritmo | valor=8389
linha=1399 | nome=Joao | acao=comparou as metricas | valor=9607
linha=1400 | nome=Otavio | acao=executou o benchmark | valor=8366
linha=1401 | nome=Felipe | acao=executou o benchmark | valor=5529
linha=1402 | nome=Joao | acao=executou o benchmark | valor=6328
linha=1403 | nome=Carlos | acao=participou da aula | valor=2338
linha=1404 | nome=Gabriela | acao=analisou os resultados | valor=6565
linha=1405 | nome=Gabriela | acao=comparou as metricas | valor=4851
linha=1406 | nome=Helena | acao=fez um experimento | valor=4800
linha=1407 | nome=Paulo | acao=escreveu o relatorio | valor=8906
linha=1408 | nome=Joao | acao=participou da aula | valor=2373
linha=1409 | nome=Natalia | acao=comparou as metricas | valor=3044
linha=1410 | nome=Lucas | acao=escreveu o relatorio | valor=7309
linha=1411 | nome=Karen | acao=executou o benchmark | valor=7486
linha=1412 | nome=Sofia | acao=otimizou o algoritmo | valor=4603
linha=1413 | nome=Paulo | acao=comparou as metricas | valor=9319
linha=1414 | nome=Vitor | acao=comparou as metricas | valor=1363
linha=1415 | nome=Paulo | acao=analisou os resultados | valor=7338
linha=1416 | nome=Felipe | acao=analisou os resultados | valor=9106
linha=1417 | nome=Otavio | acao=analisou os resultados | valor=7316
linha=1418 | nome=Igor | acao=estudou computacao | valor=5042
linha=1419 | nome=Eduarda | acao=analisou os resultados | valor=2834
linha=1420 | nome=Bruno | acao=analisou os resultados | valor=4928
linha=1421 | nome=Felipe | acao=analisou os resultados | valor=7475
linha=1422 | nome=Natalia | acao=fez um experimento | valor=1328
linha=1423 | nome=Helena | acao=executou o benchmark | valor=7367
linha=1424 | nome=Renata | acao=analisou os resultados | valor=8220
linha=1425 | nome=Bruno | acao=estudou computacao | valor=5788
linha=1426 | nome=Tiago | acao=executou o benchmark | valor=6853
linha=1427 | nome=Carlos | acao=fez um experimento | valor=6631
linha=1428 | nome=Tiago | acao=participou da aula | valor=2758
linha=1429 | nome=Helena | acao=estudou computacao | valor=8474
linha=1430 | nome=Daniela | acao=comparou as metricas | valor=2442
linha=1431 | nome=Tiago | acao=escreveu o relatorio | valor=6210
linha=1432 | nome=Felipe | acao=escreveu o relatorio | valor=9611
linha=1433 | nome=Natalia | acao=analisou os resultados | valor=2039
linha=1434 | nome=Renata | acao=participou da aula | valor=4006
linha=1435 | nome=Daniela | acao=comparou as metricas | valor=9384
linha=1436 | nome=Mariana | acao=estudou computacao | valor=6803
linha=1437 | nome=Renata | acao=fez um experimento | valor=6399
linha=1438 | nome=Renata | acao=participou da aula | valor=6210
linha=1439 | nome=Daniela | acao=analisou os resultados | valor=9953
linha=1440 | nome=Igor | acao=comparou as metricas | valor=1236
linha=1441 | nome=Eduarda | acao=estudou computacao | valor=8270
linha=1442 | nome=Igor | acao=otimizou o algoritmo | valor=7794
linha=1443 | nome=Eduarda | acao=executou o benchmark | valor=7407
linha=1444 | nome=Eduarda | acao=fez um experimento | valor=5182
linha=1445 | nome=Carlos | acao=escreveu o relatorio | valor=9980
linha=1446 | nome=Tiago | acao=executou o benchmark | valor=8086
linha=1447 | nome=Daniela | acao=analisou os resultados | valor=5119
linha=1448 | nome=Eduarda | acao=comparou as metricas | valor=8706
linha=1449 | nome=Sofia | acao=participou da aula | valor=5638
linha=1450 | nome=Natalia | acao=executou o benchmark | valor=9433
linha=1451 | nome=Ana | acao=executou o benchmark | valor=7046
linha=1452 | nome=Karen | acao=escreveu o relatorio | valor=5010
linha=1453 | nome=Paulo | acao=participou da aula | valor=4287
linha=1454 | nome=Vitor | acao=participou da aula | valor=2671
linha=1455 | nome=Carlos | acao=fez um experimento | valor=8464
linha=1456 | nome=Lucas | acao=executou o benchmark | valor=7617
linha=1457 | nome=Gabriela | acao=estudou computacao | valor=8107
linha=1458 | nome=Felipe | acao=analisou os resultados | valor=1012
linha=1459 | nome=Otavio | acao=otimizou o algoritmo | valor=8139
linha=1460 | nome=Felipe | acao=estudou computacao | valor=1246
linha=1461 | nome=Bruno | acao=executou o benchmark | valor=5771
linha=1462 | nome=Mariana | acao=analisou os resultados | valor=8058
linha=1463 | nome=Natalia | acao=estudou computacao | valor=3580
linha=1464 | nome=Otavio | acao=comparou as metricas | valor=8933
linha=1465 | nome=Karen | acao=executou o benchmark | valor=8738
linha=1466 | nome=Tiago | acao=otimizou o algoritmo | valor=5367
linha=1467 | nome=Renata | acao=escreveu o relatorio | valor=6448
linha=1468 | nome=Joao | acao=estudou computacao | valor=3087
