linha=1 | nome=Eduarda | acao=estudou computacao | valor=8770
linha=818 | nome=Sofia | acao=otimizou o algoritmo | valor=4119
linha=819 | nome=Joao | acao=analisou os resultados | valor=8307
linha=820 | nome=Natalia | acao=comparou as metricas | valor=3224
linha=821 | nome=Karen | acao=fez um experimento | valor=9268
linha=822 | nome=Karen | acao=estudou computacao | valor=2824
linha=823 | nome=Karen | acao=participou da aula | valor=4697
linha=824 | nome=Paulo | acao=estudou computacao | valor=8179
linha=825 | nome=Joao | acao=participou da aula | valor=2628
linha=826 | nome=Vitor | acao=fez um experimento | valor=7724
linha=827 | nome=Vitor | acao=participou da aula | valor=1559
linha=828 | nome=Daniela | acao=participou da aula | valor=6287
linha=829 | nome=Igor | acao=estudou computacao | valor=5354
linha=830 | nome=Tiago | acao=estudou computacao | valor=4811
linha=831 | nome=Ana | acao=fez um experimento | valor=5892
linha=832 | nome=Tiago | acao=fez um experimento | valor=4547
linha=833 | nome=Carlos | acao=comparou as metricas | valor=6175
linha=834 | nome=Bruno | acao=comparou as metricas | valor=1973
linha=835 | nome=Eduarda | acao=estudou computacao | valor=2678
linha=836 | nome=Sofia | acao=estudou computacao | valor=5866
linha=837 | nome=Carlos | acao=executou o benchmark | valor=5279
linha=838 | nome=Lucas | acao=executou o benchmark | valor=9163
linha=839 | nome=Karen | acao=participou da aula | valor=5454
linha=840 | nome=Mariana | acao=escreveu o relatorio | valor=8649
linha=841 | nome=Mariana | acao=comparou as metricas | valor=4768
linha=842 | nome=Renata | acao=executou o benchmark | valor=5118
linha=843 | nome=Ana | acao=participou da aula | valor=2087
linha=844 | nome=Ana | acao=comparou as metricas | valor=5030
linha=845 | nome=Lucas | acao=escreveu o relatorio | valor=8543
linha=846 | nome=Sofia | acao=executou o benchmark | valor=8615
linha=847 | nome=Ana | acao=fez um experimento | valor=6482
linha=848 | nome=Vitor | acao=executou o benchmark | valor=1480
linha=849 | nome=Tiago | acao=participou da aula | valor=4147
linha=850 | nome=Sofia | acao=estudou computacao | valor=3027
linha=851 | nome=Otavio | acao=estudou computacao | valor=3687
linha=852 | nome=Karen | acao=escreveu o relatorio | valor=3731
linha=853 | nome=Igor | acao=fez um experimento | valor=4932
linha=854 | nome=Karen | acao=fez um experimento | valor=2590
linha=855 | nome=Renata | acao=estudou computacao | valor=3413
linha=856 | nome=Joao | acao=escreveu o relatorio | valor=2916
linha=857 | nome=Ana | acao=executou o benchmark | valor=7438
linha=858 | nome=Helena | acao=analisou os resultados | valor=9167
linha=859 | nome=Felipe | acao=comparou as metricas | valor=8187
linha=860 | nome=Eduarda | acao=escreveu o relatorio | valor=9478
linha=861 | nome=Natalia | acao=fez um experimento | valor=6732
linha=862 | nome=Tiago | acao=escreveu o relatorio | valor=4110
linha=863 | nome=Paulo | acao=participou da aula | valor=1632
linha=864 | nome=Carlos | acao=executou o benchmark | valor=3684
linha=865 | nome=Mariana | acao=participou da aula | valor=8811
linha=866 | nome=Carlos | acao=escreveu o relatorio | valor=7288
linha=867 | nome=Helena | acao=analisou os resultados | valor=6044
linha=868 | nome=Daniela | acao=comparou as metricas | valor=4138
linha=869 | nome=Felipe | acao=comparou as metricas | valor=7690
linha=870 | nome=Daniela | acao=fez um experimento | valor=2594
linha=871 | nome=Paulo | acao=estudou computacao | valor=9555
linha=872 | nome=Igor | acao=escreveu o relatorio | valor=8552
linha=873 | nome=Helena | acao=estudou computacao | valor=4142
linha=874 | nome=Daniela | acao=estudou computacao | valor=2543
linha=875 | nome=Mariana | acao=executou o benchmark | valor=1930
linha=876 | nome=Sofia | acao=executou o benchmark | valor=5156
linha=877 | nome=Karen | acao=estudou computacao | valor=3043
linha=878 | nome=Vitor | acao=estudou computacao | valor=4463
linha=879 | nome=Helena | acao=comparou as metricas | valor=7907
linha=880 | nome=Gabriela | acao=comparou as metricas | valor=1138
linha=881 | nome=Vitor | acao=escreveu o relatorio | valor=1277
linha=882 | nome=Eduarda | acao=otimizou o algoritmo | valor=9334
linha=883 | nome=Joao | acao=escreveu o relatorio | valor=6036
linha=884 | nome=Carlos | acao=otimizou o algoritmo | valor=2906
linha=885 | nome=Sofia | acao=comparou as metricas | valor=8229
linha=886 | nome=Mariana | acao=executou o benchmark | valor=6656
linha=887 | nome=Mariana | acao=executou o benchmark | valor=3975
linha=888 | nome=Igor | acao=fez um experimento | valor=5077
linha=889 | nome=Otavio | acao=fez um experimento | valor=8396
linha=890 | nome=Natalia | acao=escreveu o relatorio | valor=5937
linha=891 | nome=Natalia | acao=analisou os resultados | valor=3459
linha=892 | nome=Paulo | acao=fez um experimento | valor=5788
linha=893 | nome=Otavio | acao=analisou os resultados | valor=3225
linha=894 | nome=Igor | acao=otimizou o algoritmo | valor=7308
linha=895 | nome=Joao | acao=otimizou o algoritmo | valor=7300
linha=896 | nome=Bruno | acao=otimizou o algoritmo | valor=5245
linha=897 | nome=Carlos | acao=comparou as metricas | valor=8532
linha=898 | nome=Ana | acao=fez um experimento | valor=7777
linha=899 | nome=Otavio | acao=analisou os resultados | valor=9352
linha=900 | nome=Gabriela | acao=analisou os resultados | valor=9062
linha=901 | nome=Paulo | acao=analisou os resultados | valor=9560
linha=902 | nome=Bruno | acao=estudou computacao | valor=7504
linha=903 | nome=Carlos | acao=otimizou o algoritmo | valor=1401
linha=904 | nome=Gabriela | acao=estudou computacao | valor=1063
linha=905 | nome=Vitor | acao=analisou os resultados | valor=9760
linha=906 | nome=Felipe | acao=fez um experimento | valor=6407
linha=907 | nome=Otavio | acao=comparou as metricas | valor=9665
linha=908 | nome=Natalia | acao=otimizou o algoritmo | valor=6154
linha=909 | nome=Igor | acao=estudou computacao | valor=5390
linha=910 | nome=Mariana | acao=executou o benchmark | valor=2926
linha=911 | nome=Paulo | acao=participou da aula | valor=3476
linha=912 | nome=Gabriela | acao=participou da aula | valor=3762
linha=913 | nome=Felipe | acao=estudou computacao | valor=3652
linha=914 | nome=Otavio | acao=analisou os resultados | valor=5592
linha=915 | nome=Mariana | acao=comparou as metricas | valor=6145
linha=916 | nome=Mariana | acao=fez um experimento | valor=4752
linha=917 | nome=Helena | acao=executou o benchmark | valor=7190
linha=918 | nome=Natalia | acao=otimizou o algoritmo | valor=5993
linha=919 | nome=Natalia | acao=escreveu o relatorio | valor=4369
linha=920 | nome=Paulo | acao=escreveu o relatorio | valor=6200
linha=921 | nome=Lucas | acao=estudou computacao | valor=4610
linha=922 | nome=Lucas | acao=estudou computacao | valor=8747
linha=923 | nome=Bruno | acao=fez um experimento | valor=2975
linha=924 | nome=Tiago | acao=fez um experimento | valor=4054
linha=925 | nome=Helena | acao=otimizou o algoritmo | valor=4930
linha=926 | nome=Paulo | acao=estudou computacao | valor=9977
linha=927 | nome=Karen | acao=escreveu o relatorio | valor=3129
linha=928 | nome=Karen | acao=otimizou o algoritmo | valor=3740
linha=929 | nome=Carlos | acao=participou da aula | valor=3197
linha=930 | nome=Mariana | acao=participou da aula | valor=3823
linha=931 | nome=Ana | acao=escreveu o relatorio | valor=8887
linha=932 | nome=Gabriela | acao=escreveu o relatorio | valor=7844
linha=933 | nome=Ana | acao=otimizou o algoritmo | valor=4943
linha=934 | nome=Daniela | acao=analisou os resultados | valor=2691
linha=935 | nome=Ana | acao=escreveu o relatorio | valor=8645
linha=936 | nome=Bruno | acao=fez um experimento | valor=2562
linha=937 | nome=Tiago | acao=fez um experimento | valor=7217
linha=938 | nome=Karen | acao=fez um experimento | valor=5125
linha=939 | nome=Sofia | acao=otimizou o algoritmo | valor=3764
linha=940 | nome=Mariana | acao=escreveu o relatorio | valor=6337
linha=941 | nome=Mariana | acao=escreveu o relatorio | valor=8491
linha=942 | nome=Bruno | acao=executou o benchmark | valor=3339
linha=943 | nome=Helena | acao=executou o benchmark | valor=3476
linha=944 | nome=Helena | acao=comparou as metricas | valor=1758
linha=945 | nome=Helena | acao=estudou computacao | valor=9472
linha=946 | nome=Carlos | acao=estudou computacao | valor=2305
linha=947 | nome=Lucas | acao=participou da aula | valor=3387
linha=948 | nome=Tiago | acao=analisou os resultados | valor=9954
linha=949 | nome=Karen | acao=analisou os resultados | valor=9816
linha=950 | nome=Eduarda | acao=estudou computacao | valor=4959
linha=951 | nome=Otavio | acao=fez um experimento | valor=1470
linha=952 | nome=Joao | acao=analisou os resultados | valor=5516
linha=953 | nome=Ana | acao=analisou os resultados | valor=8593
linha=954 | nome=Igor | acao=escreveu o relatorio | valor=9972
linha=955 | nome=Renata | acao=escreveu o relatorio | valor=7082
linha=956 | nome=Daniela | acao=executou o benchmark | valor=7887
linha=957 | nome=Vitor | acao=estudou computacao | valor=5164
linha=958 | nome=Igor | acao=escreveu o relatorio | valor=3181
linha=959 | nome=Igor | acao=participou da aula | valor=9719
linha=960 | nome=Natalia | acao=fez um experimento | valor=8325
linha=961 | nome=Tiago | acao=otimizou o algoritmo | valor=7259
linha=962 | nome=Carlos | acao=escreveu o relatorio | valor=6218
linha=963 | nome=Vitor | acao=otimizou o algoritmo | valor=3402
linha=964 | nome=Bruno | acao=analisou os resultados | valor=5257
linha=965 | nome=Eduarda | acao=analisou os resultados | valor=6609
linha=966 | nome=Joao | acao=fez um experimento | valor=8838
linha=967 | nome=Mariana | acao=participou da aula | valor=1777
linha=968 | nome=Lucas | acao=participou da aula | valor=1552
linha=969 | nome=Eduarda | acao=executou o benchmark | valor=3187
linha=970 | nome=Mariana | acao=escreveu o relatorio | valor=3773
linha=971 | nome=Ana | acao=analisou os resultados | valor=7026
linha=972 | nome=Igor | acao=otimizou o algoritmo | valor=3873
linha=973 | nome=Natalia | acao=fez um experimento | valor=4820
linha=974 | nome=Tiago | acao=otimizou o algoritmo | valor=2903
linha=975 | nome=Helena | acao=executou o benchmark | valor=7514
linha=976 | nome=Paulo | acao=analisou os resultados | valor=7911
linha=977 | nome=Lucas | acao=executou o benchmark | valor=3304
linha=978 | nome=Renata | acao=estudou computacao | valor=6260
linha=979 | nome=Lucas | acao=analisou os resultados | valor=7549
linha=980 | nome=Eduarda | acao=estudou computacao | valor=7436
linha=981 | nome=Lucas | acao=comparou as metricas | valor=3688
linha=982 | nome=Gabriela | acao=fez um experimento | valor=3678
linha=983 | nome=Tiago | acao=participou da aula | valor=6318
linha=984 | nome=Sofia | acao=participou da aula | valor=4704
linha=985 | nome=Tiago | acao=participou da aula | valor=8868
linha=986 | nome=Mariana | acao=participou da aula | valor=1849
linha=987 | nome=Felipe | acao=fez um experimento | valor=2189
linha=988 | nome=Mariana | acao=analisou os resultados | valor=3126
linha=989 | nome=Karen | acao=executou o benchmark | valor=8572
linha=990 | nome=Tiago | acao=comparou as metricas | valor=2309
linha=991 | nome=Bruno | acao=fez um experimento | valor=6941
linha=992 | nome=Paulo | acao=participou da aula | valor=6988
linha=993 | nome=Joao | acao=fez um experimento | valor=5759
linha=994 | nome=Paulo | acao=analisou os resultados | valor=9581
linha=995 | nome=Vitor | acao=otimizou o algoritmo | valor=2469
linha=996 | nome=Vitor | acao=participou da aula | valor=5733
linha=997 | nome=Bruno | acao=estudou computacao | valor=7683
linha=998 | nome=Joao | acao=comparou as metricas | valor=9009
linha=999 | nome=Helena | acao=comparou as metricas | valor=3103
linha=1000 | nome=Mariana | acao=participou da aula | valor=1959
linha=1001 | nome=Vitor | acao=fez um experimento | valor=4794
linha=1002 | nome=Mariana | acao=comparou as metricas | valor=7211
linha=1003 | nome=Paulo | acao=estudou computacao | valor=3939
linha=1004 | nome=Ana | acao=participou da aula | valor=2251
linha=1005 | nome=Igor | acao=escreveu o relatorio | valor=7530
linha=1006 | nome=Natalia | acao=executou o benchmark | valor=2536
linha=1007 | nome=Natalia | acao=analisou os resultados | valor=3667
linha=1008 | nome=Gabriela | acao=otimizou o algoritmo | valor=4850
linha=1009 | nome=Otavio | acao=fez um experimento | valor=9402
linha=1010 | nome=Renata | acao=analisou os resultados | valor=6648
linha=1011 | nome=Daniela | acao=estudou computacao | valor=3989
linha=1012 | nome=Carlos | acao=analisou os resultados | valor=9415
linha=1013 | nome=Tiago | acao=comparou as metricas | valor=6670
linha=1014 | nome=Lucas | acao=escreveu o relatorio | valor=9130
linha=1015 | nome=Felipe | acao=analisou os resultados | valor=7395
linha=1016 | nome=Mariana | acao=escreveu o relatorio | valor=8020
linha=1017 | nome=Carlos | acao=fez um experimento | valor=1134
linha=1018 | nome=Gabriela | acao=participou da aula | valor=4510
linha=1019 | nome=Mariana | acao=executou o benchmark | valor=1692
linha=1020 | nome=Karen | acao=analisou os resultados | valor=4098
linha=1021 | nome=Otavio | acao=executou o benchmark | valor=2969
linha=1022 | nome=Felipe | acao=fez um experimento | valor=1276
linha=1023 | nome=Karen | acao=participou da aula | valor=5347
linha=1024 | nome=Igor | acao=fez um experimento | valor=3135
linha=1025 | nome=Tiago | acao=estudou computacao | valor=8186
linha=1026 | nome=Joao | acao=otimizou o algoritmo | valor=2553
linha=1027 | nome=Igor | acao=analisou os resultados | valor=8147
linha=1028 | nome=Natalia | acao=comparou as metricas | valor=5184
linha=1029 | nome=Joao | acao=escreveu o relatorio | valor=3574
linha=1030 | nome=Carlos | acao=analisou os resultados | valor=8968
linha=1031 | nome=Karen | acao=analisou os resultados | valor=3068
linha=1032 | nome=Igor | acao=escreveu o relatorio | valor=3658
linha=1033 | nome=Bruno | acao=estudou computacao | valor=7419
linha=1034 | nome=Natalia | acao=executou o benchmark | valor=6681
linha=1035 | nome=Carlos | acao=executou o benchmark | valor=8187
linha=1036 | nome=Felipe | acao=estudou computacao | valor=1667
linha=1037 | nome=Joao | acao=otimizou o algoritmo | valor=7426
linha=1038 | nome=Karen | acao=executou o benchmark | valor=3121
linha=1039 | nome=Sofia | acao=comparou as metricas | valor=1814
linha=1040 | nome=Gabriela | acao=participou da aula | valor=4541
linha=1041 | nome=Gabriela | acao=escreveu o relatorio | valor=5476
linha=1042 | nome=Bruno | acao=analisou os resultados | valor=7503
linha=1043 | nome=Joao | acao=executou o benchmark | valor=4113
linha=1044 | nome=Mariana | acao=participou da aula | valor=2112
linha=1045 | nome=Carlos | acao=participou da aula | valor=6436
linha=1046 | nome=Renata | acao=estudou computacao | valor=9396
linha=1047 | nome=Otavio | acao=otimizou o algoritmo | valor=5154
linha=1048 | nome=Vitor | acao=comparou as metricas | valor=3820
linha=1049 | nome=Eduarda | acao=fez um experimento | valor=4963
linha=1050 | nome=Felipe | acao=participou da aula | valor=2582
linha=1051 | nome=Lucas | acao=fez um experimento | valor=9480
linha=1052 | nome=Eduarda | acao=participou da aula | valor=5312
linha=1053 | nome=Lucas | acao=escreveu o relatorio | valor=6994
linha=1054 | nome=Felipe | acao=otimizou o algoritmo | valor=8545
linha=1055 | nome=Bruno | acao=fez um experimento | valor=6094
linha=1056 | nome=Paulo | acao=escreveu o relatorio | valor=9209
linha=1057 | nome=Eduarda | acao=executou o benchmark | valor=9713
linha=1058 | nome=Tiago | acao=executou o benchmark | valor=7066
linha=1059 | nome=Helena | acao=estudou computacao | valor=7366
linha=1060 | nome=Otavio | acao=executou o benchmark | valor=7761
linha=1061 | nome=Helena | acao=otimizou o algoritmo | valor=5429
linha=1062 | nome=Sofia | acao=analisou os resultados | valor=2050
linha=1063 | nome=Lucas | acao=analisou os resultados | valor=8730
linha=1064 | nome=Sofia | acao=comparou as metricas | valor=6899
linha=1065 | nome=Sofia | acao=comparou as metricas | valor=5487
linha=1066 | nome=Ana | acao=estudou computacao | valor=6179
linha=1067 | nome=Sofia | acao=otimizou o algoritmo | valor=5557
linha=1068 | nome=Renata | acao=fez um experimento | valor=6937
linha=1069 | nome=Felipe | acao=participou da aula | valor=7168
linha=1070 | nome=Ana | acao=estudou computacao | valor=9817
linha=1071 | nome=Gabriela | acao=comparou as metricas | valor=1198
linha=1072 | nome=Gabriela | acao=estudou computacao | valor=8642
linha=1073 | nome=Otavio | acao=analisou os resultados | valor=4617
linha=1074 | nome=Paulo | acao=participou da aula | valor=1152
linha=1075 | nome=Helena | acao=executou o benchmark | valor=7901
linha=1076 | nome=Vitor | acao=escreveu o relatorio | valor=9019
linha=1077 | nome=Mariana | acao=analisou os resultados | valor=7900
linha=1078 | nome=Paulo | acao=analisou os resultados | valor=4512
linha=1079 | nome=Felipe | acao=executou o benchmark | valor=7597
linha=1080 | nome=Igor | acao=escreveu o relatorio | valor=1869
linha=1081 | nome=Felipe | acao=otimizou o algoritmo | valor=8609
linha=1082 | nome=Igor | acao=comparou as metricas | valor=2840
linha=1083 | nome=Mariana | acao=fez um experimento | valor=8846
linha=1084 | nome=Lucas | acao=fez um experimento | valor=6708
linha=1085 | nome=Natalia | acao=executou o benchmark | valor=7055
linha=1086 | nome=Ana | acao=fez um experimento | valor=3568
linha=1087 | nome=Eduarda | acao=executou o benchmark | valor=9939
linha=1088 | nome=Otavio | acao=fez um experimento | valor=9921
linha=1089 | nome=Carlos | acao=analisou os resultados | valor=8732
linha=1090 | nome=Karen | acao=analisou os resultados | valor=8182
linha=1091 | nome=Daniela | acao=escreveu o relatorio | valor=9691
linha=1092 | nome=Bruno | acao=comparou as metricas | valor=9883
linha=1093 | nome=Daniela | acao=estudou computacao | valor=2775
linha=1094 | nome=Daniela | acao=comparou as metricas | valor=7926
linha=1095 | nome=Natalia | acao=estudou computacao | valor=1251
linha=1096 | nome=Natalia | acao=comparou as metricas | valor=4012
linha=1097 | nome=Joao | acao=executou o benchmark | valor=4463
linha=1098 | nome=Carlos | acao=fez um experimento | valor=1036
linha=1099 | nome=Igor | acao=analisou os resultados | valor=1703
linha=1100 | nome=Joao | acao=escreveu o relatorio | valor=9908
linha=1101 | nome=Mariana | acao=analisou os resultados | valor=2895
linha=1102 | nome=Carlos | acao=estudou computacao | valor=9679
linha=1103 | nome=Carlos | acao=estudou computacao | valor=7393
linha=1104 | nome=Tiago | acao=comparou as metricas | valor=3792
linha=1105 | nome=Helena | acao=escreveu o relatorio | valor=4067
linha=1106 | nome=Otavio | acao=executou o benchmark | valor=5537
linha=1107 | nome=Karen | acao=comparou as metricas | valor=3541
linha=1108 | nome=Igor | acao=analisou os resultados | valor=4932
linha=1109 | nome=Paulo | acao=escreveu o relatorio | valor=1635
linha=1110 | nome=Mariana | acao=comparou as metricas | valor=9249
linha=1111 | nome=Paulo | acao=participou da aula | valor=9527
linha=1112 | nome=Joao | acao=comparou as metricas | valor=8689
linha=1113 | nome=Mariana | acao=fez um experimento | valor=9729
linha=1114 | nome=Igor | acao=executou o benchmark | valor=7942
linha=1115 | nome=Ana | acao=escreveu o relatorio | valor=7483
linha=1116 | nome=Gabriela | acao=otimizou o algoritmo | valor=2414
linha=1117 | nome=Otavio | acao=otimizou o algoritmo | valor=5920
linha=1118 | nome=Otavio | acao=escreveu o relatorio | valor=5246
linha=1119 | nome=Daniela | acao=participou da aula | valor=6561
linha=1120 | nome=Natalia | acao=estudou computacao | valor=3380
linha=1121 | nome=Natalia | acao=otimizou o algoritmo | valor=6252
linha=1122 | nome=Vitor | acao=participou da aula | valor=2327
linha=1123 | nome=Helena | acao=analisou os resultados | valor=9695
linha=1124 | nome=Otavio | acao=executou o benchmark | valor=5075
linha=1125 | nome=Eduarda | acao=executou o benchmark | valor=4932
linha=1126 | nome=Bruno | acao=otimizou o algoritmo | valor=9338
linha=1127 | nome=Renata | acao=participou da aula | valor=5658
linha=1128 | nome=Renata | acao=escreveu o relatorio | valor=3905
linha=1129 | nome=Mariana | acao=fez um experimento | valor=8750
linha=1130 | nome=Felipe | acao=comparou as metricas | valor=7926
linha=1131 | nome=Eduarda | acao=comparou as metricas | valor=2969
linha=1132 | nome=Renata | acao=fez um experimento | valor=8401
linha=1133 | nome=Natalia | acao=otimizou o algoritmo | valor=1651
linha=1134 | nome=Natalia | acao=otimizou o algoritmo | valor=9886
linha=1135 | nome=Otavio | acao=comparou as metricas | valor=6643
linha=1136 | nome=Natalia | acao=escreveu o relatorio | valor=8322
linha=1137 | nome=Joao | acao=estudou computacao | valor=7350
linha=1138 | nome=Otavio | acao=estudou computacao | valor=6388
linha=1139 | nome=Felipe | acao=analisou os resultados | valor=3310
linha=1140 | nome=Daniela | acao=otimizou o algoritmo | valor=8876
linha=1141 | nome=Bruno | acao=comparou as metricas | valor=7750
linha=1142 | nome=Joao | acao=otimizou o algoritmo | valor=6048
linha=1143 | nome=Igor | acao=fez um experimento | valor=4011
linha=1144 | nome=Igor | acao=otimizou o algoritmo | valor=9808
linha=1145 | nome=Ana | acao=escreveu o relatorio | valor=2931
linha=1146 | nome=Daniela | acao=otimizou o algoritmo | valor=5881
linha=1147 | nome=Mariana | acao=fez um experimento | valor=8385
linha=1148 | nome=Mariana | acao=estudou computacao | valor=7244
linha=1149 | nome=Daniela | acao=comparou as metricas | valor=9393
linha=1150 | nome=Carlos | acao=participou da aula | valor=7852
linha=1151 | nome=Karen | acao=estudou computacao | valor=8168
linha=1152 | nome=Tiago | acao=estudou computacao | valor=7817
linha=1153 | nome=Tiago | acao=analisou os resultados | valor=1650
linha=1154 | nome=Otavio | acao=analisou os resultados | valor=6276
linha=1155 | nome=Mariana | acao=participou da aula | valor=5193
linha=1156 | nome=Daniela | acao=executou o benchmark | valor=7897
linha=1157 | nome=Otavio | acao=otimizou o algoritmo | valor=1892
linha=1158 | nome=Joao | acao=estudou computacao | valor=5074
linha=1159 | nome=Natalia | acao=escreveu o relatorio | valor=5683
linha=1160 | nome=Igor | acao=analisou os resultados | valor=9961
linha=1161 | nome=Gabriela | acao=estudou computacao | valor=5967
linha=1162 | nome=Daniela | acao=fez um experimento | valor=8064
linha=1163 | nome=Mariana | acao=participou da aula | valor=2457
linha=1164 | nome=Tiago | acao=fez um experimento | valor=6302
linha=1165 | nome=Carlos | acao=otimizou o algoritmo | valor=3942
linha=1166 | nome=Tiago | acao=fez um experimento | valor=2244
linha=1167 | nome=Renata | acao=estudou computacao | valor=3956
linha=1168 | nome=Carlos | acao=otimizou o algoritmo | valor=5900
linha=1169 | nome=Joao | acao=comparou as metricas | valor=3966
linha=1170 | nome=Lucas | acao=otimizou o algoritmo | valor=2610
linha=1171 | nome=Renata | acao=estudou computacao | valor=6919
linha=1172 | nome=Carlos | acao=participou da aula | valor=8396
linha=1173 | nome=Daniela | acao=participou da aula | valor=3211
linha=1174 | nome=Joao | acao=estudou computacao | valor=1841
linha=1175 | nome=Daniela | acao=analisou os resultados | valor=4632
linha=1176 | nome=Lucas | acao=otimizou o algoritmo | valor=3056
linha=1177 | nome=Eduarda | acao=participou da aula | valor=3273
linha=1178 | nome=Felipe | acao=executou o benchmark | valor=9175
linha=1179 | nome=Joao | acao=participou da aula | valor=3344
linha=1180 | nome=Helena | acao=estudou computacao | valor=7945
linha=1181 | nome=Joao | acao=executou o benchmark | valor=5563
linha=1182 | nome=Eduarda | acao=comparou as metricas | valor=8263
linha=1183 | nome=Otavio | acao=estudou computacao | valor=1167
linha=1184 | nome=Mariana | acao=comparou as metricas | valor=7712
linha=1185 | nome=Daniela | acao=escreveu o relatorio | valor=7987
linha=1186 | nome=Lucas | acao=executou o benchmark | valor=6015
linha=1187 | nome=Mariana | acao=fez um experimento | valor=8919
linha=1188 | nome=Lucas | acao=executou o benchmark | valor=4698
linha=1189 | nome=Paulo | acao=estudou computacao | valor=2719
linha=1190 | nome=Renata | acao=executou o benchmark | valor=4416
linha=1191 | nome=Joao | acao=escreveu o relatorio | valor=3083
linha=1192 | nome=Daniela | acao=estudou computacao | valor=1845
linha=1193 | nome=Natalia | acao=fez um experimento | valor=8435
linha=1194 | nome=Karen | acao=escreveu o relatorio | valor=1148
linha=1195 | nome=Otavio | acao=comparou as metricas | valor=1843
linha=1196 | nome=Otavio | acao=fez um experimento | valor=6288
linha=1197 | nome=Mariana | acao=comparou as metricas | valor=4676
linha=1198 | nome=Sofia | acao=fez um experimento | valor=5580
linha=1199 | nome=Carlos | acao=fez um experimento | valor=3625
linha=1200 | nome=Igor | acao=participou da aula | valor=4056
linha=1201 | nome=Felipe | acao=estudou computacao | valor=3124
linha=1202 | nome=Daniela | acao=otimizou o algoritmo | valor=6605
linha=1203 | nome=Carlos | acao=executou o benchmark | valor=8461
linha=1204 | nome=Otavio | acao=analisou os resultados | valor=5644
linha=1205 | nome=Helena | acao=analisou os resultados | valor=1294
linha=1206 | nome=Vitor | acao=executou o benchmark | valor=1985
linha=1207 | nome=Sofia | acao=participou da aula | valor=6176
linha=1208 | nome=Helena | acao=analisou os resultados | valor=7699
linha=1209 | nome=Ana | acao=fez um experimento | valor=7821
linha=1210 | nome=Igor | acao=otimizou o algoritmo | valor=2153
linha=1211 | nome=Lucas | acao=estudou computacao | valor=7364
linha=1212 | nome=Ana | acao=escreveu o relatorio | valor=1278
linha=1213 | nome=Mariana | acao=escreveu o relatorio | valor=9374
linha=1214 | nome=Vitor | acao=otimizou o algoritmo | valor=4504
linha=1215 | nome=Paulo | acao=executou o benchmark | valor=2317
linha=1216 | nome=Otavio | acao=fez um experimento | valor=3821
linha=1217 | nome=Carlos | acao=fez um experimento | valor=4044
linha=1218 | nome=Mariana | acao=escreveu o relatorio | valor=6367
linha=1219 | nome=Mariana | acao=analisou os resultados | valor=7472
linha=1220 | nome=Felipe | acao=estudou computacao | valor=4921
linha=1221 | nome=Lucas | acao=comparou as metricas | valor=3580
linha=1222 | nome=Joao | acao=estudou computacao | valor=7511
linha=1223 | nome=Paulo | acao=escreveu o relatorio | valor=8916
linha=1224 | nome=Sofia | acao=estudou computacao | valor=9249
linha=1225 | nome=Lucas | acao=otimizou o algoritmo | valor=1834
linha=1226 | nome=Renata | acao=escreveu o relatorio | valor=2582
linha=1227 | nome=Mariana | acao=participou da aula | valor=3528
linha=1228 | nome=Lucas | acao=participou da aula | valor=8629
linha=1229 | nome=Felipe | acao=estudou computacao | valor=8247
linha=1230 | nome=Carlos | acao=fez um experimento | valor=8944
linha=1231 | nome=Natalia | acao=fez um experimento | valor=2861
linha=1232 | nome=Renata | acao=estudou computacao | valor=5136
linha=1233 | nome=Eduarda | acao=estudou computacao | valor=6063
linha=1234 | nome=Lucas | acao=comparou as metricas | valor=5233
linha=1235 | nome=Otavio | acao=escreveu o relatorio | valor=6509
linha=1236 | nome=Tiago | acao=comparou as metricas | valor=2209
linha=1237 | nome=Daniela | acao=escreveu o relatorio | valor=3243
linha=1238 | nome=Bruno | acao=participou da aula | valor=8518
linha=1239 | nome=Felipe | acao=fez um experimento | valor=5479
linha=1240 | nome=Renata | acao=estudou computacao | valor=9982
linha=1241 | nome=Mariana | acao=otimizou o algoritmo | valor=1405
linha=1242 | nome=Paulo | acao=comparou as metricas | valor=6287
linha=1243 | nome=Karen | acao=estudou computacao | valor=3433
linha=1244 | nome=Joao | acao=participou da aula | valor=3748
linha=1245 | nome=Gabriela | acao=participou da aula | valor=6263
linha=1246 | nome=Joao | acao=escreveu o relatorio | valor=3384
linha=1247 | nome=Ana | acao=estudou computacao | valor=9933
linha=1248 | nome=Otavio | acao=estudou computacao | valor=2037
linha=1249 | nome=Mariana | acao=otimizou o algoritmo | valor=8283
linha=1250 | nome=Vitor | acao=analisou os resultados | valor=4716
linha=1251 | nome=Felipe | acao=estudou computacao | valor=1715
linha=1252 | nome=Tiago | acao=estudou computacao | valor=7279
linha=1253 | nome=Bruno | acao=comparou as metricas | valor=5020
linha=1254 | nome=Paulo | acao=escreveu o relatorio | valor=4689
linha=1255 | nome=Bruno | acao=estudou computacao | valor=6155
linha=1256 | nome=Helena | acao=executou o benchmark | valor=4487
linha=1257 | nome=Eduarda | acao=estudou computacao | valor=3508
linha=1258 | nome=Felipe | acao=participou da aula | valor=7500
linha=1259 | nome=Helena | acao=escreveu o relatorio | valor=7534
linha=1260 | nome=Igor | acao=executou o benchmark | valor=9377
linha=1261 | nome=Mariana | acao=comparou as metricas | valor=8642
