linha=1 | nome=Joao | acao=comparou as metricas | valor=7931
linha=717 | nome=Daniela | acao=executou o benchmark | valor=7894
linha=718 | nome=Felipe | acao=estudou computacao | valor=4220
linha=719 | nome=Mariana | acao=otimizou o algoritmo | valor=5665
linha=720 | nome=Gabriela | acao=executou o benchmark | valor=2586
linha=721 | nome=Igor | acao=escreveu o relatorio | valor=2539
linha=722 | nome=Renata | acao=participou da aula | valor=2534
linha=723 | nome=Natalia | acao=fez um experimento | valor=3559
linha=724 | nome=Helena | acao=comparou as metricas | valor=7776
linha=725 | nome=Daniela | acao=otimizou o algoritmo | valor=4950
linha=726 | nome=Mariana | acao=otimizou o algoritmo | valor=1817
linha=727 | nome=Felipe | acao=analisou os resultados | valor=6752
linha=728 | nome=Mariana | acao=otimizou o algoritmo | valor=5769
linha=729 | nome=Renata | acao=escreveu o relatorio | valor=4221
linha=730 | nome=Otavio | acao=comparou as metricas | valor=3824
linha=731 | nome=Natalia | acao=participou da aula | valor=2408
linha=732 | nome=Vitor | acao=executou o benchmark | valor=2786
linha=733 | nome=Joao | acao=fez um experimento | valor=5802
linha=734 | nome=Helena | acao=comparou as metricas | valor=4074
linha=735 | nome=Gabriela | acao=otimizou o algoritmo | valor=7276
linha=736 | nome=Karen | acao=estudou computacao | valor=2031
linha=737 | nome=Felipe | acao=fez um experimento | valor=1406
linha=738 | nome=Felipe | acao=analisou os resultados | valor=1771
linha=739 | nome=Ana | acao=escreveu o relatorio | valor=9390
linha=740 | nome=Otavio | acao=escreveu o relatorio | valor=9832
linha=741 | nome=Daniela | acao=participou da aula | valor=8643
linha=742 | nome=Otavio | acao=otimizou o algoritmo | valor=4986
linha=743 | nome=Mariana | acao=escreveu o relatorio | valor=2921
linha=744 | nome=Paulo | acao=participou da aula | valor=8041
linha=745 | nome=Gabriela | acao=fez um experimento | valor=1916
linha=746 | nome=Gabriela | acao=comparou as metricas | valor=9454
linha=747 | nome=Tiago | acao=escreveu o relatorio | valor=5729
linha=748 | nome=Igor | acao=analisou os resultados | valor=4664
linha=749 | nome=Mariana | acao=otimizou o algoritmo | valor=6058
linha=750 | nome=Carlos | acao=fez um experimento | valor=8494
linha=751 | nome=Bruno | acao=estudou computacao | valor=5450
linha=752 | nome=Otavio | acao=fez um experimento | valor=2665
linha=753 | nome=Gabriela | acao=escreveu o relatorio | valor=5143
linha=754 | nome=Renata | acao=comparou as metricas | valor=6507
linha=755 | nome=Felipe | acao=analisou os resultados | valor=9871
linha=756 | nome=Lucas | acao=otimizou o algoritmo | valor=9039
linha=757 | nome=Tiago | acao=escreveu o relatorio | valor=7202
linha=758 | nome=Helena | acao=executou o benchmark | valor=3916
linha=759 | nome=Renata | acao=executou o benchmark | valor=9407
linha=760 | nome=Karen | acao=participou da aula | valor=1448
linha=761 | nome=Otavio | acao=comparou as metricas | valor=1538
linha=762 | nome=Mariana | acao=executou o benchmark | valor=2774
linha=763 | nome=Mariana | acao=analisou os resultados | valor=6139
linha=764 | nome=Ana | acao=comparou as metricas | valor=4517
linha=765 | nome=Joao | acao=analisou os resultados | valor=6919
linha=766 | nome=Sofia | acao=analisou os resultados | valor=4526
linha=767 | nome=Tiago | acao=analisou os resultados | valor=5603
linha=768 | nome=Gabriela | acao=escreveu o relatorio | valor=4261
linha=769 | nome=Igor | acao=comparou as metricas | valor=2298
linha=770 | nome=Natalia | acao=fez um experimento | valor=4004
linha=771 | nome=Eduarda | acao=fez um experimento | valor=9791
linha=772 | nome=Gabriela | acao=estudou computacao | valor=7373
linha=773 | nome=Sofia | acao=otimizou o algoritmo | valor=9126
linha=774 | nome=Gabriela | acao=estudou computacao | valor=7341
linha=775 | nome=Felipe | acao=otimizou o algoritmo | valor=2105
linha=776 | nome=Paulo | acao=participou da aula | valor=4454
linha=777 | nome=Daniela | acao=analisou os resultados | valor=1006
linha=778 | nome=Eduarda | acao=fez um experimento | valor=5380
linha=779 | nome=Carlos | acao=otimizou o algoritmo | valor=4153
linha=780 | nome=Daniela | acao=executou o benchmark | valor=7243
linha=781 | nome=Tiago | acao=executou o benchmark | valor=7390
linha=782 | nome=Daniela | acao=otimizou o algoritmo | valor=7990
linha=783 | nome=Felipe | acao=executou o benchmark | valor=5385
linha=784 | nome=Ana | acao=otimizou o algoritmo | valor=8060
linha=785 | nome=Lucas | acao=fez um experimento | valor=3447
linha=786 | nome=Renata | acao=fez um experimento | valor=1144
linha=787 | nome=Tiago | acao=otimizou o algoritmo | valor=2008
linha=788 | nome=Paulo | acao=escreveu o relatorio | valor=5332
linha=789 | nome=Joao | acao=fez um experimento | valor=8139
linha=790 | nome=Renata | acao=estudou computacao | valor=1639
linha=791 | nome=Daniela | acao=fez um experimento | valor=6715
linha=792 | nome=Joao | acao=participou da aula | valor=5067
linha=793 | nome=Daniela | acao=estudou computacao | valor=2879
linha=794 | nome=Mariana | acao=otimizou o algoritmo | valor=5344
linha=795 | nome=Otavio | acao=estudou computacao | valor=8588
linha=796 | nome=Eduarda | acao=otimizou o algoritmo | valor=5840
linha=797 | nome=Paulo | acao=analisou os resultados | valor=3935
linha=798 | nome=Ana | acao=executou o benchmark | valor=2211
linha=799 | nome=Renata | acao=executou o benchmark | valor=1106
linha=800 | nome=Helena | acao=executou o benchmark | valor=6630
linha=801 | nome=Helena | acao=escreveu o relatorio | valor=9873
linha=802 | nome=Carlos | acao=escreveu o relatorio | valor=9501
linha=803 | nome=Lucas | acao=estudou computacao | valor=6563
linha=804 | nome=Ana | acao=otimizou o algoritmo | valor=7995
linha=805 | nome=Natalia | acao=analisou os resultados | valor=4934
linha=806 | nome=Sofia | acao=fez um experimento | valor=3980
linha=807 | nome=Lucas | acao=estudou computacao | valor=6690
linha=808 | nome=Lucas | acao=comparou as metricas | valor=6439
linha=809 | nome=Lucas | acao=fez um experimento | valor=4919
linha=810 | nome=Natalia | acao=comparou as metricas | valor=6413
linha=811 | nome=Natalia | acao=estudou computacao | valor=4053
linha=812 | nome=Eduarda | acao=comparou as metricas | valor=9499
linha=813 | nome=Bruno | acao=otimizou o algoritmo | valor=2129
linha=814 | nome=Natalia | acao=participou da aula | valor=4637
linha=815 | nome=Gabriela | acao=comparou as metricas | valor=7763
linha=816 | nome=Mariana | acao=otimizou o algoritmo | valor=5886
linha=817 | nome=Daniela | acao=fez um experimento | valor=6866
linha=818 | nome=Otavio | acao=estudou computacao | valor=6271
linha=819 | nome=Eduarda | acao=fez um experimento | valor=5079
linha=820 | nome=Natalia | acao=fez um experimento | valor=4827
linha=821 | nome=Carlos | acao=analisou os resultados | valor=4545
linha=822 | nome=Helena | acao=analisou os resultados | valor=5677
linha=823 | nome=Natalia | acao=fez um experimento | valor=1076
linha=824 | nome=Felipe | acao=analisou os resultados | valor=2077
linha=825 | nome=Sofia | acao=estudou computacao | valor=1392
linha=826 | nome=Gabriela | acao=comparou as metricas | valor=8172
linha=827 | nome=Sofia | acao=fez um experimento | valor=7401
linha=828 | nome=Daniela | acao=participou da aula | valor=1894
linha=829 | nome=Lucas | acao=otimizou o algoritmo | valor=9277
linha=830 | nome=Joao | acao=estudou computacao | valor=4771
linha=831 | nome=Daniela | acao=analisou os resultados | valor=8468
linha=832 | nome=Eduarda | acao=escreveu o relatorio | valor=3476
linha=833 | nome=Eduarda | acao=analisou os resultados | valor=3599
linha=834 | nome=Bruno | acao=fez um experimento | valor=9867
linha=835 | nome=Gabriela | acao=otimizou o algoritmo | valor=3567
linha=836 | nome=Natalia | acao=escreveu o relatorio | valor=8963
linha=837 | nome=Otavio | acao=estudou computacao | valor=4697
linha=838 | nome=Mariana | acao=otimizou o algoritmo | valor=7190
linha=839 | nome=Eduarda | acao=analisou os resultados | valor=6937
linha=840 | nome=Renata | acao=analisou os resultados | valor=5288
linha=841 | nome=Helena | acao=participou da aula | valor=2672
linha=842 | nome=Lucas | acao=executou o benchmark | valor=4939
linha=843 | nome=Lucas | acao=otimizou o algoritmo | valor=6625
linha=844 | nome=Natalia | acao=fez um experimento | valor=5493
linha=845 | nome=Bruno | acao=executou o benchmark | valor=6602
linha=846 | nome=Tiago | acao=otimizou o algoritmo | valor=7808
linha=847 | nome=Karen | acao=comparou as metricas | valor=9790
linha=848 | nome=Sofia | acao=comparou as metricas | valor=1904
linha=849 | nome=Gabriela | acao=fez um experimento | valor=4910
linha=850 | nome=Vitor | acao=analisou os resultados | valor=7396
linha=851 | nome=Bruno | acao=executou o benchmark | valor=6317
linha=852 | nome=Felipe | acao=analisou os resultados | valor=8473
linha=853 | nome=Bruno | acao=fez um experimento | valor=2411
linha=854 | nome=Carlos | acao=fez um experimento | valor=2849
linha=855 | nome=Felipe | acao=executou o benchmark | valor=4323
linha=856 | nome=Otavio | acao=analisou os resultados | valor=7784
linha=857 | nome=Gabriela | acao=escreveu o relatorio | valor=3178
linha=858 | nome=Igor | acao=executou o benchmark | valor=2493
linha=859 | nome=Helena | acao=executou o benchmark | valor=2972
linha=860 | nome=Otavio | acao=estudou computacao | valor=6504
linha=861 | nome=Bruno | acao=escreveu o relatorio | valor=9139
linha=862 | nome=Bruno | acao=analisou os resultados | valor=6003
linha=863 | nome=Daniela | acao=otimizou o algoritmo | valor=7893
linha=864 | nome=Tiago | acao=analisou os resultados | valor=7941
linha=865 | nome=Eduarda | acao=otimizou o algoritmo | valor=9848
linha=866 | nome=Renata | acao=estudou computacao | valor=6919
linha=867 | nome=Daniela | acao=escreveu o relatorio | valor=4031
linha=868 | nome=Lucas | acao=comparou as metricas | valor=8265
linha=869 | nome=Ana | acao=otimizou o algoritmo | valor=2241
linha=870 | nome=Lucas | acao=escreveu o relatorio | valor=5912
linha=871 | nome=Igor | acao=fez um experimento | valor=2888
linha=872 | nome=Joao | acao=participou da aula | valor=8027
linha=873 | nome=Daniela | acao=comparou as metricas | valor=5325
linha=874 | nome=Gabriela | acao=escreveu o relatorio | valor=6310
linha=875 | nome=Renata | acao=comparou as metricas | valor=3159
linha=876 | nome=Carlos | acao=fez um experimento | valor=3431
linha=877 | nome=Igor | acao=estudou computacao | valor=8377
linha=878 | nome=Felipe | acao=executou o benchmark | valor=7835
linha=879 | nome=Paulo | acao=otimizou o algoritmo | valor=1859
linha=880 | nome=Joao | acao=comparou as metricas | valor=4817
linha=881 | nome=Mariana | acao=participou da aula | valor=4025
linha=882 | nome=Eduarda | acao=participou da aula | valor=3825
linha=883 | nome=Ana | acao=estudou computacao | valor=6294
linha=884 | nome=Renata | acao=executou o benchmark | valor=7578
linha=885 | nome=Joao | acao=comparou as metricas | valor=7669
linha=886 | nome=Carlos | acao=fez um experimento | valor=1018
linha=887 | nome=Igor | acao=analisou os resultados | valor=8150
linha=888 | nome=Lucas | acao=executou o benchmark | valor=1601
linha=889 | nome=Natalia | acao=otimizou o algoritmo | valor=5926
linha=890 | nome=Ana | acao=escreveu o relatorio | valor=4297
linha=891 | nome=Paulo | acao=comparou as metricas | valor=6122
linha=892 | nome=Helena | acao=fez um experimento | valor=2553
linha=893 | nome=Lucas | acao=participou da aula | valor=5834
linha=894 | nome=Daniela | acao=analisou os resultados | valor=1293
linha=895 | nome=Joao | acao=comparou as metricas | valor=3210
linha=896 | nome=Helena | acao=fez um experimento | valor=3663
linha=897 | nome=Otavio | acao=estudou computacao | valor=5134
linha=898 | nome=Karen | acao=otimizou o algoritmo | valor=5530
linha=899 | nome=Joao | acao=otimizou o algoritmo | valor=8868
linha=900 | nome=Eduarda | acao=escreveu o relatorio | valor=9271
linha=901 | nome=Eduarda | acao=estudou computacao | valor=4068
linha=902 | nome=Vitor | acao=otimizou o algoritmo | valor=6874
linha=903 | nome=Felipe | acao=participou da aula | valor=7503
linha=904 | nome=Mariana | acao=escreveu o relatorio | valor=4427
linha=905 | nome=Otavio | acao=analisou os resultados | valor=3882
linha=906 | nome=Lucas | acao=otimizou o algoritmo | valor=8650
linha=907 | nome=Joao | acao=executou o benchmark | valor=5124
linha=908 | nome=Igor | acao=analisou os resultados | valor=3872
linha=909 | nome=Felipe | acao=executou o benchmark | valor=6495
linha=910 | nome=Joao | acao=fez um experimento | valor=6174
linha=911 | nome=Daniela | acao=fez um experimento | valor=6231
linha=912 | nome=Renata | acao=executou o benchmark | valor=4734
linha=913 | nome=Daniela | acao=executou o benchmark | valor=1902
linha=914 | nome=Bruno | acao=estudou computacao | valor=3466
linha=915 | nome=Ana | acao=participou da aula | valor=5124
linha=916 | nome=Renata | acao=estudou computacao | valor=2113
linha=917 | nome=Otavio | acao=fez um experimento | valor=1149
linha=918 | nome=Karen | acao=fez um experimento | valor=4934
linha=919 | nome=Mariana | acao=estudou computacao | valor=3331
linha=920 | nome=Igor | acao=estudou computacao | valor=7675
linha=921 | nome=Carlos | acao=escreveu o relatorio | valor=8254
linha=922 | nome=Felipe | acao=executou o benchmark | valor=7203
linha=923 | nome=Eduarda | acao=escreveu o relatorio | valor=6019
linha=924 | nome=Helena | acao=escreveu o relatorio | valor=8761
linha=925 | nome=Joao | acao=comparou as metricas | valor=5881
linha=926 | nome=Mariana | acao=escreveu o relatorio | valor=5607
linha=927 | nome=Gabriela | acao=comparou as metricas | valor=6558
linha=928 | nome=Paulo | acao=executou o benchmark | valor=3401
linha=929 | nome=Otavio | acao=comparou as metricas | valor=9002
linha=930 | nome=Helena | acao=analisou os resultados | valor=7611
linha=931 | nome=Mariana | acao=fez um experimento | valor=1134
linha=932 | nome=Joao | acao=escreveu o relatorio | valor=1104
linha=933 | nome=Carlos | acao=analisou os resultados | valor=9991
linha=934 | nome=Eduarda | acao=escreveu o relatorio | valor=2870
linha=935 | nome=Carlos | acao=fez um experimento | valor=5295
linha=936 | nome=Sofia | acao=comparou as metricas | valor=2093
linha=937 | nome=Helena | acao=otimizou o algoritmo | valor=7699
linha=938 | nome=Ana | acao=otimizou o algoritmo | valor=2698
linha=939 | nome=Igor | acao=participou da aula | valor=8838
linha=940 | nome=Tiago | acao=otimizou o algoritmo | valor=2107
linha=941 | nome=Sofia | acao=estudou computacao | valor=7297
linha=942 | nome=Helena | acao=otimizou o algoritmo | valor=1927
linha=943 | nome=Vitor | acao=analisou os resultados | valor=2640
linha=944 | nome=Sofia | acao=escreveu o relatorio | valor=8092
linha=945 | nome=Helena | acao=estudou computacao | valor=2459
linha=946 | nome=Natalia | acao=executou o benchmark | valor=6083
linha=947 | nome=Carlos | acao=fez um experimento | valor=6189
linha=948 | nome=Felipe | acao=executou o benchmark | valor=5801
linha=949 | nome=Otavio | acao=estudou computacao | valor=8747
linha=950 | nome=Paulo | acao=fez um experimento | valor=4845
linha=951 | nome=Karen | acao=executou o benchmark | valor=3826
linha=952 | nome=Karen | acao=escreveu o relatorio | valor=2727
linha=953 | nome=Sofia | acao=escreveu o relatorio | valor=1204
linha=954 | nome=Lucas | acao=participou da aula | valor=4255
linha=955 | nome=Helena | acao=comparou as metricas | valor=6224
linha=956 | nome=Otavio | acao=comparou as metricas | valor=1148
linha=957 | nome=Tiago | acao=otimizou o algoritmo | valor=2550
linha=958 | nome=Karen | acao=analisou os resultados | valor=1298
linha=959 | nome=Renata | acao=escreveu o relatorio | valor=1044
linha=960 | nome=Vitor | acao=fez um experimento | valor=6328
linha=961 | nome=Karen | acao=executou o benchmark | valor=4468
linha=962 | nome=Igor | acao=fez um experimento | valor=7740
linha=963 | nome=Paulo | acao=comparou as metricas | valor=5019
linha=964 | nome=Ana | acao=fez um experimento | valor=4119
linha=965 | nome=Bruno | acao=fez um experimento | valor=8308
linha=966 | nome=Paulo | acao=comparou as metricas | valor=9437
linha=967 | nome=Vitor | acao=escreveu o relatorio | valor=2537
linha=968 | nome=Igor | acao=executou o benchmark | valor=5059
linha=969 | nome=Felipe | acao=estudou computacao | valor=3730
linha=970 | nome=Felipe | acao=otimizou o algoritmo | valor=3400
linha=971 | nome=Carlos | acao=otimizou o algoritmo | valor=5694
linha=972 | nome=Eduarda | acao=otimizou o algoritmo | valor=1704
linha=973 | nome=Ana | acao=otimizou o algoritmo | valor=1585
linha=974 | nome=Renata | acao=fez um experimento | valor=3990
linha=975 | nome=Daniela | acao=fez um experimento | valor=3998
linha=976 | nome=Sofia | acao=executou o benchmark | valor=9903
linha=977 | nome=Ana | acao=fez um experimento | valor=2639
linha=978 | nome=Daniela | acao=participou da aula | valor=9613
linha=979 | nome=Eduarda | acao=comparou as metricas | valor=7395
linha=980 | nome=Natalia | acao=participou da aula | valor=6485
linha=981 | nome=Igor | acao=escreveu o relatorio | valor=7363
linha=982 | nome=Karen | acao=comparou as metricas | valor=4997
linha=983 | nome=Bruno | acao=estudou computacao | valor=3232
linha=984 | nome=Paulo | acao=analisou os resultados | valor=8157
linha=985 | nome=Gabriela | acao=otimizou o algoritmo | valor=6606
linha=986 | nome=Renata | acao=participou da aula | valor=5364
linha=987 | nome=Carlos | acao=otimizou o algoritmo | valor=9837
linha=988 | nome=Lucas | acao=escreveu o relatorio | valor=7408
linha=989 | nome=Mariana | acao=estudou computacao | valor=3390
linha=990 | nome=Sofia | acao=comparou as metricas | valor=1130
linha=991 | nome=Renata | acao=fez um experimento | valor=9488
linha=992 | nome=Joao | acao=fez um experimento | valor=6040
linha=993 | nome=Bruno | acao=comparou as metricas | valor=1800
linha=994 | nome=Vitor | acao=comparou as metricas | valor=9583
linha=995 | nome=Carlos | acao=otimizou o algoritmo | valor=4692
linha=996 | nome=Tiago | acao=escreveu o relatorio | valor=9613
linha=997 | nome=Otavio | acao=escreveu o relatorio | valor=9657
linha=998 | nome=Daniela | acao=estudou computacao | valor=4557
linha=999 | nome=Natalia | acao=fez um experimento | valor=5971
linha=1000 | nome=Daniela | acao=fez um experimento | valor=9106
linha=1001 | nome=Carlos | acao=otimizou o algoritmo | valor=8435
linha=1002 | nome=Felipe | acao=executou o benchmark | valor=5356
linha=1003 | nome=Eduarda | acao=comparou as metricas | valor=4575
linha=1004 | nome=Gabriela | acao=comparou as metricas | valor=5634
linha=1005 | nome=Karen | acao=otimizou o algoritmo | valor=7000
linha=1006 | nome=Natalia | acao=analisou os resultados | valor=2726
linha=1007 | nome=Vitor | acao=executou o benchmark | valor=5051
linha=1008 | nome=Vitor | acao=otimizou o algoritmo | valor=2874
linha=1009 | nome=Vitor | acao=escreveu o relatorio | valor=2968
linha=1010 | nome=Carlos | acao=estudou computacao | valor=2334
linha=1011 | nome=Joao | acao=analisou os resultados | valor=5688
linha=1012 | nome=Natalia | acao=fez um experimento | valor=2915
linha=1013 | nome=Sofia | acao=comparou as metricas | valor=2255
linha=1014 | nome=Gabriela | acao=executou o benchmark | valor=8923
linha=1015 | nome=Gabriela | acao=analisou os resultados | valor=5014
linha=1016 | nome=Bruno | acao=analisou os resultados | valor=6374
linha=1017 | nome=Paulo | acao=participou da aula | valor=9476
linha=1018 | nome=Sofia | acao=estudou computacao | valor=7059
linha=1019 | nome=Igor | acao=comparou as metricas | valor=7726
linha=1020 | nome=Eduarda | acao=comparou as metricas | valor=1325
linha=1021 | nome=Eduarda | acao=analisou os resultados | valor=2444
linha=1022 | nome=Mariana | acao=analisou os resultados | valor=5197
linha=1023 | nome=Igor | acao=comparou as metricas | valor=5341
linha=1024 | nome=Joao | acao=executou o benchmark | valor=7417
linha=1025 | nome=Vitor | acao=analisou os resultados | valor=5694
linha=1026 | nome=Renata | acao=participou da aula | valor=7391
linha=1027 | nome=Carlos | acao=fez um experimento | valor=9700
linha=1028 | nome=Renata | acao=executou o benchmark | valor=7229
linha=1029 | nome=Felipe | acao=estudou computacao | valor=5561
linha=1030 | nome=Igor | acao=fez um experimento | valor=5656
linha=1031 | nome=Helena | acao=escreveu o relatorio | valor=2490
linha=1032 | nome=Vitor | acao=escreveu o relatorio | valor=8582
linha=1033 | nome=Eduarda | acao=estudou computacao | valor=8224
linha=1034 | nome=Tiago | acao=executou o benchmark | valor=5899
linha=1035 | nome=Eduarda | acao=participou da aula | valor=2620
linha=1036 | nome=Vitor | acao=comparou as metricas | valor=3373
linha=1037 | nome=Paulo | acao=executou o benchmark | valor=1190
linha=1038 | nome=Karen | acao=comparou as metricas | valor=3225
linha=1039 | nome=Daniela | acao=estudou computacao | valor=6427
linha=1040 | nome=Otavio | acao=escreveu o relatorio | valor=7235
linha=1041 | nome=Bruno | acao=analisou os resultados | valor=1805
linha=1042 | nome=Mariana | acao=executou o benchmark | valor=5318
linha=1043 | nome=Karen | acao=escreveu o relatorio | valor=5423
linha=1044 | nome=Mariana | acao=estudou computacao | valor=7262
linha=1045 | nome=Carlos | acao=comparou as metricas | valor=6464
linha=1046 | nome=Natalia | acao=executou o benchmark | valor=6888
linha=1047 | nome=Sofia | acao=escreveu o relatorio | valor=2467
linha=1048 | nome=Eduarda | acao=analisou os resultados | valor=5739
linha=1049 | nome=Vitor | acao=executou o benchmark | valor=6841
linha=1050 | nome=Vitor | acao=estudou computacao | valor=8544
linha=1051 | nome=Tiago | acao=escreveu o relatorio | valor=1609
linha=1052 | nome=Lucas | acao=comparou as metricas | valor=1126
linha=1053 | nome=Otavio | acao=fez um experimento | valor=9022
linha=1054 | nome=Renata | acao=analisou os resultados | valor=2387
linha=1055 | nome=Tiago | acao=comparou as metricas | valor=1315
linha=1056 | nome=Tiago | acao=executou o benchmark | valor=9198
linha=1057 | nome=Paulo | acao=estudou computacao | valor=6159
linha=1058 | nome=Felipe | acao=participou da aula | valor=1272
linha=1059 | nome=Felipe | acao=escreveu o relatorio | valor=4766
linha=1060 | nome=Natalia | acao=analisou os resultados | valor=1821
linha=1061 | nome=Eduarda | acao=executou o benchmark | valor=8149
linha=1062 | nome=Mariana | acao=participou da aula | valor=3303
linha=1063 | nome=Sofia | acao=comparou as metricas | valor=8616
linha=1064 | nome=Mariana | acao=participou da aula | valor=7391
linha=1065 | nome=Otavio | acao=escreveu o relatorio | valor=5862
linha=1066 | nome=Ana | acao=estudou computacao | valor=1667
linha=1067 | nome=Mariana | acao=analisou os resultados | valor=5245
linha=1068 | nome=Tiago | acao=analisou os resultados | valor=5336
linha=1069 | nome=Helena | acao=estudou computacao | valor=5717
linha=1070 | nome=Bruno | acao=participou da aula | valor=1240
linha=1071 | nome=Daniela | acao=fez um experimento | valor=7068
linha=1072 | nome=Lucas | acao=escreveu o relatorio | valor=8770
linha=1073 | nome=Gabriela | acao=participou da aula | valor=4970
linha=1074 | nome=Carlos | acao=estudou computacao | valor=2830
linha=1075 | nome=Lucas | acao=analisou os resultados | valor=9188
linha=1076 | nome=Eduarda | acao=otimizou o algoritmo | valor=1194
linha=1077 | nome=Tiago | acao=analisou os resultados | valor=2305
linha=1078 | nome=Natalia | acao=escreveu o relatorio | valor=3082
linha=1079 | nome=Mariana | acao=fez um experimento | valor=7000
linha=1080 | nome=Otavio | acao=executou o benchmark | valor=5620
linha=1081 | nome=Eduarda | acao=executou o benchmark | valor=2441
linha=1082 | nome=Ana | acao=analisou os resultados | valor=1617
linha=1083 | nome=Tiago | acao=estudou computacao | valor=3482
linha=1084 | nome=Carlos | acao=fez um experimento | valor=2351
linha=1085 | nome=Joao | acao=executou o benchmark | valor=7973
linha=1086 | nome=Mariana | acao=estudou computacao | valor=2143
linha=1087 | nome=Mariana | acao=participou da aula | valor=7061
linha=1088 | nome=Paulo | acao=executou o benchmark | valor=4949
linha=1089 | nome=Carlos | acao=participou da aula | valor=6183
linha=1090 | nome=Felipe | acao=analisou os resultados | valor=9769
linha=1091 | nome=Lucas | acao=comparou as metricas | valor=3272
linha=1092 | nome=Tiago | acao=estudou computacao | valor=9361
linha=1093 | nome=Mariana | acao=analisou os resultados | valor=5049
linha=1094 | nome=Ana | acao=estudou computacao | valor=2307
linha=1095 | nome=Natalia | acao=escreveu o relatorio | valor=2188
linha=1096 | nome=Eduarda | acao=escreveu o relatorio | valor=9734
linha=1097 | nome=Carlos | acao=analisou os resultados | valor=5844
linha=1098 | nome=Mariana | acao=comparou as metricas | valor=3735
linha=1099 | nome=Igor | acao=fez um experimento | valor=5241
linha=1100 | nome=Renata | acao=escreveu o relatorio | valor=7474
linha=1101 | nome=Eduarda | acao=comparou as metricas | valor=6767
linha=1102 | nome=Otavio | acao=escreveu o relatorio | valor=2876
linha=1103 | nome=Felipe | acao=estudou computacao | valor=9999
linha=1104 | nome=Felipe | acao=fez um experimento | valor=9174
linha=1105 | nome=Karen | acao=otimizou o algoritmo | valor=6203
linha=1106 | nome=Natalia | acao=fez um experimento | valor=5759
linha=1107 | nome=Eduarda | acao=participou da aula | valor=2215
linha=1108 | nome=Tiago | acao=participou da aula | valor=7111
linha=1109 | nome=Eduarda | acao=participou da aula | valor=9502
linha=1110 | nome=Bruno | acao=participou da aula | valor=7091
linha=1111 | nome=Gabriela | acao=otimizou o algoritmo | valor=4904
linha=1112 | nome=Mariana | acao=otimizou o algoritmo | valor=1035
linha=1113 | nome=Bruno | acao=otimizou o algoritmo | valor=9214
linha=1114 | nome=Eduarda | acao=participou da aula | valor=9364
linha=1115 | nome=Igor | acao=fez um experimento | valor=8025
linha=1116 | nome=Mariana | acao=otimizou o algoritmo | valor=9648
linha=1117 | nome=Vitor | acao=fez um experimento | valor=1939
linha=1118 | nome=Renata | acao=otimizou o algoritmo | valor=4953
linha=1119 | nome=Paulo | acao=fez um experimento | valor=5487
linha=1120 | nome=Helena | acao=fez um experimento | valor=4738
linha=1121 | nome=Igor | acao=executou o benchmark | valor=9116
linha=1122 | nome=Joao | acao=participou da aula | valor=3787
linha=1123 | nome=Carlos | acao=estudou computacao | valor=4011
linha=1124 | nome=Paulo | acao=estudou computacao | valor=4389
linha=1125 | nome=Joao | acao=participou da aula | valor=5582
linha=1126 | nome=Bruno | acao=participou da aula | valor=5789
linha=1127 | nome=Helena | acao=analisou os resultados | valor=6210
linha=1128 | nome=Otavio | acao=estudou computacao | valor=1101
linha=1129 | nome=Joao | acao=executou o benchmark | valor=9478
linha=1130 | nome=Joao | acao=participou da aula | valor=2463
linha=1131 | nome=Daniela | acao=executou o benchmark | valor=9149
linha=1132 | nome=Mariana | acao=otimizou o algoritmo | valor=7687
linha=1133 | nome=Karen | acao=participou da aula | valor=8790
linha=1134 | nome=Carlos | acao=estudou computacao | valor=7080
linha=1135 | nome=Tiago | acao=fez um experimento | valor=1111
linha=1136 | nome=Karen | acao=participou da aula | valor=5419
linha=1137 | nome=Natalia | acao=comparou as metricas | valor=5502
linha=1138 | nome=Otavio | acao=escreveu o relatorio | valor=6048
linha=1139 | nome=Otavio | acao=comparou as metricas | valor=3573
linha=1140 | nome=Sofia | acao=executou o benchmark | valor=5433
linha=1141 | nome=Igor | acao=participou da aula | valor=3112
linha=1142 | nome=Natalia | acao=analisou os resultados | valor=1527
linha=1143 | nome=Bruno | acao=executou o benchmark | valor=6384
linha=1144 | nome=Natalia | acao=comparou as metricas | valor=8021
linha=1145 | nome=Joao | acao=comparou as metricas | valor=8046
linha=1146 | nome=Renata | acao=escreveu o relatorio | valor=9037
linha=1147 | nome=Helena | acao=analisou os resultados | valor=8094
linha=1148 | nome=Renata | acao=otimizou o algoritmo | valor=6584
linha=1149 | nome=Ana | acao=estudou computacao | valor=6032
linha=1150 | nome=Bruno | acao=estudou computacao | valor=7566
linha=1151 | nome=Gabriela | acao=escreveu o relatorio | valor=1560
linha=1152 | nome=Eduarda | acao=executou o benchmark | valor=7916
linha=1153 | nome=Joao | acao=executou o benchmark | valor=5438
linha=1154 | nome=Mariana | acao=analisou os resultados | valor=4506
linha=1155 | nome=Eduarda | acao=escreveu o relatorio | valor=9878
linha=1156 | nome=Otavio | acao=escreveu o relatorio | valor=7339
linha=1157 | nome=Lucas | acao=estudou computacao | valor=5044
linha=1158 | nome=Otavio | acao=fez um experimento | valor=7254
linha=1159 | nome=Tiago | acao=fez um experimento | valor=2877
linha=1160 | nome=Paulo | acao=participou da aula | valor=4564
linha=1161 | nome=Natalia | acao=otimizou o algoritmo | valor=4436
