linha=1 | nome=Igor | acao=otimizou o algoritmo | valor=4561
linha=1223 | nome=Igor | acao=otimizou o algoritmo | valor=5578
linha=1224 | nome=Mariana | acao=otimizou o algoritmo | valor=1225
linha=1225 | nome=Mariana | acao=executou o benchmark | valor=1994
linha=1226 | nome=Joao | acao=estudou computacao | valor=3598
linha=1227 | nome=Renata | acao=comparou as metricas | valor=6377
linha=1228 | nome=Tiago | acao=analisou os resultados | valor=7128
linha=1229 | nome=Ana | acao=participou da aula | valor=8538
linha=1230 | nome=Lucas | acao=comparou as metricas | valor=5378
linha=1231 | nome=Lucas | acao=comparou as metricas | valor=5732
linha=1232 | nome=Felipe | acao=estudou computacao | valor=7148
linha=1233 | nome=Mariana | acao=executou o benchmark | valor=7872
linha=1234 | nome=Eduarda | acao=escreveu o relatorio | valor=5807
linha=1235 | nome=Otavio | acao=escreveu o relatorio | valor=9229
linha=1236 | nome=Sofia | acao=executou o benchmark | valor=6583
linha=1237 | nome=Otavio | acao=estudou computacao | valor=8754
linha=1238 | nome=Carlos | acao=comparou as metricas | valor=9032
linha=1239 | nome=Joao | acao=executou o benchmark | valor=4600
linha=1240 | nome=Igor | acao=fez um experimento | valor=4742
linha=1241 | nome=Renata | acao=estudou computacao | valor=7419
linha=1242 | nome=Karen | acao=participou da aula | valor=7297
linha=1243 | nome=Ana | acao=otimizou o algoritmo | valor=5617
linha=1244 | nome=Mariana | acao=fez um experimento | valor=5533
linha=1245 | nome=Sofia | acao=executou o benchmark | valor=4120
linha=1246 | nome=Natalia | acao=estudou computacao | valor=6851
linha=1247 | nome=Renata | acao=estudou computacao | valor=7656
linha=1248 | nome=Bruno | acao=analisou os resultados | valor=8616
linha=1249 | nome=Natalia | acao=escreveu o relatorio | valor=4630
linha=1250 | nome=Renata | acao=otimizou o algoritmo | valor=3526
linha=1251 | nome=Gabriela | acao=analisou os resultados | valor=1753
linha=1252 | nome=Carlos | acao=escreveu o relatorio | valor=2802
linha=1253 | nome=Karen | acao=analisou os resultados | valor=4319
linha=1254 | nome=Ana | acao=escreveu o relatorio | valor=5989
linha=1255 | nome=Sofia | acao=fez um experimento | valor=6092
linha=1256 | nome=Carlos | acao=participou da aula | valor=7020
linha=1257 | nome=Mariana | acao=analisou os resultados | valor=6715
linha=1258 | nome=Joao | acao=escreveu o relatorio | valor=3270
linha=1259 | nome=Igor | acao=comparou as metricas | valor=4818
linha=1260 | nome=Bruno | acao=escreveu o relatorio | valor=6001
linha=1261 | nome=Tiago | acao=executou o benchmark | valor=9909
linha=1262 | nome=Carlos | acao=fez um experimento | valor=7183
linha=1263 | nome=Ana | acao=participou da aula | valor=1350
linha=1264 | nome=Mariana | acao=comparou as metricas | valor=7422
linha=1265 | nome=Eduarda | acao=otimizou o algoritmo | valor=2839
linha=1266 | nome=Mariana | acao=executou o benchmark | valor=7135
linha=1267 | nome=Tiago | acao=escreveu o relatorio | valor=8552
linha=1268 | nome=Sofia | acao=fez um experimento | valor=3940
linha=1269 | nome=Karen | acao=executou o benchmark | valor=2496
linha=1270 | nome=Gabriela | acao=estudou computacao | valor=7886
linha=1271 | nome=Felipe | acao=otimizou o algoritmo | valor=4167
linha=1272 | nome=Tiago | acao=otimizou o algoritmo | valor=3509
linha=1273 | nome=Karen | acao=escreveu o relatorio | valor=2298
linha=1274 | nome=Otavio | acao=participou da aula | valor=8226
linha=1275 | nome=Daniela | acao=fez um experimento | valor=2699
linha=1276 | nome=Otavio | acao=escreveu o relatorio | valor=8855
linha=1277 | nome=Sofia | acao=escreveu o relatorio | valor=4282
linha=1278 | nome=Carlos | acao=estudou computacao | valor=1974
linha=1279 | nome=Carlos | acao=estudou computacao | valor=4272
linha=1280 | nome=Paulo | acao=executou o benchmark | valor=1729
linha=1281 | nome=Otavio | acao=analisou os resultados | valor=9300
linha=1282 | nome=Natalia | acao=estudou computacao | valor=1030
linha=1283 | nome=Felipe | acao=executou o benchmark | valor=8017
linha=1284 | nome=Natalia | acao=analisou os resultados | valor=2475
linha=1285 | nome=Joao | acao=estudou computacao | valor=7147
linha=1286 | nome=Eduarda | acao=escreveu o relatorio | valor=1699
linha=1287 | nome=Sofia | acao=fez um experimento | valor=7881
linha=1288 | nome=Natalia | acao=comparou as metricas | valor=5776
linha=1289 | nome=Ana | acao=fez um experimento | valor=8109
linha=1290 | nome=Otavio | acao=fez um experimento | valor=4975
linha=1291 | nome=Natalia | acao=executou o benchmark | valor=1398
linha=1292 | nome=Mariana | acao=escreveu o relatorio | valor=5640
linha=1293 | nome=Helena | acao=estudou computacao | valor=1890
linha=1294 | nome=Bruno | acao=otimizou o algoritmo | valor=4278
linha=1295 | nome=Natalia | acao=participou da aula | valor=3432
linha=1296 | nome=Ana | acao=estudou computacao | valor=3413
linha=1297 | nome=Carlos | acao=participou da aula | valor=8334
linha=1298 | nome=Bruno | acao=participou da aula | valor=7929
linha=1299 | nome=Renata | acao=participou da aula | valor=2311
linha=1300 | nome=Felipe | acao=escreveu o relatorio | valor=3528
linha=1301 | nome=Sofia | acao=comparou as metricas | valor=4687
linha=1302 | nome=Eduarda | acao=comparou as metricas | valor=8623
linha=1303 | nome=Paulo | acao=comparou as metricas | valor=2763
linha=1304 | nome=Igor | acao=analisou os resultados | valor=4919
linha=1305 | nome=Gabriela | acao=otimizou o algoritmo | valor=4673
linha=1306 | nome=Eduarda | acao=comparou as metricas | valor=2722
linha=1307 | nome=Gabriela | acao=comparou as metricas | valor=3910
linha=1308 | nome=Joao | acao=estudou computacao | valor=5788
linha=1309 | nome=Lucas | acao=analisou os resultados | valor=2885
linha=1310 | nome=Carlos | acao=fez um experimento | valor=4571
linha=1311 | nome=Mariana | acao=comparou as metricas | valor=2745
linha=1312 | nome=Bruno | acao=escreveu o relatorio | valor=7973
linha=1313 | nome=Lucas | acao=participou da aula | valor=2258
linha=1314 | nome=Eduarda | acao=otimizou o algoritmo | valor=9313
linha=1315 | nome=Carlos | acao=analisou os resultados | valor=5441
linha=1316 | nome=Igor | acao=analisou os resultados | valor=8555
linha=1317 | nome=Lucas | acao=estudou computacao | valor=9202
linha=1318 | nome=Eduarda | acao=escreveu o relatorio | valor=1076
linha=1319 | nome=Daniela | acao=estudou computacao | valor=8645
linha=1320 | nome=Helena | acao=executou o benchmark | valor=1843
linha=1321 | nome=Lucas | acao=executou o benchmark | valor=9797
linha=1322 | nome=Renata | acao=otimizou o algoritmo | valor=6622
linha=1323 | nome=Otavio | acao=escreveu o relatorio | valor=6695
linha=1324 | nome=Paulo | acao=fez um experimento | valor=3830
linha=1325 | nome=Felipe | acao=escreveu o relatorio | valor=1008
linha=1326 | nome=Carlos | acao=participou da aula | valor=6270
linha=1327 | nome=Karen | acao=participou da aula | valor=3924
linha=1328 | nome=Paulo | acao=executou o benchmark | valor=6242
linha=1329 | nome=Tiago | acao=fez um experimento | valor=7480
linha=1330 | nome=Renata | acao=participou da aula | valor=3932
linha=1331 | nome=Mariana | acao=participou da aula | valor=8784
linha=1332 | nome=Karen | acao=otimizou o algoritmo | valor=7916
linha=1333 | nome=Ana | acao=participou da aula | valor=3970
linha=1334 | nome=Lucas | acao=fez um experimento | valor=1712
linha=1335 | nome=Daniela | acao=analisou os resultados | valor=2448
linha=1336 | nome=Bruno | acao=escreveu o relatorio | valor=6813
linha=1337 | nome=Otavio | acao=escreveu o relatorio | valor=4107
linha=1338 | nome=Lucas | acao=escreveu o relatorio | valor=9981
linha=1339 | nome=Gabriela | acao=executou o benchmark | valor=5659
linha=1340 | nome=Ana | acao=comparou as metricas | valor=8977
linha=1341 | nome=Joao | acao=otimizou o algoritmo | valor=2013
linha=1342 | nome=Tiago | acao=participou da aula | valor=7474
linha=1343 | nome=Paulo | acao=escreveu o relatorio | valor=2069
linha=1344 | nome=Felipe | acao=fez um experimento | valor=9995
linha=1345 | nome=Joao | acao=escreveu o relatorio | valor=5567
linha=1346 | nome=Eduarda | acao=comparou as metricas | valor=7919
linha=1347 | nome=Tiago | acao=estudou computacao | valor=3466
linha=1348 | nome=Renata | acao=fez um experimento | valor=7901
linha=1349 | nome=Eduarda | acao=fez um experimento | valor=7144
linha=1350 | nome=Felipe | acao=escreveu o relatorio | valor=9885
linha=1351 | nome=Renata | acao=executou o benchmark | valor=2531
linha=1352 | nome=Mariana | acao=estudou computacao | valor=8671
linha=1353 | nome=Renata | acao=otimizou o algoritmo | valor=6984
linha=1354 | nome=Vitor | acao=estudou computacao | valor=5506
linha=1355 | nome=Gabriela | acao=comparou as metricas | valor=7499
linha=1356 | nome=Gabriela | acao=estudou computacao | valor=6245
linha=1357 | nome=Mariana | acao=escreveu o relatorio | valor=5012
linha=1358 | nome=Joao | acao=participou da aula | valor=7611
linha=1359 | nome=Ana | acao=otimizou o algoritmo | valor=8769
linha=1360 | nome=Helena | acao=executou o benchmark | valor=2387
linha=1361 | nome=Daniela | acao=participou da aula | valor=1299
linha=1362 | nome=Renata | acao=comparou as metricas | valor=6100
linha=1363 | nome=Daniela | acao=comparou as metricas | valor=6474
linha=1364 | nome=Bruno | acao=escreveu o relatorio | valor=3428
linha=1365 | nome=Karen | acao=comparou as metricas | valor=2530
linha=1366 | nome=Sofia | acao=analisou os resultados | valor=1551
linha=1367 | nome=Lucas | acao=comparou as metricas | valor=7860
linha=1368 | nome=Sofia | acao=comparou as metricas | valor=3233
linha=1369 | nome=Gabriela | acao=estudou computacao | valor=9526
linha=1370 | nome=Eduarda | acao=executou o benchmark | valor=7275
linha=1371 | nome=Eduarda | acao=comparou as metricas | valor=1154
linha=1372 | nome=Carlos | acao=estudou computacao | valor=3382
linha=1373 | nome=Renata | acao=estudou computacao | valor=4071
linha=1374 | nome=Felipe | acao=otimizou o algoritmo | valor=4867
linha=1375 | nome=Ana | acao=otimizou o algoritmo | valor=2926
linha=1376 | nome=Karen | acao=estudou computacao | valor=1823
linha=1377 | nome=Vitor | acao=escreveu o relatorio | valor=7789
linha=1378 | nome=Joao | acao=otimizou o algoritmo | valor=5114
linha=1379 | nome=Joao | acao=comparou as metricas | valor=8530
linha=1380 | nome=Daniela | acao=otimizou o algoritmo | valor=7374
linha=1381 | nome=Renata | acao=fez um experimento | valor=2461
linha=1382 | nome=Mariana | acao=participou da aula | valor=8292
linha=1383 | nome=Igor | acao=otimizou o algoritmo | valor=9284
linha=1384 | nome=Renata | acao=analisou os resultados | valor=5697
linha=1385 | nome=Sofia | acao=otimizou o algoritmo | valor=1383
linha=1386 | nome=Natalia | acao=escreveu o relatorio | valor=6614
linha=1387 | nome=Ana | acao=fez um experimento | valor=8543
linha=1388 | nome=Gabriela | acao=participou da aula | valor=5352
linha=1389 | nome=Mariana | acao=estudou computacao | valor=8170
linha=1390 | nome=Helena | acao=executou o benchmark | valor=8416
linha=1391 | nome=Ana | acao=fez um experimento | valor=8859
linha=1392 | nome=Eduarda | acao=fez um experimento | valor=2186
linha=1393 | nome=Lucas | acao=estudou computacao | valor=4945
linha=1394 | nome=Mariana | acao=fez um experimento | valor=4748
linha=1395 | nome=Joao | acao=escreveu o relatorio | valor=7994
linha=1396 | nome=Gabriela | acao=estudou computacao | valor=9269
linha=1397 | nome=Renata | acao=participou da aula | valor=3617
linha=1398 | nome=Eduarda | acao=analisou os resultados | valor=4117
linha=1399 | nome=Renata | acao=estudou computacao | valor=1055
linha=1400 | nome=Renata | acao=fez um experimento | valor=1317
linha=1401 | nome=Helena | acao=estudou computacao | valor=3948
linha=1402 | nome=Felipe | acao=executou o benchmark | valor=3500
linha=1403 | nome=Sofia | acao=escreveu o relatorio | valor=1150
linha=1404 | nome=Mariana | acao=fez um experimento | valor=9764
linha=1405 | nome=Ana | acao=executou o benchmark | valor=5009
linha=1406 | nome=Paulo | acao=analisou os resultados | valor=1856
linha=1407 | nome=Eduarda | acao=escreveu o relatorio | valor=8582
linha=1408 | nome=Daniela | acao=escreveu o relatorio | valor=7928
linha=1409 | nome=Lucas | acao=otimizou o algoritmo | valor=8333
linha=1410 | nome=Bruno | acao=participou da aula | valor=5897
linha=1411 | nome=Vitor | acao=comparou as metricas | valor=5920
linha=1412 | nome=Paulo | acao=fez um experimento | valor=8842
linha=1413 | nome=Sofia | acao=participou da aula | valor=7773
linha=1414 | nome=Otavio | acao=analisou os resultados | valor=2300
linha=1415 | nome=Lucas | acao=estudou computacao | valor=8348
linha=1416 | nome=Tiago | acao=escreveu o relatorio | valor=7368
linha=1417 | nome=Carlos | acao=participou da aula | valor=3752
linha=1418 | nome=Paulo | acao=fez um experimento | valor=3520
linha=1419 | nome=Bruno | acao=otimizou o algoritmo | valor=8386
linha=1420 | nome=Bruno | acao=comparou as metricas | valor=2476
linha=1421 | nome=Karen | acao=otimizou o algoritmo | valor=9699
linha=1422 | nome=Karen | acao=escreveu o relatorio | valor=9779
linha=1423 | nome=Natalia | acao=escreveu o relatorio | valor=2568
linha=1424 | nome=Vitor | acao=comparou as metricas | valor=3035
linha=1425 | nome=Igor | acao=analisou os resultados | valor=2402
linha=1426 | nome=Otavio | acao=comparou as metricas | valor=9404
linha=1427 | nome=Otavio | acao=comparou as metricas | valor=8854
linha=1428 | nome=Mariana | acao=fez um experimento | valor=4289
linha=1429 | nome=Otavio | acao=escreveu o relatorio | valor=8260
linha=1430 | nome=Igor | acao=otimizou o algoritmo | valor=6229
linha=1431 | nome=Daniela | acao=analisou os resultados | valor=9269
linha=1432 | nome=Lucas | acao=comparou as metricas | valor=2576
linha=1433 | nome=Ana | acao=fez um experimento | valor=1226
linha=1434 | nome=Sofia | acao=otimizou o algoritmo | valor=2902
linha=1435 | nome=Bruno | acao=participou da aula | valor=6267
linha=1436 | nome=Vitor | acao=executou o benchmark | valor=4783
linha=1437 | nome=Helena | acao=executou o benchmark | valor=9763
linha=1438 | nome=Vitor | acao=otimizou o algoritmo | valor=8517
linha=1439 | nome=Ana | acao=fez um experimento | valor=1629
linha=1440 | nome=Sofia | acao=escreveu o relatorio | valor=5096
linha=1441 | nome=Ana | acao=fez um experimento | valor=7519
linha=1442 | nome=Gabriela | acao=analisou os resultados | valor=4474
linha=1443 | nome=Igor | acao=otimizou o algoritmo | valor=4808
linha=1444 | nome=Helena | acao=comparou as metricas | valor=6075
linha=1445 | nome=Sofia | acao=fez um experimento | valor=4661
linha=1446 | nome=Karen | acao=executou o benchmark | valor=2464
linha=1447 | nome=Natalia | acao=fez um experimento | valor=7142
linha=1448 | nome=Gabriela | acao=estudou computacao | valor=9439
linha=1449 | nome=Eduarda | acao=comparou as metricas | valor=1964
linha=1450 | nome=Karen | acao=otimizou o algoritmo | valor=8223
linha=1451 | nome=Daniela | acao=executou o benchmark | valor=3305
linha=1452 | nome=Tiago | acao=escreveu o relatorio | valor=6943
linha=1453 | nome=Daniela | acao=analisou os resultados | valor=7522
linha=1454 | nome=Mariana | acao=fez um experimento | valor=5990
linha=1455 | nome=Natalia | acao=executou o benchmark | valor=9683
linha=1456 | nome=Helena | acao=analisou os resultados | valor=5855
linha=1457 | nome=Mariana | acao=otimizou o algoritmo | valor=1780
linha=1458 | nome=Vitor | acao=participou da aula | valor=3750
linha=1459 | nome=Otavio | acao=executou o benchmark | valor=9797
linha=1460 | nome=Otavio | acao=executou o benchmark | valor=4904
linha=1461 | nome=Otavio | acao=executou o benchmark | valor=5598
linha=1462 | nome=Mariana | acao=fez um experimento | valor=9067
linha=1463 | nome=Igor | acao=escreveu o relatorio | valor=7305
linha=1464 | nome=Eduarda | acao=comparou as metricas | valor=2812
linha=1465 | nome=Lucas | acao=comparou as metricas | valor=3421
linha=1466 | nome=Gabriela | acao=participou da aula | valor=1573
linha=1467 | nome=Daniela | acao=executou o benchmark | valor=7877
linha=1468 | nome=Ana | acao=escreveu o relatorio | valor=6133
linha=1469 | nome=Tiago | acao=otimizou o algoritmo | valor=8922
linha=1470 | nome=Daniela | acao=analisou os resultados | valor=4130
linha=1471 | nome=Daniela | acao=comparou as metricas | valor=4609
linha=1472 | nome=Felipe | acao=executou o benchmark | valor=1888
linha=1473 | nome=Mariana | acao=executou o benchmark | valor=7496
linha=1474 | nome=Joao | acao=otimizou o algoritmo | valor=1888
linha=1475 | nome=Daniela | acao=estudou computacao | valor=9874
linha=1476 | nome=Gabriela | acao=estudou computacao | valor=4189
linha=1477 | nome=Karen | acao=executou o benchmark | valor=4066
linha=1478 | nome=Karen | acao=estudou computacao | valor=3216
linha=1479 | nome=Carlos | acao=executou o benchmark | valor=4720
linha=1480 | nome=Bruno | acao=escreveu o relatorio | valor=1203
linha=1481 | nome=Daniela | acao=estudou computacao | valor=2792
linha=1482 | nome=Eduarda | acao=fez um experimento | valor=3426
linha=1483 | nome=Karen | acao=comparou as metricas | valor=6065
linha=1484 | nome=Lucas | acao=analisou os resultados | valor=3562
linha=1485 | nome=Joao | acao=participou da aula | valor=9033
linha=1486 | nome=Helena | acao=executou o benchmark | valor=5404
linha=1487 | nome=Carlos | acao=estudou computacao | valor=7874
linha=1488 | nome=Ana | acao=fez um experimento | valor=7278
linha=1489 | nome=Tiago | acao=otimizou o algoritmo | valor=2838
linha=1490 | nome=Vitor | acao=comparou as metricas | valor=5512
linha=1491 | nome=Joao | acao=participou da aula | valor=3083
linha=1492 | nome=Carlos | acao=estudou computacao | valor=2012
linha=1493 | nome=Natalia | acao=estudou computacao | valor=1040
linha=1494 | nome=Lucas | acao=fez um experimento | valor=6400
linha=1495 | nome=Sofia | acao=otimizou o algoritmo | valor=6337
linha=1496 | nome=Igor | acao=fez um experimento | valor=1679
linha=1497 | nome=Natalia | acao=analisou os resultados | valor=4537
linha=1498 | nome=Renata | acao=otimizou o algoritmo | valor=4509
linha=1499 | nome=Felipe | acao=escreveu o relatorio | valor=1750
linha=1500 | nome=Otavio | acao=comparou as metricas | valor=1381
linha=1501 | nome=Karen | acao=comparou as metricas | valor=7039
linha=1502 | nome=Bruno | acao=otimizou o algoritmo | valor=1413
linha=1503 | nome=Mariana | acao=estudou computacao | valor=1220
linha=1504 | nome=Ana | acao=estudou computacao | valor=1142
linha=1505 | nome=Gabriela | acao=otimizou o algoritmo | valor=1075
linha=1506 | nome=Karen | acao=analisou os resultados | valor=9888
linha=1507 | nome=Tiago | acao=analisou os resultados | valor=6498
linha=1508 | nome=Mariana | acao=participou da aula | valor=1873
linha=1509 | nome=Felipe | acao=otimizou o algoritmo | valor=4865
linha=1510 | nome=Vitor | acao=otimizou o algoritmo | valor=2831
linha=1511 | nome=Sofia | acao=comparou as metricas | valor=5318
linha=1512 | nome=Natalia | acao=participou da aula | valor=3730
linha=1513 | nome=Sofia | acao=otimizou o algoritmo | valor=5345
linha=1514 | nome=Joao | acao=analisou os resultados | valor=1539
linha=1515 | nome=Natalia | acao=executou o benchmark | valor=1569
linha=1516 | nome=Carlos | acao=participou da aula | valor=6347
linha=1517 | nome=Eduarda | acao=executou o benchmark | valor=1666
linha=1518 | nome=Mariana | acao=otimizou o algoritmo | valor=5045
linha=1519 | nome=Otavio | acao=participou da aula | valor=1161
linha=1520 | nome=Renata | acao=comparou as metricas | valor=9949
linha=1521 | nome=Bruno | acao=estudou computacao | valor=4807
linha=1522 | nome=Igor | acao=analisou os resultados | valor=3686
linha=1523 | nome=Paulo | acao=executou o benchmark | valor=1488
linha=1524 | nome=Ana | acao=otimizou o algoritmo | valor=7915
linha=1525 | nome=Bruno | acao=executou o benchmark | valor=8027
linha=1526 | nome=Natalia | acao=fez um experimento | valor=2236
linha=1527 | nome=Mariana | acao=otimizou o algoritmo | valor=8634
linha=1528 | nome=Natalia | acao=fez um experimento | valor=6851
linha=1529 | nome=Vitor | acao=fez um experimento | valor=5414
linha=1530 | nome=Mariana | acao=executou o benchmark | valor=2631
linha=1531 | nome=Felipe | acao=executou o benchmark | valor=7845
linha=1532 | nome=Tiago | acao=otimizou o algoritmo | valor=7978
linha=1533 | nome=Igor | acao=analisou os resultados | valor=3098
linha=1534 | nome=Sofia | acao=estudou computacao | valor=8920
linha=1535 | nome=Karen | acao=otimizou o algoritmo | valor=7938
linha=1536 | nome=Eduarda | acao=estudou computacao | valor=2667
linha=1537 | nome=Sofia | acao=participou da aula | valor=1136
linha=1538 | nome=Paulo | acao=escreveu o relatorio | valor=5629
linha=1539 | nome=Renata | acao=participou da aula | valor=9944
linha=1540 | nome=Eduarda | acao=participou da aula | valor=2764
linha=1541 | nome=Renata | acao=comparou as metricas | valor=8900
linha=1542 | nome=Joao | acao=executou o benchmark | valor=4811
linha=1543 | nome=Bruno | acao=fez um experimento | valor=3000
linha=1544 | nome=Paulo | acao=escreveu o relatorio | valor=5948
linha=1545 | nome=Renata | acao=executou o benchmark | valor=2864
linha=1546 | nome=Carlos | acao=participou da aula | valor=4112
linha=1547 | nome=Igor | acao=comparou as metricas | valor=3644
linha=1548 | nome=Daniela | acao=estudou computacao | valor=6916
linha=1549 | nome=Ana | acao=comparou as metricas | valor=8741
linha=1550 | nome=Vitor | acao=estudou computacao | valor=8819
linha=1551 | nome=Renata | acao=otimizou o algoritmo | valor=8562
linha=1552 | nome=Carlos | acao=analisou os resultados | valor=7449
linha=1553 | nome=Paulo | acao=escreveu o relatorio | valor=7044
linha=1554 | nome=Gabriela | acao=executou o benchmark | valor=3250
linha=1555 | nome=Karen | acao=analisou os resultados | valor=3229
linha=1556 | nome=Gabriela | acao=participou da aula | valor=1803
linha=1557 | nome=Daniela | acao=executou o benchmark | valor=2244
linha=1558 | nome=Otavio | acao=estudou computacao | valor=8448
linha=1559 | nome=Helena | acao=executou o benchmark | valor=5435
linha=1560 | nome=Natalia | acao=escreveu o relatorio | valor=6445
linha=1561 | nome=Bruno | acao=estudou computacao | valor=1645
linha=1562 | nome=Renata | acao=escreveu o relatorio | valor=1104
linha=1563 | nome=Renata | acao=estudou computacao | valor=6081
linha=1564 | nome=Mariana | acao=otimizou o algoritmo | valor=3224
linha=1565 | nome=Eduarda | acao=participou da aula | valor=7531
linha=1566 | nome=Renata | acao=otimizou o algoritmo | valor=6933
linha=1567 | nome=Natalia | acao=executou o benchmark | valor=5918
linha=1568 | nome=Tiago | acao=analisou os resultados | valor=9353
linha=1569 | nome=Tiago | acao=participou da aula | valor=3080
linha=1570 | nome=Daniela | acao=participou da aula | valor=9135
linha=1571 | nome=Mariana | acao=executou o benchmark | valor=5440
linha=1572 | nome=Ana | acao=participou da aula | valor=5388
linha=1573 | nome=Helena | acao=otimizou o algoritmo | valor=3516
linha=1574 | nome=Mariana | acao=fez um experimento | valor=6649
linha=1575 | nome=Daniela | acao=participou da aula | valor=2487
linha=1576 | nome=Felipe | acao=estudou computacao | valor=5214
linha=1577 | nome=Sofia | acao=executou o benchmark | valor=8208
linha=1578 | nome=Sofia | acao=estudou computacao | valor=1200
linha=1579 | nome=Felipe | acao=analisou os resultados | valor=7892
linha=1580 | nome=Mariana | acao=escreveu o relatorio | valor=9210
linha=1581 | nome=Gabriela | acao=executou o benchmark | valor=7555
linha=1582 | nome=Helena | acao=escreveu o relatorio | valor=6195
linha=1583 | nome=Karen | acao=participou da aula | valor=2705
linha=1584 | nome=Mariana | acao=estudou computacao | valor=8794
linha=1585 | nome=Eduarda | acao=comparou as metricas | valor=3420
linha=1586 | nome=Felipe | acao=estudou computacao | valor=4370
linha=1587 | nome=Tiago | acao=participou da aula | valor=6446
linha=1588 | nome=Daniela | acao=otimizou o algoritmo | valor=7858
linha=1589 | nome=Eduarda | acao=otimizou o algoritmo | valor=7030
linha=1590 | nome=Bruno | acao=analisou os resultados | valor=1601
linha=1591 | nome=Helena | acao=comparou as metricas | valor=7305
linha=1592 | nome=Mariana | acao=comparou as metricas | valor=2462
linha=1593 | nome=Felipe | acao=comparou as metricas | valor=7727
linha=1594 | nome=Igor | acao=analisou os resultados | valor=6716
linha=1595 | nome=Mariana | acao=fez um experimento | valor=9068
linha=1596 | nome=Otavio | acao=participou da aula | valor=2202
linha=1597 | nome=Otavio | acao=estudou computacao | valor=4855
linha=1598 | nome=Lucas | acao=escreveu o relatorio | valor=7173
linha=1599 | nome=Ana | acao=otimizou o algoritmo | valor=5232
linha=1600 | nome=Eduarda | acao=fez um experimento | valor=3645
linha=1601 | nome=Gabriela | acao=otimizou o algoritmo | valor=9714
linha=1602 | nome=Renata | acao=fez um experimento | valor=3271
linha=1603 | nome=Carlos | acao=estudou computacao | valor=3404
linha=1604 | nome=Daniela | acao=analisou os resultados | valor=8558
linha=1605 | nome=Paulo | acao=otimizou o algoritmo | valor=8764
linha=1606 | nome=Renata | acao=estudou computacao | valor=8012
linha=1607 | nome=Vitor | acao=executou o benchmark | valor=9990
linha=1608 | nome=Igor | acao=comparou as metricas | valor=7551
linha=1609 | nome=Eduarda | acao=fez um experimento | valor=6854
linha=1610 | nome=Renata | acao=analisou os resultados | valor=7168
linha=1611 | nome=Felipe | acao=escreveu o relatorio | valor=8841
linha=1612 | nome=Eduarda | acao=escreveu o relatorio | valor=4898
linha=1613 | nome=Lucas | acao=analisou os resultados | valor=2193
linha=1614 | nome=Vitor | acao=executou o benchmark | valor=7332
linha=1615 | nome=Igor | acao=participou da aula | valor=8559
linha=1616 | nome=Felipe | acao=fez um experimento | valor=8152
linha=1617 | nome=Vitor | acao=comparou as metricas | valor=8813
linha=1618 | nome=Vitor | acao=comparou as metricas | valor=4223
linha=1619 | nome=Ana | acao=otimizou o algoritmo | valor=6257
linha=1620 | nome=Helena | acao=analisou os resultados | valor=5593
linha=1621 | nome=Gabriela | acao=analisou os resultados | valor=9958
linha=1622 | nome=Natalia | acao=analisou os resultados | valor=4729
linha=1623 | nome=Joao | acao=fez um experimento | valor=4746
linha=1624 | nome=Renata | acao=otimizou o algoritmo | valor=4334
linha=1625 | nome=Carlos | acao=analisou os resultados | valor=5482
linha=1626 | nome=Natalia | acao=otimizou o algoritmo | valor=4603
linha=1627 | nome=Paulo | acao=comparou as metricas | valor=9203
linha=1628 | nome=Natalia | acao=executou o benchmark | valor=7091
linha=1629 | nome=Joao | acao=otimizou o algoritmo | valor=8312
linha=1630 | nome=Natalia | acao=otimizou o algoritmo | valor=5897
linha=1631 | nome=Karen | acao=otimizou o algoritmo | valor=5732
linha=1632 | nome=Joao | acao=executou o benchmark | valor=2793
linha=1633 | nome=Lucas | acao=comparou as metricas | valor=2064
linha=1634 | nome=Helena | acao=analisou os resultados | valor=2208
linha=1635 | nome=Gabriela | acao=estudou computacao | valor=6649
linha=1636 | nome=Eduarda | acao=estudou computacao | valor=2448
linha=1637 | nome=Paulo | acao=comparou as metricas | valor=7747
linha=1638 | nome=Joao | acao=executou o benchmark | valor=8628
linha=1639 | nome=Mariana | acao=executou o benchmark | valor=2596
linha=1640 | nome=Sofia | acao=otimizou o algoritmo | valor=8266
linha=1641 | nome=Tiago | acao=participou da aula | valor=4695
linha=1642 | nome=Bruno | acao=comparou as metricas | valor=4928
linha=1643 | nome=Ana | acao=escreveu o relatorio | valor=3876
linha=1644 | nome=Renata | acao=estudou computacao | valor=1819
linha=1645 | nome=Bruno | acao=comparou as metricas | valor=1673
linha=1646 | nome=Carlos | acao=fez um experimento | valor=9017
linha=1647 | nome=Karen | acao=estudou computacao | valor=1282
linha=1648 | nome=Paulo | acao=escreveu o relatorio | valor=6158
linha=1649 | nome=Mariana | acao=fez um experimento | valor=8700
linha=1650 | nome=Lucas | acao=participou da aula | valor=4705
linha=1651 | nome=Paulo | acao=escreveu o relatorio | valor=7286
linha=1652 | nome=Lucas | acao=estudou computacao | valor=1662
linha=1653 | nome=Mariana | acao=executou o benchmark | valor=2530
linha=1654 | nome=Mariana | acao=otimizou o algoritmo | valor=2027
linha=1655 | nome=Sofia | acao=analisou os resultados | valor=7783
linha=1656 | nome=Otavio | acao=estudou computacao | valor=6191
linha=1657 | nome=Carlos | acao=executou o benchmark | valor=5700
linha=1658 | nome=Otavio | acao=executou o benchmark | valor=2559
