linha=1 | nome=Gabriela | acao=comparou as metricas | valor=4588
linha=1333 | nome=Lucas | acao=participou da aula | valor=9846
linha=1334 | nome=Karen | acao=fez um experimento | valor=4902
linha=1335 | nome=Paulo | acao=estudou computacao | valor=5235
linha=1336 | nome=Joao | acao=analisou os resultados | valor=9286
linha=1337 | nome=Felipe | acao=analisou os resultados | valor=1241
linha=1338 | nome=Helena | acao=comparou as metricas | valor=5780
linha=1339 | nome=Tiago | acao=comparou as metricas | valor=2754
linha=1340 | nome=Renata | acao=comparou as metricas | valor=6467
linha=1341 | nome=Eduarda | acao=otimizou o algoritmo | valor=5810
linha=1342 | nome=Felipe | acao=fez um experimento | valor=8065
linha=1343 | nome=Helena | acao=fez um experimento | valor=9626
linha=1344 | nome=Mariana | acao=fez um experimento | valor=3761
linha=1345 | nome=Joao | acao=executou o benchmark | valor=9662
linha=1346 | nome=Mariana | acao=estudou computacao | valor=7693
linha=1347 | nome=Karen | acao=otimizou o algoritmo | valor=4205
linha=1348 | nome=Mariana | acao=comparou as metricas | valor=6824
linha=1349 | nome=Ana | acao=escreveu o relatorio | valor=8611
linha=1350 | nome=Ana | acao=fez um experimento | valor=9629
linha=1351 | nome=Bruno | acao=analisou os resultados | valor=6636
linha=1352 | nome=Ana | acao=executou o benchmark | valor=1625
linha=1353 | nome=Tiago | acao=estudou computacao | valor=2837
linha=1354 | nome=Gabriela | acao=escreveu o relatorio | valor=5113
linha=1355 | nome=Daniela | acao=fez um experimento | valor=8985
linha=1356 | nome=Gabriela | acao=estudou computacao | valor=2242
linha=1357 | nome=Carlos | acao=analisou os resultados | valor=3463
linha=1358 | nome=Eduarda | acao=comparou as metricas | valor=3282
linha=1359 | nome=Natalia | acao=analisou os resultados | valor=7299
linha=1360 | nome=Gabriela | acao=executou o benchmark | valor=8444
linha=1361 | nome=Felipe | acao=analisou os resultados | valor=2863
linha=1362 | nome=Tiago | acao=executou o benchmark | valor=4040
linha=1363 | nome=Sofia | acao=analisou os resultados | valor=1190
linha=1364 | nome=Ana | acao=estudou computacao | valor=2602
linha=1365 | nome=Vitor | acao=analisou os resultados | valor=1453
linha=1366 | nome=Helena | acao=otimizou o algoritmo | valor=6774
linha=1367 | nome=Carlos | acao=fez um experimento | valor=4348
linha=1368 | nome=Eduarda | acao=executou o benchmark | valor=4039
linha=1369 | nome=Daniela | acao=comparou as metricas | valor=6643
linha=1370 | nome=Helena | acao=comparou as metricas | valor=7119
linha=1371 | nome=Eduarda | acao=comparou as metricas | valor=6374
linha=1372 | nome=Helena | acao=otimizou o algoritmo | valor=7410
linha=1373 | nome=Karen | acao=participou da aula | valor=4473
linha=1374 | nome=Mariana | acao=escreveu o relatorio | valor=6528
linha=1375 | nome=Paulo | acao=comparou as metricas | valor=1554
linha=1376 | nome=Vitor | acao=analisou os resultados | valor=9327
linha=1377 | nome=Karen | acao=participou da aula | valor=8486
linha=1378 | nome=Igor | acao=comparou as metricas | valor=3277
linha=1379 | nome=Gabriela | acao=comparou as metricas | valor=3421
linha=1380 | nome=Vitor | acao=otimizou o algoritmo | valor=6338
linha=1381 | nome=Vitor | acao=comparou as metricas | valor=9881
linha=1382 | nome=Vitor | acao=executou o benchmark | valor=6371
linha=1383 | nome=Carlos | acao=fez um experimento | valor=1439
linha=1384 | nome=Otavio | acao=executou o benchmark | valor=2386
linha=1385 | nome=Lucas | acao=executou o benchmark | valor=4998
linha=1386 | nome=Daniela | acao=analisou os resultados | valor=4073
linha=1387 | nome=Lucas | acao=fez um experimento | valor=4942
linha=1388 | nome=Mariana | acao=estudou computacao | valor=4410
linha=1389 | nome=Natalia | acao=participou da aula | valor=5602
linha=1390 | nome=Ana | acao=participou da aula | valor=1333
linha=1391 | nome=Ana | acao=comparou as metricas | valor=8338
linha=1392 | nome=Joao | acao=escreveu o relatorio | valor=7981
linha=1393 | nome=Carlos | acao=estudou computacao | valor=5340
linha=1394 | nome=Helena | acao=estudou computacao | valor=2547
linha=1395 | nome=Natalia | acao=analisou os resultados | valor=6617
linha=1396 | nome=Renata | acao=analisou os resultados | valor=8220
linha=1397 | nome=Igor | acao=analisou os resultados | valor=5453
linha=1398 | nome=Joao | acao=fez um experimento | valor=8416
linha=1399 | nome=Otavio | acao=otimizou o algoritmo | valor=5306
linha=1400 | nome=Igor | acao=participou da aula | valor=7038
linha=1401 | nome=Mariana | acao=estudou computacao | valor=3298
linha=1402 | nome=Igor | acao=escreveu o relatorio | valor=4726
linha=1403 | nome=Bruno | acao=estudou computacao | valor=9400
linha=1404 | nome=Igor | acao=fez um experimento | valor=3238
linha=1405 | nome=Bruno | acao=escreveu o relatorio | valor=9587
linha=1406 | nome=Ana | acao=fez um experimento | valor=1398
linha=1407 | nome=Mariana | acao=analisou os resultados | valor=6987
linha=1408 | nome=Lucas | acao=comparou as metricas | valor=2609
linha=1409 | nome=Paulo | acao=otimizou o algoritmo | valor=3569
linha=1410 | nome=Karen | acao=fez um experimento | valor=5659
linha=1411 | nome=Lucas | acao=estudou computacao | valor=5998
linha=1412 | nome=Vitor | acao=otimizou o algoritmo | valor=5871
linha=1413 | nome=Igor | acao=participou da aula | valor=9327
linha=1414 | nome=Tiago | acao=executou o benchmark | valor=1369
linha=1415 | nome=Tiago | acao=otimizou o algoritmo | valor=2219
linha=1416 | nome=Carlos | acao=otimizou o algoritmo | valor=7642
linha=1417 | nome=Igor | acao=participou da aula | valor=3443
linha=1418 | nome=Vitor | acao=executou o benchmark | valor=4181
linha=1419 | nome=Natalia | acao=otimizou o algoritmo | valor=3235
linha=1420 | nome=Eduarda | acao=comparou as metricas | valor=3690
linha=1421 | nome=Lucas | acao=analisou os resultados | valor=8263
linha=1422 | nome=Bruno | acao=comparou as metricas | valor=4375
linha=1423 | nome=Lucas | acao=participou da aula | valor=4045
linha=1424 | nome=Daniela | acao=fez um experimento | valor=9553
linha=1425 | nome=Otavio | acao=escreveu o relatorio | valor=5776
linha=1426 | nome=Bruno | acao=analisou os resultados | valor=1858
linha=1427 | nome=Igor | acao=escreveu o relatorio | valor=8922
linha=1428 | nome=Carlos | acao=analisou os resultados | valor=1555
linha=1429 | nome=Ana | acao=comparou as metricas | valor=6914
linha=1430 | nome=Joao | acao=participou da aula | valor=9733
linha=1431 | nome=Joao | acao=escreveu o relatorio | valor=6107
linha=1432 | nome=Ana | acao=estudou computacao | valor=7910
linha=1433 | nome=Mariana | acao=otimizou o algoritmo | valor=2146
linha=1434 | nome=Paulo | acao=comparou as metricas | valor=7456
linha=1435 | nome=Bruno | acao=analisou os resultados | valor=2865
linha=1436 | nome=Paulo | acao=participou da aula | valor=1445
linha=1437 | nome=Vitor | acao=otimizou o algoritmo | valor=4533
linha=1438 | nome=Carlos | acao=executou o benchmark | valor=8158
linha=1439 | nome=Karen | acao=comparou as metricas | valor=2947
linha=1440 | nome=Natalia | acao=otimizou o algoritmo | valor=8939
linha=1441 | nome=Lucas | acao=otimizou o algoritmo | valor=6886
linha=1442 | nome=Paulo | acao=executou o benchmark | valor=1224
linha=1443 | nome=Natalia | acao=escreveu o relatorio | valor=5305
linha=1444 | nome=Gabriela | acao=participou da aula | valor=6516
linha=1445 | nome=Mariana | acao=executou o benchmark | valor=5823
linha=1446 | nome=Felipe | acao=escreveu o relatorio | valor=1825
linha=1447 | nome=Paulo | acao=executou o benchmark | valor=2209
linha=1448 | nome=Karen | acao=executou o benchmark | valor=3773
linha=1449 | nome=Daniela | acao=comparou as metricas | valor=5335
linha=1450 | nome=Ana | acao=estudou computacao | valor=9530
linha=1451 | nome=Lucas | acao=escreveu o relatorio | valor=1551
linha=1452 | nome=Igor | acao=escreveu o relatorio | valor=9770
linha=1453 | nome=Eduarda | acao=analisou os resultados | valor=1989
linha=1454 | nome=Carlos | acao=otimizou o algoritmo | valor=3057
linha=1455 | nome=Vitor | acao=estudou computacao | valor=4529
linha=1456 | nome=Igor | acao=comparou as metricas | valor=9230
linha=1457 | nome=Helena | acao=otimizou o algoritmo | valor=8461
linha=1458 | nome=Ana | acao=comparou as metricas | valor=6345
linha=1459 | nome=Renata | acao=executou o benchmark | valor=3871
linha=1460 | nome=Igor | acao=participou da aula | valor=2898
linha=1461 | nome=Mariana | acao=participou da aula | valor=5706
linha=1462 | nome=Bruno | acao=participou da aula | valor=9237
linha=1463 | nome=Igor | acao=estudou computacao | valor=4982
linha=1464 | nome=Sofia | acao=fez um experimento | valor=2799
linha=1465 | nome=Mariana | acao=executou o benchmark | valor=3038
linha=1466 | nome=Paulo | acao=fez um experimento | valor=6559
linha=1467 | nome=Daniela | acao=participou da aula | valor=1694
linha=1468 | nome=Gabriela | acao=fez um experimento | valor=6638
linha=1469 | nome=Sofia | acao=escreveu o relatorio | valor=9683
linha=1470 | nome=Otavio | acao=otimizou o algoritmo | valor=8364
linha=1471 | nome=Mariana | acao=executou o benchmark | valor=8111
linha=1472 | nome=Mariana | acao=estudou computacao | valor=3079
linha=1473 | nome=Paulo | acao=executou o benchmark | valor=7038
linha=1474 | nome=Eduarda | acao=otimizou o algoritmo | valor=2787
linha=1475 | nome=Ana | acao=participou da aula | valor=1269
linha=1476 | nome=Karen | acao=analisou os resultados | valor=1263
linha=1477 | nome=Karen | acao=analisou os resultados | valor=1262
linha=1478 | nome=Otavio | acao=analisou os resultados | valor=9643
linha=1479 | nome=Felipe | acao=participou da aula | valor=3568
linha=1480 | nome=Tiago | acao=participou da aula | valor=7890
linha=1481 | nome=Daniela | acao=comparou as metricas | valor=3053
linha=1482 | nome=Eduarda | acao=escreveu o relatorio | valor=6287
linha=1483 | nome=Eduarda | acao=analisou os resultados | valor=1864
linha=1484 | nome=Tiago | acao=participou da aula | valor=3360
linha=1485 | nome=Paulo | acao=executou o benchmark | valor=4037
linha=1486 | nome=Gabriela | acao=otimizou o algoritmo | valor=4282
linha=1487 | nome=Paulo | acao=otimizou o algoritmo | valor=4056
linha=1488 | nome=Otavio | acao=escreveu o relatorio | valor=8028
linha=1489 | nome=Lucas | acao=comparou as metricas | valor=7882
linha=1490 | nome=Lucas | acao=escreveu o relatorio | valor=5478
linha=1491 | nome=Gabriela | acao=comparou as metricas | valor=7602
linha=1492 | nome=Lucas | acao=participou da aula | valor=4078
linha=1493 | nome=Felipe | acao=comparou as metricas | valor=2500
linha=1494 | nome=Felipe | acao=comparou as metricas | valor=5375
linha=1495 | nome=Bruno | acao=executou o benchmark | valor=8190
linha=1496 | nome=Paulo | acao=analisou os resultados | valor=8997
linha=1497 | nome=Otavio | acao=executou o benchmark | valor=2840
linha=1498 | nome=Karen | acao=escreveu o relatorio | valor=9076
linha=1499 | nome=Helena | acao=fez um experimento | valor=8005
linha=1500 | nome=Mariana | acao=escreveu o relatorio | valor=2143
linha=1501 | nome=Renata | acao=participou da aula | valor=7274
linha=1502 | nome=Tiago | acao=estudou computacao | valor=3819
linha=1503 | nome=Joao | acao=participou da aula | valor=4212
linha=1504 | nome=Daniela | acao=comparou as metricas | valor=3233
linha=1505 | nome=Paulo | acao=executou o benchmark | valor=7372
linha=1506 | nome=Carlos | acao=analisou os resultados | valor=3172
linha=1507 | nome=Bruno | acao=analisou os resultados | valor=8764
linha=1508 | nome=Felipe | acao=escreveu o relatorio | valor=3821
linha=1509 | nome=Natalia | acao=otimizou o algoritmo | valor=7423
linha=1510 | nome=Ana | acao=fez um experimento | valor=9531
linha=1511 | nome=Paulo | acao=otimizou o algoritmo | valor=2004
linha=1512 | nome=Carlos | acao=executou o benchmark | valor=8163
linha=1513 | nome=Carlos | acao=analisou os resultados | valor=9640
linha=1514 | nome=Joao | acao=participou da aula | valor=3422
linha=1515 | nome=Paulo | acao=fez um experimento | valor=2363
linha=1516 | nome=Tiago | acao=escreveu o relatorio | valor=6253
linha=1517 | nome=Tiago | acao=analisou os resultados | valor=7725
linha=1518 | nome=Otavio | acao=estudou computacao | valor=1407
linha=1519 | nome=Tiago | acao=comparou as metricas | valor=1053
linha=1520 | nome=Bruno | acao=estudou computacao | valor=1791
linha=1521 | nome=Felipe | acao=otimizou o algoritmo | valor=8680
linha=1522 | nome=Igor | acao=otimizou o algoritmo | valor=2385
linha=1523 | nome=Karen | acao=comparou as metricas | valor=6479
linha=1524 | nome=Sofia | acao=executou o benchmark | valor=1562
linha=1525 | nome=Felipe | acao=otimizou o algoritmo | valor=2465
linha=1526 | nome=Renata | acao=participou da aula | valor=3326
linha=1527 | nome=Felipe | acao=fez um experimento | valor=9180
linha=1528 | nome=Natalia | acao=comparou as metricas | valor=9508
linha=1529 | nome=Bruno | acao=escreveu o relatorio | valor=5593
linha=1530 | nome=Joao | acao=comparou as metricas | valor=4016
linha=1531 | nome=Mariana | acao=fez um experimento | valor=2640
linha=1532 | nome=Paulo | acao=comparou as metricas | valor=2343
linha=1533 | nome=Renata | acao=comparou as metricas | valor=6569
linha=1534 | nome=Eduarda | acao=analisou os resultados | valor=7458
linha=1535 | nome=Bruno | acao=participou da aula | valor=4346
linha=1536 | nome=Gabriela | acao=estudou computacao | valor=1357
linha=1537 | nome=Gabriela | acao=comparou as metricas | valor=7322
linha=1538 | nome=Igor | acao=executou o benchmark | valor=2946
linha=1539 | nome=Eduarda | acao=executou o benchmark | valor=5664
linha=1540 | nome=Mariana | acao=executou o benchmark | valor=5989
linha=1541 | nome=Ana | acao=escreveu o relatorio | valor=9654
linha=1542 | nome=Renata | acao=participou da aula | valor=8613
linha=1543 | nome=Vitor | acao=otimizou o algoritmo | valor=6052
linha=1544 | nome=Helena | acao=executou o benchmark | valor=5908
linha=1545 | nome=Renata | acao=estudou computacao | valor=8396
linha=1546 | nome=Joao | acao=participou da aula | valor=9894
linha=1547 | nome=Felipe | acao=escreveu o relatorio | valor=6563
linha=1548 | nome=Paulo | acao=comparou as metricas | valor=3786
linha=1549 | nome=Carlos | acao=executou o benchmark | valor=8754
linha=1550 | nome=Felipe | acao=analisou os resultados | valor=2541
linha=1551 | nome=Eduarda | acao=estudou computacao | valor=8500
linha=1552 | nome=Bruno | acao=participou da aula | valor=4984
linha=1553 | nome=Joao | acao=comparou as metricas | valor=5692
linha=1554 | nome=Natalia | acao=fez um experimento | valor=7727
linha=1555 | nome=Paulo | acao=participou da aula | valor=5718
linha=1556 | nome=Daniela | acao=analisou os resultados | valor=1771
linha=1557 | nome=Gabriela | acao=participou da aula | valor=8665
linha=1558 | nome=Renata | acao=analisou os resultados | valor=8024
linha=1559 | nome=Daniela | acao=escreveu o relatorio | valor=8531
linha=1560 | nome=Natalia | acao=fez um experimento | valor=4887
linha=1561 | nome=Daniela | acao=escreveu o relatorio | valor=8189
linha=1562 | nome=Karen | acao=analisou os resultados | valor=2753
linha=1563 | nome=Lucas | acao=participou da aula | valor=4154
linha=1564 | nome=Vitor | acao=estudou computacao | valor=3434
linha=1565 | nome=Carlos | acao=otimizou o algoritmo | valor=1833
linha=1566 | nome=Helena | acao=participou da aula | valor=5191
linha=1567 | nome=Daniela | acao=estudou computacao | valor=8608
linha=1568 | nome=Ana | acao=estudou computacao | valor=9644
linha=1569 | nome=Felipe | acao=escreveu o relatorio | valor=2488
linha=1570 | nome=Gabriela | acao=comparou as metricas | valor=8354
linha=1571 | nome=Joao | acao=participou da aula | valor=9247
linha=1572 | nome=Tiago | acao=fez um experimento | valor=6296
linha=1573 | nome=Gabriela | acao=estudou computacao | valor=9876
linha=1574 | nome=Ana | acao=escreveu o relatorio | valor=5062
linha=1575 | nome=Tiago | acao=comparou as metricas | valor=5264
linha=1576 | nome=Mariana | acao=comparou as metricas | valor=9067
linha=1577 | nome=Paulo | acao=estudou computacao | valor=7014
linha=1578 | nome=Lucas | acao=escreveu o relatorio | valor=4596
linha=1579 | nome=Mariana | acao=executou o benchmark | valor=2537
linha=1580 | nome=Sofia | acao=fez um experimento | valor=9016
linha=1581 | nome=Carlos | acao=analisou os resultados | valor=3563
linha=1582 | nome=Bruno | acao=fez um experimento | valor=4273
linha=1583 | nome=Natalia | acao=estudou computacao | valor=8431
linha=1584 | nome=Gabriela | acao=executou o benchmark | valor=4595
linha=1585 | nome=Renata | acao=analisou os resultados | valor=9816
linha=1586 | nome=Karen | acao=otimizou o algoritmo | valor=1929
linha=1587 | nome=Sofia | acao=participou da aula | valor=2128
linha=1588 | nome=Felipe | acao=estudou computacao | valor=2995
linha=1589 | nome=Eduarda | acao=estudou computacao | valor=8613
linha=1590 | nome=Carlos | acao=escreveu o relatorio | valor=3830
linha=1591 | nome=Sofia | acao=fez um experimento | valor=6369
linha=1592 | nome=Renata | acao=escreveu o relatorio | valor=4422
linha=1593 | nome=Mariana | acao=executou o benchmark | valor=7381
linha=1594 | nome=Gabriela | acao=escreveu o relatorio | valor=6450
linha=1595 | nome=Vitor | acao=comparou as metricas | valor=8233
linha=1596 | nome=Tiago | acao=analisou os resultados | valor=8498
linha=1597 | nome=Otavio | acao=participou da aula | valor=8018
linha=1598 | nome=Joao | acao=comparou as metricas | valor=8502
linha=1599 | nome=Bruno | acao=comparou as metricas | valor=2399
linha=1600 | nome=Mariana | acao=escreveu o relatorio | valor=9270
linha=1601 | nome=Ana | acao=estudou computacao | valor=5901
linha=1602 | nome=Ana | acao=comparou as metricas | valor=7440
linha=1603 | nome=Otavio | acao=escreveu o relatorio | valor=2966
linha=1604 | nome=Sofia | acao=participou da aula | valor=7964
linha=1605 | nome=Carlos | acao=analisou os resultados | valor=6887
linha=1606 | nome=Gabriela | acao=analisou os resultados | valor=6585
linha=1607 | nome=Mariana | acao=executou o benchmark | valor=8943
linha=1608 | nome=Renata | acao=comparou as metricas | valor=6872
linha=1609 | nome=Igor | acao=otimizou o algoritmo | valor=5879
linha=1610 | nome=Otavio | acao=participou da aula | valor=9808
linha=1611 | nome=Carlos | acao=otimizou o algoritmo | valor=8185
linha=1612 | nome=Mariana | acao=otimizou o algoritmo | valor=8641
linha=1613 | nome=Daniela | acao=fez um experimento | valor=3798
linha=1614 | nome=Natalia | acao=participou da aula | valor=2830
linha=1615 | nome=Ana | acao=estudou computacao | valor=6428
linha=1616 | nome=Renata | acao=fez um experimento | valor=6995
linha=1617 | nome=Carlos | acao=analisou os resultados | valor=4989
linha=1618 | nome=Vitor | acao=escreveu o relatorio | valor=5427
linha=1619 | nome=Vitor | acao=fez um experimento | valor=8695
linha=1620 | nome=Renata | acao=executou o benchmark | valor=6400
linha=1621 | nome=Carlos | acao=escreveu o relatorio | valor=4488
linha=1622 | nome=Mariana | acao=participou da aula | valor=6783
linha=1623 | nome=Vitor | acao=estudou computacao | valor=1922
linha=1624 | nome=Otavio | acao=executou o benchmark | valor=6750
linha=1625 | nome=Natalia | acao=estudou computacao | valor=6970
linha=1626 | nome=Helena | acao=fez um experimento | valor=1371
linha=1627 | nome=Natalia | acao=participou da aula | valor=1382
linha=1628 | nome=Carlos | acao=analisou os resultados | valor=8169
linha=1629 | nome=Otavio | acao=estudou computacao | valor=2336
linha=1630 | nome=Joao | acao=executou o benchmark | valor=4781
linha=1631 | nome=Mariana | acao=estudou computacao | valor=2800
linha=1632 | nome=Eduarda | acao=participou da aula | valor=3641
linha=1633 | nome=Carlos | acao=analisou os resultados | valor=9577
linha=1634 | nome=Ana | acao=participou da aula | valor=5202
linha=1635 | nome=Mariana | acao=estudou computacao | valor=4806
linha=1636 | nome=Ana | acao=fez um experimento | valor=1609
linha=1637 | nome=Lucas | acao=fez um experimento | valor=3317
linha=1638 | nome=Natalia | acao=participou da aula | valor=1254
linha=1639 | nome=Daniela | acao=fez um experimento | valor=9578
linha=1640 | nome=Natalia | acao=escreveu o relatorio | valor=5334
linha=1641 | nome=Carlos | acao=escreveu o relatorio | valor=7074
linha=1642 | nome=Renata | acao=comparou as metricas | valor=3143
linha=1643 | nome=Daniela | acao=estudou computacao | valor=2190
linha=1644 | nome=Vitor | acao=escreveu o relatorio | valor=7873
linha=1645 | nome=Daniela | acao=fez um experimento | valor=4159
linha=1646 | nome=Joao | acao=fez um experimento | valor=5070
linha=1647 | nome=Sofia | acao=comparou as metricas | valor=6507
linha=1648 | nome=Mariana | acao=analisou os resultados | valor=3268
linha=1649 | nome=Helena | acao=executou o benchmark | valor=8812
linha=1650 | nome=Ana | acao=escreveu o relatorio | valor=7186
linha=1651 | nome=Otavio | acao=executou o benchmark | valor=6487
linha=1652 | nome=Lucas | acao=analisou os resultados | valor=3795
linha=1653 | nome=Ana | acao=fez um experimento | valor=1550
linha=1654 | nome=Sofia | acao=analisou os resultados | valor=4211
linha=1655 | nome=Tiago | acao=executou o benchmark | valor=9714
linha=1656 | nome=Felipe | acao=escreveu o relatorio | valor=2151
linha=1657 | nome=Felipe | acao=fez um experimento | valor=4607
linha=1658 | nome=Otavio | acao=estudou computacao | valor=9368
linha=1659 | nome=Sofia | acao=escreveu o relatorio | valor=2770
linha=1660 | nome=Eduarda | acao=escreveu o relatorio | valor=9594
linha=1661 | nome=Karen | acao=escreveu o relatorio | valor=3754
linha=1662 | nome=Vitor | acao=comparou as metricas | valor=6149
linha=1663 | nome=Lucas | acao=comparou as metricas | valor=9949
linha=1664 | nome=Felipe | acao=participou da aula | valor=7034
linha=1665 | nome=Carlos | acao=analisou os resultados | valor=5766
linha=1666 | nome=Renata | acao=comparou as metricas | valor=5412
linha=1667 | nome=Mariana | acao=estudou computacao | valor=7476
linha=1668 | nome=Paulo | acao=comparou as metricas | valor=3643
linha=1669 | nome=Eduarda | acao=comparou as metricas | valor=7977
linha=1670 | nome=Felipe | acao=fez um experimento | valor=5623
linha=1671 | nome=Vitor | acao=executou o benchmark | valor=2281
linha=1672 | nome=Gabriela | acao=comparou as metricas | valor=8485
linha=1673 | nome=Bruno | acao=comparou as metricas | valor=7884
linha=1674 | nome=Lucas | acao=participou da aula | valor=1471
linha=1675 | nome=Igor | acao=executou o benchmark | valor=9926
linha=1676 | nome=Tiago | acao=otimizou o algoritmo | valor=2207
linha=1677 | nome=Eduarda | acao=comparou as metricas | valor=7229
linha=1678 | nome=Helena | acao=escreveu o relatorio | valor=2243
linha=1679 | nome=Bruno | acao=participou da aula | valor=2965
linha=1680 | nome=Felipe | acao=participou da aula | valor=9031
linha=1681 | nome=Eduarda | acao=executou o benchmark | valor=2744
linha=1682 | nome=Joao | acao=estudou computacao | valor=1216
linha=1683 | nome=Otavio | acao=fez um experimento | valor=1935
linha=1684 | nome=Igor | acao=fez um experimento | valor=4431
linha=1685 | nome=Daniela | acao=escreveu o relatorio | valor=5888
linha=1686 | nome=Tiago | acao=estudou computacao | valor=9177
linha=1687 | nome=Mariana | acao=comparou as metricas | valor=9624
linha=1688 | nome=Bruno | acao=otimizou o algoritmo | valor=5313
linha=1689 | nome=Helena | acao=participou da aula | valor=9474
linha=1690 | nome=Helena | acao=escreveu o relatorio | valor=7560
linha=1691 | nome=Helena | acao=executou o benchmark | valor=3273
linha=1692 | nome=Karen | acao=analisou os resultados | valor=3569
linha=1693 | nome=Gabriela | acao=analisou os resultados | valor=4948
linha=1694 | nome=Mariana | acao=analisou os resultados | valor=7454
linha=1695 | nome=Tiago | acao=analisou os resultados | valor=6984
linha=1696 | nome=Ana | acao=analisou os resultados | valor=9368
linha=1697 | nome=Renata | acao=analisou os resultados | valor=4586
linha=1698 | nome=Joao | acao=escreveu o relatorio | valor=8191
linha=1699 | nome=Renata | acao=comparou as metricas | valor=4232
linha=1700 | nome=Joao | acao=otimizou o algoritmo | valor=1007
linha=1701 | nome=Eduarda | acao=analisou os resultados | valor=5051
linha=1702 | nome=Renata | acao=executou o benchmark | valor=9440
linha=1703 | nome=Natalia | acao=escreveu o relatorio | valor=9946
linha=1704 | nome=Sofia | acao=otimizou o algoritmo | valor=2230
linha=1705 | nome=Mariana | acao=estudou computacao | valor=2845
linha=1706 | nome=Carlos | acao=analisou os resultados | valor=9853
linha=1707 | nome=Lucas | acao=escreveu o relatorio | valor=6766
linha=1708 | nome=Joao | acao=comparou as metricas | valor=1612
linha=1709 | nome=Felipe | acao=executou o benchmark | valor=7699
linha=1710 | nome=Helena | acao=participou da aula | valor=1956
linha=1711 | nome=Joao | acao=estudou computacao | valor=4580
linha=1712 | nome=Bruno | acao=executou o benchmark | valor=7466
linha=1713 | nome=Renata | acao=analisou os resultados | valor=5972
linha=1714 | nome=Paulo | acao=participou da aula | valor=9806
linha=1715 | nome=Eduarda | acao=analisou os resultados | valor=1356
linha=1716 | nome=Gabriela | acao=analisou os resultados | valor=7208
linha=1717 | nome=Igor | acao=estudou computacao | valor=3039
linha=1718 | nome=Gabriela | acao=participou da aula | valor=8164
linha=1719 | nome=Lucas | acao=comparou as metricas | valor=9605
linha=1720 | nome=Lucas | acao=comparou as metricas | valor=7668
linha=1721 | nome=Ana | acao=fez um experimento | valor=3186
linha=1722 | nome=Mariana | acao=participou da aula | valor=5392
linha=1723 | nome=Lucas | acao=participou da aula | valor=1035
linha=1724 | nome=Karen | acao=otimizou o algoritmo | valor=7497
linha=1725 | nome=Natalia | acao=escreveu o relatorio | valor=5850
linha=1726 | nome=Carlos | acao=estudou computacao | valor=2926
linha=1727 | nome=Sofia | acao=analisou os resultados | valor=8818
linha=1728 | nome=Mariana | acao=escreveu o relatorio | valor=8959
linha=1729 | nome=Ana | acao=executou o benchmark | valor=4286
linha=1730 | nome=Paulo | acao=analisou os resultados | valor=7815
linha=1731 | nome=Felipe | acao=participou da aula | valor=4897
linha=1732 | nome=Otavio | acao=comparou as metricas | valor=5380
linha=1733 | nome=Natalia | acao=participou da aula | valor=9317
linha=1734 | nome=Otavio | acao=escreveu o relatorio | valor=1906
linha=1735 | nome=Felipe | acao=fez um experimento | valor=1408
linha=1736 | nome=Mariana | acao=estudou computacao | valor=3013
linha=1737 | nome=Joao | acao=comparou as metricas | valor=4152
linha=1738 | nome=Ana | acao=executou o benchmark | valor=6006
linha=1739 | nome=Tiago | acao=estudou computacao | valor=7094
linha=1740 | nome=Mariana | acao=executou o benchmark | valor=7697
linha=1741 | nome=Ana | acao=comparou as metricas | valor=5150
linha=1742 | nome=Eduarda | acao=escreveu o relatorio | valor=7243
linha=1743 | nome=Mariana | acao=executou o benchmark | valor=8267
linha=1744 | nome=Otavio | acao=fez um experimento | valor=4697
linha=1745 | nome=Felipe | acao=analisou os resultados | valor=8214
linha=1746 | nome=Felipe | acao=escreveu o relatorio | valor=7252
linha=1747 | nome=Karen | acao=participou da aula | valor=9662
linha=1748 | nome=Eduarda | acao=fez um experimento | valor=3206
linha=1749 | nome=Lucas | acao=comparou as metricas | valor=1649
linha=1750 | nome=Vitor | acao=estudou computacao | valor=2028
linha=1751 | nome=Carlos | acao=estudou computacao | valor=5486
linha=1752 | nome=Carlos | acao=executou o benchmark | valor=5150
linha=1753 | nome=Gabriela | acao=analisou os resultados | valor=4604
linha=1754 | nome=Paulo | acao=analisou os resultados | valor=7924
linha=1755 | nome=Carlos | acao=escreveu o relatorio | valor=6393
linha=1756 | nome=Joao | acao=otimizou o algoritmo | valor=9816
linha=1757 | nome=Vitor | acao=analisou os resultados | valor=6220
linha=1758 | nome=Vitor | acao=executou o benchmark | valor=1351
linha=1759 | nome=Mariana | acao=estudou computacao | valor=6251
linha=1760 | nome=Paulo | acao=executou o benchmark | valor=1608
linha=1761 | nome=Paulo | acao=otimizou o algoritmo | valor=9267
linha=1762 | nome=Otavio | acao=comparou as metricas | valor=9496
linha=1763 | nome=Natalia | acao=escreveu o relatorio | valor=7244
linha=1764 | nome=Bruno | acao=fez um experimento | valor=1832
linha=1765 | nome=Karen | acao=participou da aula | valor=4745
linha=1766 | nome=Felipe | acao=comparou as metricas | valor=6079
linha=1767 | nome=Felipe | acao=participou da aula | valor=3636
linha=1768 | nome=Sofia | acao=otimizou o algoritmo | valor=1908
linha=1769 | nome=Natalia | acao=executou o benchmark | valor=1198
linha=1770 | nome=Renata | acao=participou da aula | valor=6643
