linha=1 | nome=Igor | acao=estudou computacao | valor=3412
linha=1195 | nome=Felipe | acao=estudou computacao | valor=1510
linha=1196 | nome=Tiago | acao=analisou os resultados | valor=5377
linha=1197 | nome=Lucas | acao=executou o benchmark | valor=9803
linha=1198 | nome=Gabriela | acao=fez um experimento | valor=1381
linha=1199 | nome=Karen | acao=participou da aula | valor=3423
linha=1200 | nome=Daniela | acao=participou da aula | valor=3668
linha=1201 | nome=Lucas | acao=fez um experimento | valor=5674
linha=1202 | nome=Ana | acao=analisou os resultados | valor=8340
linha=1203 | nome=Mariana | acao=otimizou o algoritmo | valor=3136
linha=1204 | nome=Otavio | acao=participou da aula | valor=9425
linha=1205 | nome=Bruno | acao=escreveu o relatorio | valor=7108
linha=1206 | nome=Ana | acao=fez um experimento | valor=1082
linha=1207 | nome=Ana | acao=fez um experimento | valor=3726
linha=1208 | nome=Gabriela | acao=executou o benchmark | valor=3310
linha=1209 | nome=Mariana | acao=participou da aula | valor=8785
linha=1210 | nome=Mariana | acao=executou o benchmark | valor=3600
linha=1211 | nome=Helena | acao=fez um experimento | valor=6184
linha=1212 | nome=Eduarda | acao=analisou os resultados | valor=9264
linha=1213 | nome=Karen | acao=otimizou o algoritmo | valor=7491
linha=1214 | nome=Sofia | acao=escreveu o relatorio | valor=8725
linha=1215 | nome=Igor | acao=estudou computacao | valor=8888
linha=1216 | nome=Otavio | acao=executou o benchmark | valor=6686
linha=1217 | nome=Eduarda | acao=comparou as metricas | valor=5253
linha=1218 | nome=Paulo | acao=participou da aula | valor=1512
linha=1219 | nome=Daniela | acao=participou da aula | valor=3323
linha=1220 | nome=Igor | acao=escreveu o relatorio | valor=6164
linha=1221 | nome=Bruno | acao=participou da aula | valor=4838
linha=1222 | nome=Joao | acao=participou da aula | valor=2090
linha=1223 | nome=Mariana | acao=otimizou o algoritmo | valor=9437
linha=1224 | nome=Eduarda | acao=executou o benchmark | valor=3803
linha=1225 | nome=Paulo | acao=participou da aula | valor=9882
linha=1226 | nome=Renata | acao=comparou as metricas | valor=7770
linha=1227 | nome=Lucas | acao=escreveu o relatorio | valor=8209
linha=1228 | nome=Mariana | acao=fez um experimento | valor=4778
linha=1229 | nome=Natalia | acao=escreveu o relatorio | valor=4793
linha=1230 | nome=Vitor | acao=comparou as metricas | valor=2981
linha=1231 | nome=Vitor | acao=analisou os resultados | valor=2382
linha=1232 | nome=Joao | acao=estudou computacao | valor=5887
linha=1233 | nome=Gabriela | acao=participou da aula | valor=2811
linha=1234 | nome=Joao | acao=participou da aula | valor=3616
linha=1235 | nome=Igor | acao=participou da aula | valor=7188
linha=1236 | nome=Otavio | acao=participou da aula | valor=6497
linha=1237 | nome=Paulo | acao=otimizou o algoritmo | valor=6567
linha=1238 | nome=Karen | acao=otimizou o algoritmo | valor=1971
linha=1239 | nome=Paulo | acao=estudou computacao | valor=8091
linha=1240 | nome=Helena | acao=comparou as metricas | valor=2281
linha=1241 | nome=Daniela | acao=fez um experimento | valor=4056
linha=1242 | nome=Daniela | acao=estudou computacao | valor=2553
linha=1243 | nome=Otavio | acao=participou da aula | valor=5431
linha=1244 | nome=Sofia | acao=fez um experimento | valor=1103
linha=1245 | nome=Igor | acao=comparou as metricas | valor=6900
linha=1246 | nome=Gabriela | acao=estudou computacao | valor=6931
linha=1247 | nome=Mariana | acao=analisou os resultados | valor=4028
linha=1248 | nome=Tiago | acao=otimizou o algoritmo | valor=1746
linha=1249 | nome=Eduarda | acao=fez um experimento | valor=6346
linha=1250 | nome=Igor | acao=analisou os resultados | valor=9203
linha=1251 | nome=Mariana | acao=comparou as metricas | valor=2642
linha=1252 | nome=Karen | acao=escreveu o relatorio | valor=6736
linha=1253 | nome=Felipe | acao=participou da aula | valor=2223
linha=1254 | nome=Felipe | acao=estudou computacao | valor=6397
linha=1255 | nome=Paulo | acao=comparou as metricas | valor=7996
linha=1256 | nome=Tiago | acao=escreveu o relatorio | valor=3237
linha=1257 | nome=Helena | acao=escreveu o relatorio | valor=5470
linha=1258 | nome=Felipe | acao=executou o benchmark | valor=1920
linha=1259 | nome=Karen | acao=comparou as metricas | valor=5403
linha=1260 | nome=Carlos | acao=executou o benchmark | valor=5591
linha=1261 | nome=Renata | acao=fez um experimento | valor=8513
linha=1262 | nome=Bruno | acao=executou o benchmark | valor=8275
linha=1263 | nome=Joao | acao=executou o benchmark | valor=7434
linha=1264 | nome=Bruno | acao=analisou os resultados | valor=5070
linha=1265 | nome=Gabriela | acao=estudou computacao | valor=3855
linha=1266 | nome=Gabriela | acao=estudou computacao | valor=7435
linha=1267 | nome=Otavio | acao=estudou computacao | valor=3877
linha=1268 | nome=Renata | acao=escreveu o relatorio | valor=6554
linha=1269 | nome=Eduarda | acao=fez um experimento | valor=4100
linha=1270 | nome=Daniela | acao=otimizou o algoritmo | valor=7938
linha=1271 | nome=Helena | acao=otimizou o algoritmo | valor=9779
linha=1272 | nome=Vitor | acao=analisou os resultados | valor=8709
linha=1273 | nome=Carlos | acao=participou da aula | valor=5575
linha=1274 | nome=Carlos | acao=estudou computacao | valor=7682
linha=1275 | nome=Ana | acao=otimizou o algoritmo | valor=1645
linha=1276 | nome=Bruno | acao=executou o benchmark | valor=3664
linha=1277 | nome=Natalia | acao=comparou as metricas | valor=5644
linha=1278 | nome=Mariana | acao=participou da aula | valor=4407
linha=1279 | nome=Natalia | acao=executou o benchmark | valor=6889
linha=1280 | nome=Mariana | acao=escreveu o relatorio | valor=1217
linha=1281 | nome=Eduarda | acao=analisou os resultados | valor=4375
linha=1282 | nome=Carlos | acao=estudou computacao | valor=8339
linha=1283 | nome=Renata | acao=estudou computacao | valor=9663
linha=1284 | nome=Carlos | acao=estudou computacao | valor=6275
linha=1285 | nome=Natalia | acao=fez um experimento | valor=7369
linha=1286 | nome=Daniela | acao=estudou computacao | valor=7283
linha=1287 | nome=Gabriela | acao=executou o benchmark | valor=1255
linha=1288 | nome=Otavio | acao=otimizou o algoritmo | valor=3903
linha=1289 | nome=Tiago | acao=analisou os resultados | valor=1321
linha=1290 | nome=Ana | acao=executou o benchmark | valor=8320
linha=1291 | nome=Ana | acao=comparou as metricas | valor=2501
linha=1292 | nome=Joao | acao=comparou as metricas | valor=4815
linha=1293 | nome=Eduarda | acao=participou da aula | valor=4066
linha=1294 | nome=Igor | acao=escreveu o relatorio | valor=7673
linha=1295 | nome=Sofia | acao=otimizou o algoritmo | valor=6618
linha=1296 | nome=Karen | acao=estudou computacao | valor=8035
linha=1297 | nome=Otavio | acao=executou o benchmark | valor=5629
linha=1298 | nome=Bruno | acao=escreveu o relatorio | valor=7700
linha=1299 | nome=Carlos | acao=fez um experimento | valor=9943
linha=1300 | nome=Sofia | acao=fez um experimento | valor=3691
linha=1301 | nome=Renata | acao=executou o benchmark | valor=3682
linha=1302 | nome=Felipe | acao=executou o benchmark | valor=1428
linha=1303 | nome=Gabriela | acao=fez um experimento | valor=2040
linha=1304 | nome=Joao | acao=otimizou o algoritmo | valor=7331
linha=1305 | nome=Ana | acao=estudou computacao | valor=7345
linha=1306 | nome=Otavio | acao=executou o benchmark | valor=8285
linha=1307 | nome=Carlos | acao=escreveu o relatorio | valor=2011
linha=1308 | nome=Sofia | acao=participou da aula | valor=8093
linha=1309 | nome=Mariana | acao=comparou as metricas | valor=4479
linha=1310 | nome=Mariana | acao=fez um experimento | valor=6739
linha=1311 | nome=Natalia | acao=analisou os resultados | valor=2284
linha=1312 | nome=Bruno | acao=comparou as metricas | valor=4544
linha=1313 | nome=Carlos | acao=executou o benchmark | valor=8311
linha=1314 | nome=Igor | acao=participou da aula | valor=7162
linha=1315 | nome=Joao | acao=executou o benchmark | valor=3015
linha=1316 | nome=Karen | acao=otimizou o algoritmo | valor=1511
linha=1317 | nome=Felipe | acao=participou da aula | valor=6478
linha=1318 | nome=Bruno | acao=comparou as metricas | valor=7607
linha=1319 | nome=Carlos | acao=escreveu o relatorio | valor=1248
linha=1320 | nome=Daniela | acao=fez um experimento | valor=6718
linha=1321 | nome=Gabriela | acao=comparou as metricas | valor=7082
linha=1322 | nome=Joao | acao=estudou computacao | valor=1932
linha=1323 | nome=Tiago | acao=analisou os resultados | valor=1778
linha=1324 | nome=Helena | acao=analisou os resultados | valor=3959
linha=1325 | nome=Ana | acao=escreveu o relatorio | valor=6264
linha=1326 | nome=Lucas | acao=fez um experimento | valor=2817
linha=1327 | nome=Lucas | acao=otimizou o algoritmo | valor=2394
linha=1328 | nome=Vitor | acao=otimizou o algoritmo | valor=2593
linha=1329 | nome=Eduarda | acao=analisou os resultados | valor=3912
linha=1330 | nome=Paulo | acao=analisou os resultados | valor=4111
linha=1331 | nome=Joao | acao=participou da aula | valor=4534
linha=1332 | nome=Natalia | acao=escreveu o relatorio | valor=3016
linha=1333 | nome=Mariana | acao=comparou as metricas | valor=6153
linha=1334 | nome=Helena | acao=otimizou o algoritmo | valor=3761
linha=1335 | nome=Renata | acao=fez um experimento | valor=6597
linha=1336 | nome=Vitor | acao=escreveu o relatorio | valor=3501
linha=1337 | nome=Eduarda | acao=analisou os resultados | valor=1802
linha=1338 | nome=Lucas | acao=escreveu o relatorio | valor=7703
linha=1339 | nome=Tiago | acao=otimizou o algoritmo | valor=4955
linha=1340 | nome=Tiago | acao=comparou as metricas | valor=3579
linha=1341 | nome=Karen | acao=fez um experimento | valor=9702
linha=1342 | nome=Mariana | acao=otimizou o algoritmo | valor=7502
linha=1343 | nome=Renata | acao=participou da aula | valor=5450
linha=1344 | nome=Mariana | acao=estudou computacao | valor=1103
linha=1345 | nome=Igor | acao=otimizou o algoritmo | valor=2064
linha=1346 | nome=Sofia | acao=escreveu o relatorio | valor=1314
linha=1347 | nome=Otavio | acao=executou o benchmark | valor=6443
linha=1348 | nome=Daniela | acao=executou o benchmark | valor=3414
linha=1349 | nome=Karen | acao=participou da aula | valor=4384
linha=1350 | nome=Bruno | acao=fez um experimento | valor=1686
linha=1351 | nome=Paulo | acao=fez um experimento | valor=9747
linha=1352 | nome=Paulo | acao=analisou os resultados | valor=7094
linha=1353 | nome=Joao | acao=executou o benchmark | valor=2783
linha=1354 | nome=Helena | acao=estudou computacao | valor=2303
linha=1355 | nome=Otavio | acao=analisou os resultados | valor=9103
linha=1356 | nome=Eduarda | acao=participou da aula | valor=6490
linha=1357 | nome=Ana | acao=executou o benchmark | valor=5917
linha=1358 | nome=Carlos | acao=estudou computacao | valor=1289
linha=1359 | nome=Felipe | acao=comparou as metricas | valor=7423
linha=1360 | nome=Daniela | acao=otimizou o algoritmo | valor=8832
linha=1361 | nome=Felipe | acao=analisou os resultados | valor=8751
linha=1362 | nome=Carlos | acao=otimizou o algoritmo | valor=1080
linha=1363 | nome=Sofia | acao=fez um experimento | valor=1586
linha=1364 | nome=Igor | acao=executou o benchmark | valor=8964
linha=1365 | nome=Felipe | acao=comparou as metricas | valor=1060
linha=1366 | nome=Mariana | acao=participou da aula | valor=6392
linha=1367 | nome=Igor | acao=analisou os resultados | valor=8609
linha=1368 | nome=Bruno | acao=executou o benchmark | valor=2981
linha=1369 | nome=Eduarda | acao=analisou os resultados | valor=8569
linha=1370 | nome=Ana | acao=comparou as metricas | valor=9214
linha=1371 | nome=Gabriela | acao=escreveu o relatorio | valor=1991
linha=1372 | nome=Daniela | acao=comparou as metricas | valor=3900
linha=1373 | nome=Karen | acao=comparou as metricas | valor=3619
linha=1374 | nome=Sofia | acao=otimizou o algoritmo | valor=2610
linha=1375 | nome=Natalia | acao=otimizou o algoritmo | valor=7546
linha=1376 | nome=Karen | acao=executou o benchmark | valor=3828
linha=1377 | nome=Mariana | acao=escreveu o relatorio | valor=4530
linha=1378 | nome=Mariana | acao=participou da aula | valor=5185
linha=1379 | nome=Ana | acao=otimizou o algoritmo | valor=6455
linha=1380 | nome=Daniela | acao=comparou as metricas | valor=2445
linha=1381 | nome=Vitor | acao=comparou as metricas | valor=3836
linha=1382 | nome=Igor | acao=estudou computacao | valor=3371
linha=1383 | nome=Tiago | acao=executou o benchmark | valor=4021
linha=1384 | nome=Bruno | acao=executou o benchmark | valor=5441
linha=1385 | nome=Gabriela | acao=otimizou o algoritmo | valor=8238
linha=1386 | nome=Lucas | acao=analisou os resultados | valor=9980
linha=1387 | nome=Vitor | acao=executou o benchmark | valor=1922
linha=1388 | nome=Paulo | acao=participou da aula | valor=2482
linha=1389 | nome=Gabriela | acao=participou da aula | valor=4077
linha=1390 | nome=Gabriela | acao=participou da aula | valor=9803
linha=1391 | nome=Natalia | acao=comparou as metricas | valor=3756
linha=1392 | nome=Gabriela | acao=comparou as metricas | valor=8183
linha=1393 | nome=Tiago | acao=comparou as metricas | valor=9210
linha=1394 | nome=Mariana | acao=estudou computacao | valor=1325
linha=1395 | nome=Mariana | acao=participou da aula | valor=5577
linha=1396 | nome=Tiago | acao=comparou as metricas | valor=7218
linha=1397 | nome=Felipe | acao=participou da aula | valor=1342
linha=1398 | nome=Renata | acao=otimizou o algoritmo | valor=3234
linha=1399 | nome=Igor | acao=participou da aula | valor=9205
linha=1400 | nome=Natalia | acao=fez um experimento | valor=7272
linha=1401 | nome=Vitor | acao=otimizou o algoritmo | valor=1789
linha=1402 | nome=Natalia | acao=participou da aula | valor=2996
linha=1403 | nome=Eduarda | acao=participou da aula | valor=1392
linha=1404 | nome=Paulo | acao=comparou as metricas | valor=6130
linha=1405 | nome=Renata | acao=analisou os resultados | valor=6115
linha=1406 | nome=Paulo | acao=otimizou o algoritmo | valor=6745
linha=1407 | nome=Sofia | acao=estudou computacao | valor=5985
linha=1408 | nome=Karen | acao=estudou computacao | valor=8284
linha=1409 | nome=Ana | acao=analisou os resultados | valor=2571
linha=1410 | nome=Felipe | acao=comparou as metricas | valor=5618
linha=1411 | nome=Joao | acao=comparou as metricas | valor=5166
linha=1412 | nome=Vitor | acao=estudou computacao | valor=1047
linha=1413 | nome=Tiago | acao=otimizou o algoritmo | valor=8097
linha=1414 | nome=Gabriela | acao=fez um experimento | valor=6461
linha=1415 | nome=Felipe | acao=fez um experimento | valor=7361
linha=1416 | nome=Daniela | acao=comparou as metricas | valor=9432
linha=1417 | nome=Otavio | acao=estudou computacao | valor=5287
linha=1418 | nome=Paulo | acao=otimizou o algoritmo | valor=6173
linha=1419 | nome=Vitor | acao=comparou as metricas | valor=2533
linha=1420 | nome=Daniela | acao=otimizou o algoritmo | valor=2304
linha=1421 | nome=Felipe | acao=participou da aula | valor=8542
linha=1422 | nome=Natalia | acao=escreveu o relatorio | valor=5999
linha=1423 | nome=Daniela | acao=escreveu o relatorio | valor=1087
linha=1424 | nome=Igor | acao=fez um experimento | valor=1443
linha=1425 | nome=Igor | acao=estudou computacao | valor=4637
linha=1426 | nome=Eduarda | acao=fez um experimento | valor=4257
linha=1427 | nome=Igor | acao=comparou as metricas | valor=7193
linha=1428 | nome=Renata | acao=otimizou o algoritmo | valor=2335
linha=1429 | nome=Tiago | acao=estudou computacao | valor=7287
linha=1430 | nome=Carlos | acao=fez um experimento | valor=8617
linha=1431 | nome=Carlos | acao=executou o benchmark | valor=1712
linha=1432 | nome=Mariana | acao=comparou as metricas | valor=9290
linha=1433 | nome=Gabriela | acao=otimizou o algoritmo | valor=3485
linha=1434 | nome=Vitor | acao=otimizou o algoritmo | valor=8255
linha=1435 | nome=Sofia | acao=otimizou o algoritmo | valor=5750
linha=1436 | nome=Otavio | acao=participou da aula | valor=7240
linha=1437 | nome=Vitor | acao=analisou os resultados | valor=4252
linha=1438 | nome=Natalia | acao=analisou os resultados | valor=6016
linha=1439 | nome=Joao | acao=fez um experimento | valor=8202
linha=1440 | nome=Otavio | acao=analisou os resultados | valor=4056
linha=1441 | nome=Felipe | acao=participou da aula | valor=6416
linha=1442 | nome=Ana | acao=participou da aula | valor=5688
linha=1443 | nome=Bruno | acao=analisou os resultados | valor=8852
linha=1444 | nome=Mariana | acao=participou da aula | valor=4152
linha=1445 | nome=Tiago | acao=analisou os resultados | valor=7961
linha=1446 | nome=Igor | acao=comparou as metricas | valor=3799
linha=1447 | nome=Bruno | acao=analisou os resultados | valor=4518
linha=1448 | nome=Lucas | acao=otimizou o algoritmo | valor=7685
linha=1449 | nome=Natalia | acao=escreveu o relatorio | valor=6767
linha=1450 | nome=Felipe | acao=analisou os resultados | valor=8458
linha=1451 | nome=Helena | acao=estudou computacao | valor=2092
linha=1452 | nome=Lucas | acao=participou da aula | valor=6785
linha=1453 | nome=Carlos | acao=participou da aula | valor=5119
linha=1454 | nome=Igor | acao=fez um experimento | valor=9307
linha=1455 | nome=Tiago | acao=executou o benchmark | valor=7551
linha=1456 | nome=Mariana | acao=otimizou o algoritmo | valor=5693
linha=1457 | nome=Joao | acao=comparou as metricas | valor=3242
linha=1458 | nome=Ana | acao=executou o benchmark | valor=8986
linha=1459 | nome=Renata | acao=otimizou o algoritmo | valor=1082
linha=1460 | nome=Joao | acao=estudou computacao | valor=8556
linha=1461 | nome=Karen | acao=analisou os resultados | valor=7300
linha=1462 | nome=Sofia | acao=otimizou o algoritmo | valor=2313
linha=1463 | nome=Felipe | acao=executou o benchmark | valor=4272
linha=1464 | nome=Igor | acao=fez um experimento | valor=7839
linha=1465 | nome=Otavio | acao=participou da aula | valor=4131
linha=1466 | nome=Natalia | acao=participou da aula | valor=6392
linha=1467 | nome=Eduarda | acao=otimizou o algoritmo | valor=8470
linha=1468 | nome=Sofia | acao=otimizou o algoritmo | valor=8307
linha=1469 | nome=Vitor | acao=comparou as metricas | valor=8269
linha=1470 | nome=Otavio | acao=escreveu o relatorio | valor=2702
linha=1471 | nome=Igor | acao=escreveu o relatorio | valor=2096
linha=1472 | nome=Renata | acao=participou da aula | valor=1799
linha=1473 | nome=Mariana | acao=analisou os resultados | valor=3142
linha=1474 | nome=Eduarda | acao=comparou as metricas | valor=3010
linha=1475 | nome=Eduarda | acao=otimizou o algoritmo | valor=4043
linha=1476 | nome=Gabriela | acao=estudou computacao | valor=2067
linha=1477 | nome=Renata | acao=fez um experimento | valor=8499
linha=1478 | nome=Felipe | acao=comparou as metricas | valor=3456
linha=1479 | nome=Joao | acao=escreveu o relatorio | valor=1110
linha=1480 | nome=Mariana | acao=comparou as metricas | valor=8315
linha=1481 | nome=Joao | acao=comparou as metricas | valor=6973
linha=1482 | nome=Carlos | acao=escreveu o relatorio | valor=8319
linha=1483 | nome=Natalia | acao=comparou as metricas | valor=3269
linha=1484 | nome=Karen | acao=participou da aula | valor=3370
linha=1485 | nome=Vitor | acao=analisou os resultados | valor=6493
linha=1486 | nome=Paulo | acao=otimizou o algoritmo | valor=2768
linha=1487 | nome=Lucas | acao=comparou as metricas | valor=1548
linha=1488 | nome=Otavio | acao=analisou os resultados | valor=6017
linha=1489 | nome=Mariana | acao=fez um experimento | valor=6920
linha=1490 | nome=Gabriela | acao=executou o benchmark | valor=5830
linha=1491 | nome=Gabriela | acao=estudou computacao | valor=7355
linha=1492 | nome=Bruno | acao=fez um experimento | valor=8751
linha=1493 | nome=Sofia | acao=participou da aula | valor=8707
linha=1494 | nome=Helena | acao=executou o benchmark | valor=9927
linha=1495 | nome=Helena | acao=estudou computacao | valor=4897
linha=1496 | nome=Ana | acao=otimizou o algoritmo | valor=3098
linha=1497 | nome=Sofia | acao=comparou as metricas | valor=7220
linha=1498 | nome=Felipe | acao=otimizou o algoritmo | valor=7454
linha=1499 | nome=Igor | acao=executou o benchmark | valor=2722
linha=1500 | nome=Natalia | acao=analisou os resultados | valor=3546
linha=1501 | nome=Natalia | acao=fez um experimento | valor=8512
linha=1502 | nome=Eduarda | acao=otimizou o algoritmo | valor=9513
linha=1503 | nome=Daniela | acao=fez um experimento | valor=4040
linha=1504 | nome=Renata | acao=otimizou o algoritmo | valor=2994
linha=1505 | nome=Mariana | acao=executou o benchmark | valor=8225
linha=1506 | nome=Natalia | acao=otimizou o algoritmo | valor=3922
linha=1507 | nome=Natalia | acao=comparou as metricas | valor=4809
linha=1508 | nome=Mariana | acao=comparou as metricas | valor=2285
linha=1509 | nome=Lucas | acao=otimizou o algoritmo | valor=8908
linha=1510 | nome=Karen | acao=participou da aula | valor=2008
linha=1511 | nome=Helena | acao=analisou os resultados | valor=2296
linha=1512 | nome=Paulo | acao=participou da aula | valor=4080
linha=1513 | nome=Igor | acao=otimizou o algoritmo | valor=1183
linha=1514 | nome=Igor | acao=comparou as metricas | valor=3587
linha=1515 | nome=Ana | acao=analisou os resultados | valor=1949
linha=1516 | nome=Carlos | acao=executou o benchmark | valor=7987
linha=1517 | nome=Carlos | acao=escreveu o relatorio | valor=4609
linha=1518 | nome=Tiago | acao=fez um experimento | valor=5229
linha=1519 | nome=Carlos | acao=estudou computacao | valor=3782
linha=1520 | nome=Paulo | acao=estudou computacao | valor=6653
linha=1521 | nome=Sofia | acao=fez um experimento | valor=8421
linha=1522 | nome=Daniela | acao=otimizou o algoritmo | valor=5897
linha=1523 | nome=Helena | acao=otimizou o algoritmo | valor=7530
linha=1524 | nome=Paulo | acao=comparou as metricas | valor=9900
linha=1525 | nome=Sofia | acao=estudou computacao | valor=1152
linha=1526 | nome=Mariana | acao=escreveu o relatorio | valor=5034
linha=1527 | nome=Sofia | acao=otimizou o algoritmo | valor=4387
linha=1528 | nome=Otavio | acao=executou o benchmark | valor=3582
linha=1529 | nome=Natalia | acao=estudou computacao | valor=1099
linha=1530 | nome=Ana | acao=escreveu o relatorio | valor=3904
linha=1531 | nome=Karen | acao=participou da aula | valor=6097
linha=1532 | nome=Tiago | acao=estudou computacao | valor=8550
linha=1533 | nome=Igor | acao=estudou computacao | valor=7130
linha=1534 | nome=Helena | acao=comparou as metricas | valor=1721
linha=1535 | nome=Vitor | acao=otimizou o algoritmo | valor=7328
linha=1536 | nome=Helena | acao=estudou computacao | valor=2000
linha=1537 | nome=Natalia | acao=participou da aula | valor=4492
linha=1538 | nome=Natalia | acao=executou o benchmark | valor=7907
linha=1539 | nome=Carlos | acao=otimizou o algoritmo | valor=3398
linha=1540 | nome=Igor | acao=comparou as metricas | valor=3858
linha=1541 | nome=Tiago | acao=fez um experimento | valor=6023
linha=1542 | nome=Sofia | acao=otimizou o algoritmo | valor=6527
linha=1543 | nome=Natalia | acao=escreveu o relatorio | valor=4207
linha=1544 | nome=Karen | acao=escreveu o relatorio | valor=1131
linha=1545 | nome=Carlos | acao=participou da aula | valor=3882
linha=1546 | nome=Vitor | acao=estudou computacao | valor=7636
linha=1547 | nome=Natalia | acao=executou o benchmark | valor=8874
linha=1548 | nome=Renata | acao=estudou computacao | valor=1093
linha=1549 | nome=Tiago | acao=comparou as metricas | valor=2630
linha=1550 | nome=Renata | acao=escreveu o relatorio | valor=1957
linha=1551 | nome=Vitor | acao=estudou computacao | valor=8044
linha=1552 | nome=Natalia | acao=otimizou o algoritmo | valor=2587
linha=1553 | nome=Bruno | acao=analisou os resultados | valor=9579
linha=1554 | nome=Felipe | acao=comparou as metricas | valor=7096
linha=1555 | nome=Lucas | acao=escreveu o relatorio | valor=9868
linha=1556 | nome=Mariana | acao=fez um experimento | valor=7056
linha=1557 | nome=Paulo | acao=escreveu o relatorio | valor=7824
linha=1558 | nome=Ana | acao=executou o benchmark | valor=9901
linha=1559 | nome=Felipe | acao=escreveu o relatorio | valor=8078
linha=1560 | nome=Eduarda | acao=fez um experimento | valor=7222
linha=1561 | nome=Vitor | acao=comparou as metricas | valor=9947
linha=1562 | nome=Gabriela | acao=participou da aula | valor=1991
linha=1563 | nome=Joao | acao=participou da aula | valor=5044
linha=1564 | nome=Carlos | acao=fez um experimento | valor=4847
linha=1565 | nome=Joao | acao=otimizou o algoritmo | valor=3536
linha=1566 | nome=Mariana | acao=estudou computacao | valor=7010
linha=1567 | nome=Eduarda | acao=otimizou o algoritmo | valor=3294
linha=1568 | nome=Renata | acao=fez um experimento | valor=3484
linha=1569 | nome=Otavio | acao=estudou computacao | valor=6557
linha=1570 | nome=Bruno | acao=analisou os resultados | valor=6696
linha=1571 | nome=Igor | acao=executou o benchmark | valor=9748
linha=1572 | nome=Eduarda | acao=analisou os resultados | valor=2455
linha=1573 | nome=Gabriela | acao=participou da aula | valor=8266
linha=1574 | nome=Otavio | acao=escreveu o relatorio | valor=9737
linha=1575 | nome=Felipe | acao=executou o benchmark | valor=1625
linha=1576 | nome=Natalia | acao=estudou computacao | valor=6598
linha=1577 | nome=Mariana | acao=participou da aula | valor=3198
linha=1578 | nome=Karen | acao=participou da aula | valor=6870
linha=1579 | nome=Natalia | acao=executou o benchmark | valor=8800
linha=1580 | nome=Otavio | acao=otimizou o algoritmo | valor=7047
linha=1581 | nome=Tiago | acao=comparou as metricas | valor=2957
linha=1582 | nome=Bruno | acao=participou da aula | valor=1018
linha=1583 | nome=Gabriela | acao=executou o benchmark | valor=2148
linha=1584 | nome=Natalia | acao=escreveu o relatorio | valor=3482
linha=1585 | nome=Sofia | acao=fez um experimento | valor=6487
linha=1586 | nome=Vitor | acao=fez um experimento | valor=6150
linha=1587 | nome=Natalia | acao=fez um experimento | valor=2767
linha=1588 | nome=Helena | acao=participou da aula | valor=4399
linha=1589 | nome=Sofia | acao=escreveu o relatorio | valor=3355
linha=1590 | nome=Mariana | acao=fez um experimento | valor=4167
linha=1591 | nome=Lucas | acao=participou da aula | valor=6941
linha=1592 | nome=Tiago | acao=otimizou o algoritmo | valor=1869
linha=1593 | nome=Gabriela | acao=escreveu o relatorio | valor=6761
linha=1594 | nome=Igor | acao=escreveu o relatorio | valor=6134
linha=1595 | nome=Daniela | acao=participou da aula | valor=1745
linha=1596 | nome=Lucas | acao=executou o benchmark | valor=2899
linha=1597 | nome=Felipe | acao=escreveu o relatorio | valor=2470
linha=1598 | nome=Tiago | acao=otimizou o algoritmo | valor=5531
linha=1599 | nome=Carlos | acao=fez um experimento | valor=7029
linha=1600 | nome=Lucas | acao=fez um experimento | valor=1887
linha=1601 | nome=Sofia | acao=comparou as metricas | valor=3593
linha=1602 | nome=Daniela | acao=otimizou o algoritmo | valor=6318
linha=1603 | nome=Lucas | acao=analisou os resultados | valor=1657
linha=1604 | nome=Natalia | acao=comparou as metricas | valor=8704
linha=1605 | nome=Carlos | acao=otimizou o algoritmo | valor=1442
linha=1606 | nome=Ana | acao=estudou computacao | valor=1396
linha=1607 | nome=Mariana | acao=estudou computacao | valor=9306
linha=1608 | nome=Daniela | acao=estudou computacao | valor=7658
linha=1609 | nome=Bruno | acao=fez um experimento | valor=5579
linha=1610 | nome=Helena | acao=analisou os resultados | valor=9250
linha=1611 | nome=Carlos | acao=fez um experimento | valor=4186
linha=1612 | nome=Carlos | acao=escreveu o relatorio | valor=3294
linha=1613 | nome=Mariana | acao=fez um experimento | valor=9511
linha=1614 | nome=Mariana | acao=executou o benchmark | valor=3680
linha=1615 | nome=Igor | acao=estudou computacao | valor=5309
linha=1616 | nome=Eduarda | acao=participou da aula | valor=5711
linha=1617 | nome=Carlos | acao=analisou os resultados | valor=3101
linha=1618 | nome=Natalia | acao=fez um experimento | valor=2882
linha=1619 | nome=Lucas | acao=escreveu o relatorio | valor=2914
linha=1620 | nome=Gabriela | acao=comparou as metricas | valor=5306
linha=1621 | nome=Gabriela | acao=analisou os resultados | valor=2409
linha=1622 | nome=Otavio | acao=fez um experimento | valor=8847
linha=1623 | nome=Joao | acao=fez um experimento | valor=6295
linha=1624 | nome=Igor | acao=comparou as metricas | valor=5487
linha=1625 | nome=Felipe | acao=comparou as metricas | valor=1140
linha=1626 | nome=Lucas | acao=otimizou o algoritmo | valor=7973
linha=1627 | nome=Joao | acao=executou o benchmark | valor=7597
linha=1628 | nome=Paulo | acao=fez um experimento | valor=7543
linha=1629 | nome=Ana | acao=analisou os resultados | valor=9740
linha=1630 | nome=Felipe | acao=fez um experimento | valor=1006
linha=1631 | nome=Bruno | acao=escreveu o relatorio | valor=2476
