linha=1 | nome=Carlos | acao=estudou computacao | valor=1547
linha=1335 | nome=Felipe | acao=participou da aula | valor=1663
linha=1336 | nome=Helena | acao=analisou os resultados | valor=3977
linha=1337 | nome=Renata | acao=participou da aula | valor=1430
linha=1338 | nome=Sofia | acao=analisou os resultados | valor=3941
linha=1339 | nome=Felipe | acao=comparou as metricas | valor=2718
linha=1340 | nome=Mariana | acao=fez um experimento | valor=4710
linha=1341 | nome=Natalia | acao=escreveu o relatorio | valor=6096
linha=1342 | nome=Lucas | acao=estudou computacao | valor=7675
linha=1343 | nome=Eduarda | acao=fez um experimento | valor=6270
linha=1344 | nome=Tiago | acao=escreveu o relatorio | valor=2610
linha=1345 | nome=Lucas | acao=comparou as metricas | valor=7224
linha=1346 | nome=Gabriela | acao=escreveu o relatorio | valor=9917
linha=1347 | nome=Vitor | acao=escreveu o relatorio | valor=6637
linha=1348 | nome=Sofia | acao=participou da aula | valor=1139
linha=1349 | nome=Lucas | acao=analisou os resultados | valor=8428
linha=1350 | nome=Carlos | acao=otimizou o algoritmo | valor=4004
linha=1351 | nome=Igor | acao=estudou computacao | valor=6880
linha=1352 | nome=Daniela | acao=escreveu o relatorio | valor=4278
linha=1353 | nome=Ana | acao=estudou computacao | valor=7186
linha=1354 | nome=Joao | acao=executou o benchmark | valor=4492
linha=1355 | nome=Igor | acao=executou o benchmark | valor=2566
linha=1356 | nome=Lucas | acao=executou o benchmark | valor=4769
linha=1357 | nome=Felipe | acao=comparou as metricas | valor=9047
linha=1358 | nome=Paulo | acao=fez um experimento | valor=7577
linha=1359 | nome=Felipe | acao=comparou as metricas | valor=5112
linha=1360 | nome=Igor | acao=comparou as metricas | valor=9374
linha=1361 | nome=Sofia | acao=otimizou o algoritmo | valor=9782
linha=1362 | nome=Tiago | acao=participou da aula | valor=7720
linha=1363 | nome=Gabriela | acao=participou da aula | valor=9143
linha=1364 | nome=Sofia | acao=fez um experimento | valor=6462
linha=1365 | nome=Otavio | acao=otimizou o algoritmo | valor=3192
linha=1366 | nome=Sofia | acao=escreveu o relatorio | valor=9100
linha=1367 | nome=Paulo | acao=analisou os resultados | valor=7893
linha=1368 | nome=Daniela | acao=executou o benchmark | valor=3517
linha=1369 | nome=Lucas | acao=escreveu o relatorio | valor=7282
linha=1370 | nome=Eduarda | acao=comparou as metricas | valor=2692
linha=1371 | nome=Renata | acao=estudou computacao | valor=7440
linha=1372 | nome=Sofia | acao=escreveu o relatorio | valor=1934
linha=1373 | nome=Daniela | acao=comparou as metricas | valor=1566
linha=1374 | nome=Helena | acao=analisou os resultados | valor=5005
linha=1375 | nome=Tiago | acao=escreveu o relatorio | valor=4105
linha=1376 | nome=Mariana | acao=executou o benchmark | valor=2546
linha=1377 | nome=Tiago | acao=otimizou o algoritmo | valor=9008
linha=1378 | nome=Renata | acao=executou o benchmark | valor=6633
linha=1379 | nome=Gabriela | acao=estudou computacao | valor=1860
linha=1380 | nome=Gabriela | acao=fez um experimento | valor=9122
linha=1381 | nome=Tiago | acao=analisou os resultados | valor=5858
linha=1382 | nome=Karen | acao=analisou os resultados | valor=5579
linha=1383 | nome=Karen | acao=comparou as metricas | valor=1241
linha=1384 | nome=Eduarda | acao=comparou as metricas | valor=5022
linha=1385 | nome=Daniela | acao=participou da aula | valor=6193
linha=1386 | nome=Ana | acao=participou da aula | valor=3781
linha=1387 | nome=Lucas | acao=comparou as metricas | valor=3311
linha=1388 | nome=Natalia | acao=participou da aula | valor=5306
linha=1389 | nome=Felipe | acao=executou o benchmark | valor=2502
linha=1390 | nome=Lucas | acao=comparou as metricas | valor=4496
linha=1391 | nome=Sofia | acao=escreveu o relatorio | valor=4433
linha=1392 | nome=Felipe | acao=escreveu o relatorio | valor=7316
linha=1393 | nome=Daniela | acao=escreveu o relatorio | valor=7522
linha=1394 | nome=Igor | acao=executou o benchmark | valor=3143
linha=1395 | nome=Carlos | acao=estudou computacao | valor=9034
linha=1396 | nome=Renata | acao=analisou os resultados | valor=7667
linha=1397 | nome=Natalia | acao=participou da aula | valor=6266
linha=1398 | nome=Gabriela | acao=estudou computacao | valor=4753
linha=1399 | nome=Bruno | acao=escreveu o relatorio | valor=3402
linha=1400 | nome=Igor | acao=fez um experimento | valor=2767
linha=1401 | nome=Daniela | acao=otimizou o algoritmo | valor=7009
linha=1402 | nome=Mariana | acao=participou da aula | valor=7297
linha=1403 | nome=Paulo | acao=analisou os resultados | valor=4491
linha=1404 | nome=Natalia | acao=estudou computacao | valor=4113
linha=1405 | nome=Natalia | acao=participou da aula | valor=9059
linha=1406 | nome=Paulo | acao=escreveu o relatorio | valor=6938
linha=1407 | nome=Renata | acao=analisou os resultados | valor=1294
linha=1408 | nome=Mariana | acao=fez um experimento | valor=9507
linha=1409 | nome=Otavio | acao=analisou os resultados | valor=9917
linha=1410 | nome=Tiago | acao=executou o benchmark | valor=1882
linha=1411 | nome=Eduarda | acao=executou o benchmark | valor=9996
linha=1412 | nome=Bruno | acao=estudou computacao | valor=3436
linha=1413 | nome=Gabriela | acao=estudou computacao | valor=7570
linha=1414 | nome=Igor | acao=otimizou o algoritmo | valor=6037
linha=1415 | nome=Carlos | acao=fez um experimento | valor=3624
linha=1416 | nome=Vitor | acao=analisou os resultados | valor=9438
linha=1417 | nome=Mariana | acao=fez um experimento | valor=9930
linha=1418 | nome=Lucas | acao=escreveu o relatorio | valor=6597
linha=1419 | nome=Joao | acao=participou da aula | valor=8439
linha=1420 | nome=Mariana | acao=estudou computacao | valor=6236
linha=1421 | nome=Mariana | acao=comparou as metricas | valor=8137
linha=1422 | nome=Daniela | acao=analisou os resultados | valor=1893
linha=1423 | nome=Mariana | acao=estudou computacao | valor=4617
linha=1424 | nome=Gabriela | acao=comparou as metricas | valor=6651
linha=1425 | nome=Renata | acao=escreveu o relatorio | valor=5860
linha=1426 | nome=Vitor | acao=fez um experimento | valor=6140
linha=1427 | nome=Lucas | acao=fez um experimento | valor=8737
linha=1428 | nome=Lucas | acao=executou o benchmark | valor=1370
linha=1429 | nome=Carlos | acao=analisou os resultados | valor=8054
linha=1430 | nome=Gabriela | acao=analisou os resultados | valor=7048
linha=1431 | nome=Daniela | acao=otimizou o algoritmo | valor=4141
linha=1432 | nome=Felipe | acao=comparou as metricas | valor=2708
linha=1433 | nome=Eduarda | acao=estudou computacao | valor=6046
linha=1434 | nome=Felipe | acao=participou da aula | valor=7954
linha=1435 | nome=Vitor | acao=comparou as metricas | valor=9631
linha=1436 | nome=Tiago | acao=participou da aula | valor=4612
linha=1437 | nome=Daniela | acao=analisou os resultados | valor=5714
linha=1438 | nome=Natalia | acao=otimizou o algoritmo | valor=2402
linha=1439 | nome=Carlos | acao=analisou os resultados | valor=2982
linha=1440 | nome=Natalia | acao=fez um experimento | valor=3188
linha=1441 | nome=Vitor | acao=comparou as metricas | valor=9739
linha=1442 | nome=Lucas | acao=executou o benchmark | valor=9349
linha=1443 | nome=Gabriela | acao=escreveu o relatorio | valor=9008
linha=1444 | nome=Daniela | acao=executou o benchmark | valor=4717
linha=1445 | nome=Gabriela | acao=estudou computacao | valor=4875
linha=1446 | nome=Paulo | acao=estudou computacao | valor=3123
linha=1447 | nome=Ana | acao=executou o benchmark | valor=5811
linha=1448 | nome=Lucas | acao=escreveu o relatorio | valor=1148
linha=1449 | nome=Felipe | acao=comparou as metricas | valor=2693
linha=1450 | nome=Paulo | acao=estudou computacao | valor=2231
linha=1451 | nome=Eduarda | acao=analisou os resultados | valor=4864
linha=1452 | nome=Karen | acao=otimizou o algoritmo | valor=6951
linha=1453 | nome=Mariana | acao=escreveu o relatorio | valor=8174
linha=1454 | nome=Paulo | acao=participou da aula | valor=4591
linha=1455 | nome=Carlos | acao=executou o benchmark | valor=6305
linha=1456 | nome=Felipe | acao=analisou os resultados | valor=7861
linha=1457 | nome=Carlos | acao=participou da aula | valor=4851
linha=1458 | nome=Ana | acao=participou da aula | valor=5122
linha=1459 | nome=Lucas | acao=otimizou o algoritmo | valor=3978
linha=1460 | nome=Daniela | acao=comparou as metricas | valor=2755
linha=1461 | nome=Helena | acao=estudou computacao | valor=5298
linha=1462 | nome=Felipe | acao=analisou os resultados | valor=9475
linha=1463 | nome=Renata | acao=escreveu o relatorio | valor=8894
linha=1464 | nome=Karen | acao=escreveu o relatorio | valor=5716
linha=1465 | nome=Tiago | acao=comparou as metricas | valor=8491
linha=1466 | nome=Sofia | acao=executou o benchmark | valor=8075
linha=1467 | nome=Carlos | acao=executou o benchmark | valor=6910
linha=1468 | nome=Mariana | acao=otimizou o algoritmo | valor=1142
linha=1469 | nome=Sofia | acao=fez um experimento | valor=8424
linha=1470 | nome=Lucas | acao=executou o benchmark | valor=8257
linha=1471 | nome=Ana | acao=comparou as metricas | valor=8027
linha=1472 | nome=Renata | acao=executou o benchmark | valor=3642
linha=1473 | nome=Helena | acao=fez um experimento | valor=9904
linha=1474 | nome=Lucas | acao=escreveu o relatorio | valor=7506
linha=1475 | nome=Lucas | acao=executou o benchmark | valor=8400
linha=1476 | nome=Eduarda | acao=estudou computacao | valor=3139
linha=1477 | nome=Daniela | acao=fez um experimento | valor=8557
linha=1478 | nome=Gabriela | acao=otimizou o algoritmo | valor=7359
linha=1479 | nome=Joao | acao=escreveu o relatorio | valor=2993
linha=1480 | nome=Ana | acao=analisou os resultados | valor=4286
linha=1481 | nome=Lucas | acao=analisou os resultados | valor=8270
linha=1482 | nome=Daniela | acao=comparou as metricas | valor=4586
linha=1483 | nome=Igor | acao=escreveu o relatorio | valor=2736
linha=1484 | nome=Ana | acao=participou da aula | valor=2166
linha=1485 | nome=Lucas | acao=analisou os resultados | valor=4407
linha=1486 | nome=Bruno | acao=analisou os resultados | valor=5950
linha=1487 | nome=Mariana | acao=participou da aula | valor=5575
linha=1488 | nome=Felipe | acao=escreveu o relatorio | valor=3778
linha=1489 | nome=Eduarda | acao=fez um experimento | valor=9686
linha=1490 | nome=Lucas | acao=otimizou o algoritmo | valor=3178
linha=1491 | nome=Mariana | acao=estudou computacao | valor=1736
linha=1492 | nome=Eduarda | acao=executou o benchmark | valor=3982
linha=1493 | nome=Eduarda | acao=comparou as metricas | valor=8679
linha=1494 | nome=Lucas | acao=fez um experimento | valor=6625
linha=1495 | nome=Karen | acao=estudou computacao | valor=8217
linha=1496 | nome=Igor | acao=otimizou o algoritmo | valor=9714
linha=1497 | nome=Daniela | acao=participou da aula | valor=7752
linha=1498 | nome=Mariana | acao=otimizou o algoritmo | valor=5245
linha=1499 | nome=Daniela | acao=fez um experimento | valor=4372
linha=1500 | nome=Mariana | acao=participou da aula | valor=5434
linha=1501 | nome=Mariana | acao=otimizou o algoritmo | valor=1542
linha=1502 | nome=Igor | acao=participou da aula | valor=2274
linha=1503 | nome=Otavio | acao=escreveu o relatorio | valor=6618
linha=1504 | nome=Renata | acao=comparou as metricas | valor=8929
linha=1505 | nome=Carlos | acao=executou o benchmark | valor=7932
linha=1506 | nome=Mariana | acao=otimizou o algoritmo | valor=8719
linha=1507 | nome=Helena | acao=otimizou o algoritmo | valor=2191
linha=1508 | nome=Vitor | acao=fez um experimento | valor=2948
linha=1509 | nome=Ana | acao=comparou as metricas | valor=8971
linha=1510 | nome=Bruno | acao=escreveu o relatorio | valor=5504
linha=1511 | nome=Gabriela | acao=participou da aula | valor=3635
linha=1512 | nome=Lucas | acao=participou da aula | valor=1225
linha=1513 | nome=Gabriela | acao=analisou os resultados | valor=8440
linha=1514 | nome=Lucas | acao=comparou as metricas | valor=1369
linha=1515 | nome=Ana | acao=participou da aula | valor=6355
linha=1516 | nome=Tiago | acao=escreveu o relatorio | valor=6619
linha=1517 | nome=Lucas | acao=executou o benchmark | valor=9299
linha=1518 | nome=Felipe | acao=comparou as metricas | valor=6068
linha=1519 | nome=Natalia | acao=otimizou o algoritmo | valor=9565
linha=1520 | nome=Karen | acao=fez um experimento | valor=7975
linha=1521 | nome=Mariana | acao=otimizou o algoritmo | valor=5959
linha=1522 | nome=Gabriela | acao=fez um experimento | valor=1048
linha=1523 | nome=Daniela | acao=otimizou o algoritmo | valor=1070
linha=1524 | nome=Helena | acao=executou o benchmark | valor=6069
linha=1525 | nome=Mariana | acao=comparou as metricas | valor=4431
linha=1526 | nome=Tiago | acao=otimizou o algoritmo | valor=8724
linha=1527 | nome=Paulo | acao=executou o benchmark | valor=2666
linha=1528 | nome=Igor | acao=executou o benchmark | valor=3547
linha=1529 | nome=Bruno | acao=comparou as metricas | valor=5517
linha=1530 | nome=Natalia | acao=analisou os resultados | valor=9721
linha=1531 | nome=Otavio | acao=executou o benchmark | valor=6161
linha=1532 | nome=Renata | acao=fez um experimento | valor=7268
linha=1533 | nome=Mariana | acao=otimizou o algoritmo | valor=2311
linha=1534 | nome=Renata | acao=comparou as metricas | valor=3583
linha=1535 | nome=Mariana | acao=participou da aula | valor=7778
linha=1536 | nome=Karen | acao=estudou computacao | valor=8366
linha=1537 | nome=Renata | acao=analisou os resultados | valor=5885
linha=1538 | nome=Tiago | acao=executou o benchmark | valor=3322
linha=1539 | nome=Tiago | acao=fez um experimento | valor=1038
linha=1540 | nome=Vitor | acao=analisou os resultados | valor=7698
linha=1541 | nome=Felipe | acao=estudou computacao | valor=5559
linha=1542 | nome=Renata | acao=participou da aula | valor=4006
linha=1543 | nome=Sofia | acao=estudou computacao | valor=6811
linha=1544 | nome=Otavio | acao=fez um experimento | valor=5928
linha=1545 | nome=Gabriela | acao=escreveu o relatorio | valor=5926
linha=1546 | nome=Daniela | acao=comparou as metricas | valor=7002
linha=1547 | nome=Sofia | acao=fez um experimento | valor=2978
linha=1548 | nome=Felipe | acao=executou o benchmark | valor=3723
linha=1549 | nome=Tiago | acao=analisou os resultados | valor=6440
linha=1550 | nome=Tiago | acao=otimizou o algoritmo | valor=5444
linha=1551 | nome=Helena | acao=escreveu o relatorio | valor=7127
linha=1552 | nome=Felipe | acao=analisou os resultados | valor=1701
linha=1553 | nome=Gabriela | acao=escreveu o relatorio | valor=7546
linha=1554 | nome=Helena | acao=escreveu o relatorio | valor=1894
linha=1555 | nome=Natalia | acao=analisou os resultados | valor=2651
linha=1556 | nome=Joao | acao=analisou os resultados | valor=2773
linha=1557 | nome=Helena | acao=participou da aula | valor=8905
linha=1558 | nome=Paulo | acao=escreveu o relatorio | valor=6731
linha=1559 | nome=Eduarda | acao=otimizou o algoritmo | valor=9642
linha=1560 | nome=Helena | acao=otimizou o algoritmo | valor=4256
linha=1561 | nome=Sofia | acao=otimizou o algoritmo | valor=6886
linha=1562 | nome=Tiago | acao=comparou as metricas | valor=1330
linha=1563 | nome=Helena | acao=comparou as metricas | valor=1083
linha=1564 | nome=Sofia | acao=comparou as metricas | valor=4257
linha=1565 | nome=Otavio | acao=analisou os resultados | valor=1744
linha=1566 | nome=Mariana | acao=otimizou o algoritmo | valor=7621
linha=1567 | nome=Igor | acao=otimizou o algoritmo | valor=6863
linha=1568 | nome=Otavio | acao=comparou as metricas | valor=4272
linha=1569 | nome=Renata | acao=executou o benchmark | valor=8714
linha=1570 | nome=Renata | acao=estudou computacao | valor=9270
linha=1571 | nome=Vitor | acao=analisou os resultados | valor=9066
linha=1572 | nome=Joao | acao=otimizou o algoritmo | valor=8997
linha=1573 | nome=Mariana | acao=executou o benchmark | valor=8965
linha=1574 | nome=Helena | acao=participou da aula | valor=2878
linha=1575 | nome=Sofia | acao=estudou computacao | valor=5061
linha=1576 | nome=Vitor | acao=otimizou o algoritmo | valor=7936
linha=1577 | nome=Paulo | acao=analisou os resultados | valor=3254
linha=1578 | nome=Felipe | acao=analisou os resultados | valor=4475
linha=1579 | nome=Eduarda | acao=fez um experimento | valor=4524
linha=1580 | nome=Joao | acao=escreveu o relatorio | valor=7510
linha=1581 | nome=Natalia | acao=estudou computacao | valor=9776
linha=1582 | nome=Mariana | acao=estudou computacao | valor=2438
linha=1583 | nome=Mariana | acao=executou o benchmark | valor=6186
linha=1584 | nome=Carlos | acao=analisou os resultados | valor=4732
linha=1585 | nome=Felipe | acao=participou da aula | valor=1576
linha=1586 | nome=Ana | acao=fez um experimento | valor=6037
linha=1587 | nome=Helena | acao=escreveu o relatorio | valor=7240
linha=1588 | nome=Lucas | acao=participou da aula | valor=3298
linha=1589 | nome=Sofia | acao=analisou os resultados | valor=9985
linha=1590 | nome=Helena | acao=executou o benchmark | valor=1919
linha=1591 | nome=Daniela | acao=executou o benchmark | valor=9430
linha=1592 | nome=Felipe | acao=estudou computacao | valor=9990
linha=1593 | nome=Helena | acao=otimizou o algoritmo | valor=6592
linha=1594 | nome=Tiago | acao=fez um experimento | valor=5509
linha=1595 | nome=Paulo | acao=analisou os resultados | valor=3856
linha=1596 | nome=Daniela | acao=otimizou o algoritmo | valor=5295
linha=1597 | nome=Felipe | acao=executou o benchmark | valor=1319
linha=1598 | nome=Gabriela | acao=comparou as metricas | valor=9075
linha=1599 | nome=Bruno | acao=analisou os resultados | valor=9929
linha=1600 | nome=Carlos | acao=estudou computacao | valor=8543
linha=1601 | nome=Gabriela | acao=fez um experimento | valor=4835
linha=1602 | nome=Otavio | acao=estudou computacao | valor=5668
linha=1603 | nome=Otavio | acao=escreveu o relatorio | valor=9634
linha=1604 | nome=Paulo | acao=comparou as metricas | valor=9695
linha=1605 | nome=Vitor | acao=executou o benchmark | valor=2202
linha=1606 | nome=Sofia | acao=estudou computacao | valor=3090
linha=1607 | nome=Vitor | acao=fez um experimento | valor=1865
linha=1608 | nome=Helena | acao=otimizou o algoritmo | valor=8393
linha=1609 | nome=Igor | acao=escreveu o relatorio | valor=9613
linha=1610 | nome=Renata | acao=otimizou o algoritmo | valor=3937
linha=1611 | nome=Helena | acao=comparou as metricas | valor=3952
linha=1612 | nome=Karen | acao=otimizou o algoritmo | valor=2368
linha=1613 | nome=Mariana | acao=comparou as metricas | valor=7417
linha=1614 | nome=Gabriela | acao=participou da aula | valor=5637
linha=1615 | nome=Ana | acao=fez um experimento | valor=4471
linha=1616 | nome=Daniela | acao=participou da aula | valor=8451
linha=1617 | nome=Vitor | acao=escreveu o relatorio | valor=7576
linha=1618 | nome=Felipe | acao=escreveu o relatorio | valor=5578
linha=1619 | nome=Natalia | acao=otimizou o algoritmo | valor=3598
linha=1620 | nome=Joao | acao=analisou os resultados | valor=6839
linha=1621 | nome=Helena | acao=otimizou o algoritmo | valor=1023
linha=1622 | nome=Otavio | acao=escreveu o relatorio | valor=4291
linha=1623 | nome=Karen | acao=comparou as metricas | valor=5122
linha=1624 | nome=Carlos | acao=estudou computacao | valor=1019
linha=1625 | nome=Paulo | acao=escreveu o relatorio | valor=3355
linha=1626 | nome=Gabriela | acao=executou o benchmark | valor=7403
linha=1627 | nome=Eduarda | acao=otimizou o algoritmo | valor=2243
linha=1628 | nome=Felipe | acao=fez um experimento | valor=2293
linha=1629 | nome=Mariana | acao=participou da aula | valor=8637
linha=1630 | nome=Carlos | acao=comparou as metricas | valor=8633
linha=1631 | nome=Paulo | acao=escreveu o relatorio | valor=1464
linha=1632 | nome=Helena | acao=escreveu o relatorio | valor=1226
linha=1633 | nome=Felipe | acao=participou da aula | valor=9086
linha=1634 | nome=Joao | acao=otimizou o algoritmo | valor=5431
linha=1635 | nome=Gabriela | acao=participou da aula | valor=2680
linha=1636 | nome=Mariana | acao=comparou as metricas | valor=8676
linha=1637 | nome=Lucas | acao=fez um experimento | valor=1144
linha=1638 | nome=Eduarda | acao=executou o benchmark | valor=8538
linha=1639 | nome=Natalia | acao=escreveu o relatorio | valor=8917
linha=1640 | nome=Renata | acao=escreveu o relatorio | valor=8205
linha=1641 | nome=Joao | acao=escreveu o relatorio | valor=8003
linha=1642 | nome=Mariana | acao=executou o benchmark | valor=8812
linha=1643 | nome=Tiago | acao=escreveu o relatorio | valor=1815
linha=1644 | nome=Joao | acao=fez um experimento | valor=5265
linha=1645 | nome=Gabriela | acao=participou da aula | valor=4896
linha=1646 | nome=Sofia | acao=participou da aula | valor=3925
linha=1647 | nome=Karen | acao=executou o benchmark | valor=2497
linha=1648 | nome=Otavio | acao=estudou computacao | valor=4520
linha=1649 | nome=Felipe | acao=executou o benchmark | valor=6702
linha=1650 | nome=Daniela | acao=escreveu o relatorio | valor=2993
linha=1651 | nome=Helena | acao=escreveu o relatorio | valor=8092
linha=1652 | nome=Felipe | acao=estudou computacao | valor=8225
linha=1653 | nome=Natalia | acao=estudou computacao | valor=8215
linha=1654 | nome=Vitor | acao=executou o benchmark | valor=9155
linha=1655 | nome=Renata | acao=comparou as metricas | valor=6310
linha=1656 | nome=Igor | acao=analisou os resultados | valor=6875
linha=1657 | nome=Daniela | acao=estudou computacao | valor=8541
linha=1658 | nome=Karen | acao=comparou as metricas | valor=3504
linha=1659 | nome=Joao | acao=fez um experimento | valor=6478
linha=1660 | nome=Gabriela | acao=fez um experimento | valor=7102
linha=1661 | nome=Sofia | acao=escreveu o relatorio | valor=2646
linha=1662 | nome=Otavio | acao=executou o benchmark | valor=8623
linha=1663 | nome=Bruno | acao=analisou os resultados | valor=3583
linha=1664 | nome=Karen | acao=fez um experimento | valor=3719
linha=1665 | nome=Tiago | acao=comparou as metricas | valor=4120
linha=1666 | nome=Felipe | acao=analisou os resultados | valor=1182
linha=1667 | nome=Tiago | acao=fez um experimento | valor=1750
linha=1668 | nome=Joao | acao=estudou computacao | valor=9137
linha=1669 | nome=Renata | acao=otimizou o algoritmo | valor=4979
linha=1670 | nome=Eduarda | acao=fez um experimento | valor=5454
linha=1671 | nome=Eduarda | acao=otimizou o algoritmo | valor=1426
linha=1672 | nome=Eduarda | acao=participou da aula | valor=7823
linha=1673 | nome=Sofia | acao=estudou computacao | valor=8874
linha=1674 | nome=Karen | acao=participou da aula | valor=2823
linha=1675 | nome=Karen | acao=comparou as metricas | valor=6447
linha=1676 | nome=Ana | acao=estudou computacao | valor=1535
linha=1677 | nome=Vitor | acao=executou o benchmark | valor=4253
linha=1678 | nome=Mariana | acao=participou da aula | valor=8877
linha=1679 | nome=Carlos | acao=otimizou o algoritmo | valor=7641
linha=1680 | nome=Sofia | acao=participou da aula | valor=7808
linha=1681 | nome=Lucas | acao=participou da aula | valor=5046
linha=1682 | nome=Renata | acao=executou o benchmark | valor=1868
linha=1683 | nome=Bruno | acao=analisou os resultados | valor=9863
linha=1684 | nome=Renata | acao=executou o benchmark | valor=5312
linha=1685 | nome=Carlos | acao=comparou as metricas | valor=9473
linha=1686 | nome=Lucas | acao=comparou as metricas | valor=4730
linha=1687 | nome=Sofia | acao=executou o benchmark | valor=2976
linha=1688 | nome=Sofia | acao=estudou computacao | valor=5407
linha=1689 | nome=Gabriela | acao=executou o benchmark | valor=5058
linha=1690 | nome=Felipe | acao=participou da aula | valor=6368
linha=1691 | nome=Ana | acao=analisou os resultados | valor=3685
linha=1692 | nome=Igor | acao=comparou as metricas | valor=3618
linha=1693 | nome=Eduarda | acao=fez um experimento | valor=6596
linha=1694 | nome=Sofia | acao=estudou computacao | valor=1081
linha=1695 | nome=Gabriela | acao=participou da aula | valor=7406
linha=1696 | nome=Sofia | acao=fez um experimento | valor=5461
linha=1697 | nome=Felipe | acao=participou da aula | valor=4736
linha=1698 | nome=Paulo | acao=otimizou o algoritmo | valor=5576
linha=1699 | nome=Carlos | acao=escreveu o relatorio | valor=9250
linha=1700 | nome=Renata | acao=estudou computacao | valor=6313
linha=1701 | nome=Ana | acao=otimizou o algoritmo | valor=4360
linha=1702 | nome=Renata | acao=otimizou o algoritmo | valor=6630
linha=1703 | nome=Bruno | acao=executou o benchmark | valor=6815
linha=1704 | nome=Joao | acao=fez um experimento | valor=2097
linha=1705 | nome=Eduarda | acao=participou da aula | valor=3047
linha=1706 | nome=Otavio | acao=escreveu o relatorio | valor=1583
linha=1707 | nome=Lucas | acao=estudou computacao | valor=4080
linha=1708 | nome=Mariana | acao=estudou computacao | valor=8049
linha=1709 | nome=Lucas | acao=otimizou o algoritmo | valor=3514
linha=1710 | nome=Mariana | acao=escreveu o relatorio | valor=8845
linha=1711 | nome=Daniela | acao=estudou computacao | valor=2900
linha=1712 | nome=Daniela | acao=fez um experimento | valor=5420
linha=1713 | nome=Renata | acao=estudou computacao | valor=5018
linha=1714 | nome=Otavio | acao=estudou computacao | valor=5673
linha=1715 | nome=Gabriela | acao=otimizou o algoritmo | valor=1078
linha=1716 | nome=Eduarda | acao=participou da aula | valor=6084
linha=1717 | nome=Joao | acao=participou da aula | valor=3973
linha=1718 | nome=Daniela | acao=otimizou o algoritmo | valor=3752
linha=1719 | nome=Otavio | acao=comparou as metricas | valor=9510
linha=1720 | nome=Tiago | acao=escreveu o relatorio | valor=3189
linha=1721 | nome=Eduarda | acao=otimizou o algoritmo | valor=2969
linha=1722 | nome=Mariana | acao=fez um experimento | valor=3613
linha=1723 | nome=Joao | acao=otimizou o algoritmo | valor=4077
linha=1724 | nome=Sofia | acao=executou o benchmark | valor=5769
linha=1725 | nome=Tiago | acao=analisou os resultados | valor=1618
linha=1726 | nome=Eduarda | acao=fez um experimento | valor=8480
linha=1727 | nome=Lucas | acao=estudou computacao | valor=2643
linha=1728 | nome=Carlos | acao=analisou os resultados | valor=9713
linha=1729 | nome=Helena | acao=escreveu o relatorio | valor=2704
linha=1730 | nome=Sofia | acao=participou da aula | valor=8568
linha=1731 | nome=Daniela | acao=estudou computacao | valor=5580
linha=1732 | nome=Karen | acao=comparou as metricas | valor=6070
linha=1733 | nome=Eduarda | acao=analisou os resultados | valor=8905
linha=1734 | nome=Lucas | acao=executou o benchmark | valor=6304
linha=1735 | nome=Vitor | acao=fez um experimento | valor=9978
linha=1736 | nome=Sofia | acao=analisou os resultados | valor=5766
linha=1737 | nome=Karen | acao=executou o benchmark | valor=5344
linha=1738 | nome=Lucas | acao=estudou computacao | valor=7047
linha=1739 | nome=Natalia | acao=escreveu o relatorio | valor=7335
linha=1740 | nome=Carlos | acao=analisou os resultados | valor=2995
linha=1741 | nome=Mariana | acao=escreveu o relatorio | valor=7489
linha=1742 | nome=Mariana | acao=otimizou o algoritmo | valor=4688
linha=1743 | nome=Daniela | acao=escreveu o relatorio | valor=6977
linha=1744 | nome=Ana | acao=comparou as metricas | valor=8789
linha=1745 | nome=Karen | acao=participou da aula | valor=7794
linha=1746 | nome=Gabriela | acao=otimizou o algoritmo | valor=3068
linha=1747 | nome=Gabriela | acao=participou da aula | valor=8008
linha=1748 | nome=Tiago | acao=analisou os resultados | valor=7918
linha=1749 | nome=Renata | acao=participou da aula | valor=2660
linha=1750 | nome=Daniela | acao=analisou os resultados | valor=5111
linha=1751 | nome=Mariana | acao=escreveu o relatorio | valor=1644
linha=1752 | nome=Mariana | acao=estudou computacao | valor=4519
linha=1753 | nome=Ana | acao=analisou os resultados | valor=5003
linha=1754 | nome=Carlos | acao=fez um experimento | valor=5627
linha=1755 | nome=Mariana | acao=executou o benchmark | valor=9116
linha=1756 | nome=Sofia | acao=analisou os resultados | valor=5997
linha=1757 | nome=Mariana | acao=executou o benchmark | valor=9935
linha=1758 | nome=Carlos | acao=otimizou o algoritmo | valor=5853
linha=1759 | nome=Lucas | acao=participou da aula | valor=8514
linha=1760 | nome=Mariana | acao=escreveu o relatorio | valor=7850
linha=1761 | nome=Sofia | acao=escreveu o relatorio | valor=9860
linha=1762 | nome=Eduarda | acao=participou da aula | valor=2837
linha=1763 | nome=Sofia | acao=fez um experimento | valor=5894
linha=1764 | nome=Felipe | acao=otimizou o algoritmo | valor=8395
linha=1765 | nome=Lucas | acao=analisou os resultados | valor=9367
linha=1766 | nome=Mariana | acao=participou da aula | valor=9870
linha=1767 | nome=Paulo | acao=fez um experimento | valor=9071
linha=1768 | nome=Karen | acao=participou da aula | valor=7739
linha=1769 | nome=Gabriela | acao=participou da aula | valor=9187
linha=1770 | nome=Paulo | acao=estudou computacao | valor=1091
