linha=1 | nome=Vitor | acao=otimizou o algoritmo | valor=8777
linha=1114 | nome=Tiago | acao=estudou computacao | valor=1555
linha=1115 | nome=Vitor | acao=otimizou o algoritmo | valor=6620
linha=1116 | nome=Lucas | acao=estudou computacao | valor=5379
linha=1117 | nome=Sofia | acao=analisou os resultados | valor=6994
linha=1118 | nome=Mariana | acao=otimizou o algoritmo | valor=3409
linha=1119 | nome=Igor | acao=comparou as metricas | valor=4855
linha=1120 | nome=Eduarda | acao=estudou computacao | valor=2315
linha=1121 | nome=Otavio | acao=comparou as metricas | valor=4686
linha=1122 | nome=Joao | acao=comparou as metricas | valor=5365
linha=1123 | nome=Natalia | acao=comparou as metricas | valor=2183
linha=1124 | nome=Carlos | acao=analisou os resultados | valor=6091
linha=1125 | nome=Lucas | acao=fez um experimento | valor=7228
linha=1126 | nome=Joao | acao=comparou as metricas | valor=8727
linha=1127 | nome=Karen | acao=otimizou o algoritmo | valor=5824
linha=1128 | nome=Bruno | acao=executou o benchmark | valor=4161
linha=1129 | nome=Natalia | acao=participou da aula | valor=7934
linha=1130 | nome=Paulo | acao=participou da aula | valor=6976
linha=1131 | nome=Tiago | acao=analisou os resultados | valor=2654
linha=1132 | nome=Vitor | acao=estudou computacao | valor=6753
linha=1133 | nome=Felipe | acao=otimizou o algoritmo | valor=4569
linha=1134 | nome=Otavio | acao=comparou as metricas | valor=8359
linha=1135 | nome=Carlos | acao=participou da aula | valor=4180
linha=1136 | nome=Renata | acao=participou da aula | valor=5456
linha=1137 | nome=Renata | acao=escreveu o relatorio | valor=2693
linha=1138 | nome=Igor | acao=comparou as metricas | valor=6633
linha=1139 | nome=Sofia | acao=executou o benchmark | valor=9030
linha=1140 | nome=Daniela | acao=estudou computacao | valor=6776
linha=1141 | nome=Paulo | acao=fez um experimento | valor=1536
linha=1142 | nome=Mariana | acao=executou o benchmark | valor=4616
linha=1143 | nome=Natalia | acao=escreveu o relatorio | valor=3760
linha=1144 | nome=Tiago | acao=analisou os resultados | valor=8627
linha=1145 | nome=Vitor | acao=escreveu o relatorio | valor=2606
linha=1146 | nome=Paulo | acao=otimizou o algoritmo | valor=6657
linha=1147 | nome=Carlos | acao=otimizou o algoritmo | valor=8297
linha=1148 | nome=Mariana | acao=executou o benchmark | valor=8108
linha=1149 | nome=Joao | acao=fez um experimento | valor=3947
linha=1150 | nome=Paulo | acao=analisou os resultados | valor=7871
linha=1151 | nome=Felipe | acao=estudou computacao | valor=5511
linha=1152 | nome=Felipe | acao=executou o benchmark | valor=4751
linha=1153 | nome=Lucas | acao=fez um experimento | valor=9631
linha=1154 | nome=Helena | acao=comparou as metricas | valor=9276
linha=1155 | nome=Sofia | acao=participou da aula | valor=7336
linha=1156 | nome=Felipe | acao=escreveu o relatorio | valor=4705
linha=1157 | nome=Felipe | acao=estudou computacao | valor=4556
linha=1158 | nome=Renata | acao=comparou as metricas | valor=6749
linha=1159 | nome=Tiago | acao=otimizou o algoritmo | valor=6018
linha=1160 | nome=Vitor | acao=estudou computacao | valor=6842
linha=1161 | nome=Paulo | acao=fez um experimento | valor=1703
linha=1162 | nome=Natalia | acao=estudou computacao | valor=6165
linha=1163 | nome=Daniela | acao=otimizou o algoritmo | valor=7599
linha=1164 | nome=Bruno | acao=fez um experimento | valor=2040
linha=1165 | nome=Daniela | acao=otimizou o algoritmo | valor=9073
linha=1166 | nome=Helena | acao=otimizou o algoritmo | valor=3131
linha=1167 | nome=Mariana | acao=participou da aula | valor=3480
linha=1168 | nome=Renata | acao=escreveu o relatorio | valor=5958
linha=1169 | nome=Vitor | acao=participou da aula | valor=7096
linha=1170 | nome=Bruno | acao=analisou os resultados | valor=9574
linha=1171 | nome=Joao | acao=escreveu o relatorio | valor=3029
linha=1172 | nome=Renata | acao=estudou computacao | valor=6394
linha=1173 | nome=Felipe | acao=participou da aula | valor=6839
linha=1174 | nome=Vitor | acao=escreveu o relatorio | valor=4096
linha=1175 | nome=Helena | acao=executou o benchmark | valor=1398
linha=1176 | nome=Gabriela | acao=executou o benchmark | valor=5989
linha=1177 | nome=Mariana | acao=estudou computacao | valor=3541
linha=1178 | nome=Karen | acao=fez um experimento | valor=6127
linha=1179 | nome=Eduarda | acao=estudou computacao | valor=3817
linha=1180 | nome=Paulo | acao=analisou os resultados | valor=1068
linha=1181 | nome=Renata | acao=fez um experimento | valor=8222
linha=1182 | nome=Carlos | acao=fez um experimento | valor=5759
linha=1183 | nome=Mariana | acao=executou o benchmark | valor=5768
linha=1184 | nome=Gabriela | acao=participou da aula | valor=7220
linha=1185 | nome=Natalia | acao=estudou computacao | valor=4317
linha=1186 | nome=Eduarda | acao=participou da aula | valor=5140
linha=1187 | nome=Helena | acao=estudou computacao | valor=4485
linha=1188 | nome=Vitor | acao=participou da aula | valor=4683
linha=1189 | nome=Mariana | acao=participou da aula | valor=7827
linha=1190 | nome=Renata | acao=executou o benchmark | valor=4436
linha=1191 | nome=Tiago | acao=participou da aula | valor=4381
linha=1192 | nome=Karen | acao=comparou as metricas | valor=1458
linha=1193 | nome=Daniela | acao=fez um experimento | valor=5342
linha=1194 | nome=Daniela | acao=fez um experimento | valor=6729
linha=1195 | nome=Lucas | acao=estudou computacao | valor=9542
linha=1196 | nome=Carlos | acao=fez um experimento | valor=8303
linha=1197 | nome=Mariana | acao=fez um experimento | valor=5488
linha=1198 | nome=Carlos | acao=otimizou o algoritmo | valor=2549
linha=1199 | nome=Gabriela | acao=otimizou o algoritmo | valor=1422
linha=1200 | nome=Gabriela | acao=fez um experimento | valor=3463
linha=1201 | nome=Natalia | acao=fez um experimento | valor=2194
linha=1202 | nome=Carlos | acao=comparou as metricas | valor=2503
linha=1203 | nome=Gabriela | acao=comparou as metricas | valor=2058
linha=1204 | nome=Helena | acao=executou o benchmark | valor=2241
linha=1205 | nome=Daniela | acao=escreveu o relatorio | valor=1925
linha=1206 | nome=Bruno | acao=analisou os resultados | valor=8419
linha=1207 | nome=Bruno | acao=analisou os resultados | valor=4159
linha=1208 | nome=Sofia | acao=otimizou o algoritmo | valor=8895
linha=1209 | nome=Renata | acao=otimizou o algoritmo | valor=9854
linha=1210 | nome=Daniela | acao=otimizou o algoritmo | valor=6862
linha=1211 | nome=Daniela | acao=estudou computacao | valor=1648
linha=1212 | nome=Renata | acao=otimizou o algoritmo | valor=8087
linha=1213 | nome=Daniela | acao=fez um experimento | valor=9706
linha=1214 | nome=Tiago | acao=fez um experimento | valor=1711
linha=1215 | nome=Sofia | acao=escreveu o relatorio | valor=7388
linha=1216 | nome=Vitor | acao=fez um experimento | valor=3998
linha=1217 | nome=Mariana | acao=escreveu o relatorio | valor=5669
linha=1218 | nome=Paulo | acao=comparou as metricas | valor=4162
linha=1219 | nome=Lucas | acao=otimizou o algoritmo | valor=4107
linha=1220 | nome=Mariana | acao=executou o benchmark | valor=7221
linha=1221 | nome=Bruno | acao=escreveu o relatorio | valor=5307
linha=1222 | nome=Joao | acao=estudou computacao | valor=5119
linha=1223 | nome=Eduarda | acao=executou o benchmark | valor=4933
linha=1224 | nome=Tiago | acao=estudou computacao | valor=3932
linha=1225 | nome=Natalia | acao=fez um experimento | valor=6064
linha=1226 | nome=Renata | acao=escreveu o relatorio | valor=3048
linha=1227 | nome=Lucas | acao=estudou computacao | valor=2415
linha=1228 | nome=Igor | acao=executou o benchmark | valor=2787
linha=1229 | nome=Helena | acao=fez um experimento | valor=1242
linha=1230 | nome=Paulo | acao=participou da aula | valor=1632
linha=1231 | nome=Helena | acao=escreveu o relatorio | valor=6498
linha=1232 | nome=Helena | acao=otimizou o algoritmo | valor=4408
linha=1233 | nome=Karen | acao=fez um experimento | valor=6832
linha=1234 | nome=Mariana | acao=otimizou o algoritmo | valor=6400
linha=1235 | nome=Lucas | acao=otimizou o algoritmo | valor=1473
linha=1236 | nome=Vitor | acao=analisou os resultados | valor=4763
linha=1237 | nome=Ana | acao=participou da aula | valor=6623
linha=1238 | nome=Tiago | acao=fez um experimento | valor=1515
linha=1239 | nome=Igor | acao=executou o benchmark | valor=3447
linha=1240 | nome=Renata | acao=otimizou o algoritmo | valor=5918
linha=1241 | nome=Bruno | acao=comparou as metricas | valor=5138
linha=1242 | nome=Bruno | acao=participou da aula | valor=3426
linha=1243 | nome=Igor | acao=executou o benchmark | valor=4611
linha=1244 | nome=Helena | acao=otimizou o algoritmo | valor=9361
linha=1245 | nome=Helena | acao=comparou as metricas | valor=5323
linha=1246 | nome=Natalia | acao=escreveu o relatorio | valor=3514
linha=1247 | nome=Sofia | acao=estudou computacao | valor=8169
linha=1248 | nome=Felipe | acao=estudou computacao | valor=4915
linha=1249 | nome=Ana | acao=fez um experimento | valor=4946
linha=1250 | nome=Sofia | acao=estudou computacao | valor=9762
linha=1251 | nome=Carlos | acao=executou o benchmark | valor=6878
linha=1252 | nome=Paulo | acao=comparou as metricas | valor=8443
linha=1253 | nome=Renata | acao=estudou computacao | valor=9912
linha=1254 | nome=Carlos | acao=comparou as metricas | valor=2786
linha=1255 | nome=Felipe | acao=participou da aula | valor=3046
linha=1256 | nome=Renata | acao=estudou computacao | valor=7069
linha=1257 | nome=Joao | acao=estudou computacao | valor=9632
linha=1258 | nome=Felipe | acao=escreveu o relatorio | valor=4582
linha=1259 | nome=Carlos | acao=analisou os resultados | valor=2797
linha=1260 | nome=Felipe | acao=escreveu o relatorio | valor=4208
linha=1261 | nome=Felipe | acao=fez um experimento | valor=2763
linha=1262 | nome=Daniela | acao=executou o benchmark | valor=2664
linha=1263 | nome=Natalia | acao=executou o benchmark | valor=3233
linha=1264 | nome=Gabriela | acao=otimizou o algoritmo | valor=4141
linha=1265 | nome=Lucas | acao=executou o benchmark | valor=4302
linha=1266 | nome=Paulo | acao=executou o benchmark | valor=2060
linha=1267 | nome=Joao | acao=analisou os resultados | valor=5192
linha=1268 | nome=Mariana | acao=escreveu o relatorio | valor=4297
linha=1269 | nome=Mariana | acao=otimizou o algoritmo | valor=9129
linha=1270 | nome=Natalia | acao=comparou as metricas | valor=3993
linha=1271 | nome=Gabriela | acao=executou o benchmark | valor=8724
linha=1272 | nome=Daniela | acao=escreveu o relatorio | valor=1870
linha=1273 | nome=Bruno | acao=analisou os resultados | valor=2474
linha=1274 | nome=Lucas | acao=otimizou o algoritmo | valor=1037
linha=1275 | nome=Otavio | acao=escreveu o relatorio | valor=6090
linha=1276 | nome=Carlos | acao=estudou computacao | valor=3200
linha=1277 | nome=Carlos | acao=otimizou o algoritmo | valor=9380
linha=1278 | nome=Otavio | acao=analisou os resultados | valor=9197
linha=1279 | nome=Ana | acao=fez um experimento | valor=2494
linha=1280 | nome=Paulo | acao=comparou as metricas | valor=8130
linha=1281 | nome=Lucas | acao=analisou os resultados | valor=8306
linha=1282 | nome=Igor | acao=comparou as metricas | valor=5401
linha=1283 | nome=Karen | acao=executou o benchmark | valor=7163
linha=1284 | nome=Joao | acao=analisou os resultados | valor=4933
linha=1285 | nome=Lucas | acao=otimizou o algoritmo | valor=8345
linha=1286 | nome=Lucas | acao=escreveu o relatorio | valor=1373
linha=1287 | nome=Daniela | acao=participou da aula | valor=7889
linha=1288 | nome=Daniela | acao=estudou computacao | valor=4383
linha=1289 | nome=Natalia | acao=otimizou o algoritmo | valor=9419
linha=1290 | nome=Gabriela | acao=otimizou o algoritmo | valor=8317
linha=1291 | nome=Eduarda | acao=comparou as metricas | valor=4393
linha=1292 | nome=Igor | acao=escreveu o relatorio | valor=7422
linha=1293 | nome=Carlos | acao=fez um experimento | valor=1885
linha=1294 | nome=Sofia | acao=escreveu o relatorio | valor=2452
linha=1295 | nome=Tiago | acao=otimizou o algoritmo | valor=3815
linha=1296 | nome=Karen | acao=estudou computacao | valor=6860
linha=1297 | nome=Mariana | acao=participou da aula | valor=4138
linha=1298 | nome=Joao | acao=escreveu o relatorio | valor=4394
linha=1299 | nome=Sofia | acao=comparou as metricas | valor=5463
linha=1300 | nome=Mariana | acao=analisou os resultados | valor=8028
linha=1301 | nome=Natalia | acao=comparou as metricas | valor=4202
linha=1302 | nome=Carlos | acao=comparou as metricas | valor=2652
linha=1303 | nome=Bruno | acao=fez um experimento | valor=5261
linha=1304 | nome=Igor | acao=fez um experimento | valor=2043
linha=1305 | nome=Bruno | acao=estudou computacao | valor=4979
linha=1306 | nome=Daniela | acao=comparou as metricas | valor=9206
linha=1307 | nome=Paulo | acao=estudou computacao | valor=5410
linha=1308 | nome=Otavio | acao=otimizou o algoritmo | valor=6866
linha=1309 | nome=Bruno | acao=comparou as metricas | valor=8425
linha=1310 | nome=Felipe | acao=participou da aula | valor=9781
linha=1311 | nome=Carlos | acao=participou da aula | valor=7520
linha=1312 | nome=Daniela | acao=analisou os resultados | valor=1768
linha=1313 | nome=Otavio | acao=executou o benchmark | valor=3652
linha=1314 | nome=Gabriela | acao=participou da aula | valor=1416
linha=1315 | nome=Felipe | acao=escreveu o relatorio | valor=3587
linha=1316 | nome=Natalia | acao=participou da aula | valor=3838
linha=1317 | nome=Carlos | acao=comparou as metricas | valor=4943
linha=1318 | nome=Felipe | acao=otimizou o algoritmo | valor=3789
linha=1319 | nome=Sofia | acao=analisou os resultados | valor=3364
linha=1320 | nome=Natalia | acao=participou da aula | valor=2763
linha=1321 | nome=Gabriela | acao=escreveu o relatorio | valor=1128
linha=1322 | nome=Karen | acao=otimizou o algoritmo | valor=3312
linha=1323 | nome=Eduarda | acao=otimizou o algoritmo | valor=7979
linha=1324 | nome=Lucas | acao=estudou computacao | valor=7335
linha=1325 | nome=Sofia | acao=executou o benchmark | valor=7912
linha=1326 | nome=Tiago | acao=escreveu o relatorio | valor=1367
linha=1327 | nome=Joao | acao=analisou os resultados | valor=2816
linha=1328 | nome=Helena | acao=otimizou o algoritmo | valor=7667
linha=1329 | nome=Igor | acao=participou da aula | valor=4601
linha=1330 | nome=Natalia | acao=escreveu o relatorio | valor=6602
linha=1331 | nome=Tiago | acao=comparou as metricas | valor=5069
linha=1332 | nome=Joao | acao=fez um experimento | valor=1534
linha=1333 | nome=Otavio | acao=participou da aula | valor=7903
linha=1334 | nome=Joao | acao=fez um experimento | valor=2470
linha=1335 | nome=Ana | acao=executou o benchmark | valor=7899
linha=1336 | nome=Sofia | acao=analisou os resultados | valor=2859
linha=1337 | nome=Daniela | acao=analisou os resultados | valor=6828
linha=1338 | nome=Mariana | acao=escreveu o relatorio | valor=8369
linha=1339 | nome=Carlos | acao=comparou as metricas | valor=6815
linha=1340 | nome=Joao | acao=escreveu o relatorio | valor=7222
linha=1341 | nome=Gabriela | acao=estudou computacao | valor=4219
linha=1342 | nome=Vitor | acao=otimizou o algoritmo | valor=5473
linha=1343 | nome=Daniela | acao=analisou os resultados | valor=5609
linha=1344 | nome=Igor | acao=otimizou o algoritmo | valor=7039
linha=1345 | nome=Ana | acao=fez um experimento | valor=7888
linha=1346 | nome=Natalia | acao=analisou os resultados | valor=8685
linha=1347 | nome=Joao | acao=fez um experimento | valor=4729
linha=1348 | nome=Igor | acao=analisou os resultados | valor=2310
linha=1349 | nome=Bruno | acao=comparou as metricas | valor=8906
linha=1350 | nome=Otavio | acao=fez um experimento | valor=5598
linha=1351 | nome=Karen | acao=executou o benchmark | valor=6534
linha=1352 | nome=Karen | acao=participou da aula | valor=9933
linha=1353 | nome=Gabriela | acao=escreveu o relatorio | valor=1751
linha=1354 | nome=Igor | acao=comparou as metricas | valor=4543
linha=1355 | nome=Daniela | acao=estudou computacao | valor=8484
linha=1356 | nome=Otavio | acao=comparou as metricas | valor=8723
linha=1357 | nome=Eduarda | acao=participou da aula | valor=8946
linha=1358 | nome=Bruno | acao=analisou os resultados | valor=5840
linha=1359 | nome=Ana | acao=estudou computacao | valor=8713
linha=1360 | nome=Gabriela | acao=comparou as metricas | valor=5293
linha=1361 | nome=Natalia | acao=fez um experimento | valor=7099
linha=1362 | nome=Renata | acao=escreveu o relatorio | valor=6826
linha=1363 | nome=Vitor | acao=otimizou o algoritmo | valor=2660
linha=1364 | nome=Lucas | acao=analisou os resultados | valor=4569
linha=1365 | nome=Ana | acao=otimizou o algoritmo | valor=7195
linha=1366 | nome=Carlos | acao=executou o benchmark | valor=2907
linha=1367 | nome=Eduarda | acao=participou da aula | valor=7098
linha=1368 | nome=Vitor | acao=comparou as metricas | valor=5427
linha=1369 | nome=Daniela | acao=escreveu o relatorio | valor=2297
linha=1370 | nome=Felipe | acao=estudou computacao | valor=8498
linha=1371 | nome=Karen | acao=participou da aula | valor=9206
linha=1372 | nome=Otavio | acao=fez um experimento | valor=3272
linha=1373 | nome=Joao | acao=executou o benchmark | valor=5310
linha=1374 | nome=Daniela | acao=comparou as metricas | valor=1884
linha=1375 | nome=Igor | acao=escreveu o relatorio | valor=8580
linha=1376 | nome=Lucas | acao=executou o benchmark | valor=7529
linha=1377 | nome=Otavio | acao=comparou as metricas | valor=9289
linha=1378 | nome=Sofia | acao=participou da aula | valor=5229
linha=1379 | nome=Renata | acao=comparou as metricas | valor=1106
linha=1380 | nome=Helena | acao=fez um experimento | valor=7888
linha=1381 | nome=Eduarda | acao=otimizou o algoritmo | valor=1872
linha=1382 | nome=Paulo | acao=fez um experimento | valor=4276
linha=1383 | nome=Otavio | acao=analisou os resultados | valor=6323
linha=1384 | nome=Natalia | acao=executou o benchmark | valor=5527
linha=1385 | nome=Vitor | acao=estudou computacao | valor=5132
linha=1386 | nome=Natalia | acao=fez um experimento | valor=5438
linha=1387 | nome=Natalia | acao=escreveu o relatorio | valor=4625
linha=1388 | nome=Tiago | acao=otimizou o algoritmo | valor=8584
linha=1389 | nome=Mariana | acao=comparou as metricas | valor=6511
linha=1390 | nome=Eduarda | acao=otimizou o algoritmo | valor=6164
linha=1391 | nome=Tiago | acao=participou da aula | valor=5526
linha=1392 | nome=Natalia | acao=executou o benchmark | valor=3869
linha=1393 | nome=Lucas | acao=comparou as metricas | valor=3396
linha=1394 | nome=Gabriela | acao=otimizou o algoritmo | valor=4679
linha=1395 | nome=Joao | acao=estudou computacao | valor=3951
linha=1396 | nome=Daniela | acao=otimizou o algoritmo | valor=5120
linha=1397 | nome=Renata | acao=estudou computacao | valor=7346
linha=1398 | nome=Sofia | acao=estudou computacao | valor=5119
linha=1399 | nome=Felipe | acao=fez um experimento | valor=2990
linha=1400 | nome=Renata | acao=fez um experimento | valor=4557
linha=1401 | nome=Bruno | acao=otimizou o algoritmo | valor=7151
linha=1402 | nome=Otavio | acao=escreveu o relatorio | valor=8724
linha=1403 | nome=Paulo | acao=executou o benchmark | valor=7162
linha=1404 | nome=Sofia | acao=comparou as metricas | valor=3540
linha=1405 | nome=Vitor | acao=estudou computacao | valor=1957
linha=1406 | nome=Tiago | acao=fez um experimento | valor=1676
linha=1407 | nome=Ana | acao=comparou as metricas | valor=2221
linha=1408 | nome=Vitor | acao=estudou computacao | valor=8908
linha=1409 | nome=Felipe | acao=otimizou o algoritmo | valor=4147
linha=1410 | nome=Gabriela | acao=analisou os resultados | valor=3644
linha=1411 | nome=Sofia | acao=estudou computacao | valor=8056
linha=1412 | nome=Gabriela | acao=executou o benchmark | valor=1978
linha=1413 | nome=Carlos | acao=executou o benchmark | valor=8555
linha=1414 | nome=Ana | acao=analisou os resultados | valor=3347
linha=1415 | nome=Bruno | acao=executou o benchmark | valor=1263
linha=1416 | nome=Otavio | acao=escreveu o relatorio | valor=5591
linha=1417 | nome=Paulo | acao=otimizou o algoritmo | valor=8867
linha=1418 | nome=Vitor | acao=executou o benchmark | valor=1208
linha=1419 | nome=Karen | acao=fez um experimento | valor=3429
linha=1420 | nome=Gabriela | acao=comparou as metricas | valor=1896
linha=1421 | nome=Renata | acao=estudou computacao | valor=9498
linha=1422 | nome=Eduarda | acao=participou da aula | valor=3517
linha=1423 | nome=Mariana | acao=analisou os resultados | valor=8043
linha=1424 | nome=Tiago | acao=escreveu o relatorio | valor=3592
linha=1425 | nome=Gabriela | acao=participou da aula | valor=8936
linha=1426 | nome=Ana | acao=fez um experimento | valor=4964
linha=1427 | nome=Karen | acao=participou da aula | valor=9867
linha=1428 | nome=Felipe | acao=fez um experimento | valor=7408
linha=1429 | nome=Joao | acao=escreveu o relatorio | valor=4690
linha=1430 | nome=Felipe | acao=otimizou o algoritmo | valor=5878
linha=1431 | nome=Otavio | acao=estudou computacao | valor=7979
linha=1432 | nome=Carlos | acao=otimizou o algoritmo | valor=6608
linha=1433 | nome=Natalia | acao=analisou os resultados | valor=8496
linha=1434 | nome=Igor | acao=fez um experimento | valor=7779
linha=1435 | nome=Tiago | acao=analisou os resultados | valor=5751
linha=1436 | nome=Igor | acao=estudou computacao | valor=9926
linha=1437 | nome=Helena | acao=executou o benchmark | valor=9045
linha=1438 | nome=Eduarda | acao=analisou os resultados | valor=3388
linha=1439 | nome=Felipe | acao=otimizou o algoritmo | valor=8455
linha=1440 | nome=Daniela | acao=escreveu o relatorio | valor=4523
linha=1441 | nome=Eduarda | acao=executou o benchmark | valor=4531
linha=1442 | nome=Natalia | acao=analisou os resultados | valor=2117
linha=1443 | nome=Felipe | acao=escreveu o relatorio | valor=6482
linha=1444 | nome=Daniela | acao=participou da aula | valor=4998
linha=1445 | nome=Paulo | acao=comparou as metricas | valor=2936
linha=1446 | nome=Bruno | acao=executou o benchmark | valor=1015
linha=1447 | nome=Gabriela | acao=participou da aula | valor=7230
linha=1448 | nome=Joao | acao=estudou computacao | valor=9273
linha=1449 | nome=Vitor | acao=comparou as metricas | valor=7008
linha=1450 | nome=Natalia | acao=executou o benchmark | valor=1378
linha=1451 | nome=Karen | acao=executou o benchmark | valor=5332
linha=1452 | nome=Helena | acao=comparou as metricas | valor=3624
linha=1453 | nome=Natalia | acao=analisou os resultados | valor=3823
linha=1454 | nome=Joao | acao=analisou os resultados | valor=3976
linha=1455 | nome=Natalia | acao=analisou os resultados | valor=8620
linha=1456 | nome=Helena | acao=estudou computacao | valor=3649
linha=1457 | nome=Tiago | acao=comparou as metricas | valor=4587
linha=1458 | nome=Bruno | acao=participou da aula | valor=1430
linha=1459 | nome=Igor | acao=participou da aula | valor=7187
linha=1460 | nome=Ana | acao=otimizou o algoritmo | valor=5397
linha=1461 | nome=Lucas | acao=estudou computacao | valor=4501
linha=1462 | nome=Paulo | acao=estudou computacao | valor=3012
linha=1463 | nome=Renata | acao=participou da aula | valor=9732
linha=1464 | nome=Daniela | acao=analisou os resultados | valor=6013
linha=1465 | nome=Carlos | acao=comparou as metricas | valor=1258
linha=1466 | nome=Natalia | acao=otimizou o algoritmo | valor=7372
linha=1467 | nome=Joao | acao=executou o benchmark | valor=7034
linha=1468 | nome=Eduarda | acao=estudou computacao | valor=5185
linha=1469 | nome=Joao | acao=escreveu o relatorio | valor=6290
linha=1470 | nome=Felipe | acao=executou o benchmark | valor=3200
linha=1471 | nome=Eduarda | acao=fez um experimento | valor=4008
linha=1472 | nome=Felipe | acao=otimizou o algoritmo | valor=8107
linha=1473 | nome=Tiago | acao=executou o benchmark | valor=5987
linha=1474 | nome=Joao | acao=escreveu o relatorio | valor=2364
linha=1475 | nome=Carlos | acao=estudou computacao | valor=4985
linha=1476 | nome=Felipe | acao=executou o benchmark | valor=2609
linha=1477 | nome=Paulo | acao=estudou computacao | valor=3826
linha=1478 | nome=Natalia | acao=estudou computacao | valor=9636
linha=1479 | nome=Gabriela | acao=fez um experimento | valor=8907
linha=1480 | nome=Karen | acao=otimizou o algoritmo | valor=5591
linha=1481 | nome=Daniela | acao=analisou os resultados | valor=8759
linha=1482 | nome=Mariana | acao=fez um experimento | valor=3751
linha=1483 | nome=Karen | acao=fez um experimento | valor=3083
linha=1484 | nome=Felipe | acao=fez um experimento | valor=4715
linha=1485 | nome=Otavio | acao=executou o benchmark | valor=8644
linha=1486 | nome=Otavio | acao=comparou as metricas | valor=9362
linha=1487 | nome=Carlos | acao=fez um experimento | valor=6277
linha=1488 | nome=Mariana | acao=fez um experimento | valor=5014
linha=1489 | nome=Daniela | acao=analisou os resultados | valor=8866
linha=1490 | nome=Paulo | acao=participou da aula | valor=3981
linha=1491 | nome=Eduarda | acao=comparou as metricas | valor=1017
linha=1492 | nome=Vitor | acao=comparou as metricas | valor=4199
linha=1493 | nome=Joao | acao=comparou as metricas | valor=2454
linha=1494 | nome=Mariana | acao=otimizou o algoritmo | valor=8932
linha=1495 | nome=Bruno | acao=analisou os resultados | valor=5391
linha=1496 | nome=Renata | acao=escreveu o relatorio | valor=9850
linha=1497 | nome=Felipe | acao=escreveu o relatorio | valor=9249
linha=1498 | nome=Ana | acao=estudou computacao | valor=4362
linha=1499 | nome=Mariana | acao=otimizou o algoritmo | valor=2742
linha=1500 | nome=Tiago | acao=otimizou o algoritmo | valor=3451
linha=1501 | nome=Gabriela | acao=fez um experimento | valor=8342
linha=1502 | nome=Mariana | acao=estudou computacao | valor=5964
linha=1503 | nome=Joao | acao=escreveu o relatorio | valor=7081
linha=1504 | nome=Renata | acao=otimizou o algoritmo | valor=9535
linha=1505 | nome=Vitor | acao=estudou computacao | valor=1919
linha=1506 | nome=Mariana | acao=comparou as metricas | valor=8982
linha=1507 | nome=Paulo | acao=otimizou o algoritmo | valor=5098
linha=1508 | nome=Ana | acao=otimizou o algoritmo | valor=8601
linha=1509 | nome=Otavio | acao=analisou os resultados | valor=8196
linha=1510 | nome=Karen | acao=fez um experimento | valor=6164
linha=1511 | nome=Tiago | acao=participou da aula | valor=6589
linha=1512 | nome=Ana | acao=estudou computacao | valor=5339
linha=1513 | nome=Lucas | acao=executou o benchmark | valor=2421
linha=1514 | nome=Bruno | acao=comparou as metricas | valor=3704
linha=1515 | nome=Eduarda | acao=fez um experimento | valor=8662
linha=1516 | nome=Mariana | acao=executou o benchmark | valor=9293
linha=1517 | nome=Renata | acao=executou o benchmark | valor=6721
linha=1518 | nome=Vitor | acao=participou da aula | valor=8194
linha=1519 | nome=Sofia | acao=participou da aula | valor=7071
linha=1520 | nome=Mariana | acao=fez um experimento | valor=7045
linha=1521 | nome=Lucas | acao=comparou as metricas | valor=9931
linha=1522 | nome=Ana | acao=otimizou o algoritmo | valor=7958
linha=1523 | nome=Joao | acao=otimizou o algoritmo | valor=1023
linha=1524 | nome=Tiago | acao=comparou as metricas | valor=8973
linha=1525 | nome=Paulo | acao=executou o benchmark | valor=6455
linha=1526 | nome=Daniela | acao=analisou os resultados | valor=4967
linha=1527 | nome=Joao | acao=participou da aula | valor=5013
linha=1528 | nome=Eduarda | acao=analisou os resultados | valor=5928
linha=1529 | nome=Bruno | acao=fez um experimento | valor=1622
linha=1530 | nome=Gabriela | acao=fez um experimento | valor=6991
linha=1531 | nome=Paulo | acao=analisou os resultados | valor=8957
linha=1532 | nome=Lucas | acao=analisou os resultados | valor=9574
linha=1533 | nome=Ana | acao=fez um experimento | valor=5202
linha=1534 | nome=Eduarda | acao=comparou as metricas | valor=5217
linha=1535 | nome=Tiago | acao=estudou computacao | valor=5918
linha=1536 | nome=Eduarda | acao=participou da aula | valor=8961
linha=1537 | nome=Tiago | acao=executou o benchmark | valor=4580
linha=1538 | nome=Paulo | acao=escreveu o relatorio | valor=4541
linha=1539 | nome=Natalia | acao=escreveu o relatorio | valor=3892
linha=1540 | nome=Joao | acao=analisou os resultados | valor=5184
linha=1541 | nome=Tiago | acao=escreveu o relatorio | valor=4494
linha=1542 | nome=Joao | acao=escreveu o relatorio | valor=9682
linha=1543 | nome=Felipe | acao=otimizou o algoritmo | valor=3071
linha=1544 | nome=Daniela | acao=analisou os resultados | valor=2167
linha=1545 | nome=Gabriela | acao=analisou os resultados | valor=9573
linha=1546 | nome=Ana | acao=estudou computacao | valor=2250
linha=1547 | nome=Otavio | acao=comparou as metricas | valor=5508
linha=1548 | nome=Lucas | acao=analisou os resultados | valor=7279
linha=1549 | nome=Tiago | acao=participou da aula | valor=7303
