linha=1 | nome=Eduarda | acao=fez um experimento | valor=8369
linha=979 | nome=Bruno | acao=comparou as metricas | valor=4465
linha=980 | nome=Karen | acao=participou da aula | valor=7128
linha=981 | nome=Mariana | acao=executou o benchmark | valor=5691
linha=982 | nome=Igor | acao=executou o benchmark | valor=7144
linha=983 | nome=Mariana | acao=analisou os resultados | valor=4362
linha=984 | nome=Natalia | acao=estudou computacao | valor=8662
linha=985 | nome=Bruno | acao=estudou computacao | valor=3705
linha=986 | nome=Vitor | acao=estudou computacao | valor=5764
linha=987 | nome=Paulo | acao=fez um experimento | valor=7820
linha=988 | nome=Helena | acao=comparou as metricas | valor=9946
linha=989 | nome=Vitor | acao=estudou computacao | valor=5007
linha=990 | nome=Paulo | acao=fez um experimento | valor=9746
linha=991 | nome=Paulo | acao=comparou as metricas | valor=4449
linha=992 | nome=Ana | acao=comparou as metricas | valor=7434
linha=993 | nome=Bruno | acao=estudou computacao | valor=2509
linha=994 | nome=Carlos | acao=escreveu o relatorio | valor=6343
linha=995 | nome=Otavio | acao=estudou computacao | valor=7863
linha=996 | nome=Vitor | acao=executou o benchmark | valor=5604
linha=997 | nome=Mariana | acao=comparou as metricas | valor=9619
linha=998 | nome=Igor | acao=analisou os resultados | valor=6998
linha=999 | nome=Lucas | acao=analisou os resultados | valor=7497
linha=1000 | nome=Renata | acao=otimizou o algoritmo | valor=1003
linha=1001 | nome=Bruno | acao=fez um experimento | valor=4630
linha=1002 | nome=Gabriela | acao=analisou os resultados | valor=2534
linha=1003 | nome=Igor | acao=analisou os resultados | valor=3916
linha=1004 | nome=Gabriela | acao=otimizou o algoritmo | valor=1354
linha=1005 | nome=Sofia | acao=fez um experimento | valor=3503
linha=1006 | nome=Vitor | acao=fez um experimento | valor=6517
linha=1007 | nome=Eduarda | acao=comparou as metricas | valor=7057
linha=1008 | nome=Vitor | acao=fez um experimento | valor=1058
linha=1009 | nome=Natalia | acao=estudou computacao | valor=8921
linha=1010 | nome=Sofia | acao=fez um experimento | valor=5986
linha=1011 | nome=Helena | acao=participou da aula | valor=6060
linha=1012 | nome=Felipe | acao=comparou as metricas | valor=8463
linha=1013 | nome=Eduarda | acao=fez um experimento | valor=4543
linha=1014 | nome=Natalia | acao=analisou os resultados | valor=1721
linha=1015 | nome=Gabriela | acao=participou da aula | valor=1999
linha=1016 | nome=Tiago | acao=estudou computacao | valor=7232
linha=1017 | nome=Vitor | acao=participou da aula | valor=9568
linha=1018 | nome=Natalia | acao=executou o benchmark | valor=9937
linha=1019 | nome=Daniela | acao=analisou os resultados | valor=4774
linha=1020 | nome=Mariana | acao=fez um experimento | valor=2236
linha=1021 | nome=Mariana | acao=analisou os resultados | valor=5211
linha=1022 | nome=Daniela | acao=fez um experimento | valor=5055
linha=1023 | nome=Joao | acao=executou o benchmark | valor=1892
linha=1024 | nome=Igor | acao=executou o benchmark | valor=2401
linha=1025 | nome=Gabriela | acao=comparou as metricas | valor=2145
linha=1026 | nome=Daniela | acao=fez um experimento | valor=1948
linha=1027 | nome=Helena | acao=executou o benchmark | valor=1357
linha=1028 | nome=Natalia | acao=analisou os resultados | valor=3495
linha=1029 | nome=Gabriela | acao=executou o benchmark | valor=7558
linha=1030 | nome=Helena | acao=participou da aula | valor=1424
linha=1031 | nome=Igor | acao=participou da aula | valor=4540
linha=1032 | nome=Gabriela | acao=comparou as metricas | valor=7207
linha=1033 | nome=Helena | acao=otimizou o algoritmo | valor=4965
linha=1034 | nome=Paulo | acao=participou da aula | valor=6458
linha=1035 | nome=Vitor | acao=analisou os resultados | valor=9167
linha=1036 | nome=Renata | acao=comparou as metricas | valor=4772
linha=1037 | nome=Igor | acao=participou da aula | valor=9911
linha=1038 | nome=Karen | acao=escreveu o relatorio | valor=8528
linha=1039 | nome=Carlos | acao=escreveu o relatorio | valor=3941
linha=1040 | nome=Mariana | acao=escreveu o relatorio | valor=4956
linha=1041 | nome=Mariana | acao=comparou as metricas | valor=7666
linha=1042 | nome=Mariana | acao=participou da aula | valor=3629
linha=1043 | nome=Renata | acao=otimizou o algoritmo | valor=6343
linha=1044 | nome=Lucas | acao=comparou as metricas | valor=7893
linha=1045 | nome=Eduarda | acao=escreveu o relatorio | valor=1381
linha=1046 | nome=Daniela | acao=comparou as metricas | valor=7869
linha=1047 | nome=Lucas | acao=executou o benchmark | valor=7032
linha=1048 | nome=Mariana | acao=escreveu o relatorio | valor=7415
linha=1049 | nome=Lucas | acao=fez um experimento | valor=2784
linha=1050 | nome=Paulo | acao=analisou os resultados | valor=9822
linha=1051 | nome=Sofia | acao=estudou computacao | valor=1234
linha=1052 | nome=Eduarda | acao=comparou as metricas | valor=6688
linha=1053 | nome=Sofia | acao=comparou as metricas | valor=3996
linha=1054 | nome=Otavio | acao=escreveu o relatorio | valor=5130
linha=1055 | nome=Joao | acao=escreveu o relatorio | valor=7299
linha=1056 | nome=Gabriela | acao=participou da aula | valor=2644
linha=1057 | nome=Renata | acao=executou o benchmark | valor=8502
linha=1058 | nome=Mariana | acao=executou o benchmark | valor=8297
linha=1059 | nome=Eduarda | acao=otimizou o algoritmo | valor=4199
linha=1060 | nome=Sofia | acao=participou da aula | valor=2255
linha=1061 | nome=Vitor | acao=comparou as metricas | valor=4379
linha=1062 | nome=Ana | acao=executou o benchmark | valor=4241
linha=1063 | nome=Vitor | acao=otimizou o algoritmo | valor=9258
linha=1064 | nome=Renata | acao=escreveu o relatorio | valor=6154
linha=1065 | nome=Otavio | acao=comparou as metricas | valor=2770
linha=1066 | nome=Joao | acao=fez um experimento | valor=7425
linha=1067 | nome=Tiago | acao=escreveu o relatorio | valor=1722
linha=1068 | nome=Karen | acao=comparou as metricas | valor=9377
linha=1069 | nome=Bruno | acao=comparou as metricas | valor=8266
linha=1070 | nome=Daniela | acao=executou o benchmark | valor=6473
linha=1071 | nome=Gabriela | acao=fez um experimento | valor=8522
linha=1072 | nome=Ana | acao=comparou as metricas | valor=9820
linha=1073 | nome=Eduarda | acao=analisou os resultados | valor=2394
linha=1074 | nome=Otavio | acao=comparou as metricas | valor=3153
linha=1075 | nome=Sofia | acao=executou o benchmark | valor=3065
linha=1076 | nome=Natalia | acao=estudou computacao | valor=2480
linha=1077 | nome=Ana | acao=estudou computacao | valor=2559
linha=1078 | nome=Helena | acao=participou da aula | valor=2557
linha=1079 | nome=Gabriela | acao=otimizou o algoritmo | valor=7458
linha=1080 | nome=Otavio | acao=comparou as metricas | valor=2281
linha=1081 | nome=Paulo | acao=escreveu o relatorio | valor=2185
linha=1082 | nome=Tiago | acao=executou o benchmark | valor=4066
linha=1083 | nome=Helena | acao=executou o benchmark | valor=9341
linha=1084 | nome=Eduarda | acao=participou da aula | valor=4070
linha=1085 | nome=Joao | acao=comparou as metricas | valor=5848
linha=1086 | nome=Paulo | acao=fez um experimento | valor=6191
linha=1087 | nome=Karen | acao=comparou as metricas | valor=7531
linha=1088 | nome=Vitor | acao=fez um experimento | valor=6144
linha=1089 | nome=Tiago | acao=escreveu o relatorio | valor=6970
linha=1090 | nome=Igor | acao=analisou os resultados | valor=8658
linha=1091 | nome=Joao | acao=otimizou o algoritmo | valor=3312
linha=1092 | nome=Eduarda | acao=fez um experimento | valor=3400
linha=1093 | nome=Bruno | acao=executou o benchmark | valor=6503
linha=1094 | nome=Mariana | acao=otimizou o algoritmo | valor=4261
linha=1095 | nome=Vitor | acao=fez um experimento | valor=9265
linha=1096 | nome=Gabriela | acao=fez um experimento | valor=1821
linha=1097 | nome=Renata | acao=fez um experimento | valor=6317
linha=1098 | nome=Helena | acao=otimizou o algoritmo | valor=4502
linha=1099 | nome=Igor | acao=executou o benchmark | valor=8734
linha=1100 | nome=Joao | acao=comparou as metricas | valor=5558
linha=1101 | nome=Daniela | acao=fez um experimento | valor=5493
linha=1102 | nome=Karen | acao=estudou computacao | valor=4512
linha=1103 | nome=Mariana | acao=executou o benchmark | valor=4049
linha=1104 | nome=Joao | acao=executou o benchmark | valor=7450
linha=1105 | nome=Tiago | acao=fez um experimento | valor=2263
linha=1106 | nome=Otavio | acao=analisou os resultados | valor=6648
linha=1107 | nome=Lucas | acao=analisou os resultados | valor=8813
linha=1108 | nome=Mariana | acao=executou o benchmark | valor=1217
linha=1109 | nome=Otavio | acao=comparou as metricas | valor=5017
linha=1110 | nome=Bruno | acao=participou da aula | valor=6215
linha=1111 | nome=Natalia | acao=analisou os resultados | valor=5355
linha=1112 | nome=Eduarda | acao=executou o benchmark | valor=4278
linha=1113 | nome=Paulo | acao=estudou computacao | valor=8763
linha=1114 | nome=Natalia | acao=executou o benchmark | valor=5681
linha=1115 | nome=Felipe | acao=estudou computacao | valor=6535
linha=1116 | nome=Mariana | acao=estudou computacao | valor=2723
linha=1117 | nome=Joao | acao=participou da aula | valor=7360
linha=1118 | nome=Natalia | acao=estudou computacao | valor=5408
linha=1119 | nome=Carlos | acao=analisou os resultados | valor=8728
linha=1120 | nome=Natalia | acao=escreveu o relatorio | valor=8840
linha=1121 | nome=Otavio | acao=executou o benchmark | valor=4974
linha=1122 | nome=Mariana | acao=fez um experimento | valor=3810
linha=1123 | nome=Vitor | acao=escreveu o relatorio | valor=9783
linha=1124 | nome=Eduarda | acao=participou da aula | valor=1178
linha=1125 | nome=Natalia | acao=executou o benchmark | valor=9483
linha=1126 | nome=Ana | acao=escreveu o relatorio | valor=2143
linha=1127 | nome=Carlos | acao=fez um experimento | valor=4884
linha=1128 | nome=Otavio | acao=escreveu o relatorio | valor=4485
linha=1129 | nome=Gabriela | acao=participou da aula | valor=1424
linha=1130 | nome=Carlos | acao=otimizou o algoritmo | valor=7450
linha=1131 | nome=Karen | acao=otimizou o algoritmo | valor=7486
linha=1132 | nome=Tiago | acao=otimizou o algoritmo | valor=4860
linha=1133 | nome=Igor | acao=analisou os resultados | valor=1538
linha=1134 | nome=Paulo | acao=fez um experimento | valor=9791
linha=1135 | nome=Gabriela | acao=executou o benchmark | valor=2172
linha=1136 | nome=Helena | acao=comparou as metricas | valor=3583
linha=1137 | nome=Igor | acao=executou o benchmark | valor=8992
linha=1138 | nome=Renata | acao=otimizou o algoritmo | valor=5902
linha=1139 | nome=Daniela | acao=fez um experimento | valor=3166
linha=1140 | nome=Lucas | acao=estudou computacao | valor=8629
linha=1141 | nome=Helena | acao=otimizou o algoritmo | valor=9408
linha=1142 | nome=Otavio | acao=estudou computacao | valor=7624
linha=1143 | nome=Lucas | acao=analisou os resultados | valor=9681
linha=1144 | nome=Gabriela | acao=participou da aula | valor=6617
linha=1145 | nome=Eduarda | acao=otimizou o algoritmo | valor=3433
linha=1146 | nome=Mariana | acao=participou da aula | valor=3523
linha=1147 | nome=Natalia | acao=otimizou o algoritmo | valor=1751
linha=1148 | nome=Sofia | acao=otimizou o algoritmo | valor=8778
linha=1149 | nome=Otavio | acao=comparou as metricas | valor=3169
linha=1150 | nome=Daniela | acao=participou da aula | valor=7769
linha=1151 | nome=Otavio | acao=analisou os resultados | valor=5413
linha=1152 | nome=Mariana | acao=otimizou o algoritmo | valor=5787
linha=1153 | nome=Otavio | acao=otimizou o algoritmo | valor=7695
linha=1154 | nome=Natalia | acao=escreveu o relatorio | valor=1963
linha=1155 | nome=Mariana | acao=otimizou o algoritmo | valor=3922
linha=1156 | nome=Helena | acao=estudou computacao | valor=8394
linha=1157 | nome=Paulo | acao=analisou os resultados | valor=2598
linha=1158 | nome=Bruno | acao=participou da aula | valor=8140
linha=1159 | nome=Gabriela | acao=estudou computacao | valor=2863
linha=1160 | nome=Sofia | acao=escreveu o relatorio | valor=1988
linha=1161 | nome=Daniela | acao=escreveu o relatorio | valor=4987
linha=1162 | nome=Otavio | acao=escreveu o relatorio | valor=5940
linha=1163 | nome=Paulo | acao=participou da aula | valor=8606
linha=1164 | nome=Lucas | acao=comparou as metricas | valor=6345
linha=1165 | nome=Paulo | acao=comparou as metricas | valor=6281
linha=1166 | nome=Lucas | acao=participou da aula | valor=8971
linha=1167 | nome=Felipe | acao=fez um experimento | valor=6987
linha=1168 | nome=Ana | acao=analisou os resultados | valor=4937
linha=1169 | nome=Carlos | acao=participou da aula | valor=8863
linha=1170 | nome=Mariana | acao=estudou computacao | valor=7714
linha=1171 | nome=Otavio | acao=executou o benchmark | valor=3489
linha=1172 | nome=Lucas | acao=participou da aula | valor=9673
linha=1173 | nome=Vitor | acao=estudou computacao | valor=3084
linha=1174 | nome=Eduarda | acao=executou o benchmark | valor=5711
linha=1175 | nome=Lucas | acao=fez um experimento | valor=2792
linha=1176 | nome=Gabriela | acao=otimizou o algoritmo | valor=5558
linha=1177 | nome=Joao | acao=participou da aula | valor=9351
linha=1178 | nome=Paulo | acao=analisou os resultados | valor=3672
linha=1179 | nome=Tiago | acao=participou da aula | valor=6654
linha=1180 | nome=Helena | acao=executou o benchmark | valor=2363
linha=1181 | nome=Sofia | acao=comparou as metricas | valor=5633
linha=1182 | nome=Felipe | acao=comparou as metricas | valor=3709
linha=1183 | nome=Paulo | acao=executou o benchmark | valor=6821
linha=1184 | nome=Otavio | acao=escreveu o relatorio | valor=7921
linha=1185 | nome=Mariana | acao=participou da aula | valor=9367
linha=1186 | nome=Gabriela | acao=otimizou o algoritmo | valor=9353
linha=1187 | nome=Vitor | acao=executou o benchmark | valor=5115
linha=1188 | nome=Karen | acao=executou o benchmark | valor=4154
linha=1189 | nome=Renata | acao=estudou computacao | valor=8581
linha=1190 | nome=Tiago | acao=analisou os resultados | valor=4404
linha=1191 | nome=Mariana | acao=otimizou o algoritmo | valor=3623
linha=1192 | nome=Igor | acao=escreveu o relatorio | valor=8409
linha=1193 | nome=Vitor | acao=executou o benchmark | valor=6981
linha=1194 | nome=Otavio | acao=estudou computacao | valor=9239
linha=1195 | nome=Sofia | acao=estudou computacao | valor=6335
linha=1196 | nome=Mariana | acao=comparou as metricas | valor=4093
linha=1197 | nome=Bruno | acao=escreveu o relatorio | valor=6681
linha=1198 | nome=Gabriela | acao=escreveu o relatorio | valor=6313
linha=1199 | nome=Gabriela | acao=fez um experimento | valor=3092
linha=1200 | nome=Sofia | acao=otimizou o algoritmo | valor=3970
linha=1201 | nome=Bruno | acao=estudou computacao | valor=8245
linha=1202 | nome=Bruno | acao=participou da aula | valor=2880
linha=1203 | nome=Mariana | acao=fez um experimento | valor=4993
linha=1204 | nome=Mariana | acao=comparou as metricas | valor=6007
linha=1205 | nome=Felipe | acao=executou o benchmark | valor=5724
linha=1206 | nome=Vitor | acao=executou o benchmark | valor=6914
linha=1207 | nome=Ana | acao=fez um experimento | valor=1724
linha=1208 | nome=Paulo | acao=participou da aula | valor=5640
linha=1209 | nome=Joao | acao=comparou as metricas | valor=2623
linha=1210 | nome=Carlos | acao=participou da aula | valor=4505
linha=1211 | nome=Otavio | acao=otimizou o algoritmo | valor=3798
linha=1212 | nome=Karen | acao=participou da aula | valor=7180
linha=1213 | nome=Eduarda | acao=fez um experimento | valor=7847
linha=1214 | nome=Helena | acao=comparou as metricas | valor=4192
linha=1215 | nome=Otavio | acao=analisou os resultados | valor=8505
linha=1216 | nome=Bruno | acao=comparou as metricas | valor=4349
linha=1217 | nome=Mariana | acao=fez um experimento | valor=4464
linha=1218 | nome=Renata | acao=fez um experimento | valor=1463
linha=1219 | nome=Ana | acao=comparou as metricas | valor=3994
linha=1220 | nome=Otavio | acao=estudou computacao | valor=3379
linha=1221 | nome=Ana | acao=participou da aula | valor=6619
linha=1222 | nome=Felipe | acao=otimizou o algoritmo | valor=5901
linha=1223 | nome=Joao | acao=otimizou o algoritmo | valor=1988
linha=1224 | nome=Gabriela | acao=comparou as metricas | valor=6650
linha=1225 | nome=Felipe | acao=executou o benchmark | valor=7336
linha=1226 | nome=Sofia | acao=fez um experimento | valor=1050
linha=1227 | nome=Helena | acao=otimizou o algoritmo | valor=8900
linha=1228 | nome=Joao | acao=comparou as metricas | valor=9628
linha=1229 | nome=Mariana | acao=analisou os resultados | valor=4305
linha=1230 | nome=Felipe | acao=participou da aula | valor=5926
linha=1231 | nome=Mariana | acao=estudou computacao | valor=9523
linha=1232 | nome=Mariana | acao=estudou computacao | valor=3796
linha=1233 | nome=Tiago | acao=participou da aula | valor=3425
linha=1234 | nome=Otavio | acao=estudou computacao | valor=7998
linha=1235 | nome=Sofia | acao=analisou os resultados | valor=2866
linha=1236 | nome=Eduarda | acao=comparou as metricas | valor=9258
linha=1237 | nome=Otavio | acao=participou da aula | valor=7715
linha=1238 | nome=Igor | acao=executou o benchmark | valor=7516
linha=1239 | nome=Natalia | acao=estudou computacao | valor=5645
linha=1240 | nome=Karen | acao=analisou os resultados | valor=7559
linha=1241 | nome=Joao | acao=comparou as metricas | valor=9867
linha=1242 | nome=Natalia | acao=comparou as metricas | valor=9522
linha=1243 | nome=Daniela | acao=fez um experimento | valor=6934
linha=1244 | nome=Daniela | acao=escreveu o relatorio | valor=4307
linha=1245 | nome=Tiago | acao=executou o benchmark | valor=7600
linha=1246 | nome=Daniela | acao=otimizou o algoritmo | valor=9229
linha=1247 | nome=Felipe | acao=fez um experimento | valor=1554
linha=1248 | nome=Carlos | acao=executou o benchmark | valor=7618
linha=1249 | nome=Tiago | acao=executou o benchmark | valor=6213
linha=1250 | nome=Daniela | acao=participou da aula | valor=4057
linha=1251 | nome=Vitor | acao=comparou as metricas | valor=5490
linha=1252 | nome=Eduarda | acao=participou da aula | valor=6558
linha=1253 | nome=Daniela | acao=executou o benchmark | valor=2122
linha=1254 | nome=Mariana | acao=estudou computacao | valor=7081
linha=1255 | nome=Carlos | acao=comparou as metricas | valor=5598
linha=1256 | nome=Carlos | acao=analisou os resultados | valor=9368
linha=1257 | nome=Joao | acao=participou da aula | valor=5665
linha=1258 | nome=Otavio | acao=executou o benchmark | valor=7136
linha=1259 | nome=Vitor | acao=executou o benchmark | valor=4967
linha=1260 | nome=Igor | acao=estudou computacao | valor=9301
linha=1261 | nome=Carlos | acao=executou o benchmark | valor=3650
linha=1262 | nome=Bruno | acao=comparou as metricas | valor=6407
linha=1263 | nome=Tiago | acao=participou da aula | valor=7466
linha=1264 | nome=Vitor | acao=executou o benchmark | valor=2718
linha=1265 | nome=Igor | acao=fez um experimento | valor=4651
linha=1266 | nome=Mariana | acao=participou da aula | valor=1168
linha=1267 | nome=Carlos | acao=otimizou o algoritmo | valor=1721
linha=1268 | nome=Bruno | acao=fez um experimento | valor=2311
linha=1269 | nome=Paulo | acao=executou o benchmark | valor=3132
linha=1270 | nome=Renata | acao=analisou os resultados | valor=9672
linha=1271 | nome=Eduarda | acao=otimizou o algoritmo | valor=3648
linha=1272 | nome=Vitor | acao=fez um experimento | valor=7654
linha=1273 | nome=Paulo | acao=estudou computacao | valor=3082
linha=1274 | nome=Ana | acao=escreveu o relatorio | valor=3247
linha=1275 | nome=Natalia | acao=comparou as metricas | valor=2947
linha=1276 | nome=Mariana | acao=executou o benchmark | valor=9366
linha=1277 | nome=Sofia | acao=comparou as metricas | valor=9665
linha=1278 | nome=Lucas | acao=escreveu o relatorio | valor=8315
linha=1279 | nome=Mariana | acao=estudou computacao | valor=2736
linha=1280 | nome=Sofia | acao=executou o benchmark | valor=9165
linha=1281 | nome=Renata | acao=comparou as metricas | valor=2887
linha=1282 | nome=Tiago | acao=analisou os resultados | valor=7796
linha=1283 | nome=Gabriela | acao=escreveu o relatorio | valor=8636
linha=1284 | nome=Vitor | acao=comparou as metricas | valor=8933
linha=1285 | nome=Helena | acao=executou o benchmark | valor=7749
linha=1286 | nome=Vitor | acao=fez um experimento | valor=1740
linha=1287 | nome=Mariana | acao=analisou os resultados | valor=4114
linha=1288 | nome=Eduarda | acao=estudou computacao | valor=1894
linha=1289 | nome=Renata | acao=estudou computacao | valor=9605
linha=1290 | nome=Lucas | acao=fez um experimento | valor=9620
linha=1291 | nome=Joao | acao=executou o benchmark | valor=4667
linha=1292 | nome=Renata | acao=analisou os resultados | valor=8120
linha=1293 | nome=Joao | acao=escreveu o relatorio | valor=9474
linha=1294 | nome=Carlos | acao=comparou as metricas | valor=3262
linha=1295 | nome=Joao | acao=estudou computacao | valor=3478
linha=1296 | nome=Helena | acao=comparou as metricas | valor=3987
linha=1297 | nome=Karen | acao=escreveu o relatorio | valor=1377
linha=1298 | nome=Eduarda | acao=fez um experimento | valor=2364
linha=1299 | nome=Helena | acao=analisou os resultados | valor=3371
linha=1300 | nome=Mariana | acao=estudou computacao | valor=8506
linha=1301 | nome=Eduarda | acao=analisou os resultados | valor=4744
linha=1302 | nome=Joao | acao=executou o benchmark | valor=5239
linha=1303 | nome=Vitor | acao=escreveu o relatorio | valor=8759
linha=1304 | nome=Sofia | acao=participou da aula | valor=2090
linha=1305 | nome=Mariana | acao=escreveu o relatorio | valor=8377
linha=1306 | nome=Gabriela | acao=fez um experimento | valor=9569
linha=1307 | nome=Natalia | acao=otimizou o algoritmo | valor=2563
linha=1308 | nome=Renata | acao=fez um experimento | valor=7764
linha=1309 | nome=Helena | acao=estudou computacao | valor=7525
linha=1310 | nome=Sofia | acao=otimizou o algoritmo | valor=9577
linha=1311 | nome=Karen | acao=analisou os resultados | valor=9799
linha=1312 | nome=Joao | acao=otimizou o algoritmo | valor=4521
linha=1313 | nome=Mariana | acao=escreveu o relatorio | valor=7020
linha=1314 | nome=Joao | acao=participou da aula | valor=7882
linha=1315 | nome=Igor | acao=estudou computacao | valor=2752
linha=1316 | nome=Eduarda | acao=fez um experimento | valor=5771
linha=1317 | nome=Otavio | acao=escreveu o relatorio | valor=5156
linha=1318 | nome=Mariana | acao=comparou as metricas | valor=3950
linha=1319 | nome=Mariana | acao=comparou as metricas | valor=8161
linha=1320 | nome=Otavio | acao=executou o benchmark | valor=1544
linha=1321 | nome=Natalia | acao=otimizou o algoritmo | valor=9705
linha=1322 | nome=Daniela | acao=participou da aula | valor=8304
linha=1323 | nome=Daniela | acao=comparou as metricas | valor=1756
linha=1324 | nome=Karen | acao=estudou computacao | valor=8451
linha=1325 | nome=Felipe | acao=executou o benchmark | valor=6157
linha=1326 | nome=Helena | acao=executou o benchmark | valor=3764
linha=1327 | nome=Gabriela | acao=fez um experimento | valor=6833
linha=1328 | nome=Gabriela | acao=escreveu o relatorio | valor=7553
linha=1329 | nome=Tiago | acao=fez um experimento | valor=5145
linha=1330 | nome=Renata | acao=estudou computacao | valor=7510
linha=1331 | nome=Eduarda | acao=executou o benchmark | valor=5116
linha=1332 | nome=Daniela | acao=fez um experimento | valor=6756
linha=1333 | nome=Felipe | acao=executou o benchmark | valor=1580
linha=1334 | nome=Bruno | acao=fez um experimento | valor=9020
linha=1335 | nome=Carlos | acao=escreveu o relatorio | valor=9340
linha=1336 | nome=Eduarda | acao=analisou os resultados | valor=3079
linha=1337 | nome=Eduarda | acao=estudou computacao | valor=9921
linha=1338 | nome=Bruno | acao=escreveu o relatorio | valor=5256
linha=1339 | nome=Karen | acao=otimizou o algoritmo | valor=5111
linha=1340 | nome=Paulo | acao=participou da aula | valor=6919
linha=1341 | nome=Natalia | acao=estudou computacao | valor=2035
linha=1342 | nome=Joao | acao=fez um experimento | valor=8126
linha=1343 | nome=Tiago | acao=estudou computacao | valor=7970
linha=1344 | nome=Gabriela | acao=escreveu o relatorio | valor=3689
linha=1345 | nome=Tiago | acao=comparou as metricas | valor=1301
linha=1346 | nome=Daniela | acao=estudou computacao | valor=3061
linha=1347 | nome=Natalia | acao=escreveu o relatorio | valor=9149
linha=1348 | nome=Eduarda | acao=fez um experimento | valor=9126
linha=1349 | nome=Natalia | acao=estudou computacao | valor=7141
linha=1350 | nome=Tiago | acao=analisou os resultados | valor=3525
linha=1351 | nome=Eduarda | acao=escreveu o relatorio | valor=8643
linha=1352 | nome=Carlos | acao=participou da aula | valor=3279
linha=1353 | nome=Lucas | acao=executou o benchmark | valor=1143
linha=1354 | nome=Daniela | acao=otimizou o algoritmo | valor=6894
linha=1355 | nome=Carlos | acao=escreveu o relatorio | valor=5864
linha=1356 | nome=Tiago | acao=executou o benchmark | valor=5198
linha=1357 | nome=Vitor | acao=escreveu o relatorio | valor=5334
linha=1358 | nome=Tiago | acao=escreveu o relatorio | valor=6697
linha=1359 | nome=Felipe | acao=executou o benchmark | valor=3492
linha=1360 | nome=Eduarda | acao=executou o benchmark | valor=9107
linha=1361 | nome=Ana | acao=otimizou o algoritmo | valor=3550
linha=1362 | nome=Paulo | acao=escreveu o relatorio | valor=3645
linha=1363 | nome=Joao | acao=analisou os resultados | valor=5356
linha=1364 | nome=Karen | acao=fez um experimento | valor=5920
linha=1365 | nome=Renata | acao=estudou computacao | valor=1686
linha=1366 | nome=Igor | acao=otimizou o algoritmo | valor=4991
linha=1367 | nome=Mariana | acao=otimizou o algoritmo | valor=7657
linha=1368 | nome=Gabriela | acao=otimizou o algoritmo | valor=4881
linha=1369 | nome=Igor | acao=otimizou o algoritmo | valor=3098
linha=1370 | nome=Paulo | acao=participou da aula | valor=4486
linha=1371 | nome=Sofia | acao=analisou os resultados | valor=3096
linha=1372 | nome=Bruno | acao=comparou as metricas | valor=4051
linha=1373 | nome=Renata | acao=fez um experimento | valor=6525
linha=1374 | nome=Vitor | acao=executou o benchmark | valor=8018
linha=1375 | nome=Carlos | acao=analisou os resultados | valor=9673
linha=1376 | nome=Tiago | acao=estudou computacao | valor=1743
linha=1377 | nome=Felipe | acao=comparou as metricas | valor=6108
linha=1378 | nome=Eduarda | acao=comparou as metricas | valor=9561
linha=1379 | nome=Renata | acao=estudou computacao | valor=8348
linha=1380 | nome=Sofia | acao=escreveu o relatorio | valor=8411
linha=1381 | nome=Paulo | acao=fez um experimento | valor=5262
linha=1382 | nome=Natalia | acao=analisou os resultados | valor=8597
linha=1383 | nome=Bruno | acao=otimizou o algoritmo | valor=9286
linha=1384 | nome=Renata | acao=executou o benchmark | valor=3302
linha=1385 | nome=Gabriela | acao=escreveu o relatorio | valor=6736
linha=1386 | nome=Ana | acao=comparou as metricas | valor=2197
linha=1387 | nome=Bruno | acao=analisou os resultados | valor=7435
linha=1388 | nome=Igor | acao=participou da aula | valor=1037
linha=1389 | nome=Bruno | acao=escreveu o relatorio | valor=5214
linha=1390 | nome=Bruno | acao=estudou computacao | valor=5294
linha=1391 | nome=Helena | acao=comparou as metricas | valor=3308
linha=1392 | nome=Felipe | acao=estudou computacao | valor=2806
linha=1393 | nome=Mariana | acao=comparou as metricas | valor=5308
linha=1394 | nome=Helena | acao=comparou as metricas | valor=1182
linha=1395 | nome=Mariana | acao=escreveu o relatorio | valor=6317
linha=1396 | nome=Natalia | acao=executou o benchmark | valor=4138
linha=1397 | nome=Lucas | acao=analisou os resultados | valor=2080
linha=1398 | nome=Helena | acao=participou da aula | valor=9837
linha=1399 | nome=Igor | acao=participou da aula | valor=1412
linha=1400 | nome=Mariana | acao=participou da aula | valor=9025
linha=1401 | nome=Natalia | acao=analisou os resultados | valor=7060
linha=1402 | nome=Vitor | acao=otimizou o algoritmo | valor=9311
linha=1403 | nome=Paulo | acao=fez um experimento | valor=6809
linha=1404 | nome=Lucas | acao=escreveu o relatorio | valor=3296
linha=1405 | nome=Lucas | acao=fez um experimento | valor=3828
linha=1406 | nome=Sofia | acao=participou da aula | valor=2814
linha=1407 | nome=Igor | acao=otimizou o algoritmo | valor=1851
linha=1408 | nome=Gabriela | acao=estudou computacao | valor=2941
linha=1409 | nome=Karen | acao=comparou as metricas | valor=9752
linha=1410 | nome=Karen | acao=executou o benchmark | valor=4586
linha=1411 | nome=Paulo | acao=otimizou o algoritmo | valor=7965
linha=1412 | nome=Natalia | acao=analisou os resultados | valor=4780
linha=1413 | nome=Igor | acao=otimizou o algoritmo | valor=5678
linha=1414 | nome=Vitor | acao=comparou as metricas | valor=5691
linha=1415 | nome=Paulo | acao=estudou computacao | valor=3269
linha=1416 | nome=Eduarda | acao=executou o benchmark | valor=2782
