linha=1 | nome=Vitor | acao=otimizou o algoritmo | valor=7002
linha=872 | nome=Mariana | acao=comparou as metricas | valor=5360
linha=873 | nome=Joao | acao=escreveu o relatorio | valor=4440
linha=874 | nome=Helena | acao=escreveu o relatorio | valor=6261
linha=875 | nome=Sofia | acao=otimizou o algoritmo | valor=6470
linha=876 | nome=Gabriela | acao=fez um experimento | valor=5383
linha=877 | nome=Joao | acao=fez um experimento | valor=7564
linha=878 | nome=Daniela | acao=executou o benchmark | valor=1429
linha=879 | nome=Daniela | acao=comparou as metricas | valor=5843
linha=880 | nome=Igor | acao=analisou os resultados | valor=4833
linha=881 | nome=Renata | acao=executou o benchmark | valor=3257
linha=882 | nome=Felipe | acao=participou da aula | valor=3513
linha=883 | nome=Otavio | acao=estudou computacao | valor=3485
linha=884 | nome=Otavio | acao=fez um experimento | valor=4590
linha=885 | nome=Ana | acao=fez um experimento | valor=8885
linha=886 | nome=Joao | acao=comparou as metricas | valor=8216
linha=887 | nome=Helena | acao=executou o benchmark | valor=5446
linha=888 | nome=Mariana | acao=otimizou o algoritmo | valor=8442
linha=889 | nome=Renata | acao=otimizou o algoritmo | valor=9483
linha=890 | nome=Mariana | acao=fez um experimento | valor=4414
linha=891 | nome=Helena | acao=escreveu o relatorio | valor=5942
linha=892 | nome=Karen | acao=estudou computacao | valor=6249
linha=893 | nome=Mariana | acao=fez um experimento | valor=8602
linha=894 | nome=Otavio | acao=comparou as metricas | valor=3155
linha=895 | nome=Karen | acao=fez um experimento | valor=8039
linha=896 | nome=Otavio | acao=estudou computacao | valor=1233
linha=897 | nome=Daniela | acao=comparou as metricas | valor=3790
linha=898 | nome=Helena | acao=analisou os resultados | valor=7758
linha=899 | nome=Karen | acao=executou o benchmark | valor=5972
linha=900 | nome=Bruno | acao=analisou os resultados | valor=4284
linha=901 | nome=Eduarda | acao=participou da aula | valor=3590
linha=902 | nome=Carlos | acao=analisou os resultados | valor=7111
linha=903 | nome=Renata | acao=analisou os resultados | valor=3053
linha=904 | nome=Otavio | acao=estudou computacao | valor=7267
linha=905 | nome=Joao | acao=analisou os resultados | valor=7853
linha=906 | nome=Mariana | acao=participou da aula | valor=8856
linha=907 | nome=Paulo | acao=participou da aula | valor=3399
linha=908 | nome=Renata | acao=otimizou o algoritmo | valor=7807
linha=909 | nome=Renata | acao=comparou as metricas | valor=9539
linha=910 | nome=Bruno | acao=executou o benchmark | valor=7564
linha=911 | nome=Paulo | acao=otimizou o algoritmo | valor=5947
linha=912 | nome=Mariana | acao=analisou os resultados | valor=2064
linha=913 | nome=Helena | acao=fez um experimento | valor=7615
linha=914 | nome=Otavio | acao=participou da aula | valor=9494
linha=915 | nome=Paulo | acao=escreveu o relatorio | valor=5002
linha=916 | nome=Tiago | acao=executou o benchmark | valor=5200
linha=917 | nome=Mariana | acao=fez um experimento | valor=5331
linha=918 | nome=Sofia | acao=analisou os resultados | valor=7100
linha=919 | nome=Bruno | acao=participou da aula | valor=5147
linha=920 | nome=Paulo | acao=otimizou o algoritmo | valor=2021
linha=921 | nome=Igor | acao=analisou os resultados | valor=9511
linha=922 | nome=Carlos | acao=analisou os resultados | valor=3480
linha=923 | nome=Vitor | acao=escreveu o relatorio | valor=6375
linha=924 | nome=Paulo | acao=analisou os resultados | valor=7290
linha=925 | nome=Igor | acao=comparou as metricas | valor=3993
linha=926 | nome=Mariana | acao=estudou computacao | valor=3385
linha=927 | nome=Sofia | acao=otimizou o algoritmo | valor=5535
linha=928 | nome=Sofia | acao=analisou os resultados | valor=5525
linha=929 | nome=Otavio | acao=estudou computacao | valor=2954
linha=930 | nome=Mariana | acao=analisou os resultados | valor=3971
linha=931 | nome=Igor | acao=otimizou o algoritmo | valor=9495
linha=932 | nome=Helena | acao=escreveu o relatorio | valor=1343
linha=933 | nome=Lucas | acao=participou da aula | valor=6937
linha=934 | nome=Otavio | acao=comparou as metricas | valor=4215
linha=935 | nome=Otavio | acao=comparou as metricas | valor=5316
linha=936 | nome=Natalia | acao=analisou os resultados | valor=7522
linha=937 | nome=Carlos | acao=otimizou o algoritmo | valor=2659
linha=938 | nome=Carlos | acao=executou o benchmark | valor=8742
linha=939 | nome=Gabriela | acao=estudou computacao | valor=1984
linha=940 | nome=Felipe | acao=escreveu o relatorio | valor=8451
linha=941 | nome=Helena | acao=otimizou o algoritmo | valor=9406
linha=942 | nome=Mariana | acao=escreveu o relatorio | valor=8906
linha=943 | nome=Igor | acao=comparou as metricas | valor=8679
linha=944 | nome=Karen | acao=escreveu o relatorio | valor=9930
linha=945 | nome=Otavio | acao=otimizou o algoritmo | valor=5968
linha=946 | nome=Eduarda | acao=otimizou o algoritmo | valor=9777
linha=947 | nome=Joao | acao=participou da aula | valor=4983
linha=948 | nome=Karen | acao=estudou computacao | valor=2957
linha=949 | nome=Natalia | acao=estudou computacao | valor=4420
linha=950 | nome=Felipe | acao=analisou os resultados | valor=4001
linha=951 | nome=Ana | acao=fez um experimento | valor=8380
linha=952 | nome=Bruno | acao=comparou as metricas | valor=5499
linha=953 | nome=Tiago | acao=participou da aula | valor=5865
linha=954 | nome=Sofia | acao=otimizou o algoritmo | valor=7928
linha=955 | nome=Bruno | acao=comparou as metricas | valor=7749
linha=956 | nome=Daniela | acao=analisou os resultados | valor=6218
linha=957 | nome=Sofia | acao=analisou os resultados | valor=9039
linha=958 | nome=Joao | acao=estudou computacao | valor=8212
linha=959 | nome=Sofia | acao=otimizou o algoritmo | valor=4134
linha=960 | nome=Carlos | acao=estudou computacao | valor=2075
linha=961 | nome=Sofia | acao=executou o benchmark | valor=1615
linha=962 | nome=Sofia | acao=otimizou o algoritmo | valor=1437
linha=963 | nome=Carlos | acao=estudou computacao | valor=4986
linha=964 | nome=Helena | acao=comparou as metricas | valor=5538
linha=965 | nome=Tiago | acao=participou da aula | valor=6494
linha=966 | nome=Ana | acao=estudou computacao | valor=2004
linha=967 | nome=Sofia | acao=participou da aula | valor=1316
linha=968 | nome=Helena | acao=otimizou o algoritmo | valor=6682
linha=969 | nome=Renata | acao=analisou os resultados | valor=8020
linha=970 | nome=Karen | acao=executou o benchmark | valor=8924
linha=971 | nome=Sofia | acao=comparou as metricas | valor=1227
linha=972 | nome=Paulo | acao=comparou as metricas | valor=9046
linha=973 | nome=Renata | acao=fez um experimento | valor=3447
linha=974 | nome=Mariana | acao=executou o benchmark | valor=7147
linha=975 | nome=Felipe | acao=escreveu o relatorio | valor=6292
linha=976 | nome=Renata | acao=otimizou o algoritmo | valor=3828
linha=977 | nome=Otavio | acao=escreveu o relatorio | valor=1005
linha=978 | nome=Igor | acao=comparou as metricas | valor=2971
linha=979 | nome=Daniela | acao=analisou os resultados | valor=9542
linha=980 | nome=Daniela | acao=participou da aula | valor=9014
linha=981 | nome=Mariana | acao=comparou as metricas | valor=6550
linha=982 | nome=Lucas | acao=participou da aula | valor=8941
linha=983 | nome=Tiago | acao=fez um experimento | valor=9231
linha=984 | nome=Igor | acao=comparou as metricas | valor=9685
linha=985 | nome=Felipe | acao=otimizou o algoritmo | valor=5264
linha=986 | nome=Karen | acao=otimizou o algoritmo | valor=2905
linha=987 | nome=Ana | acao=escreveu o relatorio | valor=7088
linha=988 | nome=Mariana | acao=executou o benchmark | valor=6150
linha=989 | nome=Igor | acao=escreveu o relatorio | valor=6133
linha=990 | nome=Joao | acao=executou o benchmark | valor=5252
linha=991 | nome=Renata | acao=escreveu o relatorio | valor=9347
linha=992 | nome=Gabriela | acao=participou da aula | valor=4813
linha=993 | nome=Bruno | acao=escreveu o relatorio | valor=2185
linha=994 | nome=Ana | acao=escreveu o relatorio | valor=3344
linha=995 | nome=Lucas | acao=participou da aula | valor=7188
linha=996 | nome=Felipe | acao=executou o benchmark | valor=8992
linha=997 | nome=Renata | acao=comparou as metricas | valor=5458
linha=998 | nome=Gabriela | acao=executou o benchmark | valor=2675
linha=999 | nome=Vitor | acao=comparou as metricas | valor=2163
linha=1000 | nome=Natalia | acao=otimizou o algoritmo | valor=3539
linha=1001 | nome=Eduarda | acao=comparou as metricas | valor=8727
linha=1002 | nome=Lucas | acao=participou da aula | valor=8377
linha=1003 | nome=Igor | acao=analisou os resultados | valor=8728
linha=1004 | nome=Bruno | acao=participou da aula | valor=6386
linha=1005 | nome=Otavio | acao=otimizou o algoritmo | valor=5037
linha=1006 | nome=Karen | acao=escreveu o relatorio | valor=7739
linha=1007 | nome=Karen | acao=comparou as metricas | valor=3662
linha=1008 | nome=Joao | acao=comparou as metricas | valor=7417
linha=1009 | nome=Natalia | acao=participou da aula | valor=4842
linha=1010 | nome=Lucas | acao=escreveu o relatorio | valor=4016
linha=1011 | nome=Natalia | acao=escreveu o relatorio | valor=4533
linha=1012 | nome=Felipe | acao=executou o benchmark | valor=8233
linha=1013 | nome=Paulo | acao=otimizou o algoritmo | valor=4022
linha=1014 | nome=Karen | acao=executou o benchmark | valor=1960
linha=1015 | nome=Vitor | acao=otimizou o algoritmo | valor=1935
linha=1016 | nome=Tiago | acao=otimizou o algoritmo | valor=6719
linha=1017 | nome=Vitor | acao=otimizou o algoritmo | valor=4613
linha=1018 | nome=Vitor | acao=analisou os resultados | valor=9772
linha=1019 | nome=Renata | acao=escreveu o relatorio | valor=5964
linha=1020 | nome=Tiago | acao=otimizou o algoritmo | valor=8767
linha=1021 | nome=Natalia | acao=estudou computacao | valor=5125
linha=1022 | nome=Felipe | acao=participou da aula | valor=1179
linha=1023 | nome=Natalia | acao=executou o benchmark | valor=4844
linha=1024 | nome=Bruno | acao=analisou os resultados | valor=6767
linha=1025 | nome=Carlos | acao=fez um experimento | valor=6776
linha=1026 | nome=Gabriela | acao=analisou os resultados | valor=1518
linha=1027 | nome=Sofia | acao=analisou os resultados | valor=1440
linha=1028 | nome=Daniela | acao=comparou as metricas | valor=2254
linha=1029 | nome=Vitor | acao=analisou os resultados | valor=1975
linha=1030 | nome=Natalia | acao=escreveu o relatorio | valor=7155
linha=1031 | nome=Bruno | acao=participou da aula | valor=6286
linha=1032 | nome=Otavio | acao=analisou os resultados | valor=9611
linha=1033 | nome=Bruno | acao=participou da aula | valor=9651
linha=1034 | nome=Tiago | acao=estudou computacao | valor=6935
linha=1035 | nome=Mariana | acao=executou o benchmark | valor=4439
linha=1036 | nome=Vitor | acao=comparou as metricas | valor=4683
linha=1037 | nome=Mariana | acao=analisou os resultados | valor=6968
linha=1038 | nome=Vitor | acao=executou o benchmark | valor=5777
linha=1039 | nome=Bruno | acao=fez um experimento | valor=3921
linha=1040 | nome=Otavio | acao=comparou as metricas | valor=7839
linha=1041 | nome=Natalia | acao=executou o benchmark | valor=1325
linha=1042 | nome=Natalia | acao=otimizou o algoritmo | valor=1241
linha=1043 | nome=Ana | acao=escreveu o relatorio | valor=4522
linha=1044 | nome=Sofia | acao=analisou os resultados | valor=7815
linha=1045 | nome=Felipe | acao=executou o benchmark | valor=5263
linha=1046 | nome=Otavio | acao=participou da aula | valor=5793
linha=1047 | nome=Tiago | acao=executou o benchmark | valor=7378
linha=1048 | nome=Paulo | acao=executou o benchmark | valor=2514
linha=1049 | nome=Eduarda | acao=participou da aula | valor=2900
linha=1050 | nome=Otavio | acao=fez um experimento | valor=3792
linha=1051 | nome=Paulo | acao=escreveu o relatorio | valor=5511
linha=1052 | nome=Gabriela | acao=participou da aula | valor=1709
linha=1053 | nome=Bruno | acao=participou da aula | valor=5294
linha=1054 | nome=Tiago | acao=analisou os resultados | valor=3415
linha=1055 | nome=Mariana | acao=fez um experimento | valor=2288
linha=1056 | nome=Igor | acao=estudou computacao | valor=4477
linha=1057 | nome=Carlos | acao=estudou computacao | valor=2133
linha=1058 | nome=Joao | acao=escreveu o relatorio | valor=4305
linha=1059 | nome=Karen | acao=fez um experimento | valor=5315
linha=1060 | nome=Natalia | acao=estudou computacao | valor=9596
linha=1061 | nome=Renata | acao=estudou computacao | valor=1524
linha=1062 | nome=Vitor | acao=escreveu o relatorio | valor=4646
linha=1063 | nome=Felipe | acao=escreveu o relatorio | valor=1065
linha=1064 | nome=Mariana | acao=executou o benchmark | valor=3025
linha=1065 | nome=Gabriela | acao=estudou computacao | valor=4593
linha=1066 | nome=Renata | acao=fez um experimento | valor=5213
linha=1067 | nome=Renata | acao=otimizou o algoritmo | valor=5589
linha=1068 | nome=Mariana | acao=executou o benchmark | valor=5146
linha=1069 | nome=Renata | acao=executou o benchmark | valor=2617
linha=1070 | nome=Renata | acao=otimizou o algoritmo | valor=4901
linha=1071 | nome=Natalia | acao=fez um experimento | valor=2634
linha=1072 | nome=Igor | acao=analisou os resultados | valor=1143
linha=1073 | nome=Felipe | acao=escreveu o relatorio | valor=2167
linha=1074 | nome=Mariana | acao=executou o benchmark | valor=5813
linha=1075 | nome=Bruno | acao=estudou computacao | valor=4065
linha=1076 | nome=Carlos | acao=estudou computacao | valor=1730
linha=1077 | nome=Mariana | acao=comparou as metricas | valor=7159
linha=1078 | nome=Natalia | acao=escreveu o relatorio | valor=5576
linha=1079 | nome=Tiago | acao=fez um experimento | valor=9715
linha=1080 | nome=Felipe | acao=otimizou o algoritmo | valor=2476
linha=1081 | nome=Natalia | acao=executou o benchmark | valor=7376
linha=1082 | nome=Lucas | acao=analisou os resultados | valor=3977
linha=1083 | nome=Felipe | acao=participou da aula | valor=8478
linha=1084 | nome=Natalia | acao=executou o benchmark | valor=2688
linha=1085 | nome=Tiago | acao=fez um experimento | valor=6177
linha=1086 | nome=Mariana | acao=comparou as metricas | valor=5521
linha=1087 | nome=Mariana | acao=escreveu o relatorio | valor=7896
linha=1088 | nome=Igor | acao=participou da aula | valor=3014
linha=1089 | nome=Daniela | acao=otimizou o algoritmo | valor=1503
linha=1090 | nome=Lucas | acao=analisou os resultados | valor=9883
linha=1091 | nome=Mariana | acao=fez um experimento | valor=2188
linha=1092 | nome=Felipe | acao=otimizou o algoritmo | valor=2095
linha=1093 | nome=Eduarda | acao=estudou computacao | valor=9639
linha=1094 | nome=Gabriela | acao=analisou os resultados | valor=6661
linha=1095 | nome=Helena | acao=analisou os resultados | valor=4033
linha=1096 | nome=Mariana | acao=otimizou o algoritmo | valor=3315
linha=1097 | nome=Renata | acao=comparou as metricas | valor=5100
linha=1098 | nome=Igor | acao=participou da aula | valor=2561
linha=1099 | nome=Mariana | acao=executou o benchmark | valor=4481
linha=1100 | nome=Paulo | acao=fez um experimento | valor=3698
linha=1101 | nome=Natalia | acao=estudou computacao | valor=2074
linha=1102 | nome=Otavio | acao=participou da aula | valor=6900
linha=1103 | nome=Sofia | acao=otimizou o algoritmo | valor=2519
linha=1104 | nome=Otavio | acao=comparou as metricas | valor=5141
linha=1105 | nome=Mariana | acao=otimizou o algoritmo | valor=4096
linha=1106 | nome=Gabriela | acao=estudou computacao | valor=3456
linha=1107 | nome=Bruno | acao=comparou as metricas | valor=9469
linha=1108 | nome=Daniela | acao=comparou as metricas | valor=6014
linha=1109 | nome=Renata | acao=fez um experimento | valor=9811
linha=1110 | nome=Joao | acao=estudou computacao | valor=6565
linha=1111 | nome=Joao | acao=executou o benchmark | valor=5676
linha=1112 | nome=Vitor | acao=estudou computacao | valor=4784
linha=1113 | nome=Bruno | acao=estudou computacao | valor=7136
linha=1114 | nome=Vitor | acao=escreveu o relatorio | valor=7353
linha=1115 | nome=Daniela | acao=otimizou o algoritmo | valor=9330
linha=1116 | nome=Sofia | acao=comparou as metricas | valor=3739
linha=1117 | nome=Carlos | acao=otimizou o algoritmo | valor=4998
linha=1118 | nome=Renata | acao=executou o benchmark | valor=3914
linha=1119 | nome=Mariana | acao=executou o benchmark | valor=1723
linha=1120 | nome=Renata | acao=executou o benchmark | valor=9326
linha=1121 | nome=Natalia | acao=comparou as metricas | valor=3129
linha=1122 | nome=Mariana | acao=comparou as metricas | valor=9283
linha=1123 | nome=Gabriela | acao=analisou os resultados | valor=2900
linha=1124 | nome=Igor | acao=participou da aula | valor=5817
linha=1125 | nome=Sofia | acao=executou o benchmark | valor=2052
linha=1126 | nome=Otavio | acao=comparou as metricas | valor=9373
linha=1127 | nome=Paulo | acao=analisou os resultados | valor=5583
linha=1128 | nome=Mariana | acao=fez um experimento | valor=6014
linha=1129 | nome=Vitor | acao=fez um experimento | valor=6608
linha=1130 | nome=Felipe | acao=fez um experimento | valor=4465
linha=1131 | nome=Paulo | acao=comparou as metricas | valor=2536
linha=1132 | nome=Vitor | acao=escreveu o relatorio | valor=9276
linha=1133 | nome=Mariana | acao=estudou computacao | valor=3697
linha=1134 | nome=Vitor | acao=analisou os resultados | valor=1312
linha=1135 | nome=Lucas | acao=fez um experimento | valor=1119
linha=1136 | nome=Carlos | acao=otimizou o algoritmo | valor=6039
linha=1137 | nome=Renata | acao=comparou as metricas | valor=7472
linha=1138 | nome=Helena | acao=participou da aula | valor=4488
linha=1139 | nome=Natalia | acao=escreveu o relatorio | valor=9911
linha=1140 | nome=Sofia | acao=participou da aula | valor=7287
linha=1141 | nome=Joao | acao=participou da aula | valor=7660
linha=1142 | nome=Mariana | acao=fez um experimento | valor=1342
linha=1143 | nome=Felipe | acao=fez um experimento | valor=4489
linha=1144 | nome=Mariana | acao=executou o benchmark | valor=1910
linha=1145 | nome=Ana | acao=escreveu o relatorio | valor=6351
linha=1146 | nome=Joao | acao=participou da aula | valor=1000
linha=1147 | nome=Karen | acao=escreveu o relatorio | valor=8814
linha=1148 | nome=Carlos | acao=otimizou o algoritmo | valor=6937
linha=1149 | nome=Ana | acao=estudou computacao | valor=9120
linha=1150 | nome=Felipe | acao=participou da aula | valor=3742
linha=1151 | nome=Lucas | acao=analisou os resultados | valor=5520
linha=1152 | nome=Ana | acao=participou da aula | valor=1493
linha=1153 | nome=Helena | acao=fez um experimento | valor=2577
linha=1154 | nome=Eduarda | acao=analisou os resultados | valor=2648
linha=1155 | nome=Natalia | acao=escreveu o relatorio | valor=9886
linha=1156 | nome=Paulo | acao=otimizou o algoritmo | valor=9087
linha=1157 | nome=Helena | acao=comparou as metricas | valor=6954
linha=1158 | nome=Otavio | acao=analisou os resultados | valor=9383
linha=1159 | nome=Mariana | acao=estudou computacao | valor=2604
linha=1160 | nome=Carlos | acao=fez um experimento | valor=1740
linha=1161 | nome=Igor | acao=escreveu o relatorio | valor=2100
linha=1162 | nome=Sofia | acao=comparou as metricas | valor=1223
linha=1163 | nome=Igor | acao=comparou as metricas | valor=6175
linha=1164 | nome=Bruno | acao=participou da aula | valor=3992
linha=1165 | nome=Bruno | acao=executou o benchmark | valor=6260
linha=1166 | nome=Tiago | acao=comparou as metricas | valor=8325
linha=1167 | nome=Vitor | acao=comparou as metricas | valor=7452
linha=1168 | nome=Ana | acao=comparou as metricas | valor=2704
linha=1169 | nome=Mariana | acao=executou o benchmark | valor=2900
linha=1170 | nome=Natalia | acao=comparou as metricas | valor=4776
linha=1171 | nome=Renata | acao=otimizou o algoritmo | valor=5864
linha=1172 | nome=Sofia | acao=analisou os resultados | valor=1135
linha=1173 | nome=Lucas | acao=estudou computacao | valor=4835
linha=1174 | nome=Joao | acao=executou o benchmark | valor=3631
linha=1175 | nome=Ana | acao=escreveu o relatorio | valor=2726
linha=1176 | nome=Natalia | acao=comparou as metricas | valor=9253
linha=1177 | nome=Carlos | acao=participou da aula | valor=3726
linha=1178 | nome=Renata | acao=executou o benchmark | valor=1806
linha=1179 | nome=Helena | acao=executou o benchmark | valor=9129
linha=1180 | nome=Joao | acao=executou o benchmark | valor=2800
linha=1181 | nome=Daniela | acao=escreveu o relatorio | valor=6844
linha=1182 | nome=Vitor | acao=participou da aula | valor=6285
linha=1183 | nome=Mariana | acao=participou da aula | valor=1976
linha=1184 | nome=Mariana | acao=participou da aula | valor=8196
linha=1185 | nome=Joao | acao=comparou as metricas | valor=1229
linha=1186 | nome=Renata | acao=estudou computacao | valor=1014
linha=1187 | nome=Igor | acao=otimizou o algoritmo | valor=1378
linha=1188 | nome=Helena | acao=escreveu o relatorio | valor=9663
linha=1189 | nome=Daniela | acao=comparou as metricas | valor=5443
linha=1190 | nome=Igor | acao=comparou as metricas | valor=2009
linha=1191 | nome=Felipe | acao=fez um experimento | valor=9831
linha=1192 | nome=Bruno | acao=analisou os resultados | valor=8910
linha=1193 | nome=Joao | acao=escreveu o relatorio | valor=5433
linha=1194 | nome=Gabriela | acao=participou da aula | valor=5910
linha=1195 | nome=Mariana | acao=estudou computacao | valor=5279
linha=1196 | nome=Vitor | acao=comparou as metricas | valor=4471
linha=1197 | nome=Carlos | acao=estudou computacao | valor=7369
linha=1198 | nome=Eduarda | acao=otimizou o algoritmo | valor=4762
linha=1199 | nome=Ana | acao=fez um experimento | valor=4419
linha=1200 | nome=Renata | acao=escreveu o relatorio | valor=8630
linha=1201 | nome=Renata | acao=executou o benchmark | valor=9467
linha=1202 | nome=Igor | acao=comparou as metricas | valor=3943
linha=1203 | nome=Carlos | acao=comparou as metricas | valor=9151
linha=1204 | nome=Otavio | acao=otimizou o algoritmo | valor=2511
linha=1205 | nome=Vitor | acao=participou da aula | valor=4928
linha=1206 | nome=Bruno | acao=analisou os resultados | valor=9541
linha=1207 | nome=Gabriela | acao=participou da aula | valor=2042
linha=1208 | nome=Bruno | acao=fez um experimento | valor=3070
linha=1209 | nome=Carlos | acao=escreveu o relatorio | valor=5445
linha=1210 | nome=Renata | acao=analisou os resultados | valor=8263
linha=1211 | nome=Helena | acao=estudou computacao | valor=9845
linha=1212 | nome=Vitor | acao=otimizou o algoritmo | valor=9430
linha=1213 | nome=Mariana | acao=comparou as metricas | valor=9083
linha=1214 | nome=Ana | acao=otimizou o algoritmo | valor=3435
linha=1215 | nome=Paulo | acao=otimizou o algoritmo | valor=7785
linha=1216 | nome=Karen | acao=participou da aula | valor=1356
linha=1217 | nome=Tiago | acao=estudou computacao | valor=9563
linha=1218 | nome=Carlos | acao=fez um experimento | valor=4473
linha=1219 | nome=Karen | acao=escreveu o relatorio | valor=3508
linha=1220 | nome=Tiago | acao=escreveu o relatorio | valor=4534
linha=1221 | nome=Vitor | acao=participou da aula | valor=9432
linha=1222 | nome=Sofia | acao=participou da aula | valor=3782
linha=1223 | nome=Renata | acao=analisou os resultados | valor=3554
linha=1224 | nome=Mariana | acao=fez um experimento | valor=7711
linha=1225 | nome=Igor | acao=estudou computacao | valor=6129
linha=1226 | nome=Bruno | acao=analisou os resultados | valor=3446
linha=1227 | nome=Daniela | acao=comparou as metricas | valor=7866
linha=1228 | nome=Vitor | acao=executou o benchmark | valor=9930
linha=1229 | nome=Bruno | acao=participou da aula | valor=9285
linha=1230 | nome=Sofia | acao=comparou as metricas | valor=9137
linha=1231 | nome=Ana | acao=executou o benchmark | valor=1749
linha=1232 | nome=Karen | acao=comparou as metricas | valor=7912
linha=1233 | nome=Mariana | acao=otimizou o algoritmo | valor=5912
linha=1234 | nome=Bruno | acao=estudou computacao | valor=8682
linha=1235 | nome=Paulo | acao=executou o benchmark | valor=6069
linha=1236 | nome=Bruno | acao=escreveu o relatorio | valor=6972
linha=1237 | nome=Paulo | acao=analisou os resultados | valor=7802
linha=1238 | nome=Otavio | acao=estudou computacao | valor=1642
linha=1239 | nome=Daniela | acao=analisou os resultados | valor=9857
linha=1240 | nome=Natalia | acao=estudou computacao | valor=7671
linha=1241 | nome=Sofia | acao=executou o benchmark | valor=5674
linha=1242 | nome=Otavio | acao=fez um experimento | valor=9669
linha=1243 | nome=Gabriela | acao=escreveu o relatorio | valor=8846
linha=1244 | nome=Carlos | acao=estudou computacao | valor=8111
linha=1245 | nome=Daniela | acao=escreveu o relatorio | valor=1411
linha=1246 | nome=Renata | acao=estudou computacao | valor=9781
linha=1247 | nome=Gabriela | acao=otimizou o algoritmo | valor=8220
linha=1248 | nome=Bruno | acao=fez um experimento | valor=8500
linha=1249 | nome=Igor | acao=executou o benchmark | valor=2087
linha=1250 | nome=Natalia | acao=comparou as metricas | valor=4528
linha=1251 | nome=Helena | acao=comparou as metricas | valor=6097
linha=1252 | nome=Ana | acao=comparou as metricas | valor=8949
linha=1253 | nome=Carlos | acao=escreveu o relatorio | valor=4898
linha=1254 | nome=Helena | acao=executou o benchmark | valor=8124
linha=1255 | nome=Bruno | acao=estudou computacao | valor=5881
linha=1256 | nome=Mariana | acao=executou o benchmark | valor=7736
linha=1257 | nome=Joao | acao=executou o benchmark | valor=5629
linha=1258 | nome=Helena | acao=otimizou o algoritmo | valor=6143
linha=1259 | nome=Natalia | acao=analisou os resultados | valor=5312
linha=1260 | nome=Karen | acao=estudou computacao | valor=2767
linha=1261 | nome=Tiago | acao=fez um experimento | valor=8957
linha=1262 | nome=Gabriela | acao=fez um experimento | valor=7708
linha=1263 | nome=Sofia | acao=participou da aula | valor=4462
linha=1264 | nome=Felipe | acao=otimizou o algoritmo | valor=4806
linha=1265 | nome=Renata | acao=estudou computacao | valor=4904
linha=1266 | nome=Ana | acao=analisou os resultados | valor=3384
linha=1267 | nome=Natalia | acao=comparou as metricas | valor=2614
linha=1268 | nome=Mariana | acao=fez um experimento | valor=3770
linha=1269 | nome=Renata | acao=analisou os resultados | valor=3140
linha=1270 | nome=Igor | acao=participou da aula | valor=4252
linha=1271 | nome=Felipe | acao=fez um experimento | valor=6418
linha=1272 | nome=Paulo | acao=otimizou o algoritmo | valor=5676
linha=1273 | nome=Otavio | acao=analisou os resultados | valor=1843
linha=1274 | nome=Daniela | acao=comparou as metricas | valor=3243
linha=1275 | nome=Helena | acao=analisou os resultados | valor=6958
linha=1276 | nome=Paulo | acao=executou o benchmark | valor=1116
linha=1277 | nome=Sofia | acao=otimizou o algoritmo | valor=3822
linha=1278 | nome=Eduarda | acao=comparou as metricas | valor=2107
linha=1279 | nome=Joao | acao=otimizou o algoritmo | valor=3223
linha=1280 | nome=Gabriela | acao=otimizou o algoritmo | valor=2617
linha=1281 | nome=Renata | acao=otimizou o algoritmo | valor=3125
linha=1282 | nome=Helena | acao=estudou computacao | valor=3498
linha=1283 | nome=Felipe | acao=executou o benchmark | valor=9712
linha=1284 | nome=Paulo | acao=fez um experimento | valor=1669
linha=1285 | nome=Renata | acao=fez um experimento | valor=5960
linha=1286 | nome=Helena | acao=participou da aula | valor=4614
linha=1287 | nome=Gabriela | acao=participou da aula | valor=1889
linha=1288 | nome=Eduarda | acao=fez um experimento | valor=4718
linha=1289 | nome=Lucas | acao=analisou os resultados | valor=9037
linha=1290 | nome=Karen | acao=analisou os resultados | valor=7831
linha=1291 | nome=Eduarda | acao=analisou os resultados | valor=5275
linha=1292 | nome=Tiago | acao=escreveu o relatorio | valor=1560
linha=1293 | nome=Joao | acao=participou da aula | valor=4782
linha=1294 | nome=Paulo | acao=executou o benchmark | valor=6601
linha=1295 | nome=Helena | acao=executou o benchmark | valor=1980
linha=1296 | nome=Felipe | acao=otimizou o algoritmo | valor=6663
linha=1297 | nome=Carlos | acao=analisou os resultados | valor=8805
linha=1298 | nome=Gabriela | acao=comparou as metricas | valor=9674
linha=1299 | nome=Mariana | acao=fez um experimento | valor=1236
linha=1300 | nome=Mariana | acao=otimizou o algoritmo | valor=8841
linha=1301 | nome=Helena | acao=participou da aula | valor=8783
linha=1302 | nome=Helena | acao=escreveu o relatorio | valor=1595
linha=1303 | nome=Natalia | acao=fez um experimento | valor=6977
linha=1304 | nome=Joao | acao=analisou os resultados | valor=6416
linha=1305 | nome=Helena | acao=estudou computacao | valor=4050
linha=1306 | nome=Natalia | acao=estudou computacao | valor=4090
linha=1307 | nome=Mariana | acao=escreveu o relatorio | valor=2869
linha=1308 | nome=Carlos | acao=analisou os resultados | valor=9990
linha=1309 | nome=Vitor | acao=estudou computacao | valor=1812
linha=1310 | nome=Lucas | acao=escreveu o relatorio | valor=4069
linha=1311 | nome=Daniela | acao=comparou as metricas | valor=7266
linha=1312 | nome=Igor | acao=comparou as metricas | valor=7234
